frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,ft_x,ft_y,dist_to_basket_ft,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,team_abbrev,dribble_count,lineup_id,homography_valid
11970,399.399,1,green,1232,727,0.3619,0.4249,0.0,0.0,0.0,mid_range,0,969.2,,1032.9,none,0.0,0.0,1665.0,445.5,0,0,right,,127,1,299,245,2124,348,0.0,1086.4,0.0,0,34.02,21.24,29.02,0,1,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.0,half_court,,,0.9527434092966098,0,unknown,,,0.0,,,,0,1,1
11970,399.399,3,green,2098,164,0.6163,0.0959,0.0,0.0,0.0,mid_range,0,185.8,,1032.9,none,0.0,0.0,1665.0,445.5,0,0,right,,543,174,602,289,2124,348,0.0,1344.3,0.0,0,57.94,4.79,36.85,0,1,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.0,half_court,573.5,267.375,0.0,0,unknown,,,0.0,,,,0,1,1
11973,399.499,2,green,2120,142,0.6228,0.083,0.0,0.0,0.0,mid_range,0,343.5,,81.5,none,0.0,0.0,0.0,0.0,0,0,,,559.0,153.0,647.0,288.0,2319,422,208.57,1337.1,0.0,0,58.54,4.15,36.7,0,2,0,0.933,unclassified,0,0.0,24.0,,,,,0.0,0.1,half_court,613.75,264.5,0.7814870826953061,0,unknown,,,5.0,,,,0,2,0
11979,399.7,1,green,1232,727,0.3619,0.4249,0.0,0.0,0.0,mid_range,1,1089.2,,1108.2,none,0.0,0.0,0.0,0.0,0,0,,,127.0,1.0,299.0,245.0,159,540,2163.22,1086.4,0.0,0,34.02,21.24,29.02,0,4,1,0.8,fast_break,1,0.0,24.0,,,,,0.0,0.0,fast_break,,,0.9527434092966098,0,unknown,,,102.68019391402716,,,,0,4,0
11979,399.7,2,green,2264,205,0.6651,0.1198,52.39,52.39,23.6,mid_range,0,2131.5,,61.3,none,0.0,0.0,0.0,0.0,0,0,,,559.0,153.0,647.0,288.0,159,540,2163.22,1181.9,51.63,0,62.52,5.99,32.39,0,4,1,0.8,fast_break,1,0.0,24.0,,,,,0.0,0.0,fast_break,613.75,264.5,0.7814870826953061,0,unknown,,,102.68019391402716,,,,0,4,0
11982,399.8,2,green,2254,195,0.6622,0.114,4.71,-47.68,225.0,mid_range,0,,,79.8,none,0.0,0.0,0.0,0.0,0,0,,,559.0,153.0,647.0,288.0,,,0.0,1195.8,-4.62,0,62.24,5.7,32.79,0,4,2,0.733,fast_break,0,0.0,23.8998998998999,,,,,0.0,0.0,half_court,613.75,264.5,0.7814870826953061,0,unknown,,,8.232726023485645,,,,0,2,0
11985,399.9,2,green,2403,252,0.7059,0.1473,53.18,48.47,20.9,mid_range,0,,,94.6,none,0.0,0.0,0.0,0.0,0,0,,,559.0,153.0,647.0,288.0,,,0.0,1040.7,51.48,0,66.36,7.36,28.5,0,4,3,0.667,fast_break,0,0.0,23.7997997997998,,,,,0.0,0.1,half_court,613.75,264.5,0.7814870826953061,0,unknown,,,8.232726023485645,,,,0,2,0
11988,400.0,3,green,2242,223,0.6586,0.1303,51.87,51.87,22.3,mid_range,0,846.4,,,none,0.0,0.0,0.0,0.0,0,0,,,543.0,174.0,602.0,289.0,2840,822,0.0,1190.7,51.11,0,61.91,6.52,32.59,0,4,4,0.6,fast_break,0,0.0,23.6996996996997,,,,,0.0,0.2,half_court,573.5,267.375,0.0,0,unknown,,,66.05889628034802,,,,0,5,0
11991,400.1,2,green,2303,201,0.6766,0.1175,37.42,-15.76,207.0,mid_range,0,940.8,,312.0,none,0.0,0.0,0.0,0.0,0,0,,,559.0,153.0,647.0,288.0,2986,848,148.3,1151.8,-37.09,0,63.6,5.87,31.6,0,4,5,0.533,fast_break,1,0.0,23.5995995995996,,,,,0.0,0.3,paint_touch,613.75,264.5,0.7814870826953061,0,unknown,,,6.262764742685312,,,,0,6,0
11991,400.1,3,green,1999,131,0.5873,0.0766,86.61,34.74,200.7,mid_range,0,1219.9,,312.0,none,0.0,0.0,0.0,0.0,0,0,,,543.0,174.0,602.0,289.0,2986,848,148.3,1446.4,-85.47,0,55.2,3.83,39.67,0,4,5,0.533,fast_break,1,0.0,23.5995995995996,,,,,0.0,0.3,paint_touch,573.5,267.375,0.0,0,unknown,,,6.262764742685312,,,,0,6,0
11994,400.2,3,green,1749,246,0.5138,0.1438,91.73,5.12,155.3,backcourt,0,1375.7,,,none,0.0,0.0,0.0,0.0,0,0,,,543.0,174.0,602.0,289.0,2986,848,0.0,1620.8,-62.8,0,48.3,7.19,44.2,0,4,6,0.467,fast_break,1,0.0,23.4994994994995,,,,,0.0,0.4,paint_touch,573.5,267.375,0.0,0,unknown,,,6.262764742685312,,,,0,5,0
12009,400.701,4,green,1597,365,0.4692,0.2133,0.0,0.0,0.0,backcourt,1,0.0,,,none,0.0,0.0,0.0,0.0,0,0,,,278,17,392,263,1597,365,1996.68,1524.9,0.0,0,44.1,10.67,41.41,0,4,11,1.0,fast_break,0,0.0,22.998998998999,,,,,0.0,0.0,half_court,,,0.0,0,unknown,86.38482092500033,731.5308388362876,9.47511360236793,,,,0,7,0
12012,400.801,4,green,1597,365,0.4692,0.2133,0.0,0.0,0.0,backcourt,1,744.7,,,none,0.0,0.0,0.0,0.0,0,0,,,256,38,375,281,869,208,744.74,1524.9,0.0,0,44.1,10.67,41.41,0,4,12,1.0,fast_break,0,0.0,22.8988988988989,,,,,0.0,0.1,half_court,,,0.0,0,unknown,88.14262628331663,105.25657545428422,45.67761425955218,,,,0,7,0
12021,401.101,4,green,1597,365,0.4692,0.2133,0.0,0.0,0.0,backcourt,1,788.6,,,none,0.0,0.0,0.0,0.0,0,0,,,229.91508,64.171875,348.4803,307.43274,824,209,1318.26,1524.9,0.0,0,44.1,10.67,41.41,0,4,15,0.8,fast_break,0,0.0,22.5985985985986,,,,,0.0,0.0,half_court,,,0.0,0,unknown,88.3750479346825,111.45392860132532,14.063348739819325,,,,0,7,0
12024,401.201,5,green,2997,704,0.8804,0.4115,0.0,0.0,0.0,paint,0,1427.5,,1440.5,none,0.0,0.0,0.0,0.0,0,0,,,376,86,448,159,1581,523,819.54,295.6,0.0,0,82.76,20.57,7.45,0,4,16,1.0,fast_break,0,0.0,22.4984984984985,,,,,0.0,0.1,half_court,,,0.0,0,unknown,88.3774670304229,111.39006557823123,21.30206041156061,,,,0,8,0
12024,401.201,4,green,1597,365,0.4692,0.2133,0.0,0.0,0.0,backcourt,1,158.8,,1440.5,none,0.0,0.0,0.0,0.0,0,0,,,220.84532,73.24164,339.41052,316.5025,1581,523,819.54,1524.9,0.0,0,44.1,10.67,41.41,0,4,16,0.733,fast_break,0,0.0,22.4984984984985,,,,,0.0,0.1,half_court,,,0.0,0,unknown,88.3774670304229,111.39006557823123,21.30206041156061,,,,0,8,0
12027,401.301,5,green,2899,668,0.8516,0.3904,34.8,34.8,200.2,paint,0,2172.8,,1336.8,none,0.0,0.0,0.0,0.0,0,0,,,376.0,86.0,448.0,159.0,772,224,862.49,398.7,-34.47,0,80.05,19.52,10.28,0,4,17,0.933,fast_break,0,104.4,22.3983983983984,,,,,0.0,0.2,fast_break,,,0.0,0,unknown,87.47890524358785,126.55820524687678,66.15218145391059,,,,0,8,0
12027,401.301,4,green,1597,365,0.4692,0.2133,0.0,0.0,0.0,backcourt,1,837.0,,1336.8,none,0.0,0.0,0.0,0.0,0,0,,,211.77556,82.3114,330.34076,325.57227,772,224,862.49,1524.9,0.0,0,44.1,10.67,41.41,0,4,17,0.667,fast_break,0,104.4,22.3983983983984,,,,,0.0,0.2,fast_break,,,0.0,0,unknown,87.47890524358785,126.55820524687678,66.15218145391059,,,,0,8,0
12030,401.401,5,green,2899,668,0.8516,0.3904,0.0,-34.8,0.0,paint,0,2181.5,,1336.8,none,0.0,0.0,0.0,0.0,0,0,,,376.0,86.0,448.0,159.0,735,392,172.03,398.7,0.0,0,80.05,19.52,10.28,0,4,18,0.867,fast_break,0,104.4,22.2982982982983,,,,,0.0,0.3,fast_break,,,0.0,0,unknown,87.87136406232028,119.34898109450643,73.08594636149658,,,,0,8,0
12030,401.401,4,green,1597,365,0.4692,0.2133,0.0,0.0,0.0,backcourt,1,862.4,,1336.8,none,0.0,0.0,0.0,0.0,0,0,,,202.7058,91.381165,321.271,334.64203,735,392,172.03,1524.9,0.0,0,44.1,10.67,41.41,0,4,18,0.6,fast_break,0,104.4,22.2982982982983,,,,,0.0,0.3,fast_break,,,0.0,0,unknown,87.87136406232028,119.34898109450643,73.08594636149658,,,,0,8,0
12033,401.502,5,green,2899,668,0.8516,0.3904,0.0,0.0,0.0,paint,0,2250.0,,1336.8,none,0.0,0.0,0.0,0.0,0,0,,,376.0,86.0,448.0,159.0,665,400,70.46,398.7,0.0,0,80.05,19.52,10.28,0,4,19,0.8,fast_break,0,104.4,22.1981981981982,,,,,0.0,0.4,fast_break,,,0.0,0,unknown,87.90188388077128,113.67701767706629,1.6666666666666667,,,,0,8,0
12033,401.502,4,green,1597,365,0.4692,0.2133,0.0,0.0,0.0,backcourt,1,932.7,,1336.8,none,0.0,0.0,0.0,0.0,0,0,,,193.63603,100.45093,312.20123,343.7118,665,400,70.46,1524.9,0.0,0,44.1,10.67,41.41,0,4,19,0.533,fast_break,0,104.4,22.1981981981982,,,,,0.0,0.4,fast_break,,,0.0,0,unknown,87.90188388077128,113.67701767706629,1.6666666666666667,,,,0,8,0
