frame,timestamp,ball_x2d,ball_y2d,detected,live,ball_inferred
11970,399.399,2124,348,1,1,0
11973,399.499,2376,436,1,1,0
11976,399.6,2616,530,1,1,0
11979,399.7,2648,547,1,1,0
11982,399.8,2504,496,1,1,0
11985,399.9,2659,537,1,1,0
11988,400.0,2734,563,1,1,0
11991,400.1,2519,486,1,1,0
11994,400.2,2597,524,1,1,0
11997,400.3,2643,540,1,1,0
12000,400.4,2643,540,1,1,0
12003,400.501,3494,988,1,1,0
12006,400.601,3494,988,1,1,0
12009,400.701,1597,365,1,1,0
12012,400.801,869,208,1,1,1
12015,400.901,2382,625,1,1,0
12018,401.001,2230,700,1,1,1
12021,401.101,824,209,1,1,0
12024,401.201,1835,737,1,1,1
12027,401.301,772,224,1,1,0
12030,401.401,1095,793,1,1,1
12033,401.502,665,400,1,1,0
12036,401.602,541,842,1,1,1
12039,401.702,419,1462,1,1,0
12042,401.802,365,919,1,1,1
12045,401.902,633,974,1,1,0
12048,402.002,831,1012,1,1,1
12051,402.102,2654,553,1,1,0
12054,402.202,2770,495,1,1,1
12057,402.302,1160,1037,1,1,0
12690,423.423,3125,1229,1,1,1
12693,423.524,2637,412,1,1,0
12696,423.624,2459,274,1,1,1
12699,423.724,3222,741,1,1,0
12702,423.824,3222,741,1,1,0
12705,423.924,3223,743,1,1,0
12708,424.024,3224,747,1,1,0
12711,424.124,3224,747,1,1,0
12714,424.224,3244,752,1,1,0
12717,424.324,3247,752,1,1,0
12720,424.424,3265,756,1,1,0
12723,424.525,3298,766,1,1,0
12726,424.625,3369,806,1,1,0
12729,424.725,3364,802,1,1,0
12732,424.825,3347,793,1,1,0
12735,424.925,3335,785,1,1,0
12738,425.025,3326,778,1,1,0
12741,425.125,3324,773,1,1,0
12744,425.225,3360,781,1,1,0
12747,425.325,3360,780,1,1,0
12750,425.425,3315,764,1,1,0
12753,425.526,3284,753,1,1,0
12756,425.626,3266,748,1,1,0
12759,425.726,3249,758,1,1,0
12762,425.826,3155,725,1,1,0
12765,425.926,3177,732,1,1,0
12768,426.026,3077,687,1,1,0
12771,426.126,3029,679,1,1,0
12774,426.226,2982,671,1,1,0
12777,426.326,3072,706,1,1,0
12780,426.426,3072,712,1,1,0
12783,426.527,2977,662,1,1,0
12786,426.627,2927,649,1,1,0
12789,426.727,2992,689,1,1,0
12792,426.827,2929,669,1,1,0
12795,426.927,2822,653,1,1,0
12798,427.027,2989,715,1,1,0
12801,427.127,2820,656,1,1,0
12804,427.227,2635,585,1,1,0
12807,427.327,2523,548,1,1,0
12810,427.427,2586,569,1,1,0
12813,427.528,2433,496,1,1,0
12816,427.628,2159,383,1,1,0
12819,427.728,2112,405,1,1,0
12822,427.828,2412,497,1,1,0
12825,427.928,2661,584,1,1,0
12828,428.028,2417,505,1,1,0
12831,428.128,2313,463,1,1,0
12834,428.228,2358,504,1,1,0
12837,428.328,2268,483,1,1,0
12840,428.428,1988,378,1,1,0
12843,428.529,1586,279,1,1,0
12846,428.629,1598,342,1,1,0
12849,428.729,1422,262,1,1,0
12852,428.829,1280,284,1,1,0
12855,428.929,1208,278,1,1,0
12858,429.029,1380,372,1,1,0
12861,429.129,1102,286,1,1,0
12864,429.229,1433,317,1,1,0
12867,429.329,1247,324,1,1,0
13050,435.435,1733,422,1,1,0
13053,435.536,2134,540,1,1,0
13056,435.636,2258,582,1,1,0
13059,435.736,2240,578,1,1,0
13062,435.836,2227,572,1,1,0
13065,435.936,2275,585,1,1,0
13068,436.036,2208,569,1,1,0
13071,436.136,2275,585,1,1,0
13074,436.236,2165,551,1,1,0
13077,436.336,2159,554,1,1,0
13080,436.436,2245,576,1,1,0
13083,436.537,2139,550,1,1,0
13086,436.637,2073,528,1,1,0
13089,436.737,2066,530,1,1,0
13092,436.837,2111,537,1,1,0
13095,436.937,2055,522,1,1,0
13098,437.037,2052,524,1,1,0
13101,437.137,2037,517,1,1,0
13104,437.237,2076,526,1,1,0
13107,437.337,2058,521,1,1,0
13110,437.437,2052,524,1,1,0
13113,437.538,3214,926,1,1,0
13116,437.638,2030,519,1,1,0
13119,437.738,2033,518,1,1,0
13122,437.838,2058,521,1,1,0
13125,437.938,1970,444,1,1,0
13128,438.038,2040,515,1,1,0
13131,438.138,2040,515,1,1,0
13134,438.238,2018,511,1,1,0
13137,438.338,2025,509,1,1,0
13140,438.438,2029,507,1,1,0
13143,438.539,1988,497,1,1,0
13146,438.639,2010,502,1,1,0
13149,438.739,2852,814,1,1,0
13152,438.839,3281,727,1,1,0
13155,438.939,3281,727,1,1,0
13158,439.039,3281,727,1,1,0
13161,439.139,3281,727,1,1,0
13164,439.239,3281,727,1,1,0
13167,439.339,792,355,1,1,0
13170,439.439,2763,453,1,1,0
13173,439.54,2763,453,1,1,0
13176,439.64,2763,453,1,1,0
13179,439.74,2763,453,1,1,0
13182,439.84,806,377,1,1,0
13185,439.94,2763,453,1,1,0
13188,440.04,2763,453,1,1,0
13191,440.14,2763,453,1,1,0
13194,440.24,2763,453,1,1,0
13197,440.34,2763,453,1,1,0
13200,440.44,2763,453,1,1,0
13203,440.541,2763,453,1,1,0
13206,440.641,2763,453,1,1,0
13209,440.741,2763,453,1,1,0
13212,440.841,2763,453,1,1,0
13215,440.941,2763,453,1,1,0
13218,441.041,2763,453,1,1,0
13221,441.141,2763,453,1,1,0
13224,441.241,2763,453,1,1,0
13227,441.341,2763,453,1,1,0
13230,441.441,2763,453,1,1,0
13233,441.542,2763,453,1,1,0
13236,441.642,2763,453,1,1,0
13239,441.742,2763,453,1,1,0
13242,441.842,814,390,1,1,0
13245,441.942,819,390,1,1,0
13248,442.042,819,390,1,1,0
13251,442.142,817,390,1,1,0
13254,442.242,819,390,1,1,0
13257,442.342,820,392,1,1,0
13260,442.442,816,387,1,1,0
13263,442.543,820,392,1,1,0
13266,442.643,820,392,1,1,0
13269,442.743,820,392,1,1,0
13272,442.843,818,392,1,1,0
13275,442.943,817,390,1,1,0
13278,443.043,817,390,1,1,0
13281,443.143,820,392,1,1,0
13284,443.243,820,392,1,1,0
13287,443.343,820,392,1,1,0
13290,443.443,817,390,1,1,0
13293,443.544,820,392,1,1,0
13296,443.644,821,395,1,1,0
13299,443.744,820,392,1,1,0
13302,443.844,820,392,1,1,0
13305,443.944,823,395,1,1,0
13308,444.044,823,392,1,1,0
13311,444.144,823,392,1,1,0
13314,444.244,823,392,1,1,0
13317,444.344,825,392,1,1,0
13320,444.444,825,392,1,1,0
13323,444.545,825,392,1,1,0
13326,444.645,828,392,1,1,0
13329,444.745,828,392,1,1,0
13332,444.845,828,392,1,1,0
13335,444.945,827,390,1,1,0
13338,445.045,828,392,1,1,0
13341,445.145,826,387,1,1,0
13344,445.245,831,385,1,1,0
13347,445.345,831,385,1,1,0
13350,445.445,828,385,1,1,0
13353,445.546,830,382,1,1,0
13356,445.646,832,380,1,1,0
13359,445.746,836,385,1,1,0
13362,445.846,839,385,1,1,0
13365,445.946,836,402,1,1,0
13368,446.046,843,392,1,1,0
13371,446.146,849,395,1,1,0
13374,446.246,850,397,1,1,0
13377,446.346,849,402,1,1,0
13380,446.446,848,400,1,1,0
13383,446.547,849,402,1,1,0
13386,446.647,842,405,1,1,0
13389,446.747,845,407,1,1,0
13392,446.847,848,407,1,1,0
13395,446.947,835,400,1,1,0
13398,447.047,861,390,1,1,0
13401,447.147,873,395,1,1,0
13404,447.247,843,407,1,1,0
13407,447.347,848,407,1,1,0
13410,447.447,829,370,1,1,0
13413,447.548,830,372,1,1,0
13416,447.648,834,405,1,1,0
13419,447.748,844,405,1,1,0
13422,447.848,845,407,1,1,0
13425,447.948,844,405,1,1,0
13428,448.048,842,405,1,1,0
13431,448.148,840,397,1,1,0
13434,448.248,840,397,1,1,0
13437,448.348,843,407,1,1,0
13440,448.448,842,405,1,1,0
13443,448.549,844,405,1,1,0
13446,448.649,842,405,1,1,0
13449,448.749,839,402,1,1,0
13452,448.849,839,402,1,1,0
13455,448.949,836,402,1,1,0
13458,449.049,839,405,1,1,0
13461,449.149,839,405,1,1,0
13464,449.249,840,407,1,1,0
13467,449.349,840,407,1,1,0
13470,449.449,840,407,1,1,0
13473,449.55,837,407,1,1,0
13476,449.65,837,407,1,1,0
13479,449.75,837,407,1,1,0
13482,449.85,837,407,1,1,0
13485,449.95,837,407,1,1,0
13488,450.05,837,407,1,1,0
13491,450.15,837,407,1,1,0
