frame,track_id,cls,x,y,calibration_provenance,projection_status,projection_rejection_reason,raw_projected_x_ft,raw_projected_y_ft,coordinate_space,observation,calibration,source_fps,source_height,source_duration
342,1,player,-3.848468542098999,30.14194679260254,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
342,2,player,77.15412139892578,13.39749813079834,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
564,3,player,3.80945086479187,28.74811363220215,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
564,4,player,71.69103240966797,16.13348960876465,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
756,5,player,-1.3857413530349731,26.619396209716797,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
756,6,player,90.64707946777344,-14.522479057312012,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
762,5,player,-1.620810866355896,25.488370895385742,camera_lock_drift_checked,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
762,6,player,91.34976959228516,-14.582179069519043,camera_lock_drift_checked,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
768,5,player,-1.9138890504837036,24.542953491210938,camera_lock_drift_checked,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
768,6,player,91.41658782958984,-14.584470748901367,camera_lock_drift_checked,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
774,5,player,-2.232732057571411,24.19112777709961,camera_lock_drift_checked,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
774,6,player,91.4885482788086,-14.591068267822266,camera_lock_drift_checked,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
780,5,player,-2.009275436401367,23.80789566040039,camera_lock_drift_checked,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
780,6,player,91.46644592285156,-14.57880973815918,camera_lock_drift_checked,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
786,5,player,-1.7353246212005615,23.356462478637695,camera_lock_drift_checked,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
786,6,player,91.51163482666016,-14.592824935913086,camera_lock_drift_checked,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
792,5,player,-2.096297264099121,22.839431762695312,camera_lock_drift_checked,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
792,6,player,91.52595520019531,-14.61623477935791,camera_lock_drift_checked,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
798,5,player,-2.8649566173553467,22.5234317779541,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
798,6,player,90.01655578613281,-14.446239471435547,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
870,7,player,-3.4894375801086426,17.617284774780273,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
870,8,player,92.03258514404297,-14.921796798706055,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
1656,9,player,-4.064885139465332,9.35127067565918,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
1656,10,player,58.427276611328125,10.219417572021484,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
3270,11,player,-4.690949440002441,4.945118427276611,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
3270,12,player,75.41838073730469,20.3707218170166,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
3558,13,player,-0.32940369844436646,4.668314456939697,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
3558,14,player,74.59123229980469,21.98589515686035,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
3750,15,player,-3.822636842727661,4.005078315734863,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
3750,16,player,98.7868881225586,-16.14156723022461,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
4590,17,player,-4.401621341705322,9.569138526916504,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
4590,18,player,99.9500503540039,-2.940866231918335,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
6966,19,player,-3.782810688018799,28.607685089111328,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
6966,20,player,92.5887222290039,-15.292792320251465,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
7578,21,player,16.055538177490234,35.43574905395508,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
7578,22,player,84.69606018066406,3.131528377532959,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
8880,23,player,-4.998043060302734,4.984852313995361,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
8880,24,player,73.42778778076172,19.767101287841797,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
10188,25,player,-5.233048439025879,30.940448760986328,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
10188,26,player,75.04236602783203,11.892529487609863,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
11430,27,player,0.4818194806575775,11.959941864013672,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
11430,28,player,83.00849914550781,10.018138885498047,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
15324,29,player,-7.614117622375488,32.219478607177734,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
15324,30,player,84.5566177368164,17.590604782104492,solved,,,,,court_feet,observed,homography,59.94005994005994,1080,8101.6936000000005
