game_id,possession_id,team,start_frame,end_frame,duration_frames,duration_sec,avg_spacing,avg_defensive_pressure,avg_vel_toward_basket,drive_attempts,shot_attempted,shot_frame,fast_break,result,outcome_score
22400083,33,green,1584,2870,1286,42.86666666666667,109518.0,967.8,-0.13,2,1,2793.0,0,,
22400083,143,white,3267,3383,116,3.8666666666666667,650445.1,177.1,23.53,1,1,3273.0,0,,
22400083,344,white,4119,4484,365,12.166666666666666,727276.2,589.6,,0,1,4125.0,0,,
22400083,457,white,4767,5024,257,8.566666666666666,637079.0,334.0,,0,1,4773.0,0,,
22400083,523,white,5175,5399,224,7.466666666666667,389396.2,387.2,,0,1,5178.0,0,,
22400083,574,green,5571,5648,77,2.566666666666667,,318.6,,0,0,,0,,
22400083,587,white,5649,5780,131,4.366666666666666,604286.4,441.6,,0,1,5655.0,0,,
22400083,609,green,5781,5933,152,5.066666666666666,555577.4,441.5,,0,1,5787.0,0,,
22400083,647,white,5952,6065,113,3.7666666666666666,,259.7,,0,1,5964.0,0,,
22400083,675,green,6078,6428,350,11.666666666666666,615703.7,200.4,-0.39,0,1,6096.0,0,,
22400083,782,white,6921,7226,305,10.166666666666666,586405.0,206.1,,0,1,6927.0,0,,
22400083,977,white,7956,8168,212,7.066666666666666,680080.8,335.8,-12.02,1,1,7971.0,0,,
22400083,1050,green,8265,8486,221,7.366666666666666,873554.8,353.1,29.32,2,1,8277.0,0,,
22400083,1068,white,8574,8645,71,2.3666666666666667,880776.0,537.2,,0,1,8580.0,0,,
22400083,1101,green,8814,8945,132,2.2,277154.0,435.7,,0,1,8922.0,0,,
22400083,1110,green,9060,9125,65,2.1666666666666665,,205.4,-15.72,1,1,9066.0,0,,
22400083,1114,white,9126,9227,101,3.3666666666666667,214592.5,349.6,-6.92,1,1,9132.0,0,,
