frame,evaluated,status,calibration_provenance,emitted_player_rows,camera_lock_id,fresh_solve_count,drift_residual_px,drift_evidence_count
0,True,calibration_unavailable,unavailable,0,0,0,,0
1,True,calibration_unavailable,unavailable,0,0,0,,0
2,True,calibration_unavailable,unavailable,0,0,0,,0
3,True,calibration_unavailable,unavailable,0,0,0,,0
4,True,calibration_unavailable,unavailable,0,0,0,,0
5,True,calibration_unavailable,unavailable,0,0,0,,0
6,True,calibration_unavailable,unavailable,0,0,0,,0
7,True,calibration_unavailable,unavailable,0,0,0,,0
8,True,calibration_unavailable,unavailable,0,0,0,,0
9,True,calibration_unavailable,unavailable,0,0,0,,0
10,True,calibration_unavailable,unavailable,0,0,0,,0
11,True,calibration_unavailable,unavailable,0,0,0,,0
12,True,calibration_unavailable,unavailable,0,0,0,,0
13,True,calibration_unavailable,unavailable,0,0,0,,0
14,True,calibration_unavailable,unavailable,0,0,0,,0
15,True,calibration_unavailable,unavailable,0,0,0,,0
16,True,calibration_unavailable,unavailable,0,0,0,,0
17,True,calibration_unavailable,unavailable,0,0,0,,0
18,True,calibration_unavailable,unavailable,0,0,0,,0
19,True,calibration_unavailable,unavailable,0,0,0,,0
20,True,calibration_unavailable,unavailable,0,0,0,,0
21,True,calibration_unavailable,unavailable,0,0,0,,0
22,True,calibration_unavailable,unavailable,0,0,0,,0
23,True,calibration_unavailable,unavailable,0,0,0,,0
24,True,calibration_unavailable,unavailable,0,0,0,,0
25,True,calibration_unavailable,unavailable,0,0,0,,0
26,True,calibration_unavailable,unavailable,0,0,0,,0
27,True,calibration_unavailable,unavailable,0,0,0,,0
28,True,calibration_unavailable,unavailable,0,0,0,,0
29,True,calibration_unavailable,unavailable,0,0,0,,0
30,True,calibration_unavailable,unavailable,0,1,0,,0
31,True,calibration_unavailable,unavailable,0,1,0,,0
32,True,calibration_unavailable,unavailable,0,1,0,,0
33,True,calibration_unavailable,unavailable,0,1,0,,0
34,True,calibration_unavailable,unavailable,0,1,0,,0
35,True,calibration_unavailable,unavailable,0,1,0,,0
36,True,calibration_unavailable,unavailable,0,1,0,,0
37,True,calibration_unavailable,unavailable,0,1,0,,0
38,True,calibration_unavailable,unavailable,0,1,0,,0
39,True,calibration_unavailable,unavailable,0,1,0,,0
40,True,calibration_unavailable,unavailable,0,1,0,,0
41,True,calibration_unavailable,unavailable,0,1,0,,0
42,True,calibration_unavailable,unavailable,0,1,0,,0
43,True,calibration_unavailable,unavailable,0,1,0,,0
44,True,calibration_unavailable,unavailable,0,1,0,,0
45,True,calibration_unavailable,unavailable,0,1,0,,0
46,True,calibration_unavailable,unavailable,0,1,0,,0
47,True,calibration_unavailable,unavailable,0,1,0,,0
48,True,calibration_unavailable,unavailable,0,1,0,,0
49,True,calibration_unavailable,unavailable,0,1,0,,0
50,True,calibration_unavailable,unavailable,0,1,0,,0
51,True,calibration_unavailable,unavailable,0,1,0,,0
52,True,calibration_unavailable,unavailable,0,1,0,,0
53,True,calibration_unavailable,unavailable,0,1,0,,0
54,True,calibration_unavailable,unavailable,0,1,0,,0
55,True,calibration_unavailable,unavailable,0,1,0,,0
56,True,calibration_unavailable,unavailable,0,1,0,,0
57,True,calibration_unavailable,unavailable,0,1,0,,0
58,True,calibration_unavailable,unavailable,0,1,0,,0
59,True,calibration_unavailable,unavailable,0,1,0,,0
60,True,calibration_unavailable,unavailable,0,1,0,,0
61,True,calibration_unavailable,unavailable,0,2,0,,0
62,True,calibration_unavailable,unavailable,0,2,0,,0
63,True,calibration_unavailable,unavailable,0,2,0,,0
64,True,calibration_unavailable,unavailable,0,2,0,,0
65,True,calibration_unavailable,unavailable,0,2,0,,0
66,True,calibration_unavailable,unavailable,0,2,0,,0
67,True,calibration_unavailable,unavailable,0,2,0,,0
68,True,calibration_unavailable,unavailable,0,2,0,,0
69,True,calibration_unavailable,unavailable,0,2,0,,0
70,True,calibration_unavailable,unavailable,0,2,0,,0
71,True,calibration_unavailable,unavailable,0,2,0,,0
72,True,calibration_unavailable,unavailable,0,2,0,,0
73,True,calibration_unavailable,unavailable,0,2,0,,0
74,True,calibration_unavailable,unavailable,0,2,0,,0
75,True,calibration_unavailable,unavailable,0,2,0,,0
76,True,calibration_unavailable,unavailable,0,2,0,,0
77,True,calibration_unavailable,unavailable,0,2,0,,0
78,True,calibration_unavailable,unavailable,0,2,0,,0
79,True,calibration_unavailable,unavailable,0,2,0,,0
80,True,calibration_unavailable,unavailable,0,2,0,,0
81,True,calibration_unavailable,unavailable,0,2,0,,0
82,True,calibration_unavailable,unavailable,0,2,0,,0
83,True,calibration_unavailable,unavailable,0,2,0,,0
84,True,calibration_unavailable,unavailable,0,2,0,,0
85,True,calibration_unavailable,unavailable,0,2,0,,0
86,True,calibration_unavailable,unavailable,0,2,0,,0
87,True,calibration_unavailable,unavailable,0,2,0,,0
88,True,calibration_unavailable,unavailable,0,2,0,,0
89,True,calibration_unavailable,unavailable,0,2,0,,0
90,True,calibration_unavailable,unavailable,0,2,0,,0
91,True,calibration_unavailable,unavailable,0,2,0,,0
92,True,calibration_unavailable,unavailable,0,3,0,,0
93,True,calibration_unavailable,unavailable,0,3,0,,0
94,True,calibration_unavailable,unavailable,0,3,0,,0
95,True,calibration_unavailable,unavailable,0,3,0,,0
96,True,calibration_unavailable,unavailable,0,3,0,,0
97,True,calibration_unavailable,unavailable,0,3,0,,0
98,True,calibration_unavailable,unavailable,0,3,0,,0
99,True,calibration_unavailable,unavailable,0,3,0,,0
100,True,calibration_unavailable,unavailable,0,3,0,,0
101,True,calibration_unavailable,unavailable,0,3,0,,0
102,True,calibration_unavailable,unavailable,0,3,0,,0
103,True,calibration_unavailable,unavailable,0,3,0,,0
104,True,calibration_unavailable,unavailable,0,3,0,,0
105,True,calibration_unavailable,unavailable,0,3,0,,0
106,True,calibration_unavailable,unavailable,0,3,0,,0
107,True,calibration_unavailable,unavailable,0,3,0,,0
108,True,calibration_unavailable,unavailable,0,3,0,,0
109,True,calibration_unavailable,unavailable,0,3,0,,0
110,True,calibration_unavailable,unavailable,0,3,0,,0
111,True,calibration_unavailable,unavailable,0,3,0,,0
112,True,calibration_unavailable,unavailable,0,3,0,,0
113,True,calibration_unavailable,unavailable,0,3,0,,0
114,True,calibration_unavailable,unavailable,0,3,0,,0
115,True,calibration_unavailable,unavailable,0,3,0,,0
116,True,calibration_unavailable,unavailable,0,3,0,,0
117,True,calibration_unavailable,unavailable,0,3,0,,0
118,True,calibration_unavailable,unavailable,0,3,0,,0
119,True,calibration_unavailable,unavailable,0,3,0,,0
120,True,calibration_unavailable,unavailable,0,3,0,,0
121,True,calibration_unavailable,unavailable,0,3,0,,0
122,True,calibration_unavailable,unavailable,0,3,0,,0
123,True,calibration_unavailable,unavailable,0,4,0,,0
124,True,calibration_unavailable,unavailable,0,4,0,,0
125,True,calibration_unavailable,unavailable,0,4,0,,0
126,True,calibration_unavailable,unavailable,0,4,0,,0
127,True,calibration_unavailable,unavailable,0,4,0,,0
128,True,calibration_unavailable,unavailable,0,4,0,,0
129,True,calibration_unavailable,unavailable,0,4,0,,0
130,True,calibration_unavailable,unavailable,0,4,0,,0
131,True,calibration_unavailable,unavailable,0,4,0,,0
132,True,calibration_unavailable,unavailable,0,4,0,,0
133,True,calibration_unavailable,unavailable,0,4,0,,0
134,True,calibration_unavailable,unavailable,0,4,0,,0
135,True,calibration_unavailable,unavailable,0,4,0,,0
136,True,calibration_unavailable,unavailable,0,4,0,,0
137,True,calibration_unavailable,unavailable,0,4,0,,0
138,True,calibration_unavailable,unavailable,0,4,0,,0
139,True,calibration_unavailable,unavailable,0,4,0,,0
140,True,calibration_unavailable,unavailable,0,4,0,,0
141,True,calibration_unavailable,unavailable,0,4,0,,0
142,True,calibration_unavailable,unavailable,0,4,0,,0
143,True,calibration_unavailable,unavailable,0,4,0,,0
144,True,calibration_unavailable,unavailable,0,4,0,,0
145,True,calibration_unavailable,unavailable,0,4,0,,0
146,True,calibration_unavailable,unavailable,0,4,0,,0
147,True,calibration_unavailable,unavailable,0,4,0,,0
148,True,calibration_unavailable,unavailable,0,4,0,,0
149,True,calibration_unavailable,unavailable,0,4,0,,0
150,True,calibration_unavailable,unavailable,0,4,0,,0
151,True,calibration_unavailable,unavailable,0,4,0,,0
152,True,calibration_unavailable,unavailable,0,4,0,,0
153,True,calibration_unavailable,unavailable,0,4,0,,0
154,True,calibration_unavailable,unavailable,0,5,0,,0
155,True,calibration_unavailable,unavailable,0,5,0,,0
156,True,calibration_unavailable,unavailable,0,5,0,,0
