frame_key,section,game,video_id,offset_s,tick_index,frame_index,n_frames,fps,width,height,cache
c69c9c9be62b95aef59b73cb338bdf1bf62604dc67fe80e5a8b1290246fea875,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,basketball__fiba-Y1cgaIWW8gk,1502,0,304,3961,30.0,1920,1080,c69c9c9be62b95ae.jpg
6c6574f653811561589847d1c713379e223cf4ba438f0b3f2b8a2cd6866862fc,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,basketball__fiba-Y1cgaIWW8gk,1502,1,608,3961,30.0,1920,1080,6c6574f653811561.jpg
fec1648c3b9a797c7c302bcac2b5e0c9d30764a40c97cbc6b342c1c8d15e60c2,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,basketball__fiba-Y1cgaIWW8gk,1502,2,912,3961,30.0,1920,1080,fec1648c3b9a797c.jpg
6e76532a9c804ef1fa4882efed38e9ad84468b2b9b4a4c19895c1a163e25cef3,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,basketball__fiba-Y1cgaIWW8gk,1502,3,1216,3961,30.0,1920,1080,6e76532a9c804ef1.jpg
9265ff4118719f17c716ba7c544a87d0961e3926b54c7c673b638b221d3b7318,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,basketball__fiba-Y1cgaIWW8gk,1502,4,1520,3961,30.0,1920,1080,9265ff4118719f17.jpg
87de4d90bb64a80fe3fa06b09d40eb63c450f74305954db828a21987fa85f3b2,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,basketball__fiba-Y1cgaIWW8gk,1502,5,1824,3961,30.0,1920,1080,87de4d90bb64a80f.jpg
3283c064e054df0e452bcaaf3f0310528b13a414cedd50b62a8b406f8e442ee5,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,basketball__fiba-Y1cgaIWW8gk,1502,6,2128,3961,30.0,1920,1080,3283c064e054df0e.jpg
158a9a85dcccfe1e18d32bc471b76c22d115c67e1a43e595d940ebbb4f221df9,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,basketball__fiba-Y1cgaIWW8gk,1502,7,2432,3961,30.0,1920,1080,158a9a85dcccfe1e.jpg
95958b5b48623d5f0b87a60081ec47184d32ab9873719adf956c76a9d7cff2a4,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,basketball__fiba-Y1cgaIWW8gk,1502,8,2736,3961,30.0,1920,1080,95958b5b48623d5f.jpg
ebd5be713e292ddb03b72e8d0e2b1fe9e97010ae8f4d4b95d1c15a5a3864195b,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,basketball__fiba-Y1cgaIWW8gk,1502,9,3040,3961,30.0,1920,1080,ebd5be713e292ddb.jpg
2cee81369b0bad35694f23b3ad0637347de1cbf277309fee4c2bf3bf57e1471c,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,basketball__fiba-Y1cgaIWW8gk,1502,10,3344,3961,30.0,1920,1080,2cee81369b0bad35.jpg
426b0605043806482f806e81ca6c26aa4403ba878dc7a0cd5fcb21a12aa6c310,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,basketball__fiba-Y1cgaIWW8gk,1502,11,3648,3961,30.0,1920,1080,426b060504380648.jpg
3e11ba54e690cfa55867020b38e341eb566aa7979ce49c1f5a357a2e05cb1cc8,basketball__fiba--x4DRmtYn4Q_s1531,basketball__fiba--x4DRmtYn4Q,basketball__fiba--x4DRmtYn4Q,1531,0,303,3951,30.0,1920,1080,3e11ba54e690cfa5.jpg
733207a754cf1fdb0189c30492aa29d4b2e8229b1d06d4bb6f8a881b21b225d2,basketball__fiba--x4DRmtYn4Q_s1531,basketball__fiba--x4DRmtYn4Q,basketball__fiba--x4DRmtYn4Q,1531,1,606,3951,30.0,1920,1080,733207a754cf1fdb.jpg
23415e2824a34685adedc7f4f39655fbcd1ef6daea0ca6cb0106ce7f0cf241fa,basketball__fiba--x4DRmtYn4Q_s1531,basketball__fiba--x4DRmtYn4Q,basketball__fiba--x4DRmtYn4Q,1531,2,909,3951,30.0,1920,1080,23415e2824a34685.jpg
012a4e7785ee32f2709914b32fd78968ba1f4201a836e7b9aa290fe1aeba86d3,basketball__fiba--x4DRmtYn4Q_s1531,basketball__fiba--x4DRmtYn4Q,basketball__fiba--x4DRmtYn4Q,1531,3,1212,3951,30.0,1920,1080,012a4e7785ee32f2.jpg
d60c82ff24b2796aa7dcbab7b34537b73229267d99909842076298d1a50be1a7,basketball__fiba--x4DRmtYn4Q_s1531,basketball__fiba--x4DRmtYn4Q,basketball__fiba--x4DRmtYn4Q,1531,4,1515,3951,30.0,1920,1080,d60c82ff24b2796a.jpg
0320690f7d8283214ef00539514a5c5ef6c5d74d52947b013ec37179b50eeff9,basketball__fiba--x4DRmtYn4Q_s1531,basketball__fiba--x4DRmtYn4Q,basketball__fiba--x4DRmtYn4Q,1531,5,1818,3951,30.0,1920,1080,0320690f7d828321.jpg
684e54a291f330a32d2ea2340f97dba95e5ff3d40c66811a56c22d48997e1982,basketball__fiba--x4DRmtYn4Q_s1531,basketball__fiba--x4DRmtYn4Q,basketball__fiba--x4DRmtYn4Q,1531,6,2121,3951,30.0,1920,1080,684e54a291f330a3.jpg
59d1eff9c68fcb2bb7432c9a5e1b69e944e72429dbc9c2b560e70770189c1495,basketball__fiba--x4DRmtYn4Q_s1531,basketball__fiba--x4DRmtYn4Q,basketball__fiba--x4DRmtYn4Q,1531,7,2424,3951,30.0,1920,1080,59d1eff9c68fcb2b.jpg
4d93dc2e26c421f204c870a97c087a3a63c31314ae4175908ca616f85012c389,basketball__fiba--x4DRmtYn4Q_s1531,basketball__fiba--x4DRmtYn4Q,basketball__fiba--x4DRmtYn4Q,1531,8,2727,3951,30.0,1920,1080,4d93dc2e26c421f2.jpg
c0ca4649ce617a050581b627ed6644dff224648c5c89c330f6a916ff8c1cccdd,basketball__fiba--x4DRmtYn4Q_s1531,basketball__fiba--x4DRmtYn4Q,basketball__fiba--x4DRmtYn4Q,1531,9,3030,3951,30.0,1920,1080,c0ca4649ce617a05.jpg
49bec729173b9209520e834cc6fcc385cbacc36b87e703b9e60da5cfe2cab594,basketball__fiba--x4DRmtYn4Q_s1531,basketball__fiba--x4DRmtYn4Q,basketball__fiba--x4DRmtYn4Q,1531,10,3333,3951,30.0,1920,1080,49bec729173b9209.jpg
5855770e7876172157c1b409d5a449dd12fb936ccc6f599def06b7ef624e12c8,basketball__fiba--x4DRmtYn4Q_s1531,basketball__fiba--x4DRmtYn4Q,basketball__fiba--x4DRmtYn4Q,1531,11,3636,3951,30.0,1920,1080,5855770e78761721.jpg
af83a5210e5d765f4725fb0dded8f354e1fa4ec2b5d00672d305c14c8c2824c8,ncaa_basketball__wJSOHbeQcg4_s4515,ncaa_basketball__wJSOHbeQcg4,ncaa_basketball__wJSOHbeQcg4,4515,0,307,3994,30.0,1920,1080,af83a5210e5d765f.jpg
3c991c919e932762eb6ae9b907dd7591674f3e36a1c20ba80fdf2035f2c90beb,ncaa_basketball__wJSOHbeQcg4_s4515,ncaa_basketball__wJSOHbeQcg4,ncaa_basketball__wJSOHbeQcg4,4515,1,614,3994,30.0,1920,1080,3c991c919e932762.jpg
1bc50baa19d06bb6b47af908d7f41edbfd0c05f5cf4091bd34c51a6e46096619,ncaa_basketball__wJSOHbeQcg4_s4515,ncaa_basketball__wJSOHbeQcg4,ncaa_basketball__wJSOHbeQcg4,4515,2,921,3994,30.0,1920,1080,1bc50baa19d06bb6.jpg
a43279019c96f1728a3d74185173e25fba35b2ea81d6db5b8041dc3f399045ff,ncaa_basketball__wJSOHbeQcg4_s4515,ncaa_basketball__wJSOHbeQcg4,ncaa_basketball__wJSOHbeQcg4,4515,3,1228,3994,30.0,1920,1080,a43279019c96f172.jpg
e87cd194576d705130282ebcf3ee130dde95f0113db8b64e483e959ac6628798,ncaa_basketball__wJSOHbeQcg4_s4515,ncaa_basketball__wJSOHbeQcg4,ncaa_basketball__wJSOHbeQcg4,4515,4,1535,3994,30.0,1920,1080,e87cd194576d7051.jpg
18808d033a73c82c364258c38caf637e7ff2fdbd1324ee19c62899bef862534b,ncaa_basketball__wJSOHbeQcg4_s4515,ncaa_basketball__wJSOHbeQcg4,ncaa_basketball__wJSOHbeQcg4,4515,5,1842,3994,30.0,1920,1080,18808d033a73c82c.jpg
5f788500555e1cecdd11274036094744f6c4c9feb8e55746deff235856488d5c,ncaa_basketball__wJSOHbeQcg4_s4515,ncaa_basketball__wJSOHbeQcg4,ncaa_basketball__wJSOHbeQcg4,4515,6,2149,3994,30.0,1920,1080,5f788500555e1cec.jpg
7644e6b66a7ec683f01b690165b349ce178247b40b127f6be2d0182190510d9f,ncaa_basketball__wJSOHbeQcg4_s4515,ncaa_basketball__wJSOHbeQcg4,ncaa_basketball__wJSOHbeQcg4,4515,7,2456,3994,30.0,1920,1080,7644e6b66a7ec683.jpg
2f60d3752c396ac4ef8dec8b3a4c842d66ae155a694c86f1e2c0fd83da7504cc,ncaa_basketball__wJSOHbeQcg4_s4515,ncaa_basketball__wJSOHbeQcg4,ncaa_basketball__wJSOHbeQcg4,4515,8,2763,3994,30.0,1920,1080,2f60d3752c396ac4.jpg
5db5e7b1ef06bb7eee6caac1fe51b3d73c0cebcae64b3a065d59e58a3dfecb45,ncaa_basketball__wJSOHbeQcg4_s4515,ncaa_basketball__wJSOHbeQcg4,ncaa_basketball__wJSOHbeQcg4,4515,9,3070,3994,30.0,1920,1080,5db5e7b1ef06bb7e.jpg
945ecc9089ff4409e8c5de0c47368142221afbd6f9b1b83b5fec4506c159535b,ncaa_basketball__wJSOHbeQcg4_s4515,ncaa_basketball__wJSOHbeQcg4,ncaa_basketball__wJSOHbeQcg4,4515,10,3377,3994,30.0,1920,1080,945ecc9089ff4409.jpg
edd5ea0a28de6a4df092f0d54a035c423795a233dc36569b067ad5ecbf154648,ncaa_basketball__wJSOHbeQcg4_s4515,ncaa_basketball__wJSOHbeQcg4,ncaa_basketball__wJSOHbeQcg4,4515,11,3684,3994,30.0,1920,1080,edd5ea0a28de6a4d.jpg
8b297f24477482051debc2f60385d9c97eb5f92ce8409753bb24bdf8aee55e8e,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,ncaa_basketball__WeheQidCPXI,5351,0,289,3767,29.97,1920,1080,8b297f2447748205.jpg
500c70368c011e5b89e452a476876bb943a8e8007b5987ce242902cb9be2d474,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,ncaa_basketball__WeheQidCPXI,5351,1,578,3767,29.97,1920,1080,500c70368c011e5b.jpg
6e963beef9471f2c04571b8c5f94daca555de1f0c82d3d34619bed884df118fe,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,ncaa_basketball__WeheQidCPXI,5351,2,867,3767,29.97,1920,1080,6e963beef9471f2c.jpg
3cef6498efb83fec96d4c702f9a56fbb0a59f15404465676b0c2466c343da438,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,ncaa_basketball__WeheQidCPXI,5351,3,1156,3767,29.97,1920,1080,3cef6498efb83fec.jpg
556b9b9ee653a607c14ec4480d68f895a9302d7912f15885060c364c0971469a,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,ncaa_basketball__WeheQidCPXI,5351,4,1445,3767,29.97,1920,1080,556b9b9ee653a607.jpg
745fae342899e33ec1957c6b14ecac1977435cec99ca3554d3da07577be47ddf,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,ncaa_basketball__WeheQidCPXI,5351,5,1734,3767,29.97,1920,1080,745fae342899e33e.jpg
7c4a2c392e62c83d3fb508ac0eeac87444b0884a1a83913321d44ef080705339,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,ncaa_basketball__WeheQidCPXI,5351,6,2023,3767,29.97,1920,1080,7c4a2c392e62c83d.jpg
59add1c65929ea4bde538703ff5fe054e29a2ec28cf0d461b29a89ebe9a3a95a,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,ncaa_basketball__WeheQidCPXI,5351,7,2312,3767,29.97,1920,1080,59add1c65929ea4b.jpg
5968ab1b7461244c46e6f2f8a4cefb915de7b419e81cf72464c8093305d87747,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,ncaa_basketball__WeheQidCPXI,5351,8,2601,3767,29.97,1920,1080,5968ab1b7461244c.jpg
15cbc575ec3979a666394234cc73356d197f8204a59f338718218e64ceaf8491,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,ncaa_basketball__WeheQidCPXI,5351,9,2890,3767,29.97,1920,1080,15cbc575ec3979a6.jpg
dbb5a6e113efee21bf3ff14573f24f33b2b508f3199e669d1bb85214b5fd8338,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,ncaa_basketball__WeheQidCPXI,5351,10,3179,3767,29.97,1920,1080,dbb5a6e113efee21.jpg
652ea6fefe09583c2c4f5ab6059fa5be60a97fc6d96e7ba5ff38c89fdda0d6fb,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,ncaa_basketball__WeheQidCPXI,5351,11,3468,3767,29.97,1920,1080,652ea6fefe09583c.jpg
54c9093e5e3098efd6f00754f5f3d3cb936705d690e8eeaf06a7bd0cf5187e52,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,ncaa_basketball__UzaYBYy3GZg,2731,0,307,3996,29.97,1920,1080,54c9093e5e3098ef.jpg
f9e1724d69bfeb5b740f76a699b1e96bc4b0ef9c68dd486e1e6385552089183e,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,ncaa_basketball__UzaYBYy3GZg,2731,1,614,3996,29.97,1920,1080,f9e1724d69bfeb5b.jpg
75088cd7a41eb1e7f345b89d1edc6636e0f746e25ae917ab028223ab35958e92,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,ncaa_basketball__UzaYBYy3GZg,2731,2,921,3996,29.97,1920,1080,75088cd7a41eb1e7.jpg
84d7de5415057fb62a90c5bd620d22bdf1881010de9ec8ebb408d85d3e1dc4b3,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,ncaa_basketball__UzaYBYy3GZg,2731,3,1228,3996,29.97,1920,1080,84d7de5415057fb6.jpg
a33cf7969a16275009a2217390dcc73549a6e092eb34ab5e5b60968c05e38958,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,ncaa_basketball__UzaYBYy3GZg,2731,4,1535,3996,29.97,1920,1080,a33cf7969a162750.jpg
41bfca0782983877730beff671ceabf096c91d165a79b2944f4614503c114513,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,ncaa_basketball__UzaYBYy3GZg,2731,5,1842,3996,29.97,1920,1080,41bfca0782983877.jpg
e05dd8c17dc3173d1755e170dae11a8cf719e13b4ea38345ac0027f8f8312787,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,ncaa_basketball__UzaYBYy3GZg,2731,6,2149,3996,29.97,1920,1080,e05dd8c17dc3173d.jpg
69b981f2be3460c4ed8f760cc259c683e45c0c2fb03cddf35c9e7e88a5dbdd72,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,ncaa_basketball__UzaYBYy3GZg,2731,7,2456,3996,29.97,1920,1080,69b981f2be3460c4.jpg
81acdd6dace6ab6a5319f338190483caf9e26f37c49a5cd02e42f9ad5ff9de70,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,ncaa_basketball__UzaYBYy3GZg,2731,8,2763,3996,29.97,1920,1080,81acdd6dace6ab6a.jpg
bbbdb2ce26040608d5233cd2020a00237ce25e99eae6fb01b4b3bdb9edf23f00,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,ncaa_basketball__UzaYBYy3GZg,2731,9,3070,3996,29.97,1920,1080,bbbdb2ce26040608.jpg
bca6cab0296ca078594f4dfaf7d950cedc77d4187549a0759d8cb9114c443c32,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,ncaa_basketball__UzaYBYy3GZg,2731,10,3377,3996,29.97,1920,1080,bca6cab0296ca078.jpg
ca589d2e7eef98cd5138da3fc7ae06f6fe9f2975cbafb5a42ad82a2207988951,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,ncaa_basketball__UzaYBYy3GZg,2731,11,3684,3996,29.97,1920,1080,ca589d2e7eef98cd.jpg
a12f5a7ada3281bed5921397e4f2825965785ba9cac757bb5df9b7c4e3065a57,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,wnba__G8bPOW37Sp0,615,0,298,3886,29.97,1920,1080,a12f5a7ada3281be.jpg
9d2f12c52bea188a9d717f9aa3248bb13afbb6cb9df387950ce9dd31c67e19ce,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,wnba__G8bPOW37Sp0,615,1,596,3886,29.97,1920,1080,9d2f12c52bea188a.jpg
2695924522181e27eeb8cf849470d1187baa9a5ed760d1a21542b6ef6083739c,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,wnba__G8bPOW37Sp0,615,2,894,3886,29.97,1920,1080,2695924522181e27.jpg
a3dd8d1cc5885425a960aa31649dc855cfcee87cd3d342aef85ac7c53ba90191,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,wnba__G8bPOW37Sp0,615,3,1192,3886,29.97,1920,1080,a3dd8d1cc5885425.jpg
6506c5870a879650bb88c9d21532ca919bf8f5daea0acf41a4f56840c6ff0894,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,wnba__G8bPOW37Sp0,615,4,1490,3886,29.97,1920,1080,6506c5870a879650.jpg
001686a89f2fb8a4952e8fdab05801c01db247a3b3d6634ad29d4937fe8d9078,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,wnba__G8bPOW37Sp0,615,5,1788,3886,29.97,1920,1080,001686a89f2fb8a4.jpg
86dc6cab31639db9791899bb6d9f8930772fb42143034d48af00510c5694bb58,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,wnba__G8bPOW37Sp0,615,6,2086,3886,29.97,1920,1080,86dc6cab31639db9.jpg
f9535cb164a3cbfa5eb64b31540352914b5519a84ce43d4c77560155e5db2404,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,wnba__G8bPOW37Sp0,615,7,2384,3886,29.97,1920,1080,f9535cb164a3cbfa.jpg
23bc70e86c6d01bd12e4f54d5731f1814e57680e20a740115f4bfd1548a8559d,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,wnba__G8bPOW37Sp0,615,8,2682,3886,29.97,1920,1080,23bc70e86c6d01bd.jpg
04e37a9e746c41cd593ff060c6d541d2b48d0f0cd3af557983b34f96fbaca051,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,wnba__G8bPOW37Sp0,615,9,2980,3886,29.97,1920,1080,04e37a9e746c41cd.jpg
