frame,order,trace_branch_label,trace_final_label,trace_event,stamped_label,stamped_branch,stamped_event,agree
1395,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1398,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1398,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1401,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1401,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1404,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1404,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1407,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1407,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1410,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1410,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1413,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1413,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1416,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1416,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1419,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1419,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1422,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1422,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1425,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1425,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1428,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1428,1,DETECTION,DETECTION,1428_451_599_780_744,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,1428_451_599_780_744,True
1428,2,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1431,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1431,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1431,2,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,,True
1434,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1434,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1434,2,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1437,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1437,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1437,2,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1440,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1440,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1440,2,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1443,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1443,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1443,2,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1446,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1446,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1446,2,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1449,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1449,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1449,2,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1452,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1452,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1452,2,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1455,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1455,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1455,2,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:flow_gapfill_batched,,True
1458,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1458,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1461,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1461,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1464,0,CLAMP,CLAMP,1464_507_-15_862_130,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1464,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1464,2,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1467,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1467,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1470,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1470,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1473,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1473,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1476,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1476,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1479,0,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1479,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1482,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1482,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1485,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1485,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1488,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1488,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1491,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1491,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1494,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1494,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1497,0,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1497,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1500,0,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1500,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1503,0,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1503,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1506,0,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1506,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1509,0,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1509,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1512,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1512,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1515,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1515,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1518,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1518,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1521,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1521,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1524,0,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1524,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1527,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1527,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1530,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1530,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1533,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1533,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1536,0,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1536,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1539,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1539,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1542,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1542,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1545,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1545,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1548,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1548,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1551,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1551,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1554,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1554,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1557,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1557,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1560,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1560,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1563,0,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1563,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1566,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1566,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1569,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1569,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1572,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1572,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1575,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1575,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1578,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1578,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1581,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1581,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1584,0,DETECTION,DETECTION,1584_253_495_493_645,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,1584_253_495_493_645,True
1584,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1584,2,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1587,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,,True
1587,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1587,2,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1590,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1590,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1590,2,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1593,0,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1593,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1593,2,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1596,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1596,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1596,2,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1599,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1599,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1602,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1602,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1605,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1605,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1608,0,DETECTION,DETECTION,1608_410_1644_725_1815,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,1608_410_1644_725_1815,True
1608,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1608,2,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:flow_gapfill_batched,,True
1611,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1611,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1614,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1614,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1617,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1617,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1620,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1620,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1623,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1623,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1626,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1626,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1629,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1629,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1632,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1632,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1635,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1635,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1638,0,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1638,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1641,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1641,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1644,0,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1644,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1647,0,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1647,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1650,0,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1650,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1650,2,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,,True
1653,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1653,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1656,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1656,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1659,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1659,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1662,0,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1662,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1665,0,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1665,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1668,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1668,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1671,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1671,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1674,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1674,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1677,0,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1677,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1680,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1680,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1683,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1686,0,CLAMP,CLAMP,1686_72_420_250_516,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1686,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1689,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1692,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1695,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1698,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1701,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1701,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1704,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1704,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1707,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1707,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1710,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1710,1,DETECTION,DETECTION,1710_181_505_392_676,DETECTION,src/tracking/advanced_tracker.py:_activate_slot,1710_181_505_392_676,True
1710,2,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1713,0,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1713,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1713,2,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:kalman_homography,,True
1716,0,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1716,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1716,2,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1719,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1719,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1719,2,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1722,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1722,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1725,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1725,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1728,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1728,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1731,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1731,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1734,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1734,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1734,2,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1737,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1737,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1740,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1740,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1743,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1743,1,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1746,0,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1746,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1749,0,CLAMP,CLAMP,,CLAMP,src/pipeline/unified_pipeline.py:jump_clamp,,True
1749,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1752,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1752,1,PREDICTION,SUBPIXEL,,SUBPIXEL,src/pipeline/unified_pipeline.py:subpixel_hold,,True
1755,0,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
1755,1,PREDICTION,PREDICTION,,PREDICTION,src/tracking/advanced_tracker.py:id_merge,,True
