reader_path,citations,closed_key_assertion
scripts/platformkit/test_retrain_loop.py,tracking_data.csv:14;tracking_data.csv:60,false
scripts/platformkit/test_teacher_feature_gate.py,tracking_data.csv:17,false
scripts/platformkit/test_track_daemon.py,tracking_data.csv:134;tracking_data.csv:199;tracking_data.csv:221;tracking_data.csv:242;tracking_data.csv:291;tracking_data.csv:317;tracking_data.csv:399;tracking_data.csv:436;tracking_data.csv:454,false
scripts/platformkit/test_track_daemon_done.py,tracking_data.csv:39;evaluated_frames:123;tracking_data.csv:186;tracking_data.csv:198,false
scripts/platformkit/test_track_daemon_ledger_denominator.py,tracking_data.csv:15;evaluated_frames:52,false
scripts/platformkit/test_tracking_depth_inventory.py,tracking_data.csv:31,false
scripts/platformkit/test_tracking_harness.py,tracking_data.csv:106;tracking_data.csv:126;tracking_data.csv:139;tracking_data.csv:154,false
scripts/platformkit/test_tracking_media_inventory.py,tracking_data.csv:12,false
scripts/platformkit/track_daemon.py,tracking_data.csv:54;tracking_data.csv:90;tracking_data.csv:237;tracking_data.csv:241;evaluated_frames:317,false
scripts/platformkit/track_daemon_done.py,tracking_data.csv:29;evaluated_frames:121;evaluated_frames:126;evaluated_frames:131;evaluated_frames:133;evaluated_frames:203;evaluated_frames:209;evaluated_frames:227;evaluated_frames:240,false
scripts/platformkit/track_daemon_ledger.py,evaluated_frames:27;tracking_data.csv:34,false
scripts/platformkit/tracking/basketball_imagepx_features.py,tracking_data.csv:175;tracking_data.csv:177,false
scripts/platformkit/tracking/depth_replay.py,tracking_data.csv:31;tracking_data.csv:62,false
scripts/platformkit/tracking/g185_coordinate_contract_wall.py,evaluated_frames:123,false
scripts/platformkit/tracking/g195_cv2_rng_route_determinism.py,tracking_data.csv:28;ball_tracking.csv:29,false
scripts/platformkit/tracking/g198_prefetch_frame_misalignment.py,tracking_data.csv:34;ball_tracking.csv:36;tracking_data.csv:46;ball_tracking.csv:47,false
scripts/platformkit/tracking/g235_build_court_crash_confirmation.py,tracking_data.csv:91,false
scripts/platformkit/tracking/g238_homography_inlier_census.py,tracking_data.csv:121,false
scripts/platformkit/tracking/g277_cross_sport_image_space_profile.py,tracking_data.csv:82;tracking_data.csv:94;tracking_data.csv:260;tracking_data.csv:277,false
scripts/platformkit/tracking/g309_multigame_census.py,tracking_data.csv:85;evaluated_frames:153;tracking_data.csv:162;tracking_data.csv:167;ball_tracking.csv:181;tracking_data.csv:235;tracking_data.csv:272,false
scripts/platformkit/tracking/g310_instance_key.py,evaluated_frames:82;evaluated_frames:83;evaluated_frames:85;evaluated_frames:86;tracking_data.csv:117;tracking_data.csv:196;ball_tracking.csv:197,false
scripts/platformkit/tracking/g310_native_input_arm.py,evaluated_frames:44;evaluated_frames:59;evaluated_frames:62;evaluated_frames:88;tracking_data.csv:89;ball_tracking.csv:90;evaluated_frames:91,false
scripts/platformkit/tracking/g312_readjudicate_coverage.py,evaluated_frames:5;evaluated_frames:26;evaluated_frames:54;evaluated_frames:61;evaluated_frames:62;evaluated_frames:65;evaluated_frames:68;evaluated_frames:69;evaluated_frames:97,false
scripts/platformkit/tracking/g314_ball_inferred_coords.py,ball_tracking.csv:36;tracking_data.csv:37;ball_tracking.csv:38;tracking_data.csv:39;tracking_data.csv:106;ball_tracking.csv:150;tracking_data.csv:151;ball_tracking.csv:154;tracking_data.csv:167,false
scripts/platformkit/tracking/g315_same_id_step_screen.py,tracking_data.csv:3;tracking_data.csv:14;tracking_data.csv:70;tracking_data.csv:176;tracking_data.csv:181;tracking_data.csv:188,false
scripts/platformkit/tracking/g316_scoreboard_clock_liveness.py,tracking_data.csv:87,false
scripts/platformkit/tracking/g322_oversized_boxes.py,tracking_data.csv:4;tracking_data.csv:10;tracking_data.csv:61;tracking_data.csv:209;tracking_data.csv:249,false
scripts/platformkit/tracking/g323_analyze.py,tracking_data.csv:4,false
scripts/platformkit/tracking/g325_offframe_boxes.py,tracking_data.csv:4;tracking_data.csv:11;tracking_data.csv:79;tracking_data.csv:182,false
scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,evaluated_frames:3;evaluated_frames:11;evaluated_frames:27;tracking_data.csv:94;ball_tracking.csv:95;evaluated_frames:107;evaluated_frames:108;evaluated_frames:118;evaluated_frames:119;tracking_data.csv:122;ball_tracking.csv:123;evaluated_frames:219;evaluated_frames:261,false
scripts/platformkit/tracking/g336_capture.py,tracking_data.csv:118,false
scripts/platformkit/tracking/g336_run.py,tracking_data.csv:97,false
scripts/platformkit/tracking/g336_track_id_continuity.py,evaluated_frames:145;evaluated_frames:152;evaluated_frames:156;evaluated_frames:157,false
scripts/platformkit/tracking/g349_input_manifest.py,tracking_data.csv+ball_tracking.csv:27,false
scripts/platformkit/tracking/g351_ball_scale_census.py,tracking_data.csv+ball_tracking.csv:92;tracking_data.csv+ball_tracking.csv:123,false
scripts/platformkit/tracking/g354_postdeploy_check.py,tracking_data.csv+ball_tracking.csv:49,false
scripts/platformkit/tracking/g358_gate_execution.py,tracking_data.csv:277;ball_tracking.csv:278,false
scripts/platformkit/tracking/g359_held_position.py,evaluated_frames:34;tracking_data.csv:88;evaluated_frames:100;tracking_data.csv:174;tracking_data.csv:178;ball_tracking.csv:179,false
scripts/platformkit/tracking/g361_source_identity.py,evaluated_frames:24;tracking_data.csv:142;tracking_data.csv:192;ball_tracking.csv:210;tracking_data.csv:236,false
scripts/platformkit/tracking/g361_strips.py,tracking_data.csv:95,false
scripts/platformkit/tracking/g366_confirm.py,tracking_data.csv:80;ball_tracking.csv:81,false
scripts/platformkit/tracking/g366_fresh.py,evaluated_frames:34;evaluated_frames:39;tracking_data.csv:87;ball_tracking.csv:88;tracking_data.csv+ball_tracking.csv:95;tracking_data.csv:159;ball_tracking.csv:160;evaluated_frames:176;evaluated_frames:182,false
scripts/platformkit/tracking/g368_controls_strips.py,evaluated_frames:85;tracking_data.csv:101;tracking_data.csv:107;ball_tracking.csv:120;tracking_data.csv:190,false
scripts/platformkit/tracking/g368_tick_motion.py,tracking_data.csv:167;tracking_data.csv:184;evaluated_frames:192;evaluated_frames:193;evaluated_frames:194,false
scripts/platformkit/tracking/g369_prospective_identity.py,tracking_data.csv:169,false
scripts/platformkit/tracking/g370_manifest.py,evaluated_frames:4;evaluated_frames:31;tracking_data.csv:42;ball_tracking.csv:43,false
scripts/platformkit/tracking/g370_premise.py,tracking_data.csv:26,false
scripts/platformkit/tracking/g370_scorer.py,tracking_data.csv+ball_tracking.csv:138,false
scripts/platformkit/tracking/g370_ticks.py,evaluated_frames:58,false
scripts/platformkit/tracking/g376_classify.py,evaluated_frames:63;evaluated_frames:64;evaluated_frames:144;evaluated_frames:145;evaluated_frames:146;evaluated_frames:147;evaluated_frames:172,false
scripts/platformkit/tracking/g376_controls.py,tracking_data.csv:29;ball_tracking.csv:33;evaluated_frames:49;evaluated_frames:53,false
scripts/platformkit/tracking/g376_m1.py,ball_tracking.csv:40;tracking_data.csv+ball_tracking.csv:49,false
scripts/platformkit/tracking/g376_premise.py,tracking_data.csv:4;tracking_data.csv:44;tracking_data.csv:45;ball_tracking.csv:46;evaluated_frames:53;evaluated_frames:55;evaluated_frames:56,false
scripts/platformkit/tracking/g376_report.py,evaluated_frames:23;evaluated_frames:25;tracking_data.csv:29;evaluated_frames:50;evaluated_frames:59;evaluated_frames:64;evaluated_frames:146,false
scripts/platformkit/tracking/g376_rerun.py,evaluated_frames:6;evaluated_frames:51;ball_tracking.csv:73;evaluated_frames:86,false
scripts/platformkit/tracking/g376_schedule.py,ball_tracking.csv:7;evaluated_frames:19;tracking_data.csv:24;ball_tracking.csv:25;evaluated_frames:142;evaluated_frames:143,false
scripts/platformkit/tracking/g376_snapshot.py,tracking_data.csv:7;tracking_data.csv+ball_tracking.csv:24,false
scripts/platformkit/tracking/g380_patch.py,evaluated_frames:73;evaluated_frames:78;evaluated_frames:94;evaluated_frames:186,false
scripts/platformkit/tracking/g380_reader_survey.py,tracking_data.csv+ball_tracking.csv+evaluated_frames:9,false
scripts/platformkit/tracking/g380_replay.py,evaluated_frames:36;tracking_data.csv:220;ball_tracking.csv:236;evaluated_frames:260,false
scripts/platformkit/tracking/g74_offframe_evidence.py,tracking_data.csv:17,false
scripts/platformkit/tracking/test_depth_replay.py,tracking_data.csv:23,false
scripts/platformkit/tracking/test_framing_coverage.py,tracking_data.csv:22,false
scripts/platformkit/tracking/test_g230_physical_plausibility.py,tracking_data.csv:8,false
scripts/platformkit/tracking/test_g231_out_of_bounds_structure.py,tracking_data.csv:9,false
scripts/platformkit/tracking/test_g277_cross_sport_image_space_profile.py,tracking_data.csv:17;tracking_data.csv:39;tracking_data.csv:47,false
scripts/platformkit/tracking/test_g280_amateur_footage_trackability.py,tracking_data.csv:24;tracking_data.csv:36,false
scripts/platformkit/tracking/test_g310_native_input_arm.py,evaluated_frames:37;evaluated_frames:39;evaluated_frames:52;evaluated_frames:59,false
scripts/platformkit/tracking/test_motion_bounds.py,tracking_data.csv:16;tracking_data.csv:28,false
scripts/platformkit/tracking_corpus_ab.py,tracking_data.csv:63;tracking_data.csv:80,false
scripts/platformkit/tracking_depth_inventory.py,tracking_data.csv:141;tracking_data.csv:143,false
scripts/platformkit/tracking_feature_bridge.py,tracking_data.csv:5;tracking_data.csv:44,false
scripts/platformkit/tracking_harness.py,evaluated_frames:14;evaluated_frames:417,false
scripts/platformkit/tracking_media_inventory.py,tracking_data.csv:72,false
scripts/platformkit/tracking_quality_scan.py,tracking_data.csv:121,false
scripts/platformkit/tracking_regression.py,tracking_data.csv:76,false
scripts/post_tracking_enrich.py,tracking_data.csv:5;tracking_data.csv:135;tracking_data.csv:139,false
scripts/process_game.py,tracking_data.csv:77;ball_tracking.csv:78;tracking_data.csv:91;tracking_data.csv:193;tracking_data.csv:255,false
scripts/quality_gate_gpu_pipeline.py,tracking_data.csv:4;tracking_data.csv:20;tracking_data.csv:21;tracking_data.csv:33,false
scripts/quality_report.py,tracking_data.csv:1;tracking_data.csv:5;tracking_data.csv:7,false
scripts/recompute_paint_pressure.py,tracking_data.csv:14;tracking_data.csv:39;tracking_data.csv:45;tracking_data.csv:52,false
scripts/reenrich_with_runlog.py,ball_tracking.csv:6,false
scripts/reprocess_failed_games.py,tracking_data.csv:87,false
scripts/reprocess_tracking_only.py,tracking_data.csv:35,false
scripts/run_backfill.py,tracking_data.csv:70;tracking_data.csv:113;tracking_data.csv:230,false
scripts/run_clip.py,tracking_data.csv:24;ball_tracking.csv:25;evaluated_frames:183;evaluated_frames:209;evaluated_frames:226;evaluated_frames:236;evaluated_frames:237;ball_tracking.csv:428;tracking_data.csv:440;tracking_data.csv:503;tracking_data.csv:505;tracking_data.csv:511;evaluated_frames:528;tracking_data.csv:548;tracking_data.csv:550;tracking_data.csv:558;tracking_data.csv:602;tracking_data.csv:608;tracking_data.csv:657;tracking_data.csv:762;tracking_data.csv:773;ball_tracking.csv:774;tracking_data.csv:797,false
scripts/run_data_collection.py,tracking_data.csv:29;ball_tracking.csv:30;tracking_data.csv:38;tracking_data.csv:143;tracking_data.csv:191;tracking_data.csv:203;tracking_data.csv+ball_tracking.csv:216;tracking_data.csv+ball_tracking.csv:259;tracking_data.csv:269;tracking_data.csv:299,false
scripts/run_features_efficient.py,tracking_data.csv:29,false
scripts/run_phase_g.py,tracking_data.csv:224;ball_tracking.csv:328;ball_tracking.csv:343;ball_tracking.csv:441;ball_tracking.csv:555;ball_tracking.csv:557;tracking_data.csv+ball_tracking.csv:616;tracking_data.csv:633;tracking_data.csv:754;tracking_data.csv:757,false
scripts/run_season_queue.py,tracking_data.csv:8;tracking_data.csv:58;tracking_data.csv:73;tracking_data.csv:103;tracking_data.csv:145;tracking_data.csv:210;ball_tracking.csv:236,false
scripts/seed_postgres.py,tracking_data.csv:2;tracking_data.csv:123;tracking_data.csv:199,false
scripts/select_season_games.py,tracking_data.csv:35;tracking_data.csv:42,false
scripts/test_run_clip_g206_route_evaluated_count.py,evaluated_frames:25;evaluated_frames:46,false
scripts/validate/check_metrics.py,tracking_data.csv:3,false
scripts/validate/check_tracking.py,tracking_data.csv:9,false
scripts/validate_game.py,tracking_data.csv:512;tracking_data.csv:522;ball_tracking.csv:524,false
scripts/validate_games.py,ball_tracking.csv:85;tracking_data.csv:86;ball_tracking.csv:88,false
scripts/validate_ingest.py,tracking_data.csv:30;tracking_data.csv:59,false
scripts/validate_thresholds.py,tracking_data.csv:93;tracking_data.csv:127,false
scripts/validate_tracker_e2e.py,tracking_data.csv:100,false
scripts/validate_vs_nba_stats.py,tracking_data.csv:107,false
tests/ingest/test_quality.py,tracking_data.csv:23;tracking_data.csv:24;ball_tracking.csv:32;ball_tracking.csv:33,false
tests/platformkit/test_g309_multigame_census.py,tracking_data.csv:39;ball_tracking.csv:44;tracking_data.csv:50;ball_tracking.csv:52;tracking_data.csv:57;tracking_data.csv:80,false
tests/platformkit/test_g310_instance_key.py,evaluated_frames:69;evaluated_frames:90;evaluated_frames:94;evaluated_frames:95;evaluated_frames:108,false
tests/platformkit/test_g312_coverage_denominator.py,evaluated_frames:31;tracking_data.csv:47;tracking_data.csv:54;evaluated_frames:71;evaluated_frames:91;evaluated_frames:110,false
tests/platformkit/test_g314_ball_inferred_coords.py,ball_tracking.csv:43;ball_tracking.csv:76,false
tests/platformkit/test_g315_same_id_step_screen.py,tracking_data.csv:22,false
tests/platformkit/test_g320_ball_inferred_no_coord.py,ball_tracking.csv:74,false
tests/platformkit/test_g322_oversized_boxes.py,tracking_data.csv:28,false
tests/platformkit/test_g325_offframe_boxes.py,tracking_data.csv:79,false
tests/platformkit/test_g328_daemon_worker_accounting.py,evaluated_frames:42;tracking_data.csv:70;tracking_data.csv:89,false
tests/platformkit/test_g329_degenerate_resume.py,tracking_data.csv:62;evaluated_frames:120;tracking_data.csv:148,false
tests/platformkit/test_g331_evaluated_frames_sidecar.py,evaluated_frames:10;evaluated_frames:23;tracking_data.csv:27;ball_tracking.csv:28;evaluated_frames:39;evaluated_frames:40;evaluated_frames:63;evaluated_frames:67;evaluated_frames:70;evaluated_frames:75;evaluated_frames:76,false
tests/platformkit/test_g332_harness_hygiene.py,tracking_data.csv:58;ball_tracking.csv:61,false
tests/platformkit/test_g333_producer_diffs.py,evaluated_frames:249;evaluated_frames:261;evaluated_frames:266;evaluated_frames:269;evaluated_frames:271;evaluated_frames:272;evaluated_frames:276;evaluated_frames:281;evaluated_frames:284,false
tests/platformkit/test_g336_track_id_continuity.py,evaluated_frames:40,false
tests/platformkit/test_g339_ball_join.py,tracking_data.csv:14;ball_tracking.csv:15,false
tests/platformkit/test_g349_input_manifest.py,tracking_data.csv:12,false
tests/platformkit/test_g351_ball_scale_census.py,tracking_data.csv:21;ball_tracking.csv:25,false
tests/platformkit/test_g354_postdeploy_freshness.py,tracking_data.csv:30;ball_tracking.csv:34,false
tests/platformkit/test_g359_held_position.py,tracking_data.csv:51,false
tests/platformkit/test_g361_source_identity.py,tracking_data.csv:39;ball_tracking.csv:42;tracking_data.csv:81;tracking_data.csv:126,false
tests/platformkit/test_g361_strips.py,tracking_data.csv:24;tracking_data.csv:44,false
tests/platformkit/test_g366_gate_confirmation.py,tracking_data.csv:74;ball_tracking.csv:77;evaluated_frames:92,false
tests/platformkit/test_g368_evaluated_tick_motion.py,tracking_data.csv:24,false
tests/platformkit/test_g370_admission_v0.py,evaluated_frames:141;evaluated_frames:146;evaluated_frames:188;evaluated_frames:190,false
tests/platformkit/test_g376_declared_tick_observations.py,evaluated_frames:23;tracking_data.csv:64;tracking_data.csv:65;ball_tracking.csv:75;ball_tracking.csv:84;ball_tracking.csv:85;ball_tracking.csv:94;evaluated_frames:129,false
tests/scripts/platformkit/test_g154_local_table_census.py,tracking_data.csv:15;tracking_data.csv:16;tracking_data.csv:18;tracking_data.csv:19,false
tests/scripts/test_intelligence_producer_schema_guard.py,tracking_data.csv:27,false
