reader_path,citations,closed_key_assertion
src/analytics/__init__.py,tracking_data.csv:21,false
src/data/nba_enricher.py,ball_tracking.csv:1065;ball_tracking.csv:1067;ball_tracking.csv:1073;ball_tracking.csv:1075;ball_tracking.csv:1101;ball_tracking.csv:1106;ball_tracking.csv:1138;ball_tracking.csv:1151;ball_tracking.csv:1219;ball_tracking.csv:1227;ball_tracking.csv:1305,false
src/data/quality_validator.py,tracking_data.csv:39;tracking_data.csv:40,false
src/data/tracking_cleaner.py,tracking_data.csv:4;tracking_data.csv:47;tracking_data.csv:83;tracking_data.csv:84,false
src/features/feature_engineering.py,tracking_data.csv:2;tracking_data.csv:4;tracking_data.csv:67;tracking_data.csv:69;tracking_data.csv:102;tracking_data.csv:664;tracking_data.csv:1568;tracking_data.csv:1630;tracking_data.csv:1650,false
src/ingest/quality.py,tracking_data.csv:25;ball_tracking.csv:26,false
src/pipeline/data_loader.py,tracking_data.csv:29;tracking_data.csv:40;tracking_data.csv:83,false
src/pipeline/feature_pipeline.py,tracking_data.csv:21;tracking_data.csv:55;tracking_data.csv:64,false
src/pipeline/run_pipeline.py,tracking_data.csv:56;tracking_data.csv:115,false
src/pipeline/tracking_feature_extractor.py,tracking_data.csv:84;tracking_data.csv:94;tracking_data.csv:99;tracking_data.csv:157;tracking_data.csv:174;tracking_data.csv:176;tracking_data.csv:180;tracking_data.csv:483;tracking_data.csv:489;tracking_data.csv:491;tracking_data.csv:750,false
src/pipeline/tracking_pipeline.py,tracking_data.csv:119;tracking_data.csv:133,false
src/pipeline/unified_pipeline.py,tracking_data.csv:10;ball_tracking.csv:1565;tracking_data.csv:2928;tracking_data.csv:2988;tracking_data.csv:3010;tracking_data.csv:3024;evaluated_frames:3063;tracking_data.csv:3702;tracking_data.csv:3703;tracking_data.csv:3952;tracking_data.csv:3953;tracking_data.csv:3963;tracking_data.csv:4046;ball_tracking.csv:4050;tracking_data.csv:4198;tracking_data.csv:4220;tracking_data.csv:4266;tracking_data.csv:4269;tracking_data.csv:4280;tracking_data.csv:4304;tracking_data.csv:4309;tracking_data.csv:4321;tracking_data.csv:4367;tracking_data.csv:4452;tracking_data.csv:4460;tracking_data.csv:4642;tracking_data.csv:4647;tracking_data.csv:4652;tracking_data.csv:4781,false
src/prediction/possession_simulator.py,tracking_data.csv:37,false
src/tracking/video_handler.py,tracking_data.csv:161,false
scripts/audit_completed.py,ball_tracking.csv:46;tracking_data.csv:75;tracking_data.csv:174,false
scripts/audit_phase_g.py,tracking_data.csv:5;ball_tracking.csv:7;tracking_data.csv:55;tracking_data.csv:56;tracking_data.csv:59;ball_tracking.csv:128;ball_tracking.csv:129;ball_tracking.csv:131,false
scripts/audit_tracking_games.py,tracking_data.csv:5;tracking_data.csv:70,false
scripts/backfill_coord_norm.py,tracking_data.csv:3;tracking_data.csv:91;tracking_data.csv:141,false
scripts/backfill_cv_features.py,tracking_data.csv:187;tracking_data.csv:196;tracking_data.csv:198;tracking_data.csv:325,false
scripts/backfill_defender_distance.py,tracking_data.csv:5;tracking_data.csv:35;tracking_data.csv:71,false
scripts/backfill_pbp_context.py,ball_tracking.csv:332,false
scripts/backfill_player_names.py,tracking_data.csv:2;tracking_data.csv:26,false
scripts/backfill_scoreboard_period.py,tracking_data.csv:1;tracking_data.csv:4;tracking_data.csv:35,false
scripts/backfill_shot_log_nba_ids.py,tracking_data.csv:53,false
scripts/backfill_shot_log_pose_features.py,tracking_data.csv:8;tracking_data.csv:36;tracking_data.csv:237,false
scripts/backfill_team_spacing.py,tracking_data.csv:3;tracking_data.csv:129;tracking_data.csv:130,false
scripts/batch_enrich_player_names.py,tracking_data.csv:5;tracking_data.csv:10;tracking_data.csv:85,false
scripts/batch_fix_games.py,tracking_data.csv:6;tracking_data.csv:50;tracking_data.csv:52;tracking_data.csv:103;tracking_data.csv:124,false
scripts/batch_from_channel.py,tracking_data.csv:84;tracking_data.csv:127,false
scripts/batch_reprocess.py,tracking_data.csv:37;tracking_data.csv:55,false
scripts/batch_reprocess_games.py,tracking_data.csv:54;tracking_data.csv:66,false
scripts/batch_season.py,tracking_data.csv:10;tracking_data.csv:70;tracking_data.csv:74;tracking_data.csv:96;ball_tracking.csv:120;tracking_data.csv:366,false
scripts/batch_validate_games.py,tracking_data.csv:40;tracking_data.csv:41;tracking_data.csv:56,false
scripts/build_clutch_cv.py,tracking_data.csv:57;tracking_data.csv:214;tracking_data.csv:219;tracking_data.csv:646,false
scripts/build_coaching_adjustments.py,tracking_data.csv:108;tracking_data.csv:109;tracking_data.csv:680,false
scripts/build_cv_fatigue_trajectories.py,tracking_data.csv:85;tracking_data.csv:95;tracking_data.csv:205;tracking_data.csv:526;tracking_data.csv:593,false
scripts/build_cv_pace_features.py,tracking_data.csv:68;tracking_data.csv:74;tracking_data.csv:111;tracking_data.csv:141,false
scripts/build_cv_quality_confidence.py,tracking_data.csv:44;tracking_data.csv:45;tracking_data.csv:51,false
scripts/build_ingame_momentum.py,tracking_data.csv:352;tracking_data.csv:809,false
scripts/build_lineup_chemistry.py,tracking_data.csv:377;tracking_data.csv:385;tracking_data.csv:981,false
scripts/build_lineup_cv_features.py,tracking_data.csv:3;tracking_data.csv:14;tracking_data.csv:62;tracking_data.csv:63;tracking_data.csv:69;tracking_data.csv:223,false
scripts/build_player_cv_profiles.py,tracking_data.csv:135;tracking_data.csv:137;tracking_data.csv:314;tracking_data.csv:322,false
scripts/build_possession_cv_state.py,tracking_data.csv:8;tracking_data.csv:61;tracking_data.csv:62;tracking_data.csv:68;tracking_data.csv:265,false
scripts/build_possession_type_intel.py,tracking_data.csv:43;tracking_data.csv:104;tracking_data.csv:107,false
scripts/build_q1_extrapolation_signals.py,tracking_data.csv:9;tracking_data.csv:78;tracking_data.csv:85;tracking_data.csv:438,false
scripts/build_quarter_momentum.py,tracking_data.csv:202;tracking_data.csv:734,false
scripts/build_sequential_possession.py,tracking_data.csv:137;tracking_data.csv:140;tracking_data.csv:637;tracking_data.csv:639;tracking_data.csv:686,false
scripts/build_shot_clock_buckets.py,tracking_data.csv:135;tracking_data.csv:190;tracking_data.csv:793,false
scripts/build_tipoff_predictability.py,tracking_data.csv:73;tracking_data.csv:134;tracking_data.csv:140;tracking_data.csv:657,false
scripts/build_trade_intel.py,tracking_data.csv:12;tracking_data.csv:199;tracking_data.csv:225;tracking_data.csv:227;tracking_data.csv:257;tracking_data.csv:285;tracking_data.csv:647;tracking_data.csv:695,false
scripts/check_tracking_status.py,tracking_data.csv:6;tracking_data.csv:67,false
scripts/clean_existing_games.py,tracking_data.csv:46,false
scripts/compare_reprocess_pre_post.py,tracking_data.csv:138;tracking_data.csv:139;tracking_data.csv:140;tracking_data.csv:284,false
scripts/consolidate_game_data.py,tracking_data.csv:8;tracking_data.csv:27;ball_tracking.csv:28;tracking_data.csv:95;tracking_data.csv:100;tracking_data.csv:103,false
scripts/cv_fix_anchor_intel.py,tracking_data.csv:8;tracking_data.csv:62,false
scripts/cv_fix_ocr_replay.py,tracking_data.csv:5;tracking_data.csv:71,false
scripts/cv_scorecard.py,tracking_data.csv:5;tracking_data.csv:32;tracking_data.csv:201;tracking_data.csv:208,false
scripts/diagnose_tracking_quality.py,tracking_data.csv:47;tracking_data.csv:50,false
scripts/fetch_local.py,tracking_data.csv:89,false
scripts/fix_homography_offset.py,tracking_data.csv:12;tracking_data.csv:21;tracking_data.csv:165;tracking_data.csv:167,false
scripts/fix_prediction_ready.py,tracking_data.csv:6;tracking_data.csv:7;tracking_data.csv:33;tracking_data.csv:73;tracking_data.csv:75;tracking_data.csv:106,false
scripts/fix_team_abbrev_postscript.py,tracking_data.csv:2;tracking_data.csv:12;tracking_data.csv:16;tracking_data.csv:19;tracking_data.csv:42;tracking_data.csv:59;tracking_data.csv:129;tracking_data.csv:131;tracking_data.csv:183,false
scripts/full_game_pipeline.py,tracking_data.csv:24;ball_tracking.csv:492;ball_tracking.csv:494;tracking_data.csv:509;tracking_data.csv:513;tracking_data.csv+ball_tracking.csv:664,false
scripts/ingest_one_game.py,tracking_data.csv:166;tracking_data.csv:202,false
scripts/ingest_pulse.py,tracking_data.csv:95;tracking_data.csv:103;tracking_data.csv:138,false
scripts/inject_nba_shots.py,tracking_data.csv:6;tracking_data.csv:67;tracking_data.csv:69;tracking_data.csv:110;tracking_data.csv:114;tracking_data.csv:128;tracking_data.csv:265;tracking_data.csv:269,false
scripts/maintenance/jersey_v20_v24_unapplied/v20_relocate.py,tracking_data.csv:38,false
scripts/maintenance/jersey_v20_v24_unapplied/v24.py,tracking_data.csv:1;tracking_data.csv:53,false
scripts/maintenance/rebuild_jersey_maps.py,tracking_data.csv:14;tracking_data.csv:69,false
scripts/master_pipeline.py,tracking_data.csv:60;tracking_data.csv:78;tracking_data.csv:79;ball_tracking.csv:115;ball_tracking.csv:116;tracking_data.csv:193;tracking_data.csv:232,false
scripts/platformkit/adapter_run.py,tracking_data.csv:115,false
scripts/platformkit/attempted_frame_count_source.py,ball_tracking.csv:83;evaluated_frames:145;evaluated_frames:157;evaluated_frames:175;evaluated_frames:195;evaluated_frames:198;evaluated_frames:205,false
scripts/platformkit/audit_nba_tracking_liveness.py,tracking_data.csv:119,false
scripts/platformkit/basketball_relabel_image_px.py,tracking_data.csv:47;tracking_data.csv:197,false
scripts/platformkit/corpus_rescore.py,tracking_data.csv:115,false
scripts/platformkit/court_transform.py,tracking_data.csv:107,false
scripts/platformkit/defensive_stats.py,tracking_data.csv:190,false
scripts/platformkit/depth_dashboard.py,tracking_data.csv:124,false
scripts/platformkit/evidence_pipeline.py,tracking_data.csv:27,false
scripts/platformkit/footage_bridge.py,tracking_data.csv:193;tracking_data.csv:215;tracking_data.csv:496;tracking_data.csv:562;tracking_data.csv:587,false
scripts/platformkit/footage_cycle.py,tracking_data.csv:129,false
scripts/platformkit/g154_local_table_census.py,tracking_data.csv:167;tracking_data.csv:168,false
scripts/platformkit/g82_jump_statistic_measure.py,tracking_data.csv:107;tracking_data.csv:109,false
scripts/platformkit/jump_gap_probe.py,tracking_data.csv:13,false
scripts/platformkit/pbp_lineups.py,tracking_data.csv:129,false
scripts/platformkit/progress_watchdog.py,tracking_data.csv:27,false
scripts/platformkit/queue_runner.py,tracking_data.csv:35,false
scripts/platformkit/retrain_loop.py,tracking_data.csv:37,false
scripts/platformkit/test_attempted_frame_count_source.py,tracking_data.csv:25;ball_tracking.csv:28;ball_tracking.csv:59,false
scripts/platformkit/test_basketball_relabel_image_px.py,tracking_data.csv:26;tracking_data.csv:30;tracking_data.csv:37;tracking_data.csv:51;tracking_data.csv:57;tracking_data.csv:61,false
scripts/platformkit/test_corpus_rescore.py,tracking_data.csv:27;tracking_data.csv:52,false
scripts/platformkit/test_court_transform.py,tracking_data.csv:145,false
scripts/platformkit/test_depth_dashboard.py,tracking_data.csv:44;tracking_data.csv:47,false
scripts/platformkit/test_evaluated_frame_count_direct_path.py,evaluated_frames:7;tracking_data.csv:26;evaluated_frames:34;evaluated_frames:43;tracking_data.csv:49;tracking_data.csv:62;evaluated_frames:69,false
scripts/platformkit/test_evidence_pipeline.py,tracking_data.csv:17;tracking_data.csv:137,false
scripts/platformkit/test_footage_bridge.py,tracking_data.csv:41;tracking_data.csv:42;tracking_data.csv:141;tracking_data.csv:142;tracking_data.csv:617;tracking_data.csv:640;tracking_data.csv:773,false
scripts/platformkit/test_footage_cycle.py,tracking_data.csv:74,false
scripts/platformkit/test_g149_persist_decoded_denominator.py,tracking_data.csv:19,false
scripts/platformkit/test_g153_local_decoded_frames_producer.py,tracking_data.csv:27,false
scripts/platformkit/test_g82_jump_statistic_measure.py,tracking_data.csv:11,false
scripts/platformkit/test_progress_watchdog.py,tracking_data.csv:80;tracking_data.csv:82,false
scripts/platformkit/test_queue_runner.py,tracking_data.csv:24,false
