section,arm,frame_index,person_boxes_in_frame,ball_count,ms,gpu_mib,homography
000003,001920,001832,000033,000000,19.877,000094,1
000003,000640,001899,000018,000000,19.785,000051,1
000003,000960,001899,000019,000000,20.075,000058,1
000003,001280,001899,000024,000000,33.964,000068,1
000003,001920,001899,000031,000000,83.929,000094,1
000003,000640,001966,000019,000000,17.949,000051,1
000003,000960,001966,000027,000000,18.312,000058,1
000003,001280,001966,000036,000000,16.305,000068,1
000003,001920,001966,000050,000000,20.357,000094,1
000003,000640,002033,000021,000000,14.539,000051,1
000003,000960,002033,000028,000000,64.791,000058,1
000003,001280,002033,000037,000000,17.831,000068,1
000003,001920,002033,000046,000000,169.584,000094,1
000003,000640,002100,000020,000000,14.881,000051,1
000003,000960,002100,000031,000000,14.727,000058,1
000003,001280,002100,000038,000000,56.096,000068,1
000003,001920,002100,000041,000000,18.918,000094,1
000003,000640,002167,000004,000000,100.955,000051,1
000003,000960,002167,000014,000000,20.459,000058,1
000003,001280,002167,000023,000000,22.623,000068,1
000003,001920,002167,000035,000000,73.288,000094,1
000003,000640,002234,000005,000000,40.977,000051,1
000003,000960,002234,000015,000000,19.893,000058,1
000003,001280,002234,000019,000000,17.772,000068,1
000003,001920,002234,000034,000000,77.93,000094,1
000003,000640,002301,000011,000000,9.763,000051,1
000003,000960,002301,000018,000000,9.99,000058,1
000003,001280,002301,000023,000000,52.025,000068,1
000003,001920,002301,000036,000000,16.745,000094,1
000003,000640,002368,000006,000000,12.251,000051,1
000003,000960,002368,000020,000000,11.837,000058,1
000003,001280,002368,000027,000000,10.488,000068,1
000003,001920,002368,000037,000000,16.277,000094,1
000003,000640,002435,000006,000000,17.677,000051,1
000003,000960,002435,000014,000000,94.631,000058,1
000003,001280,002435,000018,000000,17.907,000068,1
000003,001920,002435,000025,000000,74.132,000094,1
000003,000640,002502,000006,000000,81.522,000051,1
000003,000960,002502,000010,000000,18.14,000058,1
000003,001280,002502,000016,000000,15.451,000068,1
000003,001920,002502,000023,000000,19.095,000094,1
000003,000640,002569,000000,000000,17.682,000051,1
000003,000960,002569,000000,000000,17.785,000058,1
000003,001280,002569,000000,000000,23.036,000068,1
000003,001920,002569,000000,000000,19.795,000094,1
000003,000640,002636,000000,000000,74.28,000051,1
000003,000960,002636,000000,000000,16.642,000058,1
000003,001280,002636,000000,000000,11.763,000068,1
000003,001920,002636,000000,000000,65.414,000094,1
000003,000640,002703,000000,000000,13.687,000051,1
000003,000960,002703,000000,000000,13.557,000058,1
000003,001280,002703,000000,000000,46.611,000068,1
000003,001920,002703,000000,000000,17.992,000094,1
000003,000640,002770,000000,000000,84.829,000051,1
000003,000960,002770,000001,000000,20.391,000058,1
000003,001280,002770,000000,000000,13.674,000068,1
000003,001920,002770,000000,000000,67.486,000094,1
000003,000640,002837,000003,000000,19.783,000051,1
000003,000960,002837,000002,000000,40.495,000058,1
000003,001280,002837,000002,000000,19.316,000068,1
000003,001920,002837,000003,000000,84.74,000094,1
000003,000640,002904,000006,000000,20.409,000051,1
000003,000960,002904,000005,000000,20.489,000058,1
000003,001280,002904,000003,000000,18.356,000068,1
000003,001920,002904,000002,000000,19.225,000094,1
000003,000640,002971,000007,000000,67.986,000051,1
000003,000960,002971,000011,000000,18.762,000058,1
000003,001280,002971,000013,000000,16.568,000068,1
000003,001920,002971,000013,000000,19.838,000094,1
000003,000640,003038,000008,000000,17.895,000051,1
000003,000960,003038,000006,000000,54.857,000058,1
000003,001280,003038,000005,000000,16.185,000068,1
000003,001920,003038,000006,000000,76.516,000094,1
000003,000640,003105,000007,000000,17.552,000051,1
000003,000960,003105,000006,000000,17.782,000058,1
000003,001280,003105,000002,000000,44.881,000068,1
000003,001920,003105,000004,000000,23.969,000094,1
000003,000640,003172,000010,000000,14.462,000051,1
000003,000960,003172,000019,000000,15.509,000058,1
000003,001280,003172,000022,000000,54.17,000068,1
000003,001920,003172,000036,000000,109.172,000094,1
000003,000640,003239,000014,000000,11.558,000051,1
000003,000960,003239,000020,000000,10.966,000058,1
000003,001280,003239,000028,000000,9.697,000068,1
000003,001920,003239,000032,000000,13.865,000094,1
000003,000640,003306,000014,000000,14.621,000051,1
000003,000960,003306,000034,000000,47.089,000058,1
000003,001280,003306,000044,000000,13.872,000068,1
000003,001920,003306,000069,000000,173.906,000094,1
000003,000640,003373,000013,000000,19.363,000051,1
000003,000960,003373,000028,000000,19.614,000058,1
000003,001280,003373,000054,000000,161.728,000068,1
000003,001920,003373,000081,000000,20.433,000094,1
000003,000640,003440,000016,000000,11.98,000051,1
000003,000960,003440,000030,000000,10.152,000058,1
000003,001280,003440,000050,000000,9.795,000068,1
000003,001920,003440,000082,000000,14.637,000094,1
000003,000640,003507,000012,000000,41.248,000051,1
000003,000960,003507,000032,000000,20.123,000058,1
000003,001280,003507,000049,000000,16.4,000068,1
000003,001920,003507,000077,000000,20.264,000094,1
000003,000640,003574,000009,000000,18.766,000051,1
000003,000960,003574,000023,000000,19.191,000058,1
000003,001280,003574,000041,000000,17.187,000068,1
000003,001920,003574,000070,000000,36.53,000094,1
000003,000640,003641,000009,000000,10.056,000051,1
000003,000960,003641,000024,000000,12.878,000058,1
000003,001280,003641,000029,000000,8.876,000068,1
000003,001920,003641,000044,000000,64.466,000094,1
000003,000640,003708,000001,000000,24.049,000051,1
000003,000960,003708,000001,000000,86.461,000058,1
000003,001280,003708,000002,000000,90.71,000068,1
000003,001920,003708,000003,000000,22.773,000094,1
000003,000640,003775,000013,000000,81.116,000051,1
000003,000960,003775,000023,000000,21.521,000058,1
000003,001280,003775,000029,000000,18.424,000068,1
000003,001920,003775,000043,000000,21.319,000094,1
000003,000640,003842,000011,000000,33.019,000051,1
000003,000960,003842,000035,000000,19.004,000058,1
000003,001280,003842,000042,000000,17.64,000068,1
000003,001920,003842,000062,000000,144.731,000094,1
000003,000640,003909,000011,000000,20.279,000051,1
000003,000960,003909,000028,000000,88.855,000058,1
000003,001280,003909,000046,000000,16.978,000068,1
000003,001920,003909,000070,000000,19.435,000094,1
000003,000640,003976,000011,000000,18.41,000051,1
000003,000960,003976,000024,000000,19.162,000058,1
000003,001280,003976,000036,000000,65.054,000068,1
000003,001920,003976,000073,000000,19.445,000094,1
000004,000640,000037,000001,000000,12.489,000051,1
000004,000960,000037,000002,000000,22.322,000058,1
000004,001280,000037,000001,000000,21.967,000069,1
000004,001920,000037,000003,000000,16.207,000096,1
000004,000640,000102,000011,000000,16.59,000051,1
000004,000960,000102,000023,000000,74.471,000058,1
000004,001280,000102,000028,000000,21.795,000069,1
000004,001920,000102,000059,000000,15.551,000096,1
000004,000640,000167,000018,000000,86.098,000051,1
000004,000960,000167,000020,000000,14.446,000058,1
000004,001280,000167,000040,000000,16.895,000069,1
000004,001920,000167,000073,000000,13.832,000096,1
000004,000640,000232,000012,000000,20.43,000051,1
000004,000960,000232,000014,000000,20.366,000058,1
000004,001280,000232,000022,000000,21.401,000069,1
000004,001920,000232,000013,000000,37.415,000096,1
000004,000640,000297,000011,000000,19.47,000051,1
000004,000960,000297,000021,000000,17.818,000058,1
000004,001280,000297,000031,000000,25.965,000069,1
000004,001920,000297,000057,000000,14.904,000096,1
000004,000640,000362,000011,000000,15.867,000051,1
000004,000960,000362,000013,000000,58.582,000058,1
000004,001280,000362,000014,000000,84.926,000069,1
000004,001920,000362,000010,000000,14.378,000096,1
000004,000640,000427,000015,000000,15.426,000051,1
000004,000960,000427,000014,000000,83.864,000058,1
000004,001280,000427,000015,000000,22.8,000069,1
000004,001920,000427,000014,000000,14.685,000096,1
000004,000640,000492,000014,000000,11.355,000051,1
000004,000960,000492,000031,000000,9.69,000058,1
000004,001280,000492,000038,000001,10.983,000069,1
000004,001920,000492,000061,000001,10.603,000096,1
000004,000640,000557,000020,000000,74.502,000051,1
000004,000960,000557,000030,000001,18.232,000058,1
000004,001280,000557,000048,000000,90.412,000069,1
000004,001920,000557,000066,000000,92.615,000096,1
000004,000640,000622,000021,000000,11.124,000051,1
000004,000960,000622,000030,000000,10.432,000058,1
000004,001280,000622,000039,000000,19.37,000069,1
000004,001920,000622,000068,000000,13.061,000096,1
000004,000640,000687,000018,000000,35.294,000051,1
000004,000960,000687,000028,000001,18.539,000058,1
000004,001280,000687,000040,000001,21.571,000069,1
000004,001920,000687,000057,000001,14.741,000096,1
000004,000640,000752,000014,000001,22.461,000051,1
000004,000960,000752,000025,000000,19.133,000058,1
000004,001280,000752,000033,000001,21.167,000069,1
000004,001920,000752,000083,000001,28.062,000096,1
000004,000640,000817,000019,000000,63.199,000051,1
000004,000960,000817,000029,000000,19.204,000058,1
000004,001280,000817,000039,000000,16.722,000069,1
000004,001920,000817,000049,000000,13.798,000096,1
000004,000640,000882,000014,000000,33.864,000051,1
000004,000960,000882,000031,000001,16.433,000058,1
000004,001280,000882,000035,000001,80.63,000069,1
000004,001920,000882,000036,000002,15.405,000096,1
000004,000640,000947,000013,000000,82.497,000051,1
000004,000960,000947,000023,000000,17.302,000058,1
000004,001280,000947,000045,000000,85.201,000069,1
000004,001920,000947,000059,000000,13.82,000096,1
000004,000640,001012,000018,000000,81.771,000051,1
000004,000960,001012,000029,000000,19.597,000058,1
000004,001280,001012,000039,000000,21.575,000069,1
000004,001920,001012,000045,000000,13.727,000096,1
000004,000640,001077,000019,000000,82.711,000051,1
000004,000960,001077,000027,000000,17.805,000058,1
000004,001280,001077,000039,000000,21.653,000069,1
000004,001920,001077,000051,000000,13.885,000096,1
000004,000640,001142,000022,000000,12.306,000051,1
000004,000960,001142,000026,000000,11.516,000058,1
000004,001280,001142,000045,000000,70.179,000069,1
000004,001920,001142,000054,000000,11.568,000096,1
000004,000640,001207,000025,000000,15.536,000051,1
000004,000960,001207,000031,000000,54.274,000058,1
000004,001280,001207,000039,000000,21.626,000069,1
000004,001920,001207,000055,000000,69.922,000096,1
000004,000640,001272,000017,000000,87.211,000051,1
000004,000960,001272,000027,000000,19.323,000058,1
000004,001280,001272,000039,000000,18.481,000069,1
000004,001920,001272,000060,000000,15.622,000096,1
000004,000640,001337,000018,000000,21.541,000051,1
000004,000960,001337,000030,000000,69.233,000058,1
000004,001280,001337,000040,000000,26.871,000069,1
000004,001920,001337,000063,000001,55.992,000096,1
000004,000640,001402,000018,000000,19.19,000051,1
000004,000960,001402,000022,000000,17.835,000058,1
000004,001280,001402,000038,000000,137.161,000069,1
000004,001920,001402,000055,000000,20.55,000096,1
000004,000640,001467,000018,000000,85.062,000051,1
000004,000960,001467,000019,000000,20.055,000058,1
000004,001280,001467,000031,000000,22.502,000069,1
000004,001920,001467,000060,000000,49.187,000096,1
000004,000640,001532,000016,000000,83.228,000051,1
000004,000960,001532,000028,000000,12.426,000058,1
000004,001280,001532,000032,000001,15.199,000069,1
000004,001920,001532,000030,000000,13.06,000096,1
000004,000640,001597,000019,000001,19.924,000051,1
000004,000960,001597,000031,000000,18.002,000058,1
000004,001280,001597,000046,000000,36.184,000069,1
000004,001920,001597,000064,000000,98.227,000096,1
000004,000640,001662,000023,000000,18.593,000051,1
000004,000960,001662,000035,000001,18.37,000058,1
000004,001280,001662,000048,000001,20.892,000069,1
000004,001920,001662,000063,000001,13.933,000096,1
000004,000640,001727,000024,000000,15.837,000051,1
000004,000960,001727,000026,000000,14.907,000058,1
000004,001280,001727,000039,000000,17.141,000069,1
000004,001920,001727,000061,000000,48.643,000096,1
000004,000640,001792,000015,000000,12.156,000051,1
000004,000960,001792,000028,000000,12.556,000058,1
000004,001280,001792,000041,000000,18.541,000069,1
000004,001920,001792,000060,000000,12.926,000096,1
000004,000640,001857,000020,000000,27.644,000051,1
000004,000960,001857,000031,000000,29.882,000058,1
000004,001280,001857,000041,000000,129.792,000069,1
000004,001920,001857,000064,000000,97.174,000096,1
000004,000640,001922,000005,000000,19.515,000051,1
000004,000960,001922,000007,000000,18.098,000058,1
000004,001280,001922,000009,000000,57.49,000069,1
000004,001920,001922,000014,000000,14.548,000096,1
000004,000640,001987,000007,000000,10.674,000051,1
000004,000960,001987,000007,000000,9.497,000058,1
000004,001280,001987,000013,000000,65.823,000069,1
000004,001920,001987,000023,000000,13.791,000096,1
000004,000640,002052,000008,000000,56.474,000051,1
000004,000960,002052,000011,000000,17.857,000058,1
000004,001280,002052,000014,000000,21.257,000069,1
000004,001920,002052,000025,000000,64.0,000096,1
000004,000640,002117,000008,000000,19.127,000051,1
000004,000960,002117,000018,000001,54.091,000058,1
000004,001280,002117,000018,000001,19.559,000069,1
000004,001920,002117,000033,000000,15.346,000096,1
000004,000640,002182,000018,000000,76.127,000051,1
000004,000960,002182,000031,000000,19.253,000058,1
000004,001280,002182,000041,000000,77.497,000069,1
000004,001920,002182,000053,000000,14.798,000096,1
000004,000640,002247,000016,000000,18.005,000051,1
000004,000960,002247,000031,000000,20.469,000058,1
000004,001280,002247,000045,000000,56.625,000069,1
000004,001920,002247,000053,000000,16.561,000096,1
000004,000640,002312,000019,000000,15.533,000051,1
000004,000960,002312,000027,000001,15.435,000058,1
000004,001280,002312,000035,000000,62.921,000069,1
000004,001920,002312,000056,000000,95.371,000096,1
000004,000640,002377,000016,000000,65.497,000051,1
000004,000960,002377,000028,000000,104.392,000058,1
000004,001280,002377,000040,000000,22.657,000069,1
000004,001920,002377,000056,000000,68.386,000096,1
000004,000640,002442,000003,000000,196.22,000051,1
000004,000960,002442,000010,000000,99.246,000058,1
000004,001280,002442,000027,000000,98.905,000069,1
000004,001920,002442,000041,000000,13.068,000096,1
000004,000640,002507,000004,000000,27.279,000051,1
000004,000960,002507,000003,000000,73.686,000058,1
000004,001280,002507,000002,000000,23.347,000069,1
000004,001920,002507,000002,000000,67.378,000096,1
000004,000640,002572,000003,000000,10.275,000051,1
000004,000960,002572,000003,000000,9.602,000058,1
000004,001280,002572,000003,000000,11.473,000069,1
000004,001920,002572,000004,000000,10.42,000096,1
000004,000640,002637,000006,000000,19.266,000051,1
000004,000960,002637,000006,000000,63.802,000058,1
000004,001280,002637,000005,000000,16.442,000069,1
000004,001920,002637,000005,000000,93.166,000096,1
000004,000640,002702,000006,000000,22.188,000051,1
000004,000960,002702,000008,000000,20.031,000058,1
000004,001280,002702,000009,000000,43.226,000069,1
000004,001920,002702,000007,000000,17.074,000096,1
000004,000640,002767,000008,000000,20.03,000051,1
000004,000960,002767,000006,000000,127.089,000058,1
000004,001280,002767,000008,000000,19.707,000069,1
000004,001920,002767,000006,000000,77.176,000096,1
000004,000640,002832,000008,000000,21.485,000051,1
000004,000960,002832,000009,000000,18.464,000058,1
000004,001280,002832,000009,000000,21.617,000069,1
000004,001920,002832,000009,000000,13.766,000096,1
000004,000640,002897,000018,000001,19.475,000051,1
000004,000960,002897,000023,000001,18.381,000058,1
000004,001280,002897,000025,000002,21.397,000069,1
000004,001920,002897,000025,000001,13.784,000096,1
000004,000640,002962,000005,000000,13.23,000051,1
000004,000960,002962,000007,000000,80.144,000058,1
000004,001280,002962,000007,000000,16.306,000069,1
000004,001920,002962,000006,000000,10.752,000096,1
000004,000640,003027,000005,000000,68.464,000051,1
000004,000960,003027,000006,000000,21.294,000058,1
000004,001280,003027,000005,000000,28.063,000069,1
000004,001920,003027,000007,000000,48.8,000096,1
000004,000640,003092,000004,000000,11.261,000051,1
000004,000960,003092,000004,000000,61.596,000058,1
000004,001280,003092,000004,000000,104.022,000069,1
000004,001920,003092,000004,000000,11.799,000096,1
000004,000640,003157,000005,000000,78.149,000051,1
000004,000960,003157,000003,000000,17.636,000058,1
000004,001280,003157,000002,000000,77.005,000069,1
000004,001920,003157,000004,000000,11.807,000096,1
000004,000640,003222,000003,000000,15.809,000051,1
000004,000960,003222,000004,000000,14.44,000058,1
000004,001280,003222,000004,000000,16.86,000069,1
000004,001920,003222,000003,000000,62.176,000096,1
000004,000640,003287,000015,000000,18.186,000051,1
000004,000960,003287,000027,000000,17.964,000058,1
000004,001280,003287,000040,000001,50.161,000069,1
000004,001920,003287,000055,000000,14.291,000096,1
000004,000640,003352,000014,000000,23.445,000051,1
000004,000960,003352,000029,000000,58.079,000058,1
000004,001280,003352,000039,000000,22.769,000069,1
000004,001920,003352,000056,000000,15.393,000096,1
000004,000640,003417,000011,000000,19.308,000051,1
000004,000960,003417,000027,000000,18.089,000058,1
000004,001280,003417,000031,000000,51.337,000069,1
000004,001920,003417,000045,000000,15.928,000096,1
000004,000640,003482,000016,000000,69.19,000051,1
000004,000960,003482,000022,000000,23.567,000058,1
000004,001280,003482,000028,000000,28.68,000069,1
000004,001920,003482,000032,000000,16.349,000096,1
000004,000640,003547,000003,000000,97.983,000051,1
000004,000960,003547,000003,000000,19.226,000058,1
000004,001280,003547,000002,000000,21.397,000069,1
000004,001920,003547,000003,000000,16.255,000096,1
000004,000640,003612,000007,000000,17.331,000051,1
000004,000960,003612,000007,000000,15.713,000058,1
000004,001280,003612,000006,000000,15.996,000069,1
000004,001920,003612,000004,000000,11.845,000096,1
000004,000640,003677,000008,000000,60.525,000051,1
000004,000960,003677,000007,000000,17.671,000058,1
000004,001280,003677,000005,000000,88.961,000069,1
000004,001920,003677,000003,000001,13.928,000096,1
000004,000640,003742,000013,000000,25.266,000051,1
000004,000960,003742,000025,000000,17.486,000058,1
000004,001280,003742,000051,000000,20.693,000069,1
000004,001920,003742,000081,000000,13.832,000096,1
000004,000640,003807,000012,000000,20.187,000051,1
000004,000960,003807,000029,000000,17.952,000058,1
000004,001280,003807,000051,000000,20.11,000069,1
000004,001920,003807,000091,000000,14.461,000096,1
000004,000640,003872,000013,000000,20.135,000051,1
000004,000960,003872,000024,000000,17.488,000058,1
000004,001280,003872,000050,000000,69.449,000069,1
000004,001920,003872,000075,000000,16.994,000096,1
000005,000640,000082,000000,000000,18.314,000051,1
000005,000960,000082,000000,000000,61.072,000058,1
000005,001280,000082,000000,000000,83.673,000069,1
000005,001920,000082,000000,000000,20.09,000096,1
000005,000640,000216,000000,000000,15.471,000051,1
000005,000960,000216,000000,000000,57.614,000058,1
000005,001280,000216,000000,000000,92.14,000069,1
000005,001920,000216,000000,000000,13.876,000096,1
000005,000640,000350,000000,000000,18.101,000051,1
000005,000960,000350,000000,000000,35.891,000058,1
000005,001280,000350,000000,000000,20.272,000069,1
000005,001920,000350,000000,000000,13.679,000096,1
000005,000640,000484,000000,000000,16.951,000051,1
000005,000960,000484,000000,000000,17.302,000058,1
000005,001280,000484,000000,000000,59.249,000069,1
000005,001920,000484,000000,000000,98.394,000096,1
000005,000640,000618,000000,000000,15.097,000051,1
000005,000960,000618,000000,000000,13.567,000058,1
000005,001280,000618,000000,000000,15.233,000069,1
000005,001920,000618,000000,000000,37.384,000096,1
000005,000640,000752,000000,000000,57.292,000051,1
000005,000960,000752,000000,000000,16.96,000058,1
000005,001280,000752,000000,000000,89.043,000069,1
000005,001920,000752,000000,000000,14.798,000096,1
000005,000640,000886,000000,000000,12.295,000051,1
000005,000960,000886,000000,000000,9.28,000058,1
000005,001280,000886,000000,000000,10.344,000069,1
000005,001920,000886,000000,000000,24.172,000096,1
000005,000640,001020,000000,000000,18.277,000051,1
000005,000960,001020,000000,000000,79.561,000058,1
000005,001280,001020,000000,000000,20.204,000069,1
000005,001920,001020,000000,000000,14.154,000096,1
000005,000640,001154,000000,000000,9.503,000051,1
000005,000960,001154,000000,000000,48.973,000058,1
000005,001280,001154,000000,000000,21.833,000069,1
000005,001920,001154,000000,000000,12.938,000096,1
000005,000640,001288,000000,000000,84.445,000051,1
000005,000960,001288,000000,000000,85.19,000058,1
000005,001280,001288,000000,000000,20.616,000069,1
000005,001920,001288,000000,000000,13.913,000096,1
000005,000640,001422,000000,000000,17.492,000051,1
000005,000960,001422,000000,000000,16.56,000058,1
000005,001280,001422,000000,000000,38.627,000069,1
000005,001920,001422,000000,000000,13.741,000096,1
000005,000640,001556,000000,000000,14.0,000051,1
000005,000960,001556,000000,000000,68.93,000058,1
000005,001280,001556,000000,000000,102.421,000069,1
000005,001920,001556,000000,000000,12.983,000096,1
000005,000640,001690,000000,000000,14.046,000051,1
000005,000960,001690,000000,000000,13.438,000058,1
000005,001280,001690,000000,000000,15.205,000069,1
000005,001920,001690,000000,000000,12.875,000096,1
000005,000640,001824,000000,000000,20.425,000051,1
000005,000960,001824,000000,000000,16.199,000058,1
000005,001280,001824,000000,000000,18.919,000069,1
000005,001920,001824,000000,000000,13.311,000096,1
000005,000640,001958,000000,000000,14.735,000051,1
000005,000960,001958,000000,000000,13.538,000058,1
000005,001280,001958,000000,000000,17.676,000069,1
000005,001920,001958,000000,000000,13.097,000096,1
000005,000640,002092,000000,000000,108.689,000051,1
000005,000960,002092,000000,000000,17.983,000058,1
000005,001280,002092,000000,000000,84.187,000069,1
000005,001920,002092,000000,000000,13.183,000096,1
000005,000640,002226,000000,000000,10.826,000051,1
000005,000960,002226,000000,000000,8.844,000058,1
000005,001280,002226,000000,000000,10.542,000069,1
000005,001920,002226,000000,000000,9.687,000096,1
000005,000640,002360,000000,000000,36.273,000051,1
000005,000960,002360,000000,000000,8.844,000058,1
000005,001280,002360,000000,000000,10.349,000069,1
000005,001920,002360,000000,000000,8.56,000096,1
000005,000640,002494,000000,000000,14.604,000051,1
000005,000960,002494,000000,000000,43.162,000058,1
000005,001280,002494,000000,000000,22.447,000069,1
000005,001920,002494,000000,000000,18.317,000096,1
000005,000640,002628,000000,000000,57.83,000051,1
000005,000960,002628,000000,000000,14.903,000058,1
000005,001280,002628,000000,000000,19.396,000069,1
000005,001920,002628,000000,000000,12.968,000096,1
000005,000640,002762,000000,000000,22.742,000051,1
000005,000960,002762,000000,000000,12.906,000058,1
000005,001280,002762,000000,000000,94.099,000069,1
000005,001920,002762,000000,000000,95.899,000096,1
000005,000640,002896,000000,000000,21.1,000051,1
000005,000960,002896,000000,000000,71.55,000058,1
000005,001280,002896,000000,000000,20.182,000069,1
000005,001920,002896,000000,000000,13.365,000096,1
000005,000640,003030,000000,000000,20.466,000051,1
000005,000960,003030,000000,000000,37.85,000058,1
000005,001280,003030,000000,000000,18.182,000069,1
000005,001920,003030,000000,000000,82.44,000096,1
000005,000640,003164,000000,000000,19.292,000051,1
000005,000960,003164,000000,000000,18.351,000058,1
000005,001280,003164,000000,000000,61.903,000069,1
000005,001920,003164,000000,000000,15.558,000096,1
000005,000640,003298,000000,000000,15.885,000051,1
000005,000960,003298,000000,000000,31.485,000058,1
000005,001280,003298,000000,000000,13.821,000069,1
000005,001920,003298,000000,000000,9.141,000096,1
000005,000640,003432,000000,000000,19.617,000051,1
000005,000960,003432,000000,000000,65.012,000058,1
000005,001280,003432,000000,000000,16.177,000069,1
000005,001920,003432,000000,000000,14.593,000096,1
000005,000640,003566,000000,000000,19.825,000051,1
000005,000960,003566,000000,000000,65.015,000058,1
000005,001280,003566,000000,000000,21.779,000069,1
000005,001920,003566,000000,000000,70.015,000096,1
000005,000640,003700,000000,000000,17.965,000051,1
000005,000960,003700,000000,000000,30.963,000058,1
000005,001280,003700,000000,000000,22.742,000069,1
000005,001920,003700,000000,000000,14.293,000096,1
000005,000640,003834,000000,000000,70.724,000051,1
000005,000960,003834,000000,000000,17.085,000058,1
000005,001280,003834,000000,000000,21.619,000069,1
000005,001920,003834,000000,000000,13.524,000096,1
000005,000640,003968,000000,000000,19.562,000051,1
000005,000960,003968,000000,000000,17.601,000058,1
000005,001280,003968,000000,000000,54.404,000069,1
000005,001920,003968,000000,000000,18.427,000096,1
000005,000640,004102,000000,000000,16.935,000051,1
000005,000960,004102,000000,000000,17.288,000058,1
000005,001280,004102,000000,000000,67.912,000069,1
000005,001920,004102,000000,000000,13.903,000096,1
000005,000640,004236,000000,000000,35.358,000051,1
000005,000960,004236,000000,000000,16.275,000058,1
000005,001280,004236,000000,000000,89.273,000069,1
000005,001920,004236,000000,000000,13.649,000096,1
000005,000640,004370,000000,000000,9.805,000051,1
000005,000960,004370,000000,000000,9.039,000058,1
000005,001280,004370,000000,000000,11.383,000069,1
000005,001920,004370,000000,000000,9.64,000096,1
000005,000640,004504,000000,000000,17.372,000051,1
000005,000960,004504,000000,000000,16.827,000058,1
000005,001280,004504,000000,000000,20.286,000069,1
000005,001920,004504,000000,000000,12.687,000096,1
000005,000640,004638,000000,000000,19.437,000051,1
000005,000960,004638,000000,000000,80.843,000058,1
000005,001280,004638,000000,000000,21.896,000069,1
000005,001920,004638,000000,000000,13.0,000096,1
000005,000640,004772,000000,000000,9.063,000051,1
000005,000960,004772,000000,000000,56.478,000058,1
000005,001280,004772,000000,000000,20.066,000069,1
000005,001920,004772,000000,000000,14.04,000096,1
000005,000640,004906,000000,000000,15.19,000051,1
000005,000960,004906,000000,000000,13.834,000058,1
000005,001280,004906,000000,000000,12.956,000069,1
000005,001920,004906,000000,000000,8.716,000096,1
000005,000640,005040,000000,000000,13.747,000051,1
000005,000960,005040,000000,000000,12.976,000058,1
000005,001280,005040,000000,000000,15.256,000069,1
000005,001920,005040,000000,000000,12.422,000096,1
000005,000640,005174,000000,000000,17.813,000051,1
000005,000960,005174,000000,000000,16.091,000058,1
000005,001280,005174,000000,000000,39.863,000069,1
000005,001920,005174,000000,000000,12.747,000096,1
000005,000640,005308,000000,000000,18.787,000051,1
000005,000960,005308,000000,000000,17.977,000058,1
000005,001280,005308,000000,000000,21.434,000069,1
000005,001920,005308,000000,000000,83.316,000096,1
000005,000640,005442,000000,000000,81.258,000051,1
000005,000960,005442,000000,000000,9.736,000058,1
000005,001280,005442,000000,000000,15.931,000069,1
000005,001920,005442,000000,000000,13.816,000096,1
000005,000640,005576,000000,000000,91.875,000051,1
000005,000960,005576,000000,000000,16.35,000058,1
000005,001280,005576,000000,000000,19.8,000069,1
000005,001920,005576,000000,000000,13.121,000096,1
000005,000640,005710,000000,000000,19.567,000051,1
000005,000960,005710,000000,000000,17.111,000058,1
000005,001280,005710,000000,000000,18.6,000069,1
000005,001920,005710,000000,000000,13.619,000096,1
000005,000640,005844,000000,000000,12.366,000051,1
000005,000960,005844,000000,000000,14.059,000058,1
000005,001280,005844,000000,000000,12.467,000069,1
000005,001920,005844,000000,000000,9.633,000096,1
000005,000640,005978,000000,000000,19.552,000051,1
000005,000960,005978,000000,000000,16.727,000058,1
000005,001280,005978,000000,000000,58.92,000069,1
000005,001920,005978,000000,000000,13.272,000096,1
000005,000640,006112,000000,000000,19.315,000051,1
000005,000960,006112,000000,000000,16.525,000058,1
000005,001280,006112,000000,000000,57.76,000069,1
000005,001920,006112,000000,000000,12.995,000096,1
000005,000640,006246,000000,000000,59.977,000051,1
000005,000960,006246,000000,000000,19.575,000058,1
000005,001280,006246,000000,000000,21.675,000069,1
000005,001920,006246,000000,000000,17.049,000096,1
000005,000640,006380,000000,000000,17.974,000051,1
000005,000960,006380,000000,000000,16.506,000058,1
000005,001280,006380,000000,000000,19.366,000069,1
000005,001920,006380,000000,000000,49.658,000096,1
000005,000640,006514,000000,000000,9.878,000051,1
000005,000960,006514,000000,000000,9.121,000058,1
000005,001280,006514,000000,000000,10.913,000069,1
000005,001920,006514,000000,000000,8.703,000096,1
000005,000640,006648,000000,000000,17.552,000051,1
000005,000960,006648,000000,000000,16.758,000058,1
000005,001280,006648,000000,000000,57.545,000069,1
000005,001920,006648,000000,000000,13.783,000096,1
000005,000640,006782,000000,000000,19.142,000051,1
000005,000960,006782,000000,000000,17.744,000058,1
000005,001280,006782,000000,000000,72.672,000069,1
000005,001920,006782,000000,000000,17.967,000096,1
000005,000640,006916,000000,000000,22.565,000051,1
000005,000960,006916,000000,000000,20.061,000058,1
000005,001280,006916,000000,000000,24.511,000069,1
000005,001920,006916,000000,000000,47.074,000096,1
000005,000640,007050,000000,000000,74.466,000051,1
000005,000960,007050,000000,000000,16.941,000058,1
000005,001280,007050,000000,000000,23.298,000069,1
000005,001920,007050,000000,000000,47.623,000096,1
