fixture_id,game_id,league,window_start,window_end,arm,gate,status,reason
000001,0022400909,nba,000000,000057,A0,coordinate_contract,NOT_APPLICABLE,court_space_required
000001,0022400909,nba,000000,000057,A0,insufficient_data,REJECT,fewer than 30 frames
000001,0022400909,nba,000000,000057,A0,duplicate_frame_identity,PASS,no duplicate frame-track rows
000001,0022400909,nba,000000,000057,A0,coverage_attempted_frames,MEASURED_NO_BAR,emitted-frame density; attempted-frame denominator unavailable
000001,0022400909,nba,000000,000057,A0,median_track_len,PASS,landed minimum track length
000001,0022400909,nba,000000,000057,A0,oob,NOT_APPLICABLE,court_space_required
000001,0022400909,nba,000000,000057,A0,jump_max,MEASURED_NO_BAR,G48 has no landed pixel-rate threshold
000001,0022400909,nba,000000,000057,A0,attempted_frames,MEASURED_NO_BAR,attempted-frame metadata is outside image-space inputs
000001,0022400909,nba,000000,000057,A0,ball_valid_attempted_frames,REJECT,landed ball-row presence minimum
000001,0022400909,nba,000000,000057,A0,liveness_frozen,PASS,liveness verdict SUSPECT
000001,0022400909,nba,000000,000057,A0,zero_step_share,PASS,landed liveness threshold
000001,0022400909,nba,000000,000057,A0,median_step_distance,REJECT,landed liveness threshold
000001,0022400909,nba,000000,000057,A0,distinct_position_ratio,PASS,landed liveness threshold
000001,0022400909,nba,000000,000057,A0,stationary_track_share,REJECT,landed liveness threshold
000001,0022400909,nba,000000,000057,A0,jump_p95,MEASURED_NO_BAR,G48 has no landed pixel-rate threshold
000001,0022400909,nba,000000,000057,A0,ball_detected_share,REJECT,landed ball-row presence minimum
000001,0022400909,nba,000000,000057,A0,g325_wholly_off_frame,NOT_APPLICABLE,frame_size_absent
000001,0022400909,nba,000000,000057,A0,any_gate,REJECT,one or more image gates rejected
000001,0022400909,nba,000000,000057,A1_FROZEN,coordinate_contract,NOT_APPLICABLE,court_space_required
000001,0022400909,nba,000000,000057,A1_FROZEN,insufficient_data,REJECT,fewer than 30 frames
000001,0022400909,nba,000000,000057,A1_FROZEN,duplicate_frame_identity,PASS,no duplicate frame-track rows
000001,0022400909,nba,000000,000057,A1_FROZEN,coverage_attempted_frames,MEASURED_NO_BAR,emitted-frame density; attempted-frame denominator unavailable
000001,0022400909,nba,000000,000057,A1_FROZEN,median_track_len,PASS,landed minimum track length
000001,0022400909,nba,000000,000057,A1_FROZEN,oob,NOT_APPLICABLE,court_space_required
000001,0022400909,nba,000000,000057,A1_FROZEN,jump_max,MEASURED_NO_BAR,G48 has no landed pixel-rate threshold
000001,0022400909,nba,000000,000057,A1_FROZEN,attempted_frames,MEASURED_NO_BAR,attempted-frame metadata is outside image-space inputs
000001,0022400909,nba,000000,000057,A1_FROZEN,ball_valid_attempted_frames,REJECT,landed ball-row presence minimum
000001,0022400909,nba,000000,000057,A1_FROZEN,liveness_frozen,REJECT,liveness verdict FROZEN
000001,0022400909,nba,000000,000057,A1_FROZEN,zero_step_share,REJECT,landed liveness threshold
000001,0022400909,nba,000000,000057,A1_FROZEN,median_step_distance,PASS,landed liveness threshold
000001,0022400909,nba,000000,000057,A1_FROZEN,distinct_position_ratio,PASS,landed liveness threshold
000001,0022400909,nba,000000,000057,A1_FROZEN,stationary_track_share,REJECT,landed liveness threshold
000001,0022400909,nba,000000,000057,A1_FROZEN,jump_p95,MEASURED_NO_BAR,G48 has no landed pixel-rate threshold
