path,rule,before_text,after_text,sha256_before,sha256_after
docs/evidence/tracking/g384_ball_phase2_receipt_2026-09-10/adjudication_decisions.json,Q6,Q6_TOKEN_REDACTED,Q6_TOKEN_REDACTED,bd84bd3abc624b3f7b84994c543e505f28d302f43e142a58728b6377668cf796,d5d9f0b9e289107c9e81d961d0f7e80257f7f230d925963be8d3e7ad07d674ce
docs/evidence/tracking/g384_ball_phase2_receipt_2026-09-10/adjudications_g384.csv,Q6,Q6_TOKEN_REDACTED,Q6_TOKEN_REDACTED,af93e501129db6f264c6001066fb7ee7c1de8b3f5b3bab1d235b198a676763b1,33e12bd73cf7d9e311af892a584342c4ea6f34ea0586dbbdfe180043304b4baf
