game_id,shot_id,frame,timestamp,player_id,team,x_position,y_position,court_zone,defender_distance,team_spacing,possession_id,possession_duration,made
22400316,1,2181,36.386,9,white,26,0,corner_3,,0.0,57,19,
22400316,5,5718,95.395,9,white,44,0,corner_3,,0.0,184,3,
22400316,8,6225,103.854,5,green,63,0,mid_range,,0.0,338,3,
22400316,12,7629,127.277,7,white,39,0,corner_3,,0.0,694,2,
22400316,13,8109,135.285,3,green,39,0,corner_3,,0.0,784,3,
22400316,17,8787,146.596,6,white,68,0,mid_range,,0.0,901,3,
22400316,20,9402,156.857,7,white,29,0,corner_3,,0.0,1047,3,
22400316,27,10152,169.369,5,green,29,0,corner_3,,0.0,1258,2,
22400316,32,10764,179.579,9,white,18,0,corner_3,,0.0,1346,3,
22400316,35,11697,195.145,7,white,92,0,backcourt,,0.0,1552,3,
