frame,timestamp,ball_x2d,ball_y2d,detected
1710,28.529,,,0
1713,28.579,25,0,1
1716,28.629,25,0,1
1719,28.679,,,0
1722,28.729,,,0
1725,28.779,41,0,1
1728,28.829,41,0,1
1731,28.879,,,0
1734,28.929,,,0
1737,28.979,45,0,1
1740,29.029,45,0,1
1743,29.079,42,0,1
1746,29.129,42,0,1
1749,29.179,45,0,1
1752,29.229,45,0,1
1755,29.279,46,0,1
1758,29.329,46,0,1
1761,29.379,43,0,1
1764,29.429,43,0,1
1767,29.479,45,0,1
1770,29.53,45,0,1
1773,29.58,45,0,1
1776,29.63,45,0,1
1779,29.68,46,0,1
1782,29.73,46,0,1
1785,29.78,45,0,1
1788,29.83,45,0,1
1791,29.88,18,0,1
1794,29.93,18,0,1
1797,29.98,44,0,1
1980,33.033,44,0,1
1983,33.083,44,0,1
1986,33.133,44,0,1
1989,33.183,44,0,1
1992,33.233,44,0,1
1995,33.283,44,0,1
1998,33.333,44,0,1
2001,33.383,44,0,1
2004,33.433,44,0,1
2007,33.483,44,0,1
2010,33.534,44,0,1
2013,33.584,44,0,1
2016,33.634,44,0,1
2019,33.684,44,0,1
2022,33.734,44,0,1
2025,33.784,44,0,1
2028,33.834,44,0,1
2031,33.884,44,0,1
2034,33.934,44,0,1
2037,33.984,44,0,1
2040,34.034,44,0,1
2043,34.084,44,0,1
2046,34.134,44,0,1
2049,34.184,44,0,1
2052,34.234,44,0,1
2055,34.284,43,0,1
2058,34.334,43,0,1
2061,34.384,44,0,1
2064,34.434,44,0,1
2067,34.484,42,0,1
2070,34.535,42,0,1
2073,34.585,44,0,1
2076,34.635,44,0,1
2079,34.685,44,0,1
2082,34.735,44,0,1
2085,34.785,42,0,1
2088,34.835,42,0,1
2091,34.885,42,0,1
2094,34.935,42,0,1
2097,34.985,44,0,1
2100,35.035,44,0,1
2103,35.085,44,0,1
2106,35.135,44,0,1
2109,35.185,44,0,1
2112,35.235,44,0,1
2115,35.285,45,0,1
2118,35.335,45,0,1
2121,35.385,43,0,1
2124,35.435,43,0,1
2127,35.485,33,0,1
2130,35.535,33,0,1
2133,35.586,30,0,1
2136,35.636,30,0,1
2139,35.686,36,0,1
2142,35.736,36,0,1
2145,35.786,33,0,1
2148,35.836,33,0,1
2151,35.886,33,0,1
2154,35.936,33,0,1
2157,35.986,33,0,1
2160,36.036,33,0,1
2163,36.086,41,0,1
2166,36.136,41,0,1
2169,36.186,29,0,1
2172,36.236,29,0,1
2175,36.286,85,0,1
2178,36.336,85,0,1
2181,36.386,37,0,1
2184,36.436,37,0,1
2187,36.486,36,0,1
2190,36.537,36,0,1
2193,36.587,37,0,1
2196,36.637,37,0,1
2199,36.687,29,0,1
2202,36.737,29,0,1
2205,36.787,53,0,1
2208,36.837,53,0,1
2211,36.887,38,0,1
2214,36.937,38,0,1
2217,36.987,35,0,1
2220,37.037,35,0,1
2223,37.087,39,0,1
2226,37.137,39,0,1
2229,37.187,40,0,1
2232,37.237,40,0,1
2235,37.287,20,0,1
2238,37.337,21,0,1
2241,37.387,21,0,1
2244,37.437,21,0,1
2247,37.487,21,0,1
2340,39.039,21,0,1
2343,39.089,26,0,1
2346,39.139,26,0,1
2349,39.189,21,0,1
2352,39.239,21,0,1
2355,39.289,27,0,1
2358,39.339,27,0,1
2361,39.389,35,0,1
2364,39.439,35,0,1
2367,39.489,21,0,1
2370,39.54,21,0,1
2373,39.59,133,0,1
2376,39.64,133,0,1
2379,39.69,116,0,1
2382,39.74,116,0,1
2385,39.79,127,0,1
2388,39.84,127,0,1
2391,39.89,22,0,1
2394,39.94,22,0,1
2397,39.99,22,0,1
2400,40.04,22,0,1
2403,40.09,22,0,1
2406,40.14,22,0,1
2409,40.19,22,0,1
2412,40.24,18,0,1
2415,40.29,18,0,1
2418,40.34,,,0
2421,40.39,,,0
2424,40.44,122,0,1
2427,40.49,122,0,1
5310,88.588,,,0
5313,88.639,,,0
5316,88.689,,,0
5319,88.739,,,0
5322,88.789,,,0
5325,88.839,,,0
5328,88.889,,,0
5331,88.939,,,0
5334,88.989,,,0
5337,89.039,,,0
5340,89.089,,,0
5343,89.139,,,0
5346,89.189,,,0
5349,89.239,,,0
5352,89.289,,,0
5355,89.339,,,0
5358,89.389,,,0
5361,89.439,,,0
5364,89.489,,,0
5367,89.539,,,0
5370,89.59,,,0
5373,89.64,,,0
5376,89.69,,,0
5379,89.74,,,0
5382,89.79,,,0
5385,89.84,,,0
5388,89.89,,,0
5391,89.94,,,0
5394,89.99,,,0
5397,90.04,,,0
5490,91.591,3,0,1
5493,91.642,3,0,1
5496,91.692,6,0,1
5499,91.742,6,0,1
5502,91.792,25,0,1
5505,91.842,25,0,1
5508,91.892,24,0,1
5511,91.942,24,0,1
5514,91.992,,,0
5517,92.042,,,0
5520,92.092,4,0,1
5523,92.142,4,0,1
5526,92.192,,,0
5529,92.242,,,0
5532,92.292,5,0,1
5535,92.342,5,0,1
5538,92.392,4,0,1
5541,92.442,4,0,1
5544,92.492,,,0
5547,92.542,,,0
5550,92.593,8,0,1
5553,92.643,8,0,1
5556,92.693,4,0,1
5559,92.743,4,0,1
5562,92.793,3,0,1
5565,92.843,3,0,1
5568,92.893,5,0,1
5571,92.943,5,0,1
5574,92.993,4,0,1
5577,93.043,4,0,1
5580,93.093,,,0
5583,93.143,,,0
5586,93.193,,,0
5589,93.243,,,0
5592,93.293,,,0
5595,93.343,,,0
5598,93.393,159,0,1
5601,93.443,159,0,1
5604,93.493,,,0
5607,93.543,,,0
5610,93.594,2,0,1
5613,93.644,2,0,1
5616,93.694,,,0
5619,93.744,,,0
5622,93.794,28,0,1
5625,93.844,28,0,1
5628,93.894,2,0,1
5631,93.944,2,0,1
5634,93.994,,,0
5637,94.044,,,0
5640,94.094,,,0
5643,94.144,,,0
5646,94.194,28,0,1
5649,94.244,28,0,1
5652,94.294,,,0
5655,94.344,,,0
5658,94.394,4,0,1
5661,94.444,4,0,1
5664,94.494,28,0,1
5667,94.544,28,0,1
5670,94.594,,,0
5673,94.645,,,0
5676,94.695,,,0
5679,94.745,,,0
5682,94.795,28,0,1
5685,94.845,28,0,1
5688,94.895,2,0,1
5691,94.945,2,0,1
5694,94.995,,,0
5697,95.045,,,0
5700,95.095,28,0,1
5703,95.145,28,0,1
5706,95.195,156,0,1
5709,95.245,156,0,1
5712,95.295,546,0,1
5715,95.345,546,0,1
5718,95.395,6,0,1
5721,95.445,6,0,1
5724,95.495,,,0
5727,95.545,,,0
5730,95.596,157,0,1
5733,95.646,157,0,1
5736,95.696,,,0
5739,95.746,,,0
5742,95.796,,,0
5745,95.846,,,0
5748,95.896,,,0
5751,95.946,,,0
5754,95.996,155,0,1
5757,96.046,155,0,1
5760,96.096,,,0
5763,96.146,,,0
5766,96.196,152,0,1
5769,96.246,152,0,1
5772,96.296,213,0,1
5775,96.346,213,0,1
5778,96.396,150,0,1
5781,96.446,150,0,1
5784,96.496,,,0
5787,96.546,,,0
5790,96.597,,,0
5793,96.647,,,0
5796,96.697,181,0,1
5799,96.747,181,0,1
5802,96.797,28,0,1
5805,96.847,28,0,1
5808,96.897,,,0
5811,96.947,,,0
5814,96.997,155,0,1
5817,97.047,155,0,1
5820,97.097,28,0,1
5823,97.147,28,0,1
5826,97.197,,,0
5829,97.247,,,0
5832,97.297,1,0,1
5835,97.347,1,0,1
5838,97.397,,,0
5841,97.447,,,0
5844,97.497,,,0
5847,97.547,,,0
5850,97.597,184,0,1
5853,97.648,184,0,1
5856,97.698,28,0,1
5859,97.748,28,0,1
5862,97.798,28,0,1
5865,97.848,28,0,1
5868,97.898,189,0,1
5871,97.948,189,0,1
5874,97.998,,,0
5877,98.048,,,0
5880,98.098,,,0
5883,98.148,,,0
5886,98.198,,,0
5889,98.248,,,0
5892,98.298,,,0
5895,98.348,,,0
5898,98.398,,,0
5901,98.448,,,0
5904,98.498,,,0
5907,98.548,,,0
5910,98.599,0,0,1
5913,98.649,0,0,1
5916,98.699,182,0,1
5919,98.749,182,0,1
5922,98.799,,,0
5925,98.849,,,0
5928,98.899,,,0
5931,98.949,,,0
5934,98.999,,,0
5937,99.049,,,0
5940,99.099,0,0,1
5943,99.149,0,0,1
5946,99.199,32,0,1
5949,99.249,32,0,1
5952,99.299,,,0
5955,99.349,,,0
5958,99.399,32,0,1
5961,99.449,32,0,1
5964,99.499,15,0,1
5967,99.549,15,0,1
5970,99.6,,,0
5973,99.65,,,0
5976,99.7,,,0
5979,99.75,,,0
5982,99.8,32,0,1
5985,99.85,32,0,1
5988,99.9,,,0
5991,99.95,,,0
5994,100.0,13,0,1
5997,100.05,13,0,1
6000,100.1,30,0,1
6003,100.15,30,0,1
6006,100.2,,,0
6009,100.25,,,0
6012,100.3,,,0
6015,100.35,,,0
6018,100.4,100,0,1
6021,100.45,100,0,1
6024,100.5,,,0
6027,100.55,,,0
6030,100.6,32,0,1
6033,100.651,32,0,1
6036,100.701,32,0,1
6039,100.751,32,0,1
6042,100.801,32,0,1
6045,100.851,32,0,1
6048,100.901,116,0,1
6051,100.951,116,0,1
6054,101.001,63,0,1
6057,101.051,63,0,1
6060,101.101,136,0,1
6063,101.151,136,0,1
6066,101.201,67,0,1
6069,101.251,67,0,1
6072,101.301,32,0,1
6075,101.351,32,0,1
6078,101.401,70,0,1
6081,101.451,70,0,1
6084,101.501,32,0,1
6087,101.551,32,0,1
6090,101.602,138,0,1
6093,101.652,138,0,1
6096,101.702,236,0,1
6099,101.752,236,0,1
6102,101.802,32,0,1
6105,101.852,32,0,1
6108,101.902,,,0
6111,101.952,,,0
6114,102.002,32,0,1
6117,102.052,32,0,1
6120,102.102,39,0,1
6123,102.152,39,0,1
6126,102.202,33,0,1
6129,102.252,33,0,1
6132,102.302,33,0,1
6135,102.352,33,0,1
6138,102.402,34,0,1
6141,102.452,34,0,1
6144,102.502,34,0,1
6147,102.552,34,0,1
6150,102.603,39,0,1
6153,102.653,39,0,1
6156,102.703,39,0,1
6159,102.753,39,0,1
6162,102.803,39,0,1
6165,102.853,41,0,1
6168,102.903,41,0,1
6171,102.953,41,0,1
6174,103.003,41,0,1
6177,103.053,40,0,1
6180,103.103,40,0,1
6183,103.153,40,0,1
6186,103.203,40,0,1
6189,103.253,40,0,1
6192,103.303,40,0,1
6195,103.353,41,0,1
6198,103.403,41,0,1
6201,103.453,41,0,1
6204,103.503,41,0,1
6207,103.553,,,0
6210,103.603,,,0
6213,103.654,59,0,1
6216,103.704,59,0,1
6219,103.754,94,0,1
