game_id,possession_id,team,start_frame,end_frame,duration_frames,duration_sec,avg_spacing,avg_defensive_pressure,avg_vel_toward_basket,drive_attempts,shot_attempted,shot_frame,fast_break,play_type,result,outcome_score,pass_count,screen_count,drive_count,cut_count,lineup_id,max_paint_touches,avg_off_ball_distance,min_shot_clock_est,dominant_zone,transition_time_sec,offensive_rebound_poss,pbp_play_type,pbp_score_home,pbp_score_away,pbp_period,pbp_matched,score_diff,source
,,MIL,420,1140,,12.0,,,,,,,,,missed_shot,0,,,,,,,,,,,,missed_3,,,1,True,,pbp_fill
,,CHI,1200,1920,,12.0,,,,,,,,,missed_shot,0,,,,,,,,,,,,missed_3,,,1,True,,pbp_fill
,,MIL,1860,2580,,12.0,,,,,,,,,turnover,0,,,,,,,,,,,,turnover,,,1,True,,pbp_fill
,,CHI,2460,3180,,12.0,,,,,,,,,scored,2,,,,,,,,,,,,made_2,2.0,0.0,1,True,2.0,pbp_fill
,,MIL,3420,4140,,12.0,,,,,,,,,missed_shot,0,,,,,,,,,,,,missed_2,,,1,True,2.0,pbp_fill
22400430.0,26.0,CHI,4014,4703,690.0,11.5,229.9,,-17.26,9.0,1.0,4017.0,1.0,cut,scored,3,8.0,2.0,0.0,97.0,26.0,1.0,392.1,12.6,3pt_arc,,0.0,made_3,5.0,0.0,1,True,2.0,
22400430.0,27.0,MIL,4704,4898,195.0,3.25,,,-6.73,2.0,1.0,4869.0,1.0,cut,scored,3,1.0,0.0,0.0,24.0,168.0,1.0,281.5,20.8,paint,,0.0,made_3,5.0,0.0,1,True,5.0,
22400430.0,28.0,CHI,4899,5090,192.0,3.2,,,-2.66,7.0,0.0,,0.0,cut,scored,3,2.0,2.0,0.0,25.0,216.0,1.0,206.4,20.9,mid_range,,0.0,made_3,5.0,0.0,1,True,5.0,
22400430.0,29.0,MIL,5091,5294,204.0,3.4,,,28.98,3.0,1.0,5112.0,0.0,cut,scored,3,2.0,2.0,0.0,24.0,232.0,3.0,169.2,20.6,paint,0.0,0.0,made_3,5.0,0.0,1,True,5.0,
22400430.0,30.0,CHI,5295,6140,846.0,14.1,59.0,289.5,0.08,19.0,1.0,5364.0,1.0,cut,missed_shot,0,15.0,8.0,0.0,138.0,233.0,1.0,167.7,9.9,3pt_arc,,0.0,missed_2,,,1,True,5.0,
22400430.0,31.0,MIL,6141,6365,225.0,3.75,176.9,,15.25,18.0,1.0,6291.0,1.0,cut,missed_shot,0,12.0,0.0,0.0,23.0,341.0,3.0,435.8,20.3,mid_range,,0.0,missed_3,,,1,True,5.0,
,,CHI,6360,7319,959.0,31.966666666666665,,,,,,,,,missed_shot,0,,,,,,,,,,,,missed_3,,,1,True,5.0,pbp_fill
22400430.0,33.0,MIL,7320,7514,195.0,3.25,,,9.14,14.0,1.0,7500.0,1.0,hand_off,scored,3,12.0,2.0,0.0,35.0,372.0,2.0,911.2,20.8,mid_range,,0.0,made_3,5.0,3.0,1,True,5.0,
22400430.0,34.0,CHI,7515,8340,825.0,27.5,,,-3.66,20.0,1.0,7929.0,1.0,cut,scored,3,2.0,2.0,0.0,56.0,285.0,1.0,529.7,21.4,mid_range,,0.0,made_3,7.0,6.0,1,True,4.0,
,,MIL,8040,10140,2100.0,70.0,,,,,,,,,scored,3,,,,,,,,,,,,made_3,7.0,6.0,1,True,1.0,pbp_fill
22400430.0,38.0,CHI,9591,9800,210.0,3.5,,,-10.82,7.0,1.0,9798.0,0.0,hand_off,scored,2,5.0,2.0,0.0,12.0,662.0,1.0,256.2,20.6,mid_range,1.0,0.0,made_2,9.0,6.0,1,True,3.0,
22400430.0,39.0,MIL,9801,10850,1050.0,17.5,154.5,278.2,-2.18,23.0,1.0,10041.0,1.0,cut,scored,2,14.0,4.0,1.0,220.0,257.0,2.0,249.2,6.6,mid_range,,0.0,made_2,11.0,6.0,1,True,3.0,
,,MIL,11220,11940,,12.0,,,,,,,,,missed_shot,0,,,,,,,,,,,,missed_2,,,1,True,5.0,pbp_fill
,,CHI,11700,12840,1140.0,38.0,,,,,,,,,missed_shot,0,,,,,,,,,,,,missed_3,,,1,True,5.0,pbp_fill
,,MIL,13200,14820,1620.0,54.0,,,,,,,,,missed_shot,0,,,,,,,,,,,,missed_2,,,1,True,7.0,pbp_fill
,,CHI,14880,15600,,12.0,,,,,,,,,scored,3,,,,,,,,,,,,made_3,16.0,8.0,1,True,8.0,pbp_fill
,,MIL,15960,16680,,12.0,,,,,,,,,missed_shot,0,,,,,,,,,,,,missed_3,,,1,True,8.0,pbp_fill
,,CHI,17460,18540,1080.0,36.0,,,,,,,,,missed_shot,0,,,,,,,,,,,,missed_2,,,1,True,8.0,pbp_fill
,,MIL,18660,19740,1080.0,36.0,,,,,,,,,missed_shot,0,,,,,,,,,,,,missed_3,,,1,True,10.0,pbp_fill
,,CHI,20460,21180,,12.0,,,,,,,,,missed_shot,0,,,,,,,,,,,,missed_3,,,1,True,7.0,pbp_fill
,,MIL,21240,21960,,12.0,,,,,,,,,turnover,0,,,,,,,,,,,,turnover,,,1,True,7.0,pbp_fill
,,CHI,21600,22320,,12.0,,,,,,,,,scored,3,,,,,,,,,,,,made_3,21.0,11.0,1,True,10.0,pbp_fill
22400430.0,3775.0,MIL,23136,24060,924.0,30.8,114.1,211.0,2.25,14.0,1.0,23142.0,1.0,cut,missed_shot,0,26.0,2.0,1.0,95.0,364.0,2.0,63.0,15.4,mid_range,1.2,0.0,missed_3,,,1,True,10.0,
22400430.0,3776.0,CHI,23655,24620,966.0,16.1,290.3,197.2,-0.32,33.0,1.0,23832.0,1.0,transition,scored,3,49.0,3.0,0.0,158.0,865.0,2.0,136.8,7.9,3pt_arc,,0.0,made_3,21.0,14.0,1,True,7.0,
22400430.0,3777.0,MIL,24621,25520,900.0,15.0,465.8,275.6,-0.42,25.0,1.0,24723.0,1.0,cut,scored,2,18.0,4.0,1.0,130.0,436.0,2.0,147.7,9.1,3pt_arc,1.35,0.0,made_2,23.0,14.0,1,True,9.0,
22400430.0,3778.0,CHI,25521,26801,1280.0,42.66666666666666,247.1,285.7,-2.41,20.0,1.0,25587.0,1.0,cut,missed_shot,0,25.0,3.0,2.0,87.0,961.0,1.0,86.3,9.8,corner_3,,0.0,missed_2,,,1,True,9.0,
22400430.0,3781.0,MIL,26802,27530,729.0,12.15,446.2,316.9,0.21,11.0,1.0,26892.0,0.0,transition,scored,2,24.0,3.0,1.0,64.0,632.0,2.0,53.8,11.9,paint,0.6,0.0,made_2,25.0,14.0,1,True,11.0,
22400430.0,3782.0,CHI,27531,28238,708.0,11.8,430.6,324.6,-11.31,2.0,1.0,27567.0,0.0,cut,missed_shot,0,11.0,2.0,0.0,63.0,163.0,0.0,110.9,12.2,mid_range,,0.0,missed_3,,,1,True,11.0,
,,CHI,28440,29160,,12.0,,,,,,,,,scored,2,,,,,,,,,,,,made_2,27.0,14.0,1,True,13.0,pbp_fill
,,MIL,29460,30180,,12.0,,,,,,,,,scored,2,,,,,,,,,,,,made_2,27.0,16.0,1,True,11.0,pbp_fill
,,CHI,30120,30840,,12.0,,,,,,,,,missed_shot,0,,,,,,,,,,,,missed_2,,,1,True,11.0,pbp_fill
,,MIL,30720,31440,,12.0,,,,,,,,,scored,3,,,,,,,,,,,,made_3,27.0,19.0,1,True,8.0,pbp_fill
,,CHI,31980,32700,,12.0,,,,,,,,,missed_shot,0,,,,,,,,,,,,missed_3,,,1,True,8.0,pbp_fill
,,MIL,32460,33180,,12.0,,,,,,,,,missed_shot,0,,,,,,,,,,,,missed_2,,,1,True,8.0,pbp_fill
,,CHI,32820,33540,,12.0,,,,,,,,,scored,2,,,,,,,,,,,,made_2,29.0,19.0,1,True,10.0,pbp_fill
,,MIL,34140,34860,,12.0,,,,,,,,,scored,2,,,,,,,,,,,,made_2,29.0,21.0,1,True,8.0,pbp_fill
,,CHI,34860,35580,,12.0,,,,,,,,,missed_shot,0,,,,,,,,,,,,missed_2,,,1,True,8.0,pbp_fill
,,MIL,35520,36240,,12.0,,,,,,,,,turnover,0,,,,,,,,,,,,turnover,,,1,True,8.0,pbp_fill
,,CHI,36180,37631,1451.0,48.36666666666667,,,,,,,,,turnover,0,,,,,,,,,,,,turnover,,,1,True,8.0,pbp_fill
22400430.0,6318.0,MIL,37632,38786,1155.0,19.25,191.2,231.4,-1.59,27.0,1.0,37698.0,1.0,cut,scored,2,51.0,8.0,0.0,196.0,298.0,2.0,119.5,4.8,mid_range,,0.0,made_2,31.0,23.0,1,True,10.0,
22400430.0,6321.0,CHI,38946,39848,903.0,15.05,172.2,338.8,-1.58,17.0,1.0,39081.0,1.0,hand_off,foul,0,41.0,3.0,1.0,139.0,442.0,1.0,129.0,9.0,3pt_arc,,0.0,foul,,,1,True,8.0,
22400430.0,6322.0,MIL,39849,40559,711.0,11.85,451.8,423.0,2.07,10.0,1.0,39963.0,1.0,cut,foul,0,8.0,2.0,0.0,76.0,664.0,2.0,238.6,12.2,mid_range,,0.0,foul,,,1,True,8.0,
22400430.0,6323.0,CHI,40560,41940,1380.0,46.0,358.4,225.9,-3.55,16.0,1.0,40575.0,1.0,cut,foul,0,29.0,5.0,2.0,88.0,514.0,1.0,119.2,14.0,3pt_arc,0.2,0.0,foul,,,1,True,8.0,
