game_id,shot_id,frame,timestamp,player_id,player_name,team,x_position,y_position,x_norm,y_norm,court_zone,defender_distance,defender_dist_norm,team_spacing,possession_id,possession_duration,made,shot_clock,contest_arm_angle,closeout_speed,fatigue_proxy,dribble_count,ball_shot_arc_angle,catch_and_shoot,shot_distance,second_chance,shot_creation,shots_pbp_coverage
0022400430,1,4017,66.95,3,MIL#?,CHI,629,511,0.5335,0.5921,backcourt,171.8,0.1457,0.0,26,2,0,,0.0,,1277.0,0,87.73379410220122,1,503.3,0,catch_and_shoot,0.3798
0022400430,2,4284,71.4,8,#5,MIL,54,148,0.0458,0.1715,3pt_arc,341.5,0.2897,0.0,26,31,0,,0.14128409245120355,,381.0,0,-88.31177102858729,1,283.5,1,catch_and_shoot,0.3798
0022400430,3,4647,77.45,7,,MIL,250,179,0.212,0.2074,3pt_arc,179.9,0.1526,0.0,26,152,1,,0.10377205548278727,,2970.8,0,85.10378503669638,1,320.2,1,catch_and_shoot,0.3798
0022400430,4,4869,81.15,3,MIL#?,CHI,1116,432,0.9466,0.5006,paint,75.0,0.0636,0.0,27,56,1,,0.0,,8844.9,0,88.67071119128194,1,10.0,0,catch_and_shoot,0.3798
0022400430,5,5112,85.2,10,,MIL,1152,499,0.9771,0.5782,paint,713.7,0.6053,0.0,29,8,,,0.0,,5741.2,0,-82.9804403198172,1,72.4,0,catch_and_shoot,0.3798
0022400430,6,5364,89.4,3,MIL#?,CHI,861,495,0.7303,0.5736,3pt_arc,70.6,0.0599,0.0,30,24,,,0.0,,13646.1,0,82.35273029486925,1,272.4,0,catch_and_shoot,0.3798
0022400430,7,5607,93.45,8,#5,MIL,522,473,0.4427,0.5481,backcourt,280.3,0.2377,0.0,30,105,,,0.0,,5477.1,1,-88.28029291176814,0,470.8,1,pull_up,0.3798
0022400430,8,5862,97.7,4,MIL#?,CHI,293,483,0.2485,0.5597,3pt_arc,101.6,0.0862,0.0,30,190,0,,0.0,,17687.5,0,-89.13283224940945,1,245.4,1,catch_and_shoot,0.3798
0022400430,9,6291,104.85,2,,CHI,165,385,0.1399,0.4461,paint,312.6,0.2651,0.0,31,51,0,,0.0,,21658.1,0,85.9529402060542,1,121.2,0,catch_and_shoot,0.3798
0022400430,10,6597,109.95,2,,CHI,198,373,0.1679,0.4322,3pt_arc,148.5,0.126,46.4,32,78,0,,0.0,,25373.0,0,-87.32040747243877,1,156.3,0,catch_and_shoot,0.3798
0022400430,11,6813,113.55,6,,MIL,1042,462,0.8838,0.5353,paint,386.4,0.3277,0.0,32,150,,10.0,0.23201817994831517,,21962.7,0,-85.536893878841,1,89.3,1,catch_and_shoot,0.3798
0022400430,12,7074,117.9,4,MIL#?,CHI,1049,458,0.8897,0.5307,paint,,,0.0,32,237,0,10.0,0.0,,26051.7,0,-88.55683882991806,1,81.4,1,catch_and_shoot,0.3798
0022400430,13,7290,121.5,7,,MIL,26,53,0.0221,0.0614,corner_3,384.8,0.3264,0.0,32,249,0,10.0,0.12552486010307382,,18760.7,0,76.68141000140733,1,379.5,1,catch_and_shoot,0.3798
0022400430,14,7500,125.0,4,MIL#?,CHI,333,112,0.2824,0.1298,mid_range,768.8,0.6521,0.0,33,61,1,10.0,0.0,,30453.0,0,-71.40558094125466,1,424.8,0,catch_and_shoot,0.3798
0022400430,15,7710,128.5,3,MIL#?,CHI,441,134,0.374,0.1553,mid_range,431.1,0.3656,0.0,35,12,1,10.0,0.22020430928119303,,28924.0,0,-87.17647258748245,1,488.9,0,catch_and_shoot,0.3798
0022400430,16,7929,132.15,2,#2,CHI,653,36,0.5539,0.0417,backcourt,396.4,0.3362,0.0,36,57,,10.0,0.0,,38809.9,0,-83.10807243552775,1,616.5,0,catch_and_shoot,0.3798
0022400430,17,8160,136.0,3,MIL#?,CHI,1005,398,0.8524,0.4612,paint,778.5,0.6603,0.0,36,134,1,10.0,0.0,,36343.3,0,86.8472781481734,1,125.5,1,catch_and_shoot,0.3798
0022400430,18,8373,139.55,2,#2,CHI,405,175,0.3435,0.2028,mid_range,329.1,0.2791,0.0,36,205,1,10.0,0.5665756638577972,,44753.4,0,89.1654900036965,1,435.5,1,catch_and_shoot,0.3798
0022400430,19,8613,143.55,9,#1,MIL,796,212,0.6751,0.2457,mid_range,548.0,0.4648,0.0,37,14,1,10.0,0.0,,32940.9,0,-88.5818197271673,1,396.3,0,catch_and_shoot,0.3798
0022400430,20,8835,147.25,9,#1,MIL,290,38,0.246,0.044,corner_3,395.5,0.3355,234.5,37,88,1,10.0,0.7057934281255519,,37800.2,0,-85.66800756578866,1,459.3,1,catch_and_shoot,0.3798
0022400430,21,9075,151.25,6,#15,MIL,820,451,0.6955,0.5226,mid_range,469.6,0.3983,0.0,37,168,,10.0,0.0,,43984.9,0,44.10092614215262,1,306.6,1,catch_and_shoot,0.3798
0022400430,22,9552,159.2,4,MIL#?,CHI,99,403,0.084,0.467,paint,698.6,0.5925,0.0,37,297,1,10.0,0.0,,45386.3,0,-88.30368317268513,1,54.1,1,catch_and_shoot,0.3798
0022400430,23,9798,163.3,9,#1,MIL,321,112,0.2723,0.1298,corner_3,414.7,0.3517,0.0,38,70,,10.0,0.05515027618044422,,46234.5,0,87.5248250461595,1,417.0,0,catch_and_shoot,0.3798
0022400430,24,10041,167.35,10,#4,MIL,791,499,0.6709,0.5782,mid_range,352.3,0.2988,0.0,39,81,0,10.0,0.0,,39795.1,0,88.26472288750875,1,341.7,0,catch_and_shoot,0.3798
0022400430,25,10293,171.55,1,MIL#?,CHI,779,52,0.6607,0.0603,mid_range,447.2,0.3793,0.0,39,165,0,10.0,0.0,,74809.4,0,78.21914076131966,1,514.2,1,catch_and_shoot,0.3798
0022400430,26,23142,385.7,6,#7,MIL,869,210,0.7371,0.2433,3pt_arc,253.2,0.2148,80.5,3775,3,,24.0,0.0,,113826.3,0,-88.09787342706097,1,339.2,0,catch_and_shoot,0.3798
0022400430,27,23358,389.3,5,MIL#?,CHI,208,318,0.1764,0.3685,3pt_arc,165.5,0.1404,189.3,3775,75,0,8.0,0.0,,127071.3,0,88.235963744901,1,192.1,1,catch_and_shoot,0.3798
0022400430,28,23622,393.7,3,MIL#?,CHI,41,247,0.0348,0.2862,paint,371.4,0.315,0.0,3775,163,0,8.0,0.22626529458121772,,112646.9,0,-88.92107019950959,1,184.9,1,catch_and_shoot,0.3798
0022400430,29,23832,397.2,3,MIL#?,CHI,595,339,0.5047,0.3928,backcourt,449.1,0.3809,0.0,3776,60,1,8.0,0.4300640284718241,,113189.7,0,-88.15883742618014,1,538.9,0,catch_and_shoot,0.3798
0022400430,30,24045,400.75,5,MIL#?,CHI,6,395,0.0051,0.4577,paint,540.9,0.4588,0.0,3776,131,1,8.0,0.0,,131436.7,0,-88.51912228934636,1,59.6,1,catch_and_shoot,0.3798
0022400430,31,24267,404.45,4,MIL#?,CHI,78,335,0.0662,0.3882,paint,526.2,0.4463,0.0,3776,205,1,8.0,0.0,,117567.2,0,43.14818589321486,1,99.7,1,catch_and_shoot,0.3798
0022400430,32,24489,408.15,4,MIL#?,CHI,314,82,0.2663,0.095,corner_3,331.3,0.281,0.0,3776,279,,8.0,0.0,,120123.7,0,88.478059265059,1,436.2,1,catch_and_shoot,0.3798
0022400430,33,24723,412.05,5,MIL#?,CHI,615,137,0.5216,0.1587,backcourt,475.9,0.4036,0.0,3777,35,,8.0,0.2894039673768696,,134484.9,0,-84.173428964471,1,589.7,0,catch_and_shoot,0.3798
0022400430,34,24948,415.8,10,#28,MIL,116,117,0.0984,0.1356,corner_3,130.1,0.1103,0.0,3777,110,,8.0,0.0,,115528.9,0,-87.13229253987659,1,320.7,1,catch_and_shoot,0.3798
0022400430,35,25158,419.3,1,MIL#?,CHI,161,208,0.1366,0.241,3pt_arc,209.0,0.1773,438.9,3777,180,1,8.0,0.19951729172602306,,162731.7,0,88.32871679743192,1,248.2,1,catch_and_shoot,0.3798
0022400430,36,25377,422.95,7,,MIL,0,284,0.0,0.3291,paint,109.0,0.0925,0.0,3777,253,1,8.0,0.8005249136952981,,134212.0,0,66.90427948423704,1,156.8,1,catch_and_shoot,0.3798
0022400430,37,25587,426.45,10,#28,MIL,287,34,0.2434,0.0394,corner_3,272.4,0.231,0.0,3778,23,1,8.0,0.0,,118402.2,0,-87.94377033287631,1,461.2,0,catch_and_shoot,0.3798
0022400430,38,25806,430.1,10,#28,MIL,57,48,0.0483,0.0556,corner_3,520.1,0.4411,0.0,3778,96,,8.0,0.0,,119306.5,0,85.43469706672732,1,383.5,1,catch_and_shoot,0.3798
0022400430,39,26016,433.6,9,#4,MIL,386,340,0.3274,0.394,mid_range,477.2,0.4047,83.0,3778,166,0,8.0,0.0,,126015.8,0,-88.34743090747918,1,345.3,1,catch_and_shoot,0.3798
0022400430,40,26391,439.85,5,MIL#?,CHI,1059,251,0.8982,0.2908,paint,1068.1,0.9059,0.0,3779,6,0,8.0,0.0,,139012.2,0,-88.3087910870446,1,192.5,0,catch_and_shoot,0.3798
0022400430,41,26643,444.05,3,MIL#?,CHI,1170,131,0.9924,0.1518,3pt_arc,178.6,0.1515,0.0,3780,78,,8.0,0.0,,126042.2,0,87.93648167844938,1,303.7,0,catch_and_shoot,0.3798
0022400430,42,26892,448.2,9,#4,MIL,463,80,0.3927,0.0927,mid_range,,,0.0,3781,31,1,8.0,0.0,,128691.2,0,-88.64761740989827,1,540.0,0,catch_and_shoot,0.3798
0022400430,43,27123,452.05,8,#28,MIL,824,408,0.6989,0.4728,mid_range,333.3,0.2827,0.0,3781,108,1,8.0,0.36996926332825514,,128825.8,0,87.0074111868691,1,302.9,1,catch_and_shoot,0.3798
0022400430,44,27354,455.9,7,,MIL,833,388,0.7065,0.4496,mid_range,326.7,0.2771,549.1,3781,185,,8.0,0.322406252442144,,139375.2,0,-75.77656916916266,1,296.2,1,catch_and_shoot,0.3798
0022400430,45,27567,459.45,2,#2,CHI,428,381,0.363,0.4415,mid_range,301.9,0.2561,703.2,3782,13,,8.0,0.03435543390612494,,150442.1,0,-87.14001719553735,1,378.3,0,catch_and_shoot,0.3798
0022400430,46,37059,617.65,3,MIL#?,CHI,921,184,0.7812,0.2132,3pt_arc,137.7,0.1168,132.3,6315,19,0,5.0,0.0,,158457.5,0,86.3303122944716,1,321.3,0,catch_and_shoot,0.3798
0022400430,47,37275,621.25,2,#2,CHI,794,167,0.6735,0.1935,mid_range,244.0,0.207,0.0,6315,91,0,5.0,0.2630684971366734,,189852.3,0,-84.67958554979788,1,424.4,1,catch_and_shoot,0.3798
0022400430,48,37488,624.8,3,MIL#?,CHI,536,282,0.4546,0.3268,backcourt,11.2,0.0095,0.0,6317,44,1,5.0,0.0,,160780.1,0,-80.40654861074637,1,505.6,0,catch_and_shoot,0.3798
0022400430,49,37698,628.3,1,MIL#?,CHI,1021,361,0.866,0.4183,paint,60.9,0.0517,0.0,6318,23,1,5.0,0.10754462070410808,,203572.8,0,88.9148743657653,1,126.4,0,catch_and_shoot,0.3798
0022400430,50,37932,632.2,4,MIL#?,CHI,346,2,0.2935,0.0023,mid_range,359.2,0.3047,0.0,6318,101,,5.0,0.0,,168626.2,0,88.12825319930796,1,519.9,1,catch_and_shoot,0.3798
0022400430,51,38145,635.75,6,#4,MIL,145,434,0.123,0.5029,paint,483.6,0.4102,0.0,6318,172,,5.0,0.0,,147440.3,0,83.5080509350439,1,92.0,1,catch_and_shoot,0.3798
0022400430,52,38409,640.15,9,#28,MIL,859,183,0.7286,0.2121,3pt_arc,201.4,0.1708,0.0,6318,260,,5.0,0.18747203042585686,,155057.1,0,84.09224902603408,1,364.7,1,catch_and_shoot,0.3798
0022400430,53,38625,643.75,4,MIL#?,CHI,384,144,0.3257,0.1669,mid_range,310.9,0.2637,0.0,6318,332,,5.0,0.0,,171110.4,0,-11.300364812561162,1,438.4,1,catch_and_shoot,0.3798
0022400430,54,38844,647.4,8,#28,MIL,1098,413,0.9313,0.4786,paint,235.7,0.1999,0.0,6319,20,1,5.0,0.0,,157004.7,0,85.54333296286397,1,33.5,0,catch_and_shoot,0.3798
0022400430,55,39081,651.35,2,#2,CHI,1177,186,0.9983,0.2155,3pt_arc,164.6,0.1396,0.0,6321,46,1,5.0,0.0,,197502.9,0,-68.04377058308707,1,250.8,0,catch_and_shoot,0.3798
0022400430,56,39318,655.3,1,MIL#?,CHI,1170,219,0.9924,0.2538,3pt_arc,702.6,0.5959,0.0,6321,125,,5.0,0.0,,210463.1,0,71.3196866538969,1,217.0,1,catch_and_shoot,0.3798
0022400430,57,39540,659.0,8,#28,MIL,510,419,0.4326,0.4855,backcourt,379.4,0.3218,0.0,6321,199,,5.0,0.0,,160912.7,0,87.56022313832646,1,457.1,1,catch_and_shoot,0.3798
0022400430,58,39750,662.5,9,#28,MIL,226,213,0.1917,0.2468,3pt_arc,358.2,0.3038,124.0,6321,269,,5.0,0.1972501288672638,,160150.8,0,-87.35935615001341,1,278.7,1,catch_and_shoot,0.3798
0022400430,59,39963,666.05,9,#28,MIL,26,147,0.0221,0.1703,3pt_arc,658.8,0.5588,0.0,6322,39,,5.0,0.10807065919067468,,161104.0,0,84.23587740954679,1,285.8,0,catch_and_shoot,0.3798
