section_id,video_id,offset_s,competition,game_id,sport,status,source_resolution,duration_s,eligible,ineligible_reason
fiba-i2y-_7B0IUg_s490,i2y-_7B0IUg,490,basketball/fiba,basketball:i2y-_7B0IUg,basketball,tracked,1920x1080,134.940,1,
fiba-i2y-_7B0IUg_s890,i2y-_7B0IUg,890,basketball/fiba,basketball:i2y-_7B0IUg,basketball,tracked,1920x1080,130.340,1,
ncaaw-nXkcjFoZrIg_s5610,nXkcjFoZrIg,5610,basketball/ncaaw,basketball:nXkcjFoZrIg,basketball,tracked,1920x1080,134.434,1,
ncaaw-nXkcjFoZrIg_s90,nXkcjFoZrIg,90,basketball/ncaaw,basketball:nXkcjFoZrIg,basketball,tracked,1920x1080,134.968,1,
fiba-i2y-_7B0IUg_s90,i2y-_7B0IUg,90,basketball/fiba,basketball:i2y-_7B0IUg,basketball,tracked,1920x1080,130.700,1,
5U9k1U6nN-g_s90,5U9k1U6nN-g,90,nba,nba:5U9k1U6nN-g,nba,tracked,1920x1080,134.601,1,
ncaaw-nXkcjFoZrIg_s4506,nXkcjFoZrIg,4506,basketball/ncaaw,basketball:nXkcjFoZrIg,basketball,tracked,1920x1080,131.565,1,
bt3NwN7k8bY_s90,bt3NwN7k8bY,90,nba,nba:bt3NwN7k8bY,nba,tracked,1920x1080,134.601,1,
X5w3V6rh26s_s1376,X5w3V6rh26s,1376,ncaa_basketball,ncaa_basketball:X5w3V6rh26s,ncaa_basketball,tracked,1920x1080,134.668,1,
X5w3V6rh26s_s90,X5w3V6rh26s,90,ncaa_basketball,ncaa_basketball:X5w3V6rh26s,ncaa_basketball,tracked,1920x1080,134.968,1,
X5w3V6rh26s_s3948,X5w3V6rh26s,3948,ncaa_basketball,ncaa_basketball:X5w3V6rh26s,ncaa_basketball,tracked,1920x1080,134.101,1,
Ze8frxZxNyk_s2646,Ze8frxZxNyk,2646,ncaa_basketball,ncaa_basketball:Ze8frxZxNyk,ncaa_basketball,tracked,1920x1080,133.400,1,
Ze8frxZxNyk_s3924,Ze8frxZxNyk,3924,ncaa_basketball,ncaa_basketball:Ze8frxZxNyk,ncaa_basketball,tracked,1920x1080,135.135,1,
X5w3V6rh26s_s5234,X5w3V6rh26s,5234,ncaa_basketball,ncaa_basketball:X5w3V6rh26s,ncaa_basketball,tracked,1920x1080,133.834,1,
uZkAbRqeGrc_s1607,uZkAbRqeGrc,1607,nba,nba:uZkAbRqeGrc,nba,tracked,1920x1080,131.300,1,
uZkAbRqeGrc_s3124,uZkAbRqeGrc,3124,nba,nba:uZkAbRqeGrc,nba,tracked,1920x1080,131.767,1,
uZkAbRqeGrc_s90,uZkAbRqeGrc,90,nba,nba:uZkAbRqeGrc,nba,tracked,1920x1080,131.167,1,
Ze8frxZxNyk_s1368,Ze8frxZxNyk,1368,ncaa_basketball,ncaa_basketball:Ze8frxZxNyk,ncaa_basketball,tracked,1920x1080,131.698,1,
850xnW8BoAU_s3894,850xnW8BoAU,3894,ncaa_basketball,ncaa_basketball:850xnW8BoAU,ncaa_basketball,tracked,1920x1080,130.163,1,
850xnW8BoAU_s2626,850xnW8BoAU,2626,ncaa_basketball,ncaa_basketball:850xnW8BoAU,ncaa_basketball,tracked,1920x1080,133.433,1,
850xnW8BoAU_s1358,850xnW8BoAU,1358,ncaa_basketball,ncaa_basketball:850xnW8BoAU,ncaa_basketball,tracked,1920x1080,131.698,1,
850xnW8BoAU_s90,850xnW8BoAU,90,ncaa_basketball,ncaa_basketball:850xnW8BoAU,ncaa_basketball,tracked,1920x1080,134.968,1,
Vm0FqeGo-8g_s1317,Vm0FqeGo-8g,1317,ncaa_basketball,ncaa_basketball:Vm0FqeGo-8g,ncaa_basketball,tracked,1920x1080,130.731,1,
Vm0FqeGo-8g_s2544,Vm0FqeGo-8g,2544,ncaa_basketball,ncaa_basketball:Vm0FqeGo-8g,ncaa_basketball,tracked,1920x1080,131.498,1,
X5w3V6rh26s_s2662,X5w3V6rh26s,2662,ncaa_basketball,ncaa_basketball:X5w3V6rh26s,ncaa_basketball,tracked,1920x1080,134.401,1,
Vm0FqeGo-8g_s4998,Vm0FqeGo-8g,4998,ncaa_basketball,ncaa_basketball:Vm0FqeGo-8g,ncaa_basketball,tracked,1920x1080,133.066,1,
Vm0FqeGo-8g_s90,Vm0FqeGo-8g,90,ncaa_basketball,ncaa_basketball:Vm0FqeGo-8g,ncaa_basketball,tracked,1920x1080,134.968,1,
850xnW8BoAU_s5162,850xnW8BoAU,5162,ncaa_basketball,ncaa_basketball:850xnW8BoAU,ncaa_basketball,tracked,1920x1080,131.898,1,
fiba-IGcau1WL8Q0_s2838,IGcau1WL8Q0,2838,basketball/fiba,basketball:IGcau1WL8Q0,basketball,tracked,1920x1080,130.700,1,
fiba-IGcau1WL8Q0_s1464,IGcau1WL8Q0,1464,basketball/fiba,basketball:IGcau1WL8Q0,basketball,tracked,1920x1080,132.700,1,
fiba-IGcau1WL8Q0_s5586,IGcau1WL8Q0,5586,basketball/fiba,basketball:IGcau1WL8Q0,basketball,tracked,1920x1080,132.033,1,
Ze8frxZxNyk_s5202,Ze8frxZxNyk,5202,ncaa_basketball,ncaa_basketball:Ze8frxZxNyk,ncaa_basketball,tracked,1920x1080,131.865,1,
Vm0FqeGo-8g_s3771,Vm0FqeGo-8g,3771,ncaa_basketball,ncaa_basketball:Vm0FqeGo-8g,ncaa_basketball,tracked,1920x1080,132.299,1,
fiba-IGcau1WL8Q0_s4212,IGcau1WL8Q0,4212,basketball/fiba,basketball:IGcau1WL8Q0,basketball,tracked,1920x1080,134.033,1,
fiba-IGcau1WL8Q0_s6960,IGcau1WL8Q0,6960,basketball/fiba,basketball:IGcau1WL8Q0,basketball,tracked,1920x1080,135.367,1,
5PNHcMafoX8_s2782,5PNHcMafoX8,2782,nba,nba:5PNHcMafoX8,nba,tracked,1920x1080,132.699,1,
fiba-IGcau1WL8Q0_s90,IGcau1WL8Q0,90,basketball/fiba,basketball:IGcau1WL8Q0,basketball,tracked,1920x1080,134.700,1,
5PNHcMafoX8_s90,5PNHcMafoX8,90,nba,nba:5PNHcMafoX8,nba,tracked,1920x1080,130.530,1,
5PNHcMafoX8_s1436,5PNHcMafoX8,1436,nba,nba:5PNHcMafoX8,nba,tracked,1920x1080,134.301,1,
5PNHcMafoX8_s6820,5PNHcMafoX8,6820,nba,nba:5PNHcMafoX8,nba,tracked,1920x1080,132.632,1,
hLv8cwl0asQ_s1295,hLv8cwl0asQ,1295,ncaa_basketball,ncaa_basketball:hLv8cwl0asQ,ncaa_basketball,tracked,1920x1080,132.766,1,
-5l407QKuVk_s284,-5l407QKuVk,284,wnba,wnba:-5l407QKuVk,wnba,thin,1920x1080,134.968,0,status_thin
5PNHcMafoX8_s5474,5PNHcMafoX8,5474,nba,nba:5PNHcMafoX8,nba,tracked,1920x1080,134.501,1,
-5l407QKuVk_s478,-5l407QKuVk,478,wnba,wnba:-5l407QKuVk,wnba,thin,1920x1080,134.167,0,status_thin
-5l407QKuVk_s90,-5l407QKuVk,90,wnba,wnba:-5l407QKuVk,wnba,thin,1920x1080,132.299,0,status_thin
5PNHcMafoX8_s4128,5PNHcMafoX8,4128,nba,nba:5PNHcMafoX8,nba,tracked,1920x1080,132.065,1,
hLv8cwl0asQ_s2500,hLv8cwl0asQ,2500,ncaa_basketball,ncaa_basketball:hLv8cwl0asQ,ncaa_basketball,tracked,1920x1080,131.398,1,
hLv8cwl0asQ_s3705,hLv8cwl0asQ,3705,ncaa_basketball,ncaa_basketball:hLv8cwl0asQ,ncaa_basketball,tracked,1920x1080,131.365,1,
hLv8cwl0asQ_s4910,hLv8cwl0asQ,4910,ncaa_basketball,ncaa_basketball:hLv8cwl0asQ,ncaa_basketball,tracked,1920x1080,136.136,1,
7WBKNCu3NLU_s308,7WBKNCu3NLU,308,wnba,wnba:7WBKNCu3NLU,wnba,tracked,1920x1080,134.501,1,
hLv8cwl0asQ_s90,hLv8cwl0asQ,90,ncaa_basketball,ncaa_basketball:hLv8cwl0asQ,ncaa_basketball,tracked,1920x1080,133.300,1,
hLv8cwl0asQ_s6115,hLv8cwl0asQ,6115,ncaa_basketball,ncaa_basketball:hLv8cwl0asQ,ncaa_basketball,tracked,1920x1080,134.234,1,
nbl-YqB41CtbFqA_s1447,YqB41CtbFqA,1447,basketball/nbl,basketball:YqB41CtbFqA,basketball,tracked,1920x1080,134.600,1,
nbl-YqB41CtbFqA_s2804,YqB41CtbFqA,2804,basketball/nbl,basketball:YqB41CtbFqA,basketball,tracked,1920x1080,131.600,1,
nbl-YqB41CtbFqA_s4161,YqB41CtbFqA,4161,basketball/nbl,basketball:YqB41CtbFqA,basketball,tracked,1920x1080,132.960,1,
euroleague-Rwt3m7deGg0_s1402,Rwt3m7deGg0,1402,basketball/euroleague,basketball:Rwt3m7deGg0,basketball,tracked,1920x1080,134.280,1,
euroleague-Rwt3m7deGg0_s4026,Rwt3m7deGg0,4026,basketball/euroleague,basketball:Rwt3m7deGg0,basketball,tracked,1920x1080,131.720,1,
Ze8frxZxNyk_s90,Ze8frxZxNyk,90,ncaa_basketball,ncaa_basketball:Ze8frxZxNyk,ncaa_basketball,tracked,1920x1080,134.968,1,
euroleague-Rwt3m7deGg0_s5338,Rwt3m7deGg0,5338,basketball/euroleague,basketball:Rwt3m7deGg0,basketball,tracked,1920x1080,133.000,1,
euroleague-Rwt3m7deGg0_s90,Rwt3m7deGg0,90,basketball/euroleague,basketball:Rwt3m7deGg0,basketball,tracked,1920x1080,133.000,1,
euroleague-Rwt3m7deGg0_s2714,Rwt3m7deGg0,2714,basketball/euroleague,basketball:Rwt3m7deGg0,basketball,tracked,1920x1080,130.440,1,
nbl-YqB41CtbFqA_s90,YqB41CtbFqA,90,basketball/nbl,basketball:YqB41CtbFqA,basketball,thin,1920x1080,134.520,0,status_thin
nbl-YqB41CtbFqA_s5518,YqB41CtbFqA,5518,basketball/nbl,basketball:YqB41CtbFqA,basketball,tracked,1920x1080,131.880,1,
gleague--PH9jt8lss0_s1197,-PH9jt8lss0,1197,basketball/gleague,basketball:-PH9jt8lss0,basketball,tracked,1920x1080,135.168,1,
gleague--PH9jt8lss0_s4518,-PH9jt8lss0,4518,basketball/gleague,basketball:-PH9jt8lss0,basketball,tracked,1920x1080,134.184,1,
gleague--PH9jt8lss0_s2304,-PH9jt8lss0,2304,basketball/gleague,basketball:-PH9jt8lss0,basketball,tracked,1920x1080,131.465,1,
gleague--PH9jt8lss0_s3411,-PH9jt8lss0,3411,basketball/gleague,basketball:-PH9jt8lss0,basketball,tracked,1920x1080,132.816,1,
nbl-YqB41CtbFqA_s6875,YqB41CtbFqA,6875,basketball/nbl,basketball:YqB41CtbFqA,basketball,tracked,1920x1080,133.880,1,
acb-DCA1PAsKVJs_s90,DCA1PAsKVJs,90,basketball/acb,basketball:DCA1PAsKVJs,basketball,thin,1920x1080,134.700,0,status_thin
gleague--PH9jt8lss0_s5625,-PH9jt8lss0,5625,basketball/gleague,basketball:-PH9jt8lss0,basketball,tracked,1920x1080,130.480,1,
gleague--PH9jt8lss0_s90,-PH9jt8lss0,90,basketball/gleague,basketball:-PH9jt8lss0,basketball,tracked,1920x1080,133.800,1,
acb-DCA1PAsKVJs_s1465,DCA1PAsKVJs,1465,basketball/acb,basketball:DCA1PAsKVJs,basketball,tracked,1920x1080,133.700,1,
euroleague-Rwt3m7deGg0_s6650,Rwt3m7deGg0,6650,basketball/euroleague,basketball:Rwt3m7deGg0,basketball,tracked,1920x1080,134.280,1,
acb-DCA1PAsKVJs_s5590,DCA1PAsKVJs,5590,basketball/acb,basketball:DCA1PAsKVJs,basketball,tracked,1920x1080,130.700,1,
acb-DCA1PAsKVJs_s4215,DCA1PAsKVJs,4215,basketball/acb,basketball:DCA1PAsKVJs,basketball,thin,1920x1080,131.700,0,status_thin
cba-ZVdR8Q9AE0Q_s1437,ZVdR8Q9AE0Q,1437,basketball/cba,basketball:ZVdR8Q9AE0Q,basketball,tracked,1920x1080,130.964,1,
acb-DCA1PAsKVJs_s2840,DCA1PAsKVJs,2840,basketball/acb,basketball:DCA1PAsKVJs,basketball,tracked,1920x1080,132.700,1,
acb-DCA1PAsKVJs_s6965,DCA1PAsKVJs,6965,basketball/acb,basketball:DCA1PAsKVJs,basketball,tracked,1920x1080,135.033,1,
lnb-3_eNM4ikjzY_s1434,3_eNM4ikjzY,1434,basketball/lnb,basketball:3_eNM4ikjzY,basketball,thin,1920x1080,133.300,0,status_thin
cba-ZVdR8Q9AE0Q_s2784,ZVdR8Q9AE0Q,2784,basketball/cba,basketball:ZVdR8Q9AE0Q,basketball,tracked,1920x1080,132.599,1,
cba-ZVdR8Q9AE0Q_s6825,ZVdR8Q9AE0Q,6825,basketball/cba,basketball:ZVdR8Q9AE0Q,basketball,tracked,1920x1080,132.232,1,
eurocup-mhi_fuXUPRE_s2786,mhi_fuXUPRE,2786,basketball/eurocup,basketball:mhi_fuXUPRE,basketball,tracked,1920x1080,132.033,1,
cba-ZVdR8Q9AE0Q_s90,ZVdR8Q9AE0Q,90,basketball/cba,basketball:ZVdR8Q9AE0Q,basketball,tracked,1920x1080,134.635,1,
eurocup-mhi_fuXUPRE_s90,mhi_fuXUPRE,90,basketball/eurocup,basketball:mhi_fuXUPRE,basketball,thin,1920x1080,134.700,0,status_thin
cba-ZVdR8Q9AE0Q_s4131,ZVdR8Q9AE0Q,4131,basketball/cba,basketball:ZVdR8Q9AE0Q,basketball,tracked,1920x1080,134.267,1,
eurocup-mhi_fuXUPRE_s1438,mhi_fuXUPRE,1438,basketball/eurocup,basketball:mhi_fuXUPRE,basketball,tracked,1920x1080,133.367,1,
eurocup-mhi_fuXUPRE_s5482,mhi_fuXUPRE,5482,basketball/eurocup,basketball:mhi_fuXUPRE,basketball,tracked,1920x1080,134.700,1,
eurocup-mhi_fuXUPRE_s6830,mhi_fuXUPRE,6830,basketball/eurocup,basketball:mhi_fuXUPRE,basketball,tracked,1920x1080,133.367,1,
lnb-3_eNM4ikjzY_s5466,3_eNM4ikjzY,5466,basketball/lnb,basketball:3_eNM4ikjzY,basketball,tracked,1920x1080,134.601,1,
eurocup-mhi_fuXUPRE_s4134,mhi_fuXUPRE,4134,basketball/eurocup,basketball:mhi_fuXUPRE,basketball,tracked,1920x1080,130.700,1,
lnb-3_eNM4ikjzY_s4122,3_eNM4ikjzY,4122,basketball/lnb,basketball:3_eNM4ikjzY,basketball,tracked,1920x1080,130.597,1,
lnb-3_eNM4ikjzY_s2778,3_eNM4ikjzY,2778,basketball/lnb,basketball:3_eNM4ikjzY,basketball,tracked,1920x1080,131.932,1,
fiba-ignUn4xeR90_s2772,ignUn4xeR90,2772,basketball/fiba,basketball:ignUn4xeR90,basketball,tracked,1920x1080,130.550,1,
lnb-3_eNM4ikjzY_s90,3_eNM4ikjzY,90,basketball/lnb,basketball:3_eNM4ikjzY,basketball,tracked,1920x1080,134.635,1,
fiba-ignUn4xeR90_s5454,ignUn4xeR90,5454,basketball/fiba,basketball:ignUn4xeR90,basketball,thin,1920x1080,132.283,0,status_thin
fiba-ignUn4xeR90_s1431,ignUn4xeR90,1431,basketball/fiba,basketball:ignUn4xeR90,basketball,tracked,1920x1080,132.217,1,
ncaaw-2u7_bVcenTg_s1336,2u7_bVcenTg,1336,basketball/ncaaw,basketball:2u7_bVcenTg,basketball,tracked,1920x1080,133.700,1,
ncaaw-2u7_bVcenTg_s2582,2u7_bVcenTg,2582,basketball/ncaaw,basketball:2u7_bVcenTg,basketball,tracked,1920x1080,135.952,1,
cba-ZVdR8Q9AE0Q_s5478,ZVdR8Q9AE0Q,5478,basketball/cba,basketball:ZVdR8Q9AE0Q,basketball,tracked,1920x1080,130.564,1,
ncaaw-2u7_bVcenTg_s3828,2u7_bVcenTg,3828,basketball/ncaaw,basketball:2u7_bVcenTg,basketball,tracked,1920x1080,133.667,1,
fiba-ignUn4xeR90_s90,ignUn4xeR90,90,basketball/fiba,basketball:ignUn4xeR90,basketball,tracked,1920x1080,133.883,1,
ncaaw-2u7_bVcenTg_s6320,2u7_bVcenTg,6320,basketball/ncaaw,basketball:2u7_bVcenTg,basketball,tracked,1920x1080,133.216,1,
hOtf1-DI88w_s6680,hOtf1-DI88w,6680,nba,nba:hOtf1-DI88w,nba,thin,1920x1080,130.547,0,status_thin
fiba-ignUn4xeR90_s4113,ignUn4xeR90,4113,basketball/fiba,basketball:ignUn4xeR90,basketball,tracked,1920x1080,133.950,1,
hOtf1-DI88w_s1408,hOtf1-DI88w,1408,nba,nba:hOtf1-DI88w,nba,tracked,1920x1080,133.150,1,
ncaaw-2u7_bVcenTg_s5074,2u7_bVcenTg,5074,basketball/ncaaw,basketball:2u7_bVcenTg,basketball,thin,1920x1080,134.468,0,status_thin
ncaaw-2u7_bVcenTg_s90,2u7_bVcenTg,90,basketball/ncaaw,basketball:2u7_bVcenTg,basketball,tracked,1920x1080,130.931,1,
fiba-ignUn4xeR90_s6795,ignUn4xeR90,6795,basketball/fiba,basketball:ignUn4xeR90,basketball,tracked,1920x1080,130.617,1,
hOtf1-DI88w_s4044,hOtf1-DI88w,4044,nba,nba:hOtf1-DI88w,nba,tracked,1920x1080,131.848,1,
hOtf1-DI88w_s5362,hOtf1-DI88w,5362,nba,nba:hOtf1-DI88w,nba,tracked,1920x1080,131.198,1,
hOtf1-DI88w_s90,hOtf1-DI88w,90,nba,nba:hOtf1-DI88w,nba,tracked,1920x1080,133.800,1,
hOtf1-DI88w_s2726,hOtf1-DI88w,2726,nba,nba:hOtf1-DI88w,nba,thin,1920x1080,132.499,0,status_thin
lnb-3_eNM4ikjzY_s6810,3_eNM4ikjzY,6810,basketball/lnb,basketball:3_eNM4ikjzY,basketball,tracked,1920x1080,133.266,1,
9sq-YMlIo9Q_s1218,9sq-YMlIo9Q,1218,ncaa_basketball,ncaa_basketball:9sq-YMlIo9Q,ncaa_basketball,tracked,1920x1080,134.835,1,
9sq-YMlIo9Q_s4602,9sq-YMlIo9Q,4602,ncaa_basketball,ncaa_basketball:9sq-YMlIo9Q,ncaa_basketball,tracked,1920x1080,130.430,1,
9sq-YMlIo9Q_s90,9sq-YMlIo9Q,90,ncaa_basketball,ncaa_basketball:9sq-YMlIo9Q,ncaa_basketball,tracked,1920x1080,130.931,1,
euroleague-HkwnT6jwtNs_s1276,HkwnT6jwtNs,1276,basketball/euroleague,basketball:HkwnT6jwtNs,basketball,tracked,1920x1080,135.360,1,
9sq-YMlIo9Q_s3474,9sq-YMlIo9Q,3474,ncaa_basketball,ncaa_basketball:9sq-YMlIo9Q,ncaa_basketball,tracked,1920x1080,132.099,1,
9sq-YMlIo9Q_s5730,9sq-YMlIo9Q,5730,ncaa_basketball,ncaa_basketball:9sq-YMlIo9Q,ncaa_basketball,tracked,1920x1080,132.366,1,
9sq-YMlIo9Q_s2346,9sq-YMlIo9Q,2346,ncaa_basketball,ncaa_basketball:9sq-YMlIo9Q,ncaa_basketball,tracked,1920x1080,131.698,1,
euroleague-HkwnT6jwtNs_s2462,HkwnT6jwtNs,2462,basketball/euroleague,basketball:HkwnT6jwtNs,basketball,tracked,1920x1080,135.400,1,
euroleague-HkwnT6jwtNs_s4834,HkwnT6jwtNs,4834,basketball/euroleague,basketball:HkwnT6jwtNs,basketball,tracked,1920x1080,133.040,1,
euroleague-HkwnT6jwtNs_s3648,HkwnT6jwtNs,3648,basketball/euroleague,basketball:HkwnT6jwtNs,basketball,tracked,1920x1080,130.280,1,
euroleague-HkwnT6jwtNs_s90,HkwnT6jwtNs,90,basketball/euroleague,basketball:HkwnT6jwtNs,basketball,tracked,1920x1080,132.520,1,
gleague-oOUJmFpxNFs_s1046,oOUJmFpxNFs,1046,basketball/gleague,basketball:oOUJmFpxNFs,basketball,tracked,1920x1080,131.515,1,
acb-IZW8vZFesBI_s2756,IZW8vZFesBI,2756,basketball/acb,basketball:IZW8vZFesBI,basketball,tracked,1920x1080,131.480,1,
gleague-oOUJmFpxNFs_s568,oOUJmFpxNFs,568,basketball/gleague,basketball:oOUJmFpxNFs,basketball,tracked,1920x1080,133.800,1,
nbl-JEDeqqcqdzo_s958,JEDeqqcqdzo,958,basketball/nbl,basketball:JEDeqqcqdzo,basketball,tracked,1920x1080,134.567,1,
acb-IZW8vZFesBI_s1423,IZW8vZFesBI,1423,basketball/acb,basketball:IZW8vZFesBI,basketball,tracked,1920x1080,134.800,1,
gleague-oOUJmFpxNFs_s90,oOUJmFpxNFs,90,basketball/gleague,basketball:oOUJmFpxNFs,basketball,tracked,1920x1080,133.300,1,
7WBKNCu3NLU_s526,7WBKNCu3NLU,526,wnba,wnba:7WBKNCu3NLU,wnba,tracked,1920x1080,134.534,1,
nbl-JEDeqqcqdzo_s524,JEDeqqcqdzo,524,basketball/nbl,basketball:JEDeqqcqdzo,basketball,tracked,1920x1080,130.233,1,
acb-IZW8vZFesBI_s5422,IZW8vZFesBI,5422,basketball/acb,basketball:IZW8vZFesBI,basketball,tracked,1920x1080,135.080,1,
acb-IZW8vZFesBI_s6755,IZW8vZFesBI,6755,basketball/acb,basketball:IZW8vZFesBI,basketball,thin,1920x1080,131.760,0,status_thin
acb-IZW8vZFesBI_s4089,IZW8vZFesBI,4089,basketball/acb,basketball:IZW8vZFesBI,basketball,tracked,1920x1080,133.280,1,
7WBKNCu3NLU_s90,7WBKNCu3NLU,90,wnba,wnba:7WBKNCu3NLU,wnba,tracked,1920x1080,137.137,1,
acb-IZW8vZFesBI_s90,IZW8vZFesBI,90,basketball/acb,basketball:IZW8vZFesBI,basketball,tracked,1920x1080,133.000,1,
lnb-GnTuUGxkWOE_s90,GnTuUGxkWOE,90,basketball/lnb,basketball:GnTuUGxkWOE,basketball,tracked,1920x1080,134.700,1,
lnb-GnTuUGxkWOE_s2740,GnTuUGxkWOE,2740,basketball/lnb,basketball:GnTuUGxkWOE,basketball,tracked,1920x1080,134.033,1,
lnb-GnTuUGxkWOE_s4065,GnTuUGxkWOE,4065,basketball/lnb,basketball:GnTuUGxkWOE,basketball,tracked,1920x1080,131.033,1,
q9kHoUZvxik_s1287,q9kHoUZvxik,1287,wnba,wnba:q9kHoUZvxik,wnba,tracked,1920x1080,131.700,1,
lnb-GnTuUGxkWOE_s5390,GnTuUGxkWOE,5390,basketball/lnb,basketball:GnTuUGxkWOE,basketball,tracked,1920x1080,133.367,1,
lnb-GnTuUGxkWOE_s1415,GnTuUGxkWOE,1415,basketball/lnb,basketball:GnTuUGxkWOE,basketball,tracked,1920x1080,131.700,1,
eurocup-RuYvEezE47Y_s90,RuYvEezE47Y,90,basketball/eurocup,basketball:RuYvEezE47Y,basketball,thin,1920x1080,134.700,0,status_thin
nbl-JEDeqqcqdzo_s90,JEDeqqcqdzo,90,basketball/nbl,basketball:JEDeqqcqdzo,basketball,tracked,1920x1080,132.833,1,
q9kHoUZvxik_s2484,q9kHoUZvxik,2484,wnba,wnba:q9kHoUZvxik,wnba,tracked,1920x1080,134.033,1,
eurocup-RuYvEezE47Y_s1423,RuYvEezE47Y,1423,basketball/eurocup,basketball:RuYvEezE47Y,basketball,tracked,1920x1080,134.367,1,
eurocup-RuYvEezE47Y_s5422,RuYvEezE47Y,5422,basketball/eurocup,basketball:RuYvEezE47Y,basketball,tracked,1920x1080,133.367,1,
eurocup-RuYvEezE47Y_s2756,RuYvEezE47Y,2756,basketball/eurocup,basketball:RuYvEezE47Y,basketball,tracked,1920x1080,134.033,1,
eurocup-RuYvEezE47Y_s6755,RuYvEezE47Y,6755,basketball/eurocup,basketball:RuYvEezE47Y,basketball,tracked,1920x1080,133.033,1,
eurocup-RuYvEezE47Y_s4089,RuYvEezE47Y,4089,basketball/eurocup,basketball:RuYvEezE47Y,basketball,tracked,1920x1080,133.700,1,
ncaaw-yFLPyfhtpR4_s1303,yFLPyfhtpR4,1303,basketball/ncaaw,basketball:yFLPyfhtpR4,basketball,tracked,1920x1080,130.213,1,
ncaaw-yFLPyfhtpR4_s3729,yFLPyfhtpR4,3729,basketball/ncaaw,basketball:yFLPyfhtpR4,basketball,tracked,1920x1080,130.881,1,
q9kHoUZvxik_s3681,q9kHoUZvxik,3681,wnba,wnba:q9kHoUZvxik,wnba,tracked,1920x1080,131.033,1,
ncaaw-yFLPyfhtpR4_s2516,yFLPyfhtpR4,2516,basketball/ncaaw,basketball:yFLPyfhtpR4,basketball,tracked,1920x1080,131.256,1,
ncaaw-yFLPyfhtpR4_s4942,yFLPyfhtpR4,4942,basketball/ncaaw,basketball:yFLPyfhtpR4,basketball,tracked,1920x1080,130.756,1,
ncaaw-yFLPyfhtpR4_s90,yFLPyfhtpR4,90,basketball/ncaaw,basketball:yFLPyfhtpR4,basketball,tracked,1920x1080,129.212,1,
ncaaw-yFLPyfhtpR4_s6155,yFLPyfhtpR4,6155,basketball/ncaaw,basketball:yFLPyfhtpR4,basketball,tracked,1920x1080,130.714,1,
fiba-A2W5ZjAgr7M_s1417,A2W5ZjAgr7M,1417,basketball/fiba,basketball:A2W5ZjAgr7M,basketball,tracked,1920x1080,132.900,1,
fiba-A2W5ZjAgr7M_s4071,A2W5ZjAgr7M,4071,basketball/fiba,basketball:A2W5ZjAgr7M,basketball,tracked,1920x1080,131.900,1,
E-5WuXXdGSA_s6595,E-5WuXXdGSA,6595,nba,nba:E-5WuXXdGSA,nba,thin,1920x1080,131.995,0,status_thin
fiba-A2W5ZjAgr7M_s5398,A2W5ZjAgr7M,5398,basketball/fiba,basketball:A2W5ZjAgr7M,basketball,tracked,1920x1080,133.900,1,
E-5WuXXdGSA_s2692,E-5WuXXdGSA,2692,nba,nba:E-5WuXXdGSA,nba,tracked,1920x1080,132.029,1,
E-5WuXXdGSA_s3993,E-5WuXXdGSA,3993,nba,nba:E-5WuXXdGSA,nba,tracked,1920x1080,133.715,1,
E-5WuXXdGSA_s1391,E-5WuXXdGSA,1391,nba,nba:E-5WuXXdGSA,nba,tracked,1920x1080,130.343,1,
fiba-A2W5ZjAgr7M_s6725,A2W5ZjAgr7M,6725,basketball/fiba,basketball:A2W5ZjAgr7M,basketball,tracked,1920x1080,130.900,1,
fiba-A2W5ZjAgr7M_s90,A2W5ZjAgr7M,90,basketball/fiba,basketball:A2W5ZjAgr7M,basketball,thin,1920x1080,135.033,0,status_thin
E-5WuXXdGSA_s5294,E-5WuXXdGSA,5294,nba,nba:E-5WuXXdGSA,nba,tracked,1920x1080,130.309,1,
E-5WuXXdGSA_s90,E-5WuXXdGSA,90,nba,nba:E-5WuXXdGSA,nba,tracked,1920x1080,133.748,1,
fiba-A2W5ZjAgr7M_s2744,A2W5ZjAgr7M,2744,basketball/fiba,basketball:A2W5ZjAgr7M,basketball,tracked,1920x1080,134.900,1,
q9kHoUZvxik_s4878,q9kHoUZvxik,4878,wnba,wnba:q9kHoUZvxik,wnba,tracked,1920x1080,133.367,1,
VEUJpELt_yA_s3456,VEUJpELt_yA,3456,ncaa_basketball,ncaa_basketball:VEUJpELt_yA,ncaa_basketball,tracked,1920x1080,133.600,1,
VEUJpELt_yA_s1212,VEUJpELt_yA,1212,ncaa_basketball,ncaa_basketball:VEUJpELt_yA,ncaa_basketball,tracked,1920x1080,131.531,1,
VEUJpELt_yA_s2334,VEUJpELt_yA,2334,ncaa_basketball,ncaa_basketball:VEUJpELt_yA,ncaa_basketball,tracked,1920x1080,134.368,1,
VEUJpELt_yA_s90,VEUJpELt_yA,90,ncaa_basketball,ncaa_basketball:VEUJpELt_yA,ncaa_basketball,tracked,1920x1080,134.868,1,
VEUJpELt_yA_s4578,VEUJpELt_yA,4578,ncaa_basketball,ncaa_basketball:VEUJpELt_yA,ncaa_basketball,tracked,1920x1080,131.465,1,
