frame,timestamp,ball_x2d,ball_y2d,detected
33,0.551,,,0
34,0.567,,,0
35,0.584,,,0
36,0.601,,,0
37,0.617,,,0
38,0.634,,,0
39,0.651,,,0
40,0.667,,,0
41,0.684,,,0
42,0.701,2523,1106,1
43,0.717,2523,1106,1
44,0.734,2523,1106,1
45,0.751,2523,1106,1
46,0.767,2548,1098,1
47,0.784,2548,1098,1
48,0.801,2548,1098,1
49,0.817,2548,1098,1
50,0.834,2548,1098,1
51,0.851,2541,1100,1
52,0.868,2541,1100,1
53,0.884,2541,1100,1
54,0.901,1909,1287,1
55,0.918,1909,1287,1
56,0.934,1909,1287,1
57,0.951,1909,1287,1
58,0.968,1909,1287,1
59,0.984,1909,1287,1
60,1.001,1909,1287,1
61,1.018,1949,1275,1
62,1.034,1949,1275,1
63,1.051,1922,1284,1
64,1.068,1922,1284,1
65,1.084,2432,1134,1
66,1.101,2432,1134,1
67,1.118,2432,1134,1
68,1.134,2432,1134,1
69,1.151,2432,1134,1
70,1.168,2412,1140,1
71,1.185,2412,1140,1
72,1.201,2412,1140,1
73,1.218,2440,1132,1
74,1.235,2412,1140,1
75,1.251,2412,1140,1
76,1.268,2412,1140,1
77,1.285,2412,1140,1
78,1.301,2412,1140,1
79,1.318,2412,1140,1
80,1.335,2412,1140,1
81,1.351,2412,1140,1
82,1.368,2412,1140,1
83,1.385,2412,1140,1
84,1.401,2412,1140,1
85,1.418,2412,1140,1
86,1.435,2412,1140,1
87,1.451,2412,1140,1
88,1.468,2412,1140,1
89,1.485,2412,1140,1
90,1.502,2412,1140,1
91,1.518,2412,1140,1
92,1.535,2412,1140,1
93,1.552,2412,1140,1
94,1.568,2412,1140,1
95,1.585,2412,1140,1
96,1.602,2412,1140,1
97,1.618,2412,1140,1
98,1.635,2412,1140,1
99,1.652,2412,1140,1
100,1.668,2412,1140,1
101,1.685,2412,1140,1
102,1.702,2412,1140,1
103,1.718,2412,1140,1
104,1.735,2412,1140,1
105,1.752,2412,1140,1
106,1.768,2412,1140,1
107,1.785,2412,1140,1
108,1.802,2412,1140,1
109,1.818,2412,1140,1
110,1.835,2412,1140,1
