timestamp,game_key,game_id,frames,stability,id_switches,ball_valid_pct,quality,duration_s
2026-04-09T18:14:07,0022500035,0022500035,0,0.0,0,81.2,high,1318.9
2026-04-09T20:37:10,0022500042,0022500042,0,0.0,0,31.3,low,1476.3
2026-04-09T20:55:24,0022500044,0022500044,0,0.0,0,58.9,low,2570.0
2026-04-09T20:56:09,0022500033,0022500033,0,0.0,0,90.6,high,2615.4
2026-04-09T21:02:24,0022500061,0022500061,0,0.0,0,89.1,high,1513.7
2026-04-09T21:42:17,0022400625,0022400625,0,1.0,0,0.0,RC3_ZERO_ROWS,81.0
2026-04-09T21:42:17,0022400687,0022400687,0,1.0,0,0.0,RC3_ZERO_ROWS,81.1
2026-04-09T21:42:17,0022400689,0022400689,0,1.0,0,0.0,RC3_ZERO_ROWS,81.3
2026-04-09T21:43:37,0022400710,0022400710,0,1.0,0,0.0,RC3_ZERO_ROWS,80.4
2026-04-09T21:43:38,0022400852,0022400852,0,1.0,0,0.0,RC3_ZERO_ROWS,80.3
2026-04-09T21:44:51,0022400921,0022400921,0,1.0,0,0.0,RC3_ZERO_ROWS,72.4
2026-04-09T22:04:36,0022400689,0022400689,0,1.0,0,0.0,RC3_ZERO_ROWS,68.6
2026-04-09T22:04:38,0022400625,0022400625,0,1.0,0,0.0,RC3_ZERO_ROWS,70.8
2026-04-09T22:04:41,0022400687,0022400687,0,1.0,0,0.0,RC3_ZERO_ROWS,73.3
2026-04-09T22:05:42,0022400710,0022400710,0,1.0,0,0.0,RC3_ZERO_ROWS,63.3
2026-04-09T22:05:44,0022400852,0022400852,0,1.0,0,0.0,RC3_ZERO_ROWS,63.1
2026-04-10T01:02:06,0022400690,0022400690,0,0.0,0,83.5,high,3848.4
2026-04-14T16:31:39,0022400687,0022400687,0,0.0,0,0.0,PREFLIGHT_FAIL,3.8
2026-04-14T16:32:39,0022400689,0022400689,0,0.0,0,0.0,PREFLIGHT_FAIL,4.0
2026-04-14T16:33:40,0022400710,0022400710,0,0.0,0,0.0,PREFLIGHT_FAIL,5.0
2026-04-14T16:33:49,0022400625,0022400625,0,0.0,0,0.0,PREFLIGHT_FAIL,4.1
2026-04-14T16:35:43,0022400852,0022400852,0,0.0,0,0.0,PREFLIGHT_FAIL,3.9
2026-04-14T17:19:20,0022500034,0022500034,74700,1.0,0,83.6,high,1512.1
2026-04-14T17:25:03,0022500038,0022500038,74700,1.0,0,86.3,high,1674.8
2026-04-14T17:54:11,0022500039,0022500039,79470,1.0,0,91.0,high,1537.3
2026-04-20T15:06:22,0022500049,0022500049,212145,1.0,0,68.9,medium,498.6
2026-04-20T15:14:18,0022500047,0022500047,75780,1.0,0,88.9,high,1094.0
2026-04-20T15:55:35,0022500048,0022500048,75240,1.0,0,84.9,high,1061.3
2026-04-20T16:02:08,0022500054,0022500054,67680,1.0,0,92.6,high,1333.8
2026-04-20T16:06:05,0022500060,0022500060,60660,1.0,0,77.2,medium,984.8
2026-04-20T16:15:43,0022500062,0022500062,65880,1.0,0,71.2,medium,907.6
2026-04-20T16:28:35,0022500064,0022500064,59310,1.0,0,79.4,medium,930.4
2026-04-20T16:29:12,0022500065,0022500065,215997,1.0,0,0.0,RC3_ZERO_ROWS,328.9
2026-04-20T16:45:40,0022500104,0022500104,0,0.0,0,0.0,PREFLIGHT_FAIL,4.0
2026-04-20T16:45:52,0022500067,0022500067,192660,1.0,0,62.6,low,400.0
2026-04-20T17:03:43,0022500065,0022500065,215997,1.0,0,0.0,RC3_ZERO_ROWS,314.3
2026-04-20T17:22:32,0022500065,0022500065,215997,1.0,0,0.0,RC3_ZERO_ROWS,316.7
2026-04-20T17:53:36,0022500104,0022500104,0,0.0,0,0.0,PREFLIGHT_FAIL,4.2
2026-04-20T17:55:10,0022500068,0022500068,64800,1.0,0,87.8,high,1039.6
2026-04-20T18:44:58,0022500065,0022500065,215997,1.0,0,0.0,RC3_ZERO_ROWS,316.2
2026-04-20T20:02:31,0022500065,0022500065,215997,1.0,0,0.0,RC3_ZERO_ROWS,310.2
2026-04-20T20:45:33,0022500577,0022500577,73350,1.0,0,100.0,high,850.9
2026-04-20T20:45:39,0022500583,0022500583,0,0.0,0,0.0,PREFLIGHT_FAIL,5.3
2026-04-20T20:51:24,0022500581,0022500581,71121,1.0,0,100.0,RC3_ZERO_ROWS,830.8
2026-04-20T22:38:32,0022500583,0022500583,0,0.0,0,0.0,PREFLIGHT_FAIL,6.1
2026-04-20T22:40:12,0022500581,0022500581,71121,1.0,0,100.0,RC3_ZERO_ROWS,796.4
2026-04-21T00:38:46,0022500576,0022500576,77673,1.0,0,0.0,low,835.4
2026-04-21T00:40:06,0022500575,0022500575,78120,1.0,0,0.0,low,915.4
2026-04-21T00:40:11,0022500583,0022500583,0,0.0,0,0.0,PREFLIGHT_FAIL,4.6
2026-04-21T00:50:16,0022500582,0022500582,215997,1.0,0,0.0,low,689.5
2026-04-21T00:53:51,0022500584,0022500584,64080,1.0,0,0.3,low,820.2
2026-04-21T00:56:45,0022500081,0022500081,215997,1.0,0,0.0,low,1914.5
2026-04-21T01:05:21,0022500586,0022500586,215997,1.0,0,0.0,low,904.5
2026-04-21T01:09:08,0022500591,0022500591,71010,1.0,0,99.8,high,916.4
2026-04-21T01:10:05,0022500592,0022500592,72270,1.0,0,0.0,low,799.8
2026-04-21T01:21:10,0022500593,0022500593,76950,1.0,0,0.0,low,949.0
2026-04-21T01:23:56,0022500594,0022500594,77490,1.0,0,0.0,low,887.6
2026-04-21T01:24:59,0022500601,0022500601,215997,1.0,0,0.0,low,893.2
2026-04-21T01:25:13,0022500583,0022500583,0,0.0,0,0.0,PREFLIGHT_FAIL,5.4
2026-04-21T01:26:13,0022500583,0022500583,0,0.0,0,0.0,PREFLIGHT_FAIL,5.1
2026-04-21T01:27:13,0022500583,0022500583,0,0.0,0,0.0,PREFLIGHT_FAIL,5.6
2026-04-21T01:28:13,0022500583,0022500583,0,0.0,0,0.0,PREFLIGHT_FAIL,5.3
2026-04-21T01:29:13,0022500583,0022500583,0,0.0,0,0.0,PREFLIGHT_FAIL,5.3
2026-04-21T01:30:13,0022500583,0022500583,0,0.0,0,0.0,PREFLIGHT_FAIL,5.3
2026-04-21T01:31:14,0022500583,0022500583,0,0.0,0,0.0,PREFLIGHT_FAIL,5.8
2026-04-21T01:32:14,0022500583,0022500583,0,0.0,0,0.0,PREFLIGHT_FAIL,6.3
2026-04-21T01:33:14,0022500583,0022500583,0,0.0,0,0.0,PREFLIGHT_FAIL,5.9
2026-04-21T01:34:14,0022500583,0022500583,0,0.0,0,0.0,PREFLIGHT_FAIL,5.7
2026-04-21T01:35:01,0022500583,0022500583,0,0.0,0,0.0,PREFLIGHT_FAIL,6.2
2026-04-21T01:35:14,0022500583,0022500583,0,0.0,0,0.0,PREFLIGHT_FAIL,6.1
2026-04-21T01:36:14,0022500583,0022500583,0,0.0,0,0.0,PREFLIGHT_FAIL,5.6
