game_id,shot_id,frame,timestamp,player_id,player_name,team,x_position,y_position,x_norm,y_norm,court_zone,defender_distance,defender_dist_norm,team_spacing,possession_id,possession_duration,made,shot_clock,contest_arm_angle,closeout_speed,fatigue_proxy,dribble_count,ball_shot_arc_angle,catch_and_shoot,shot_distance,second_chance,shot_creation,shots_pbp_coverage
0022500757,1,27138,452.752,6,white#?,NYK,604,253,0.1821,0.3584,3pt_arc,190.3,0.0574,0.0,3161,44,,,0.0,,459.1,0,-88.71984901205091,1,465.6,0,catch_and_shoot,0.375
0022500757,2,29826,497.597,7,white#?,NYK,1277,344,0.3851,0.4873,mid_range,612.6,0.1847,0.0,3198,30,,,0.0,,2240.9,0,-74.50249582983004,1,1127.8,0,catch_and_shoot,0.375
0022500757,3,31452,524.724,5,green#?,BOS,1624,668,0.4897,0.9462,backcourt,1395.6,0.4209,0.0,3204,13,,,0.0,,1013.4,0,-88.73598030282666,1,1508.0,0,catch_and_shoot,0.375
0022500757,4,31932,532.732,1,green#?,BOS,365,678,0.1101,0.9603,corner_3,687.8,0.2074,0.0,3205,36,,,0.0,,6781.7,0,63.62318498404007,1,390.1,0,catch_and_shoot,0.375
0022500757,5,32862,548.248,4,Kel'el Ware,BOS,31,592,0.0093,0.8385,3pt_arc,1231.9,0.3715,262.7,3258,1,,,0.0,,7377.5,0,-86.54725812521762,1,266.6,0,catch_and_shoot,0.375
0022500757,6,36180,603.603,2,green#?,BOS,546,434,0.1647,0.6147,3pt_arc,136.0,0.041,681.2,3306,1,,,0.18897637455160632,,16520.5,0,-87.32211772285247,1,405.0,0,catch_and_shoot,0.375
0022500757,7,37662,628.328,9,Trevor Keels,NYK,1187,446,0.358,0.6317,mid_range,250.6,0.0756,0.0,3314,47,,,0.13967081712384793,,11284.2,0,-88.88852713360318,1,1041.9,0,catch_and_shoot,0.375
0022500757,8,38526,642.742,6,white#?,NYK,311,439,0.0938,0.6218,paint,281.2,0.0848,0.0,3335,8,,,0.0,,11577.2,0,-88.4253070846268,1,183.2,0,catch_and_shoot,0.375
0022500757,9,41196,687.287,4,Kel'el Ware,BOS,2010,503,0.6062,0.7125,mid_range,1361.6,0.4106,0.0,3345,4,,,0.4356164274444418,,17476.9,0,36.070784857146236,1,1166.5,0,catch_and_shoot,0.375
0022500757,10,41982,700.4,9,Trevor Keels,NYK,711,515,0.2144,0.7295,3pt_arc,491.7,0.1483,0.0,3350,6,,,0.5361179276875805,,15712.9,0,80.52078123351579,1,584.7,0,catch_and_shoot,0.375
0022500757,11,44418,741.04,7,white#?,NYK,1237,449,0.373,0.636,mid_range,136.1,0.041,0.0,3359,35,,,0.0,,26196.8,0,48.14728698880278,1,1092.0,0,catch_and_shoot,0.375
0022500757,12,44952,749.949,3,green#?,BOS,130,316,0.0392,0.4476,paint,1464.0,0.4415,269.7,3363,13,,,0.0,,20088.4,0,88.17936407679525,1,41.7,0,catch_and_shoot,0.375
0022500757,13,45774,763.663,9,Trevor Keels,NYK,1171,156,0.3531,0.221,mid_range,314.8,0.0949,0.0,3363,150,,,0.0,,19595.0,0,-79.47964783043433,1,1040.6,1,catch_and_shoot,0.375
0022500757,14,47592,793.993,9,Trevor Keels,NYK,808,645,0.2437,0.9136,corner_3,502.2,0.1514,0.0,3368,61,,,0.0,,20499.5,0,-85.46853669270088,1,720.6,0,catch_and_shoot,0.375
0022500757,15,48162,803.503,7,white#?,NYK,449,548,0.1354,0.7762,3pt_arc,94.0,0.0283,0.0,3370,2,,,0.0744668582402445,,32769.8,0,-79.21051290727021,1,357.6,0,catch_and_shoot,0.375
0022500757,16,49050,818.317,10,white#?,NYK,1884,670,0.5682,0.949,backcourt,1174.0,0.354,0.0,3378,2,,,0.0,,19898.0,0,87.16477483931146,1,1321.4,0,catch_and_shoot,0.375
0022500757,17,55248,921.721,10,white#?,NYK,1274,441,0.3842,0.6246,mid_range,325.3,0.0981,0.0,3398,100,,,0.0,,30126.8,0,-88.78317550563828,1,1128.2,0,catch_and_shoot,0.375
0022500757,18,57240,954.954,2,green#?,BOS,125,419,0.0377,0.5935,paint,200.8,0.0606,0.0,3403,15,,,0.0,,46150.2,0,-87.07026468975806,1,70.3,0,catch_and_shoot,0.375
0022500757,19,58602,977.677,9,Trevor Keels,NYK,1075,212,0.3242,0.3003,mid_range,347.5,0.1048,0.0,3406,23,,,0.0,,38787.1,0,-88.37772455649201,1,936.5,0,catch_and_shoot,0.375
0022500757,20,59094,985.885,9,Trevor Keels,NYK,1276,399,0.3848,0.5652,mid_range,313.3,0.0945,0.0,3406,90,,,0.48305250480844825,,39937.9,0,79.40892442338394,1,1127.7,1,catch_and_shoot,0.375
0022500757,21,61380,1024.023,7,white#?,NYK,2206,3,0.6653,0.0042,mid_range,299.1,0.0902,231.7,3418,8,,,0.31355287032553336,,37229.4,0,-88.38033067207043,1,1022.5,0,catch_and_shoot,0.375
0022500757,22,63006,1051.15,3,green#?,BOS,1596,246,0.4813,0.3484,backcourt,154.0,0.0464,92.8,3467,24,,,0.0,,42945.1,0,-82.15842466153084,1,1450.7,0,catch_and_shoot,0.375
0022500757,23,64872,1082.281,3,green#?,BOS,1596,246,0.4813,0.3484,backcourt,472.3,0.1424,84.8,3522,14,,,0.0,,42945.1,0,-88.06245146517136,1,1450.7,0,catch_and_shoot,0.375
0022500757,24,65826,1098.197,5,green#?,BOS,387,110,0.1167,0.1558,3pt_arc,378.0,0.114,3.9,3527,37,,,0.29015979034052714,,37765.8,0,-66.22234908789501,1,340.0,0,catch_and_shoot,0.375
0022500757,25,66960,1117.116,1,green#?,BOS,289,419,0.0872,0.5935,paint,,,0.0,3533,49,,,0.0,,47621.3,0,-87.58721239004733,1,154.6,0,catch_and_shoot,0.375
0022500757,26,69474,1159.058,1,green#?,BOS,1045,352,0.3151,0.4986,mid_range,139.0,0.0419,0.0,3541,244,,,0.3737461788225566,,52092.7,0,-85.45214970360207,1,895.8,0,catch_and_shoot,0.375
0022500757,27,72516,1209.809,4,Kel'el Ware,BOS,1909,278,0.5757,0.3938,backcourt,283.7,0.0856,88.7,3549,39,,,0.44577113718175304,,27231.6,0,-87.85239904522429,1,1260.0,0,catch_and_shoot,0.375
0022500757,28,73818,1231.53,7,white#?,NYK,2206,3,0.6653,0.0042,mid_range,656.6,0.198,0.0,3553,49,,,0.0,,37229.4,0,-85.94507000263685,1,1022.5,0,catch_and_shoot,0.375
0022500757,29,74382,1240.94,10,white#?,NYK,801,198,0.2416,0.2805,3pt_arc,225.4,0.068,68.4,3556,6,,,0.25522519389625775,,50868.2,0,60.23046996161182,1,670.0,0,catch_and_shoot,0.375
0022500757,30,77364,1290.689,8,white#?,NYK,210,15,0.0633,0.0212,corner_3,488.1,0.1472,161.1,3566,3,,,0.0,,58161.0,0,-88.41200681233317,1,343.4,0,catch_and_shoot,0.375
0022500757,31,78246,1305.404,2,green#?,BOS,0,467,0.0,0.6615,paint,564.4,0.1702,0.0,3570,101,,,0.0,,64184.9,0,-87.92263955156267,1,187.8,0,catch_and_shoot,0.375
0022500757,32,222450,3711.207,10,white#?,NYK,527,486,0.1589,0.6884,3pt_arc,87.4,0.0264,0.0,3574,2,,2.0,0.0,,56201.2,0,-88.57613170908408,1,400.5,0,catch_and_shoot,0.375
0022500757,33,222960,3719.716,1,green#?,BOS,476,493,0.1435,0.6983,paint,317.1,0.0956,57.2,3575,62,,2.0,0.0,,64127.5,0,-89.2094230843365,1,355.5,0,catch_and_shoot,0.375
0022500757,34,223506,3728.825,1,green#?,BOS,803,497,0.2422,0.704,3pt_arc,453.0,0.1366,0.0,3577,8,1,2.0,0.0,,64962.1,0,-89.37732819773233,1,669.5,0,catch_and_shoot,0.375
0022500757,35,226002,3770.467,4,Kel'el Ware,BOS,1422,481,0.4288,0.6813,backcourt,845.2,0.2549,0.0,3585,7,0,2.0,0.0,,31425.7,0,-88.384621662915,1,1279.2,0,catch_and_shoot,0.375
0022500757,36,227160,3789.786,2,green#?,BOS,193,497,0.0582,0.704,paint,356.1,0.1074,0.0,3590,38,,2.0,0.0,,70542.9,0,83.64407675301607,1,150.5,0,catch_and_shoot,0.375
0022500757,37,228996,3820.417,6,white#?,NYK,1534,159,0.4626,0.2252,backcourt,542.1,0.1635,0.0,3596,172,0,2.0,0.0,,47183.9,0,-87.09945558991177,1,1398.3,0,catch_and_shoot,0.375
