game_id,frame,timestamp,possession_id,type,player_id,defender_id,x,y,start_x,end_x,closeout_speed,crash_angle,crash_speed,box_out,ball_handler_id,screener_id,screen_action,handler_id,rotation_dist
0022500757,26892,448.648,3161,screen_set,,,250.0,287.0,,,,,,,,,off_ball_screen,,
0022500757,26904,448.848,3161,screen_set,,,269.0,450.0,,,,,,,,,off_ball_screen,,
0022500757,26904,448.848,3161,screen_set,,,435.0,268.0,,,,,,,8,2,pick_and_roll,,
0022500757,26922,449.149,3161,help_rotation,,2,,,,,,,,,,,,6,144.3
0022500757,26982,450.15,3161,cut,5,,,,,,,,,,,,,,
0022500757,27012,450.65,3161,cut,9,,,,,,,,,,,,,,
0022500757,27018,450.75,3161,cut,1,,,,,,,,,,,,,,
0022500757,27024,450.85,3161,cut,5,,,,,,,,,,,,,,
0022500757,27042,451.151,3161,cut,9,,,,,,,,,,,,,,
0022500757,27048,451.251,3161,cut,9,,,,,,,,,,,,,,
0022500757,27054,451.351,3161,cut,9,,,,,,,,,,,,,,
0022500757,27066,451.551,3161,cut,5,,,,,,,,,,,,,,
0022500757,27066,451.551,3161,cut,10,,,,,,,,,,,,,,
0022500757,27072,451.651,3161,cut,5,,,,,,,,,,,,,,
0022500757,27144,452.852,3161,help_rotation,,1,,,,,,,,,,,,6,197.5
0022500757,27186,453.553,3161,cut,1,,,,,,,,,,,,,,
0022500757,27228,454.254,3161,cut,1,,,,,,,,,,,,,,
0022500757,27228,454.254,3161,cut,4,,,,,,,,,,,,,,
0022500757,27234,454.354,3161,cut,1,,,,,,,,,,,,,,
0022500757,27234,454.354,3161,cut,4,,,,,,,,,,,,,,
0022500757,27240,454.454,3161,cut,1,,,,,,,,,,,,,,
0022500757,27264,454.854,3161,screen_set,,,599.0,423.0,,,,,,,,,off_ball_screen,,
0022500757,27342,456.156,3161,drive,6,,,,549.0,737.0,,,,,,,,,
0022500757,27360,456.456,3161,screen_set,,,599.0,423.0,,,,,,,,,off_ball_screen,,
0022500757,27366,456.556,3161,cut,10,,,,,,,,,,,,,,
0022500757,27384,456.856,3161,cut,10,,,,,,,,,,,,,,
0022500757,27432,457.657,3161,cut,6,,,,,,,,,,,,,,
0022500757,27438,457.757,3161,cut,1,,,,,,,,,,,,,,
0022500757,27444,457.857,3161,screen_set,,,583.0,287.0,,,,,,,,,off_ball_screen,,
0022500757,27444,457.857,3161,cut,1,,,,,,,,,,,,,,
0022500757,27444,457.857,3161,cut,2,,,,,,,,,,,,,,
0022500757,27450,457.957,3161,cut,1,,,,,,,,,,,,,,
0022500757,27450,457.957,3161,cut,8,,,,,,,,,,,,,,
0022500757,27456,458.058,3161,cut,1,,,,,,,,,,,,,,
0022500757,27462,458.158,3161,screen_set,,,447.0,434.0,,,,,,,,,off_ball_screen,,
0022500757,27474,458.358,3161,cut,6,,,,,,,,,,,,,,
0022500757,27480,458.458,3161,cut,6,,,,,,,,,,,,,,
0022500757,27486,458.558,3161,cut,2,,,,,,,,,,,,,,
0022500757,27486,458.558,3161,cut,6,,,,,,,,,,,,,,
0022500757,27510,458.959,3161,cut,10,,,,,,,,,,,,,,
0022500757,27534,459.359,3161,cut,10,,,,,,,,,,,,,,
0022500757,27540,459.459,3161,cut,8,,,,,,,,,,,,,,
0022500757,27546,459.559,3161,cut,1,,,,,,,,,,,,,,
