frame,attacking_team,defending_team,pressure
7650,green,white,0.16
7653,green,white,0.1575
7656,green,white,0.1555
7659,green,white,0.1538
7662,green,white,0.1524
7665,green,white,0.1524
7668,green,white,0.1524
7671,green,white,0.1524
7674,green,white,0.1512
7677,green,white,0.1512
7680,green,white,0.1512
7683,green,white,0.1512
7686,green,white,0.15
7689,green,white,0.1517
7692,green,white,0.1517
7695,green,white,0.1517
7698,green,white,0.1517
7701,green,white,0.1517
7704,green,white,0.1517
7707,green,white,0.1517
7710,green,white,0.1517
7713,green,white,0.1517
7716,green,white,0.1517
7719,green,white,0.1517
7722,green,white,0.1517
7725,green,white,0.1517
7728,green,white,0.1517
7731,green,white,0.1517
7734,green,white,0.1517
7737,green,white,0.1517
7740,green,white,0.1517
7743,green,white,0.1529
7746,green,white,0.1529
7749,green,white,0.1512
7752,green,white,0.1535
7755,green,white,0.1555
7758,green,white,0.1566
7761,green,white,0.1577
7764,white,green,0.1777
7767,white,green,0.1991
7770,white,green,0.2006
7773,white,green,0.2205
7776,white,green,0.2406
7779,green,white,0.2606
7782,green,white,0.2818
7785,green,white,0.3029
7788,green,white,0.3262
7791,green,white,0.3474
7794,green,white,0.3684
7797,green,white,0.3884
7800,green,white,0.3884
7803,green,white,0.3871
7806,green,white,0.3885
7809,green,white,0.3898
7812,green,white,0.389
7815,green,white,0.4095
7818,green,white,0.4284
7821,green,white,0.4273
7824,green,white,0.4073
7827,green,white,0.3858
7830,green,white,0.3856
7833,green,white,0.3655
7836,green,white,0.3455
7839,green,white,0.3263
7842,green,white,0.3057
7845,green,white,0.2845
7848,green,white,0.2612
7851,green,white,0.24
7854,green,white,0.2202
7857,green,white,0.2002
7860,green,white,0.2002
7863,green,white,0.2002
7866,green,white,0.1987
7869,green,white,0.1991
7872,green,white,0.1977
7875,green,white,0.1752
7878,green,white,0.1566
7881,green,white,0.1579
7884,green,white,0.1601
7887,green,white,0.1601
7890,green,white,0.159
7893,green,white,0.159
7896,green,white,0.1604
7899,green,white,0.1797
7902,green,white,0.199
7905,green,white,0.2191
7908,green,white,0.2391
7911,green,white,0.2591
7914,green,white,0.278
7917,green,white,0.298
7920,green,white,0.32
7923,green,white,0.3425
7926,green,white,0.3642
7929,green,white,0.3825
7932,green,white,0.4045
7935,green,white,0.4245
7938,green,white,0.4431
7941,green,white,0.4618
7944,green,white,0.4821
7947,green,white,0.5021
7950,green,white,0.5221
7953,green,white,0.5421
7956,green,white,0.5627
7959,green,white,0.5627
7962,green,white,0.5627
7965,green,white,0.5627
7968,green,white,0.5627
7971,green,white,0.5627
7974,green,white,0.5627
7977,green,white,0.5627
7980,green,white,0.5607
7983,green,white,0.5582
7986,green,white,0.5565
7989,green,white,0.5565
7992,green,white,0.5545
7995,green,white,0.5545
7998,green,white,0.5545
8001,green,white,0.5345
8004,green,white,0.532
8007,green,white,0.512
8010,green,white,0.492
8013,green,white,0.472
8016,green,white,0.45
8019,green,white,0.43
8022,green,white,0.43
8025,green,white,0.43
8028,green,white,0.43
8031,green,white,0.41
8034,green,white,0.41
8037,green,white,0.41
8040,green,white,0.41
8043,green,white,0.41
8046,green,white,0.41
8049,green,white,0.4117
8052,green,white,0.4142
8055,green,white,0.4142
8058,green,white,0.4142
8061,green,white,0.4342
8064,green,white,0.4142
8067,green,white,0.4216
8070,green,white,0.4455
8073,green,white,0.4663
8076,green,white,0.4871
8079,green,white,0.5071
8082,green,white,0.5035
8085,green,white,0.4993
8088,green,white,0.4993
8091,green,white,0.5193
8094,green,white,0.5155
8097,green,white,0.4987
8100,green,white,0.5004
8103,green,white,0.4853
8106,green,white,0.4853
8109,green,white,0.4836
8112,green,white,0.4811
8115,green,white,0.481
8118,green,white,0.481
8121,green,white,0.481
8124,white,green,0.501
8127,white,green,0.5152
8130,white,green,0.4913
8133,white,green,0.4706
8136,white,green,0.451
8139,white,green,0.431
8142,white,green,0.4146
8145,white,green,0.3988
8148,white,green,0.3788
8151,white,green,0.3588
8154,white,green,0.3426
8157,white,green,0.3594
8160,white,green,0.3577
8163,white,green,0.3728
8166,white,green,0.3728
8169,green,white,0.3728
8172,green,white,0.3729
8175,white,green,0.3729
8178,white,green,0.3729
8181,white,green,0.3729
8184,green,white,0.3729
8187,white,green,0.3712
8190,white,green,0.3713
8193,white,green,0.3912
8196,green,white,0.41
8199,white,green,0.43
8202,white,green,0.45
8205,white,green,0.47
8208,green,white,0.49
8211,green,white,0.51
8214,green,white,0.53
8217,green,white,0.53
8220,green,white,0.53
8223,green,white,0.53
8226,white,green,0.53
8229,white,green,0.53
8232,white,green,0.53
8235,white,green,0.53
8238,white,green,0.53
8241,white,green,0.53
8244,white,green,0.53
8247,green,white,0.5333
8250,green,white,0.5533
8253,white,green,0.5533
8256,green,white,0.5533
8259,green,white,0.5533
8262,green,white,0.5333
8265,green,white,0.5333
8268,green,white,0.5333
8271,green,white,0.5333
8274,green,white,0.5333
8277,white,green,0.5333
8280,white,green,0.5344
8283,white,green,0.5344
8286,white,green,0.5344
8289,white,green,0.5344
8292,white,green,0.5344
8295,white,green,0.5344
8298,white,green,0.5361
8301,white,green,0.5381
8304,white,green,0.5401
8307,white,green,0.5382
8310,white,green,0.5415
8313,white,green,0.5455
8316,white,green,0.5505
8319,green,white,0.552
8322,green,white,0.5753
8325,green,white,0.5567
8328,green,white,0.5582
8331,green,white,0.5415
8334,green,white,0.5435
8337,green,white,0.5455
8340,green,white,0.5461
8343,green,white,0.5481
8346,green,white,0.5501
8349,green,white,0.5521
8352,green,white,0.5541
8355,green,white,0.5561
8358,green,white,0.5584
8361,green,white,0.5597
8364,green,white,0.5611
8367,green,white,0.563
8370,green,white,0.5629
8373,green,white,0.5622
8376,green,white,0.5612
8379,green,white,0.5437
8382,green,white,0.522
8385,green,white,0.5226
8388,green,white,0.5078
8391,green,white,0.5111
8394,green,white,0.4957
8397,green,white,0.4812
8400,green,white,0.4662
8403,green,white,0.4508
8406,green,white,0.4354
8409,green,white,0.4201
8412,green,white,0.4042
8415,green,white,0.3842
8418,green,white,0.3626
8421,green,white,0.3418
8424,green,white,0.3266
8427,green,white,0.3114
8430,green,white,0.2947
8433,green,white,0.278
8436,green,white,0.2642
8439,green,white,0.2669
8442,green,white,0.2719
8445,green,white,0.2765
8448,green,white,0.2765
8451,green,white,0.2732
8454,green,white,0.2699
8457,green,white,0.2643
8460,green,white,0.2629
8463,green,white,0.2582
8466,green,white,0.2568
8469,green,white,0.2565
8472,green,white,0.2516
8475,green,white,0.2547
8478,green,white,0.2533
8481,green,white,0.2508
8484,green,white,0.2437
8487,green,white,0.2377
8490,green,white,0.2323
8493,green,white,0.2269
8496,green,white,0.2187
8499,green,white,0.2141
8502,green,white,0.2091
8505,green,white,0.2042
8508,green,white,0.2034
8511,green,white,0.2059
8514,green,white,0.2292
8517,green,white,0.2539
8520,green,white,0.2565
8523,green,white,0.281
8526,green,white,0.2819
8529,green,white,0.2819
8532,green,white,0.287
8535,green,white,0.2883
8538,green,white,0.2934
8541,green,white,0.3001
8544,green,white,0.306
8547,green,white,0.3108
8550,green,white,0.3171
8553,green,white,0.3234
8556,green,white,0.3306
8559,green,white,0.3353
8562,green,white,0.339
8565,green,white,0.3387
8568,green,white,0.3345
8571,green,white,0.3303
8574,green,white,0.3051
8577,green,white,0.2796
8580,green,white,0.2746
8583,green,white,0.2548
8586,green,white,0.2509
8589,green,white,0.2458
8592,green,white,0.2408
8595,green,white,0.2369
8598,green,white,0.2332
8601,green,white,0.2282
8604,green,white,0.2241
8607,green,white,0.2187
8610,green,white,0.2131
8613,green,white,0.207
8616,green,white,0.1993
8619,green,white,0.1926
8622,green,white,0.1888
8625,green,white,0.1888
8628,green,white,0.1886
8631,green,white,0.1884
8634,green,white,0.187
8637,green,white,0.187
8640,green,white,0.1871
8643,green,white,0.1819
8646,green,white,0.1797
8649,green,white,0.1785
8652,green,white,0.1771
8655,green,white,0.1746
8658,green,white,0.1722
8661,green,white,0.1705
8664,green,white,0.1677
8667,green,white,0.1661
8670,green,white,0.1641
8673,green,white,0.1627
8676,green,white,0.1647
8679,green,white,0.1664
8682,green,white,0.1647
8685,green,white,0.1634
8688,green,white,0.1634
8691,green,white,0.1631
8694,green,white,0.1631
8697,green,white,0.1633
8700,green,white,0.1604
8703,green,white,0.1623
8706,green,white,0.1623
8709,green,white,0.1623
8712,green,white,0.1623
8715,green,white,0.1623
8718,green,white,0.1623
8721,green,white,0.1665
8724,green,white,0.1723
8727,green,white,0.1765
8730,green,white,0.1821
8733,green,white,0.182
8736,green,white,0.1797
8739,green,white,0.1792
8742,green,white,0.1803
8745,green,white,0.1815
8748,green,white,0.1842
8751,green,white,0.1873
8754,green,white,0.1928
8757,green,white,0.198
8760,green,white,0.2036
8763,green,white,0.2078
8766,green,white,0.2152
8769,green,white,0.2206
8772,green,white,0.2231
8775,green,white,0.2256
8778,green,white,0.2267
8781,green,white,0.2239
8784,green,white,0.2195
8787,green,white,0.2168
8790,green,white,0.2141
8793,green,white,0.2182
8796,green,white,0.2231
8799,green,white,0.226
8802,green,white,0.2291
8805,green,white,0.2321
8808,green,white,0.2346
8811,green,white,0.2346
8814,green,white,0.2349
8817,green,white,0.2341
8820,green,white,0.2344
8823,green,white,0.2323
8826,green,white,0.2331
8829,green,white,0.2319
8832,green,white,0.2336
8835,green,white,0.2353
8838,green,white,0.2358
8841,green,white,0.2344
8844,green,white,0.2346
8847,green,white,0.2332
8850,green,white,0.2345
8853,green,white,0.2345
8856,green,white,0.2328
8859,green,white,0.2328
8862,green,white,0.2378
8865,green,white,0.2412
8868,green,white,0.2429
8871,green,white,0.247
8874,green,white,0.2412
8877,green,white,0.2354
8880,green,white,0.2295
8883,green,white,0.2241
8886,green,white,0.222
8889,green,white,0.2178
8892,green,white,0.2203
8895,green,white,0.2203
8898,green,white,0.2187
8901,green,white,0.2262
8904,green,white,0.2287
8907,green,white,0.2328
8910,green,white,0.2287
8913,green,white,0.2287
8916,green,white,0.2287
8919,green,white,0.2245
8922,green,white,0.2153
8925,green,white,0.2078
8928,green,white,0.1995
8931,green,white,0.1912
8934,green,white,0.1953
8937,green,white,0.1953
8940,green,white,0.1953
8943,green,white,0.1953
8946,green,white,0.1892
8949,green,white,0.1911
8952,green,white,0.1878
8955,green,white,0.1886
8958,green,white,0.1936
8961,green,white,0.1936
8964,green,white,0.1895
8967,green,white,0.1853
8970,green,white,0.1895
8973,green,white,0.1936
8976,green,white,0.1978
8979,green,white,0.1978
8982,green,white,0.202
8985,green,white,0.2103
8988,green,white,0.2145
8991,green,white,0.2228
8994,green,white,0.2294
8997,green,white,0.2336
9000,white,green,0.259
9003,white,green,0.2856
9006,white,green,0.2898
9009,white,green,0.294
9012,white,green,0.2959
9015,white,green,0.2976
9018,white,green,0.298
9021,white,green,0.2905
9024,white,green,0.2922
9027,white,green,0.2922
9030,white,green,0.288
9033,white,green,0.2797
9036,white,green,0.2713
9039,white,green,0.2755
9042,green,white,0.2975
9045,green,white,0.3091
9048,green,white,0.3291
9051,green,white,0.345
9054,green,white,0.3485
9057,green,white,0.3685
9060,green,white,0.3473
9063,green,white,0.3248
9066,green,white,0.3206
9069,green,white,0.3386
9072,green,white,0.3575
9075,white,green,0.375
9078,white,green,0.3938
9081,green,white,0.418
9084,green,white,0.4377
9087,green,white,0.4639
9090,green,white,0.4872
9093,white,green,0.5089
9096,white,green,0.5359
9099,white,green,0.5332
9102,white,green,0.5098
9105,green,white,0.5115
9108,green,white,0.5086
9111,white,green,0.5057
9114,white,green,0.5114
9117,white,green,0.5072
9120,white,green,0.5245
9123,green,white,0.5403
9126,green,white,0.5603
9129,green,white,0.5561
9132,green,white,0.5536
9135,green,white,0.5528
9138,green,white,0.552
9141,green,white,0.5512
9144,green,white,0.5531
9147,green,white,0.5494
9150,white,green,0.5489
9153,green,white,0.5489
9156,green,white,0.5448
9159,green,white,0.5633
9162,green,white,0.5825
9165,green,white,0.5828
9168,green,white,0.5816
9171,green,white,0.5603
9174,green,white,0.5403
9177,green,white,0.5228
9180,white,green,0.5214
9183,green,white,0.5214
9186,green,white,0.5254
9189,green,white,0.5254
9192,green,white,0.5237
9195,green,white,0.522
9198,green,white,0.4987
9201,white,green,0.4954
9204,white,green,0.474
9207,white,green,0.4515
9210,white,green,0.4287
9213,white,green,0.407
9216,white,green,0.3842
9219,white,green,0.3658
9222,white,green,0.3438
9225,green,white,0.3418
9228,green,white,0.3418
9231,green,white,0.3618
9234,green,white,0.3818
9237,green,white,0.3993
9240,green,white,0.4004
9243,green,white,0.4017
9246,green,white,0.3977
9249,green,white,0.3977
9252,green,white,0.3977
9255,green,white,0.396
9258,green,white,0.416
9261,green,white,0.416
9264,green,white,0.4374
9267,green,white,0.4602
9270,green,white,0.4602
9273,green,white,0.4802
9276,green,white,0.5002
9279,green,white,0.5186
9282,green,white,0.5386
9285,green,white,0.5186
9288,green,white,0.4986
9291,green,white,0.5002
9294,green,white,0.5002
9297,green,white,0.5022
9300,green,white,0.5036
9303,green,white,0.5024
9306,green,white,0.5024
9309,green,white,0.4824
9312,green,white,0.4624
9315,green,white,0.4424
9318,green,white,0.4224
9321,green,white,0.4024
9324,green,white,0.379
9327,green,white,0.3562
9330,green,white,0.3562
9333,green,white,0.3362
9336,green,white,0.3162
9339,green,white,0.2962
9342,green,white,0.2762
9345,green,white,0.2962
9348,green,white,0.2962
9351,green,white,0.2745
9354,green,white,0.2545
9357,green,white,0.2325
9360,green,white,0.2325
9363,green,white,0.235
9366,green,white,0.2375
9369,green,white,0.2375
9372,green,white,0.2375
9375,green,white,0.2375
9378,green,white,0.2375
9381,green,white,0.2375
9384,green,white,0.2375
9387,green,white,0.2375
9390,green,white,0.2375
9393,green,white,0.2395
9396,white,green,0.2595
9399,white,green,0.2795
9402,white,green,0.2995
9405,white,green,0.2995
9408,white,green,0.2995
9411,white,green,0.2995
9414,white,green,0.2995
9417,white,green,0.2995
9420,white,green,0.277
9423,white,green,0.2745
9426,white,green,0.272
9429,white,green,0.272
9432,white,green,0.292
9435,white,green,0.292
9438,white,green,0.312
9441,white,green,0.312
9444,white,green,0.312
9447,white,green,0.312
9450,white,green,0.3132
9453,green,white,0.3346
9456,green,white,0.336
9459,green,white,0.336
9462,green,white,0.3374
9465,green,white,0.323
9468,green,white,0.323
9471,green,white,0.323
9474,green,white,0.3289
9477,green,white,0.335
9480,green,white,0.3412
9483,white,green,0.3425
9486,white,green,0.3447
9489,white,green,0.3459
9492,white,green,0.3272
9495,white,green,0.3472
9498,white,green,0.3472
9501,white,green,0.3486
9504,white,green,0.3486
9507,white,green,0.3498
9510,white,green,0.3485
9513,white,green,0.3252
9516,green,white,0.3321
9519,green,white,0.3388
9522,green,white,0.3257
9525,green,white,0.3418
9528,green,white,0.3632
9531,green,white,0.3832
9534,green,white,0.3973
9537,green,white,0.4126
9540,green,white,0.4264
9543,green,white,0.4252
9546,green,white,0.4246
9549,green,white,0.4454
9552,green,white,0.4656
9555,green,white,0.4668
9558,green,white,0.4668
9561,green,white,0.4854
9564,green,white,0.5054
9567,green,white,0.5242
9570,green,white,0.5456
9573,green,white,0.5656
9576,green,white,0.5595
9579,white,green,0.5529
9582,white,green,0.5645
9585,green,white,0.5641
9588,green,white,0.5643
9591,green,white,0.5677
9594,white,green,0.5697
9597,white,green,0.5697
9600,white,green,0.5711
9603,white,green,0.5728
9606,green,white,0.5725
9609,green,white,0.5705
9612,green,white,0.5691
9615,green,white,0.5679
9618,green,white,0.5679
9621,green,white,0.5679
9624,green,white,0.5679
9627,green,white,0.5679
9630,white,green,0.5675
9633,white,green,0.5686
9636,white,green,0.5675
9639,white,green,0.5686
9642,green,white,0.5686
9645,green,white,0.5674
9648,green,white,0.5657
9651,green,white,0.5624
9654,green,white,0.5604
9657,green,white,0.539
9660,green,white,0.5195
9663,green,white,0.4979
9666,green,white,0.4764
9669,green,white,0.4564
9672,green,white,0.4364
9675,green,white,0.4184
9678,green,white,0.3984
9681,white,green,0.3999
9684,white,green,0.3999
9687,white,green,0.3799
9690,white,green,0.3588
9693,green,white,0.3577
9696,green,white,0.3578
9699,green,white,0.3567
9702,green,white,0.3567
9705,white,green,0.3567
9708,white,green,0.3567
9711,white,green,0.3567
9714,white,green,0.3583
9717,white,green,0.3583
9720,white,green,0.3563
9723,white,green,0.3563
9726,white,green,0.3563
9729,white,green,0.3563
9732,white,green,0.3563
9735,white,green,0.3543
9738,white,green,0.3543
9741,white,green,0.3529
9744,white,green,0.3529
9747,green,white,0.3742
9750,green,white,0.3958
9753,green,white,0.3758
9756,green,white,0.3546
9759,green,white,0.3346
9762,green,white,0.3146
9765,green,white,0.3146
9768,green,white,0.3146
9771,green,white,0.2946
9774,green,white,0.2729
9777,green,white,0.2929
9780,green,white,0.3129
9783,green,white,0.3329
9786,green,white,0.3557
9789,green,white,0.3757
9792,green,white,0.3757
9795,green,white,0.3757
9798,green,white,0.3957
9801,green,white,0.3957
9804,green,white,0.3757
9807,green,white,0.3545
9810,green,white,0.3328
9813,green,white,0.3328
9816,green,white,0.3328
9819,green,white,0.3342
9822,green,white,0.3542
9825,green,white,0.3542
9828,green,white,0.3562
9831,green,white,0.3762
9834,green,white,0.3962
9837,green,white,0.3982
9840,green,white,0.3997
9843,green,white,0.4014
9846,green,white,0.4025
9849,green,white,0.4042
9852,green,white,0.4242
9855,green,white,0.4442
9858,green,white,0.4242
9861,green,white,0.4042
9864,white,green,0.4242
9867,white,green,0.4442
9870,white,green,0.4654
9873,white,green,0.4854
9876,white,green,0.5069
9879,white,green,0.5069
9882,white,green,0.4885
9885,green,white,0.4902
9888,green,white,0.4907
9891,white,green,0.4924
9894,white,green,0.494
9897,white,green,0.472
9900,white,green,0.4506
9903,white,green,0.4289
9906,white,green,0.4049
9909,white,green,0.3833
9912,green,white,0.3833
9915,green,white,0.3833
9918,green,white,0.4033
9921,green,white,0.4233
9924,green,white,0.4233
9927,green,white,0.4233
9930,green,white,0.422
9933,white,green,0.422
9936,white,green,0.4006
9939,white,green,0.3992
9942,white,green,0.4175
9945,white,green,0.4158
9948,white,green,0.3933
9951,white,green,0.3731
9954,white,green,0.3727
9957,white,green,0.3952
9960,green,white,0.4166
9963,green,white,0.4379
9966,green,white,0.4593
9969,green,white,0.4804
9972,green,white,0.4804
9975,green,white,0.4818
9978,white,green,0.4818
9981,white,green,0.4818
9984,white,green,0.4618
9987,white,green,0.443
9990,white,green,0.423
9993,white,green,0.403
9996,white,green,0.4042
9999,white,green,0.4059
10002,white,green,0.3876
10005,white,green,0.3676
10008,white,green,0.3676
10011,white,green,0.3661
10014,white,green,0.3449
10017,white,green,0.3224
10020,white,green,0.3022
10023,white,green,0.2809
10026,white,green,0.2595
10029,white,green,0.2384
10032,white,green,0.2201
10035,white,green,0.1986
10038,white,green,0.1799
10041,white,green,0.1611
10044,white,green,0.1624
10047,white,green,0.1611
10050,white,green,0.1624
10053,white,green,0.1637
10056,white,green,0.1839
10059,white,green,0.1822
10062,white,green,0.1805
10065,white,green,0.2006
10068,white,green,0.2006
10071,white,green,0.2006
10074,white,green,0.2006
10077,white,green,0.2026
10080,white,green,0.2053
10083,white,green,0.207
10086,white,green,0.2086
10089,white,green,0.2106
10092,white,green,0.2127
10095,white,green,0.215
10098,white,green,0.2157
10101,white,green,0.2159
10104,white,green,0.2188
10107,white,green,0.2241
10110,white,green,0.2284
10113,white,green,0.2272
10116,white,green,0.2122
10119,white,green,0.2183
10122,white,green,0.225
10125,white,green,0.2129
10128,white,green,0.2213
10131,white,green,0.2339
10134,white,green,0.2414
10137,white,green,0.2437
10140,white,green,0.2413
10143,white,green,0.2409
10146,green,white,0.2605
10149,green,white,0.2605
10152,green,white,0.2596
10155,green,white,0.2796
10158,green,white,0.2776
10161,green,white,0.2982
10164,green,white,0.2973
10167,green,white,0.3135
10170,green,white,0.3079
10173,green,white,0.3079
10176,green,white,0.3015
10179,green,white,0.2987
10182,green,white,0.2935
10185,green,white,0.287
10188,green,white,0.2786
10191,green,white,0.2872
10194,green,white,0.3011
10197,green,white,0.2994
10200,green,white,0.3002
10203,green,white,0.3001
10206,green,white,0.2814
10209,green,white,0.2806
10212,white,green,0.2977
10215,white,green,0.2755
10218,white,green,0.2755
10221,white,green,0.2535
10224,white,green,0.2513
10227,white,green,0.2308
10230,white,green,0.2308
10233,white,green,0.235
10236,white,green,0.2392
10239,white,green,0.24
10242,white,green,0.2427
10245,white,green,0.2455
10248,green,white,0.2655
10251,green,white,0.2642
10254,green,white,0.2428
10257,green,white,0.2602
10260,white,green,0.2777
10263,white,green,0.2766
10266,white,green,0.2741
10269,white,green,0.2739
10272,white,green,0.2739
10275,white,green,0.2767
10278,white,green,0.278
10281,white,green,0.3
10284,white,green,0.3014
10287,white,green,0.302
10290,white,green,0.3033
10293,green,white,0.3216
10296,green,white,0.3375
10299,green,white,0.3561
10302,green,white,0.3534
10305,green,white,0.3521
10308,green,white,0.335
10311,green,white,0.3392
10314,green,white,0.3605
10317,green,white,0.3605
10320,green,white,0.3634
10323,green,white,0.3863
10326,green,white,0.4091
10329,white,green,0.4306
10332,green,white,0.4326
10335,white,green,0.4528
10338,green,white,0.4737
10341,white,green,0.4751
10344,white,green,0.4951
10347,white,green,0.5163
10350,white,green,0.5183
10353,green,white,0.5158
10356,green,white,0.4983
10359,green,white,0.4766
10362,green,white,0.4777
10365,green,white,0.4762
10368,green,white,0.4734
10371,green,white,0.4491
10374,green,white,0.4293
10377,green,white,0.4105
10380,green,white,0.3888
10383,green,white,0.3659
10386,green,white,0.3431
10389,white,green,0.3406
10392,white,green,0.3398
10395,white,green,0.3393
10398,white,green,0.3413
10401,white,green,0.3434
10404,white,green,0.3464
10407,green,white,0.3436
10410,green,white,0.3617
10413,green,white,0.3617
10416,green,white,0.3806
10419,green,white,0.4057
10422,green,white,0.4307
10425,green,white,0.437
10428,green,white,0.4454
10431,green,white,0.4454
10434,green,white,0.451
10437,green,white,0.4582
10440,green,white,0.4641
10443,white,green,0.473
10446,white,green,0.4741
10449,white,green,0.4554
10452,white,green,0.434
10455,green,white,0.426
10458,green,white,0.4028
10461,green,white,0.3815
10464,green,white,0.3634
10467,white,green,0.375
10470,white,green,0.3841
10473,green,white,0.3793
10476,green,white,0.3763
10479,green,white,0.3557
10482,green,white,0.3442
10485,green,white,0.3422
10488,white,green,0.356
10491,white,green,0.356
10494,white,green,0.3701
10497,white,green,0.3674
10500,white,green,0.3846
10503,white,green,0.3956
10506,white,green,0.4145
10509,white,green,0.4332
10512,white,green,0.4543
10515,white,green,0.4613
10518,white,green,0.4803
10521,white,green,0.4962
10524,white,green,0.4897
10527,white,green,0.4781
10530,white,green,0.4676
10533,white,green,0.4723
10536,green,white,0.4789
10539,white,green,0.4933
10542,white,green,0.4974
10545,white,green,0.5166
10548,green,white,0.5144
10551,green,white,0.5144
10554,green,white,0.4983
10557,green,white,0.5175
10560,green,white,0.5184
10563,green,white,0.5184
10566,green,white,0.5185
10569,green,white,0.5185
10572,green,white,0.5174
10575,green,white,0.516
10578,green,white,0.516
10581,green,white,0.516
10584,green,white,0.535
10587,green,white,0.535
10590,white,green,0.54
10593,white,green,0.545
10596,white,green,0.5433
10599,white,green,0.5483
10602,white,green,0.5583
10605,white,green,0.5433
10608,white,green,0.5333
10611,white,green,0.5433
10614,white,green,0.5383
10617,white,green,0.5233
10620,white,green,0.5017
10623,white,green,0.4867
10626,white,green,0.4887
10629,green,white,0.4887
10632,white,green,0.4995
10635,white,green,0.487
10638,white,green,0.4745
10641,white,green,0.4611
10644,white,green,0.4469
10647,white,green,0.4344
10650,white,green,0.4193
10653,white,green,0.4059
10656,white,green,0.3976
10659,white,green,0.3834
10662,white,green,0.363
10665,white,green,0.3633
10668,white,green,0.3629
10671,white,green,0.3645
10674,green,white,0.3907
10677,green,white,0.4048
10680,green,white,0.425
10683,green,white,0.4446
10686,green,white,0.4226
10689,white,green,0.4226
10692,white,green,0.4118
10695,white,green,0.4043
10698,white,green,0.3985
10701,white,green,0.3919
10704,white,green,0.386
10707,white,green,0.3786
10710,white,green,0.3704
10713,white,green,0.362
10716,white,green,0.3487
10719,white,green,0.3429
10722,white,green,0.3333
10725,white,green,0.3297
10728,white,green,0.3201
10731,white,green,0.311
10734,white,green,0.2882
10737,white,green,0.264
10740,white,green,0.2604
10743,white,green,0.2592
10746,white,green,0.2592
10749,white,green,0.2392
10752,white,green,0.2192
10755,white,green,0.2192
10758,white,green,0.2175
10761,white,green,0.2225
10764,white,green,0.2225
10767,white,green,0.225
10770,white,green,0.2253
10773,white,green,0.222
10776,white,green,0.2253
10779,white,green,0.2237
10782,white,green,0.2237
10785,white,green,0.217
10788,white,green,0.217
10791,white,green,0.2145
10794,white,green,0.2112
10797,white,green,0.2112
10800,white,green,0.1937
10803,white,green,0.1728
10806,white,green,0.1948
10809,white,green,0.2168
10812,white,green,0.2368
10815,white,green,0.2568
10818,white,green,0.2785
10821,white,green,0.2935
10824,white,green,0.3135
10827,white,green,0.3339
10830,white,green,0.3539
10833,white,green,0.3739
10836,white,green,0.3929
10839,white,green,0.4095
10842,white,green,0.4315
10845,white,green,0.4515
10848,white,green,0.4515
10851,white,green,0.4515
10854,white,green,0.4515
10857,white,green,0.4515
10860,white,green,0.449
10863,white,green,0.4465
10866,green,white,0.4465
10869,green,white,0.4462
10872,green,white,0.4495
10875,white,green,0.4545
10878,white,green,0.4549
10881,white,green,0.4589
10884,white,green,0.4614
10887,white,green,0.461
10890,green,white,0.461
10893,green,white,0.4643
10896,green,white,0.462
10899,green,white,0.464
10902,green,white,0.462
10905,green,white,0.462
10908,green,white,0.482
10911,green,white,0.502
10914,green,white,0.522
10917,green,white,0.522
10920,green,white,0.522
10923,green,white,0.522
10926,green,white,0.5
10929,green,white,0.4783
10932,green,white,0.455
10935,green,white,0.435
10938,green,white,0.413
10941,green,white,0.389
10944,green,white,0.3665
10947,green,white,0.344
10950,green,white,0.322
10953,green,white,0.2987
10956,green,white,0.277
10959,green,white,0.255
10962,green,white,0.24
10965,green,white,0.23
10968,green,white,0.21
10971,green,white,0.19
10974,green,white,0.1733
10977,green,white,0.1733
10980,green,white,0.1767
10983,green,white,0.1792
10986,green,white,0.1792
10989,green,white,0.1792
10992,green,white,0.1792
10995,green,white,0.1742
10998,green,white,0.1767
11001,green,white,0.18
11004,green,white,0.18
11007,green,white,0.18
11010,green,white,0.18
11013,green,white,0.18
11016,green,white,0.18
11136,green,white,0.18
11139,green,white,0.175
11142,green,white,0.1683
11145,green,white,0.1683
11148,green,white,0.1683
11151,green,white,0.165
11154,green,white,0.165
11157,green,white,0.1617
11163,green,white,0.1692
11166,green,white,0.1742
11169,green,white,0.1792
11172,green,white,0.1792
11175,green,white,0.1792
11187,green,white,0.1792
11190,green,white,0.1758
11193,green,white,0.1758
11196,green,white,0.1758
11199,green,white,0.1758
11202,green,white,0.1758
11205,green,white,0.1758
11208,green,white,0.1808
11211,green,white,0.1808
11214,green,white,0.1775
11217,green,white,0.1775
11220,green,white,0.1775
11223,green,white,0.1775
11226,green,white,0.1775
11229,green,white,0.1775
11232,green,white,0.1675
11235,green,white,0.1625
11238,green,white,0.1575
11241,green,white,0.1575
11244,green,white,0.1575
11247,green,white,0.155
11250,green,white,0.165
11253,green,white,0.17
11256,green,white,0.1733
11259,green,white,0.1783
11262,green,white,0.1783
11265,green,white,0.1783
11268,green,white,0.1733
11271,green,white,0.1733
11274,green,white,0.1733
11277,green,white,0.1733
11280,green,white,0.1733
11283,green,white,0.1733
11286,green,white,0.1733
11289,green,white,0.1733
11292,green,white,0.1733
11295,green,white,0.1733
11301,green,white,0.1733
11304,green,white,0.1733
11307,green,white,0.1733
11310,green,white,0.1733
11316,green,white,0.1683
11319,green,white,0.1683
11322,green,white,0.165
