frame,timestamp,player_id,team,x_position,y_position,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,fast_break_flag,possession_id,possession_duration,confidence,velocity_mean_30,velocity_max_30,dist_traveled_30,possession_pct_30,velocity_mean_90,velocity_max_90,dist_traveled_90,possession_pct_90,velocity_mean_150,velocity_max_150,dist_traveled_150,possession_pct_150,shots_90,passes_90,dribbles_90,possession_run,team_velocity_mean,opp_velocity_mean,spacing_advantage,dist_to_basket_mean_30,vel_toward_basket_mean_30,drive_rate_30,dist_to_basket_mean_90,vel_toward_basket_mean_90,drive_rate_90,dist_to_basket_mean_150,vel_toward_basket_mean_150,drive_rate_150,shot_quality_proxy,turnover_flag,pace_30,pick_roll_proxy,possessions_est,shots_per100,passes_per100,dribbles_per100,dist_per100_30,dist_per100_90,dist_per100_150
1517,25.309,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3113.7,,,none,0.0,1692.0,1181.0,0,0,right,200.0,49.0,302.0,101.0,394.0,4593,50,0.0,1572.9,0.0,0,0,432,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,6.32,33.2,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1573.0,-0.05,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,1660.0
1518,25.325,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3113.7,,,none,0.0,1692.0,1181.0,0,0,right,200.0,48.0,301.0,101.0,393.0,4593,50,0.0,1572.9,0.0,0,0,433,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,6.32,33.2,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1573.0,-0.05,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,1660.0
1519,25.342,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3113.7,,,none,0.0,1692.0,1181.0,0,0,right,200.0,48.0,300.0,101.0,393.0,4593,50,0.0,1572.9,0.0,0,0,434,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,6.32,33.2,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1573.0,-0.05,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,1660.0
1520,25.359,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3113.7,,,none,0.0,1692.0,1181.0,0,0,right,200.0,48.0,301.0,102.0,393.0,4593,50,0.0,1572.9,0.0,0,0,435,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,6.32,33.2,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1573.0,-0.05,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,1660.0
1521,25.375,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3113.7,,,none,0.0,1692.0,1181.0,0,0,right,200.0,47.0,300.0,102.0,393.0,4593,50,0.0,1572.9,0.0,0,0,436,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,6.32,33.2,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1573.0,-0.05,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,1660.0
1522,25.392,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3113.7,,,none,0.0,1692.0,1181.0,0,0,right,200.0,47.0,300.0,100.0,393.0,4593,50,0.0,1572.9,0.0,0,0,437,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,6.32,33.2,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1573.0,-0.05,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,1660.0
1523,25.409,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3113.7,,,none,0.0,1692.0,1181.0,0,0,right,200.0,46.0,299.0,101.0,393.0,4593,50,0.0,1572.9,0.0,0,0,438,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,6.32,33.2,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1573.0,-0.05,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,1660.0
1524,25.425,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3113.7,,,none,0.0,1692.0,1181.0,0,0,right,200.0,46.0,299.0,100.0,392.0,4593,50,0.0,1572.9,0.0,0,0,439,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,6.32,33.2,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1573.0,-0.05,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,1660.0
1525,25.442,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3113.7,,,none,0.0,1692.0,1181.0,0,0,right,200.0,44.0,300.0,100.0,392.0,4593,50,0.0,1572.9,0.0,0,0,440,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,6.32,33.2,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1573.0,-0.05,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,1660.0
1526,25.459,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3113.7,,,none,0.0,1692.0,1181.0,0,0,right,200.0,43.0,300.0,98.0,391.0,4593,50,0.0,1572.9,0.0,0,0,441,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,6.32,33.2,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1573.0,-0.05,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,1660.0
1527,25.475,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3113.7,,,none,0.0,1692.0,1181.0,0,0,right,200.0,42.0,301.0,99.0,391.0,4593,50,0.0,1572.9,0.0,0,0,442,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,6.32,33.2,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1573.0,-0.05,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,1660.0
1528,25.492,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3113.7,,,none,0.0,1692.0,1181.0,0,0,right,200.0,41.0,299.0,98.0,391.0,4593,50,0.0,1572.9,0.0,0,0,443,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,6.32,33.2,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1573.0,-0.05,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,1660.0
1529,25.509,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3113.7,,,none,0.0,1692.0,1181.0,0,0,right,200.0,40.0,298.0,100.0,390.0,4593,50,0.0,1572.9,0.0,0,0,444,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,6.32,33.2,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1573.0,-0.05,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,1660.0
1530,25.526,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3113.7,,,none,0.0,1692.0,1181.0,0,0,right,200.0,38.0,297.0,97.0,390.0,4593,50,0.0,1572.9,0.0,0,0,445,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,6.32,33.2,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1573.1,-0.05,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,1660.0
1531,25.542,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3113.7,,,none,0.0,1692.0,1181.0,0,0,right,200.0,37.66824722290039,296.70103454589844,96.29558944702148,389.06349182128906,4593,50,0.0,1572.9,0.0,0,0,446,0,0.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6.32,30.0,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1573.1,-0.03,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,1500.0
1532,25.559,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3110.9,,,none,0.0,1692.0,1181.0,0,0,right,200.0,36.68564224243164,296.0499420166016,95.31298446655272,388.4123992919922,4590,50,3.0,1572.9,0.0,0,0,447,0,0.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,6.32,24.0,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1573.1,0.01,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,1200.0
1533,25.576,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3110.9,,,none,0.0,1692.0,1181.0,0,0,right,200.0,35.70303726196289,295.3988494873047,94.33037948608398,387.7613067626953,4590,50,0.0,1572.9,0.0,0,0,448,0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,6.32,23.0,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1573.2,0.0,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,1150.0
1534,25.592,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3110.9,,,none,0.0,1692.0,1181.0,0,0,right,200.0,25.0,294.0,92.0,389.0,4590,50,0.0,1572.9,0.0,0,0,449,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,3.16,16.6,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1573.1,0.05,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,830.0
1535,25.609,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3110.9,,,none,0.0,1692.0,1181.0,0,0,right,200.0,22.0,294.0,90.0,390.0,4590,50,0.0,1572.9,0.0,0,0,450,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,3.16,13.6,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1573.1,0.07,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,680.0
1536,25.626,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3110.9,,,none,0.0,1692.0,1181.0,0,0,right,200.0,20.374435424804688,293.9913673400879,86.84247589111328,389.1994285583496,4590,50,0.0,1572.9,0.0,0,0,451,0,0.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,3.16,10.5,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1573.0,0.05,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,525.0
1537,25.642,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3103.6,,,none,0.0,1692.0,1181.0,0,0,right,200.0,17.905071258544922,293.83520889282227,84.37311172485352,389.043270111084,4583,52,7.28,1572.9,0.0,0,0,452,0,0.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,3.16,7.3,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1573.0,0.03,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,365.0
1538,25.659,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3103.6,,,none,0.0,1692.0,1181.0,0,0,right,200.0,15.435707092285156,293.67905044555664,81.90374755859375,388.8871116638184,4583,52,0.0,1572.9,0.0,0,0,453,0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,3.16,6.3,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1573.0,0.04,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,315.0
1539,25.676,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3103.6,,,none,0.0,1692.0,1181.0,0,0,right,200.0,12.96634292602539,293.522891998291,79.43438339233398,388.73095321655273,4583,52,0.0,1572.9,0.0,0,0,454,0,0.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,3.16,6.3,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1572.9,0.04,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,315.0
1540,25.692,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3103.6,,,none,0.0,1692.0,1181.0,0,0,right,200.0,10.496978759765623,293.3667335510254,76.96501922607422,388.5747947692871,4583,52,0.0,1572.9,0.0,0,0,455,0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,3.16,3.2,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1572.9,0.02,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,160.0
1541,25.709,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3103.6,,,none,0.0,1692.0,1181.0,0,0,right,200.0,8.02761459350586,293.21057510375977,74.49565505981445,388.4186363220215,4583,52,0.0,1572.9,0.0,0,0,456,0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1572.9,0.0,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
1542,25.726,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3103.6,,,none,0.0,1692.0,1181.0,0,0,right,200.0,5.558250427246094,293.05441665649414,72.02629089355469,388.2624778747559,4583,52,0.0,1572.9,0.0,0,0,457,0,0.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1572.9,0.0,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
1568,26.159,5,green,1310,1288,0.0,0.0,0.0,mid_range,0,3498.6,,,none,0.0,1310.0,1288.0,0,0,right,200.0,-15.0,286.0,30.0,362.0,4583,52,0.0,1235.0,0.0,0,0,483,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,62.36,71.9,0.017,0,0,0,17,0.0,,,1235.0,0.0,0.0,1235.0,0.0,0.0,1233.4,-0.36,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,3595.0
1569,26.176,5,green,1310,1288,0.0,0.0,0.0,mid_range,0,3498.6,,,none,0.0,1310.0,1288.0,0,0,right,200.0,-16.91028928756714,285.05286407470703,28.38477373123169,361.510368347168,4583,52,0.0,1235.0,0.0,0,0,484,0,0.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,62.36,71.9,0.017,0,0,0,17,0.0,,,1235.0,0.0,0.0,1235.0,0.0,0.0,1233.4,-0.36,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,3595.0
1570,26.193,5,green,1310,1288,0.0,0.0,0.0,mid_range,0,3498.6,,,none,0.0,1310.0,1288.0,0,0,right,200.0,-18.675580978393555,284.33362579345703,26.619482040405277,360.791130065918,4583,52,0.0,1235.0,0.0,0,0,485,0,0.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,62.36,71.9,0.017,0,0,0,17,0.0,,,1235.0,0.0,0.0,1235.0,0.0,0.0,1233.4,-0.36,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,3595.0
1571,26.21,5,green,1310,1288,0.0,0.0,0.0,mid_range,0,3498.6,,,none,0.0,1310.0,1288.0,0,0,right,200.0,-20.44087266921997,283.61438751220703,24.854190349578857,360.071891784668,4583,52,0.0,1235.0,0.0,0,0,486,0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,62.36,71.9,0.016,0,0,0,17,0.0,,,1235.0,0.0,0.0,1235.0,0.0,0.0,1233.5,-0.35,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,3595.0
1572,26.226,5,green,1310,1288,0.0,0.0,0.0,mid_range,0,3500.5,,,none,0.0,1310.0,1288.0,0,0,right,200.0,-22.206164360046387,282.89514923095703,23.08889865875244,359.352653503418,4585,52,2.0,1235.0,0.0,0,0,487,0,0.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,62.36,71.9,0.016,0,0,0,17,0.0,,,1235.0,0.0,0.0,1235.0,0.0,0.0,1233.5,-0.35,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,3595.0
1619,27.01,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3110.9,,,none,0.0,1692.0,1181.0,0,0,right,200.0,122.0,281.0,176.0,373.0,4590,50,0.0,1572.9,0.0,0,0,534,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1572.9,0.0,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
1620,27.027,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3110.9,,,none,0.0,1692.0,1181.0,0,0,right,200.0,122.0,281.0,177.0,373.0,4590,50,0.0,1572.9,0.0,0,0,535,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17,0.0,,,1572.9,0.0,0.0,1572.9,0.0,0.0,1572.9,0.0,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
1621,27.044,5,green,1310,1288,0.0,0.0,0.0,mid_range,0,3505.9,396.7,,none,0.0,1310.0,1288.0,0,0,right,200.0,122.0,281.0,178.0,373.0,4590,50,0.0,1235.0,0.0,0,0,536,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,62.36,71.9,0.016,0,0,0,17,0.0,0.0,0.0,1235.0,0.0,0.0,1235.0,0.0,0.0,1233.5,-0.35,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,3595.0
1621,27.044,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3110.9,396.7,,none,0.0,1692.0,1181.0,0,0,right,200.0,123.23773574829102,280.937126159668,177.94961166381836,372.9668655395508,4590,50,0.0,1572.9,0.0,0,0,536,0,0.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17,0.0,0.0,0.0,1572.9,0.0,0.0,1572.9,0.0,0.0,1572.9,0.0,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
1622,27.06,5,green,1310,1288,0.0,0.0,0.0,mid_range,0,3498.6,396.7,,none,0.0,1310.0,1288.0,0,0,right,200.0,126.00449562072754,281.52597427368164,181.6284999847412,372.9800682067871,4583,52,7.28,1235.0,0.0,0,0,537,0,0.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,62.36,71.9,0.016,0,0,0,17,0.0,0.0,0.0,1235.0,0.0,0.0,1235.0,0.0,0.0,1233.5,-0.34,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,3595.0
1622,27.06,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3103.6,396.7,,none,0.0,1692.0,1181.0,0,0,right,200.0,124.1631202697754,280.90279388427734,178.8749961853027,372.93253326416016,4583,52,7.28,1572.9,0.0,0,0,537,0,0.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17,0.0,0.0,0.0,1572.9,0.0,0.0,1572.9,0.0,0.0,1572.9,0.0,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
1623,27.077,5,green,1310,1288,0.0,0.0,0.0,mid_range,0,3498.6,396.7,,none,0.0,1310.0,1288.0,0,0,right,200.0,129.8258457183838,281.7798500061035,185.44985008239743,373.233943939209,4583,52,0.0,1235.0,0.0,0,0,538,0,0.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,62.36,71.9,0.016,0,0,0,17,0.0,0.0,0.0,1235.0,0.0,0.0,1235.0,0.0,0.0,1233.5,-0.34,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,3595.0
1623,27.077,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3103.6,396.7,,none,0.0,1692.0,1181.0,0,0,right,200.0,125.08850479125977,280.8684616088867,179.8003807067871,372.89820098876953,4583,52,0.0,1572.9,0.0,0,0,538,0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17,0.0,0.0,0.0,1572.9,0.0,0.0,1572.9,0.0,0.0,1572.9,0.0,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
1624,27.094,5,green,1310,1288,0.0,0.0,0.0,mid_range,0,3500.5,396.7,,none,0.0,1310.0,1288.0,0,0,right,200.0,123.0,280.0,178.0,372.0,4585,52,2.0,1235.0,0.0,0,0,539,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,62.36,71.9,0.016,0,0,0,17,0.0,0.0,0.0,1235.0,0.0,0.0,1235.0,0.0,0.0,1233.5,-0.34,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,3595.0
1624,27.094,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3105.5,396.7,,none,0.0,1692.0,1181.0,0,0,right,200.0,126.01388931274414,280.8341293334961,180.72576522827148,372.8638687133789,4585,52,2.0,1572.9,0.0,0,0,539,0,0.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17,0.0,0.0,0.0,1572.9,0.0,0.0,1572.9,0.0,0.0,1572.9,0.0,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
1625,27.11,5,green,1310,1288,0.0,0.0,0.0,mid_range,0,3505.9,396.7,,none,0.0,1310.0,1288.0,0,0,right,200.0,123.2925510406494,279.7801933288574,178.47264671325684,371.6226387023926,4590,50,5.39,1235.0,0.0,0,0,540,0,0.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,62.36,71.9,0.016,0,0,0,17,0.0,0.0,0.0,1235.0,0.0,0.0,1235.0,0.0,0.0,1233.5,-0.34,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,3595.0
1625,27.11,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3110.9,396.7,,none,0.0,1692.0,1181.0,0,0,right,200.0,126.93927383422852,280.79979705810547,181.65114974975583,372.8295364379883,4590,50,5.39,1572.9,0.0,0,0,540,0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17,0.0,0.0,0.0,1572.9,0.0,0.0,1572.9,0.0,0.0,1572.9,0.0,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
1626,27.127,5,green,1310,1288,0.0,0.0,0.0,mid_range,0,3505.9,396.7,,none,0.0,1310.0,1288.0,0,0,right,200.0,123.0,280.0,178.0,372.0,4590,50,0.0,1235.0,0.0,0,0,541,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,62.36,71.9,0.016,0,0,0,17,0.0,0.0,0.0,1235.0,0.0,0.0,1235.0,0.0,0.0,1233.5,-0.33,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,3595.0
1626,27.127,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3110.9,396.7,,none,0.0,1692.0,1181.0,0,0,right,200.0,127.86465835571288,280.76546478271484,182.57653427124023,372.79520416259766,4590,50,0.0,1572.9,0.0,0,0,541,0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17,0.0,0.0,0.0,1572.9,0.0,0.0,1572.9,0.0,0.0,1572.9,0.0,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
1627,27.144,5,green,1310,1288,0.0,0.0,0.0,mid_range,0,3498.6,396.7,,none,0.0,1310.0,1288.0,0,0,right,200.0,123.0,279.0,178.0,372.0,4583,52,7.28,1235.0,0.0,0,0,542,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,62.36,71.9,0.015,0,0,0,17,0.0,0.0,0.0,1235.0,0.0,0.0,1235.0,0.0,0.0,1233.6,-0.33,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,3595.0
1627,27.144,6,white,1692,1181,0.0,0.0,0.0,backcourt,0,3103.6,396.7,,none,0.0,1692.0,1181.0,0,0,right,200.0,128.7900428771973,280.7311325073242,183.5019187927246,372.76087188720703,4583,52,7.28,1572.9,0.0,0,0,542,0,0.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17,0.0,0.0,0.0,1572.9,0.0,0.0,1572.9,0.0,0.0,1572.9,0.0,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0
1628,27.16,5,green,1310,1288,0.0,0.0,0.0,mid_range,0,3498.6,,,none,0.0,1310.0,1288.0,0,0,right,200.0,123.0,279.0,178.0,372.0,4583,52,0.0,1235.0,0.0,0,0,543,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,62.36,71.9,0.015,0,0,0,17,0.0,,,1235.0,0.0,0.0,1235.0,0.0,0.0,1233.6,-0.33,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,3595.0
1629,27.177,5,green,1310,1288,0.0,0.0,0.0,mid_range,0,3498.6,,,none,0.0,1310.0,1288.0,0,0,right,200.0,124.0,280.0,179.0,372.0,4583,52,0.0,1235.0,0.0,0,0,544,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,62.36,71.9,0.015,0,0,0,17,0.0,,,1235.0,0.0,0.0,1235.0,0.0,0.0,1233.6,-0.33,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,3595.0
1630,27.194,5,green,1310,1288,0.0,0.0,0.0,mid_range,0,3498.6,,,none,0.0,1310.0,1288.0,0,0,right,200.0,124.0,280.0,179.0,372.0,4583,52,0.0,1235.0,0.0,0,0,545,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,62.36,71.9,0.015,0,0,0,17,0.0,,,1235.0,0.0,0.0,1235.0,0.0,0.0,1233.6,-0.32,0.0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,3595.0
