frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,ft_x,ft_y,dist_to_basket_ft,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,team_abbrev,dribble_count,lineup_id,homography_valid,coordinate_space,observation,calibration
4962,82.783,1,green,881,806,0.2588,0.4711,31.95,31.95,325.0,mid_range,0,7.7,19.9,20.7,none,272.4,272.4,449.3,874.7,0,0,left,9.4,672.0,247.0,811.0,488.0,788.0,544.0,16.4,20.1,-27.35,0,24.33,23.55,19.13,0,0,93,1.0,cut,0,0.0,14.79080078071962,,,4,,0.0,0.2,double_team,,,0.0,0,unknown,-81.69872669665072,523.5292783331543,0.0,green#?,,,0,61,1,image_px,observed,none
4962,82.783,5,green,424,1400,0.1246,0.8182,0.0,0.0,0.0,mid_range,0,25.7,30.2,20.7,none,272.4,272.4,449.3,874.7,0,0,left,9.4,-15.0,164.0,89.0,396.0,788.0,544.0,16.4,16.8,0.0,0,11.71,40.91,17.17,0,0,93,1.0,cut,0,0.0,14.79080078071962,,,4,,0.0,0.2,double_team,,,0.0,0,unknown,-81.69872669665072,523.5292783331543,0.0,green#?,,,0,61,1,image_px,observed,none
4962,82.783,6,white,270,80,0.0793,0.0468,0.0,0.0,0.0,corner_3,0,19.2,11.2,6.8,none,,,316.5,193.5,0,0,left,9.4,522.0,172.0,632.0,352.0,788.0,544.0,16.4,21.7,0.0,0,7.46,2.34,22.77,0,0,93,1.0,cut,0,0.0,14.79080078071962,,,4,,0.0,0.2,double_team,,,0.0,0,unknown,-81.69872669665072,523.5292783331543,0.0,white#?,,,0,61,1,image_px,observed,none
4962,82.783,3,green,43,418,0.0126,0.2443,0.0,0.0,0.0,mid_range,1,20.9,9.4,25.5,none,272.4,272.4,449.3,874.7,0,0,left,9.4,676.0,248.0,808.0,502.0,788.0,544.0,16.4,12.5,0.0,0,1.19,12.22,13.41,0,0,93,0.933,cut,0,0.0,14.79080078071962,,,4,,0.0,0.2,double_team,,,0.0,0,unknown,-81.69872669665072,523.5292783331543,0.0,green#?,,,0,61,1,image_px,observed,none
4962,82.783,9,white,363,307,0.1066,0.1794,0.0,-6.86,0.0,mid_range,0,13.4,9.4,6.8,none,,,316.5,193.5,0,0,left,9.4,-12.0,164.0,90.0,393.0,788.0,544.0,16.4,16.2,0.0,0,10.02,8.97,16.72,0,0,93,0.867,cut,0,0.0,14.79080078071962,,,4,,0.0,0.2,double_team,,,0.0,0,unknown,-81.69872669665072,523.5292783331543,0.0,white#?,,,0,61,1,image_px,observed,none
4968,82.883,1,green,882,793,0.2591,0.4635,2.17,-29.78,274.4,mid_range,1,31.7,19.6,21.0,none,274.8,274.8,449.7,870.3,0,0,right,19.6,672.0,247.0,816.0,491.0,1952.0,1206.0,1339.08,20.2,-0.35,0,24.36,23.17,19.19,0,0,94,1.0,transition,0,0.0,14.690700789205705,,,4,,0.0,0.3,transition,,,0.0,0,unknown,-83.18916625750192,524.7828468028256,0.3333333333333333,green#?,,,0,61,1,image_px,observed,none
4968,82.883,5,green,424,1400,0.1246,0.8182,0.0,0.0,0.0,mid_range,0,42.5,30.2,21.0,none,274.8,274.8,449.7,870.3,0,0,right,19.6,-15.0,163.0,89.0,396.0,1952.0,1206.0,1339.08,16.8,0.0,0,11.71,40.91,17.17,0,0,94,1.0,transition,0,0.0,14.690700789205705,,,4,,0.0,0.3,transition,,,0.0,0,unknown,-83.18916625750192,524.7828468028256,0.3333333333333333,green#?,,,0,61,1,image_px,observed,none
4968,82.883,6,white,270,80,0.0793,0.0468,0.0,0.0,0.0,corner_3,0,55.9,11.2,6.8,none,,,316.5,193.5,0,0,right,19.6,522.0,172.0,632.0,352.0,1952.0,1206.0,1339.08,21.7,0.0,0,7.46,2.34,22.77,0,0,94,0.933,transition,0,0.0,14.690700789205705,,,4,,0.0,0.3,transition,,,0.0,0,unknown,-83.18916625750192,524.7828468028256,0.3333333333333333,white#?,,,0,61,1,image_px,observed,none
4968,82.883,3,green,43,418,0.0126,0.2443,0.0,0.0,0.0,mid_range,0,57.0,9.4,25.4,none,274.8,274.8,449.7,870.3,0,0,right,19.6,676.0,248.0,808.0,502.0,1952.0,1206.0,1339.08,12.5,0.0,0,1.19,12.22,13.41,0,0,94,0.867,transition,0,0.0,14.690700789205705,,,4,,0.0,0.3,transition,,,0.0,0,unknown,-83.18916625750192,524.7828468028256,0.3333333333333333,green#?,,,0,61,1,image_px,observed,none
4968,82.883,9,white,363,307,0.1066,0.1794,0.0,0.0,0.0,mid_range,0,50.4,9.4,6.8,none,,,316.5,193.5,0,0,right,19.6,-12.0,164.0,90.0,393.0,1952.0,1206.0,1339.08,16.2,0.0,0,10.02,8.97,16.72,0,0,94,0.8,transition,0,0.0,14.690700789205705,,,4,,0.0,0.3,transition,,,0.0,0,unknown,-83.18916625750192,524.7828468028256,0.3333333333333333,white#?,,,0,61,1,image_px,observed,none
