frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,ft_x,ft_y,dist_to_basket_ft,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,team_abbrev,dribble_count,lineup_id,homography_valid,coordinate_space,observation,calibration
1337,44.567,4,green,1158,1332,0.3402,0.7785,0.0,0.0,0.0,backcourt,1,0.0,,6.8,none,,,1266.0,1273.0,0,0,left,,1198.0,341.0,1873.0,1027.0,1158.0,1332.0,39.4,30.7,0.0,0,31.98,38.92,30.14,0,0,3,1.0,fast_break,0,3.3,23.8,,,4,,0.0,0.2,fast_break,,,0.0,0,unknown,,,5.426273532033235,green#?,,,0,3,1,image_px,observed,none
1337,44.567,3,green,1374,1214,0.4036,0.7095,40.31,40.31,203.4,backcourt,0,6.8,,6.8,none,,,1266.0,1273.0,0,0,left,,729.0,249.0,885.0,609.0,1158.0,1332.0,39.4,35.1,40.01,0,37.94,35.48,34.33,0,0,3,0.933,fast_break,0,3.3,23.8,,,4,,0.0,0.2,fast_break,,,0.0,0,unknown,,,5.426273532033235,green#?,,,0,3,1,image_px,observed,none
1340,44.667,5,green,1192,1347,0.3502,0.7873,0.0,0.0,0.0,backcourt,1,9.7,,6.2,pass,,,1283.0,1280.5,0,0,left,,1165.0,344.0,1867.0,1025.0,862.0,1223.0,315.43,31.7,0.0,0,32.92,39.36,31.17,0,0,4,1.0,fast_break,0,3.3,23.7,,,4,,0.0,0.3,fast_break,,,0.0,0,unknown,,,160.39188120212182,green#?,,,0,4,1,image_px,observed,none
1340,44.667,3,green,1374,1214,0.4036,0.7095,0.0,-40.31,0.0,backcourt,0,14.1,,6.2,none,,,1283.0,1280.5,0,0,left,,729.0,249.0,885.0,609.0,862.0,1223.0,315.43,35.1,0.0,0,37.94,35.48,34.33,0,0,4,0.867,fast_break,0,3.3,23.7,,,4,,0.0,0.3,fast_break,,,0.0,0,unknown,,,160.39188120212182,green#?,,,0,4,1,image_px,observed,none
1421,47.367,1,green,1186,1343,0.3484,0.7849,0.0,0.0,0.0,backcourt,0,,14.0,,none,,,1186.0,1343.0,0,0,,,1627.0,-12.0,1933.0,1018.0,,,0.0,31.5,0.0,0,32.75,39.25,30.97,0,0,31,1.0,hand_off,0,0.0,21.0,,,4,,0.0,0.3,half_court,,,0.0,0,unknown,87.90804679669394,566.3620582398453,7.774602526460401,green#?,,,0,24,1,image_px,observed,none
1421,47.367,7,white,720,1140,0.2115,0.6663,0.0,0.0,0.0,mid_range,0,,14.0,16.3,none,,,467.0,989.0,0,0,,,882.0,119.0,1518.0,896.0,,,0.0,17.5,0.0,0,19.88,33.31,16.83,0,0,31,1.0,hand_off,0,0.0,21.0,,,4,,0.0,0.3,half_court,,,0.0,0,unknown,87.90804679669394,566.3620582398453,7.774602526460401,white#?,,,0,24,1,image_px,observed,none
1421,47.367,10,white,214,838,0.0629,0.4898,0.0,-4.77,0.0,restricted_area,0,,30.2,16.3,none,,,467.0,989.0,0,0,,,229.2973,503.57852,372.81903,647.4916,,,0.0,1.7,0.0,0,5.91,24.49,0.83,0,0,31,0.667,hand_off,0,0.0,21.0,,,4,,0.0,0.3,half_court,,,0.0,0,unknown,87.90804679669394,566.3620582398453,7.774602526460401,white#?,,,0,24,1,image_px,observed,none
1424,47.467,3,green,1374,1214,0.4036,0.7095,0.0,0.0,0.0,backcourt,1,40.9,18.2,6.2,none,,,1280.0,1278.5,0,0,left,18.2,335.0,76.0,903.0,1025.0,263.0,235.0,0.0,35.1,0.0,0,37.94,35.48,34.33,0,0,32,1.0,hand_off,0,0.0,20.9,,,4,,0.0,0.0,half_court,,,0.0,0,unknown,-87.63925537151403,651.0548441664135,245.26289749754017,green#?,,,0,25,1,image_px,observed,none
1424,47.467,1,green,1186,1343,0.3484,0.7849,0.0,0.0,0.0,backcourt,0,39.8,14.0,0.3,none,,,1280.0,1278.5,0,0,left,18.2,1627.0,-12.0,1933.0,1018.0,263.0,235.0,0.0,31.5,0.0,0,32.75,39.25,30.97,0,0,32,0.933,hand_off,0,0.0,20.9,,,4,,0.0,0.0,half_court,,,0.0,0,unknown,-87.63925537151403,651.0548441664135,245.26289749754017,green#?,,,0,25,1,image_px,observed,none
1424,47.467,7,white,720,1140,0.2115,0.6663,0.0,0.0,0.0,mid_range,0,28.0,14.0,16.3,none,,,467.0,989.0,0,0,left,18.2,882.0,119.0,1518.0,896.0,263.0,235.0,0.0,17.5,0.0,0,19.88,33.31,16.83,0,0,32,0.933,hand_off,0,0.0,20.9,,,4,,0.0,0.0,half_court,,,0.0,0,unknown,-87.63925537151403,651.0548441664135,245.26289749754017,white#?,,,0,25,1,image_px,observed,none
