frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,ft_x,ft_y,dist_to_basket_ft,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,team_abbrev,dribble_count,lineup_id,homography_valid,coordinate_space,observation,calibration
5643,94.144,2,green,1072,1427,0.3149,0.834,26.91,-8.77,4.3,3pt_arc,0,10.4,2.7,11.6,none,130.8,130.8,1367.0,1232.3,0,0,left,35.5,-15.0,89.0,351.0,667.0,716,1304,34.13,29.9,-23.84,0,29.6,41.7,29.53,0,0,52,1.0,hand_off,0,26.0,18.89490042394015,,,4,,0.0,1.6,half_court,,,0.0,0,unknown,-84.46838759518884,381.0419273675108,1.9002923751652296,green#?,,,0,31,1,image_px,observed,none
5643,94.144,4,green,2365,940,0.6948,0.5494,0.0,0.0,0.0,mid_range,1,46.6,35.5,38.2,none,130.8,130.8,1367.0,1232.3,0,0,left,35.5,354.0,32.0,755.0,668.0,716,1304,34.13,24.6,0.0,0,65.31,27.47,23.57,0,0,52,1.0,hand_off,0,26.0,18.89490042394015,,,4,,0.0,1.6,half_court,,,0.0,0,unknown,-84.46838759518884,381.0419273675108,1.9002923751652296,green#?,,,0,31,1,image_px,observed,none
5643,94.144,8,white,1170,1415,0.3437,0.827,0.0,0.0,0.0,backcourt,0,12.9,2.7,15.1,none,,,897.0,1412.5,0,0,left,35.5,423.0,-13.0,563.0,173.0,716,1304,34.13,32.0,0.0,0,32.31,41.35,31.62,0,0,52,1.0,hand_off,0,26.0,18.89490042394015,,,4,,0.0,1.6,half_court,,,0.0,0,unknown,-84.46838759518884,381.0419273675108,1.9002923751652296,white#?,,,0,31,1,image_px,observed,none
5643,94.144,1,green,664,1330,0.1951,0.7773,0.0,0.0,0.0,mid_range,0,1.6,2.5,11.6,none,130.8,130.8,1367.0,1232.3,0,0,left,35.5,429.0,-15.0,642.0,106.0,716,1304,34.13,19.3,0.0,0,18.34,38.87,19.07,0,0,52,0.533,hand_off,0,26.0,18.89490042394015,,,4,,0.0,1.6,half_court,,,0.0,0,unknown,-84.46838759518884,381.0419273675108,1.9002923751652296,green#?,,,0,31,1,image_px,observed,none
5643,94.144,7,white,624,1410,0.1833,0.8241,0.0,0.0,0.0,mid_range,0,3.9,2.5,15.1,none,,,897.0,1412.5,0,0,left,35.5,-15.0,-13.0,174.0,280.0,716,1304,34.13,20.1,0.0,0,17.23,41.2,20.15,0,0,52,0.533,hand_off,0,26.0,18.89490042394015,,,4,,0.0,1.6,half_court,,,0.0,0,unknown,-84.46838759518884,381.0419273675108,1.9002923751652296,white#?,,,0,31,1,image_px,observed,none
5649,94.244,1,green,664,1330,0.1951,0.7773,0.0,0.0,0.0,mid_range,0,2.4,14.2,12.9,none,134.2,134.2,1384.3,1230.0,0,0,left,35.5,474.0,-15.0,676.0,154.0,742,1289,30.02,19.3,0.0,0,18.34,38.87,19.07,0,0,53,1.0,hand_off,0,27.4,18.7948004322527,,,4,,0.0,1.7,half_court,,,0.0,0,unknown,-84.77834261402114,383.33322071632927,4.058598553961974,green#?,,,0,32,1,image_px,observed,none
5649,94.244,2,green,1124,1420,0.3302,0.8299,8.74,-18.17,352.3,backcourt,0,11.2,1.3,12.9,none,134.2,134.2,1384.3,1230.0,0,0,left,35.5,101.0,51.0,411.0,667.0,742,1289,30.02,31.0,-6.91,0,31.04,41.5,30.61,0,0,53,1.0,hand_off,0,27.4,18.7948004322527,,,4,,0.0,1.7,half_court,,,0.0,0,unknown,-84.77834261402114,383.33322071632927,4.058598553961974,green#?,,,0,32,1,image_px,observed,none
5649,94.244,4,green,2365,940,0.6948,0.5494,0.0,0.0,0.0,mid_range,1,45.8,35.5,36.7,none,134.2,134.2,1384.3,1230.0,0,0,left,35.5,363.0,46.0,763.0,666.0,742,1289,30.02,24.6,0.0,0,65.31,27.47,23.57,0,0,53,1.0,hand_off,0,27.4,18.7948004322527,,,4,,0.0,1.7,half_court,,,0.0,0,unknown,-84.77834261402114,383.33322071632927,4.058598553961974,green#?,,,0,32,1,image_px,observed,none
5649,94.244,8,white,1170,1415,0.3437,0.827,0.0,0.0,0.0,backcourt,0,12.3,1.3,,none,,,1170.0,1415.0,0,0,left,35.5,473.0,-15.0,614.0,155.0,742,1289,30.02,32.0,0.0,0,32.31,41.35,31.62,0,0,53,1.0,hand_off,0,27.4,18.7948004322527,,,4,,0.0,1.7,half_court,,,0.0,0,unknown,-84.77834261402114,383.33322071632927,4.058598553961974,white#?,,,0,32,1,image_px,observed,none
