frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,ft_x,ft_y,dist_to_basket_ft,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,team_abbrev,dribble_count,lineup_id,homography_valid,coordinate_space,observation,calibration
1244,41.508,3,green,394,278,0.1157,0.1625,8.12,-3.23,160.8,mid_range,0,13.0,3.7,7.3,none,,,522.0,311.5,0,0,left,,675.0,206.0,888.0,525.0,11.0,7.0,12.08,17.3,5.41,0,10.88,8.12,17.79,0,0,12,1.0,cut,0,0.0,22.8989,1.0,69.0,4,,0.4,0.9,half_court,,,0.0,0,unknown,-52.12082795887428,140.83202157829174,8.232726023485645,green#?,,,0,20,1,image_px,observed,none
1244,41.508,5,green,650,345,0.191,0.2016,0.0,0.0,0.0,mid_range,0,20.0,0.4,7.3,none,,,522.0,311.5,0,0,left,,394.0,100.0,508.0,331.0,11.0,7.0,12.08,19.7,0.0,0,17.95,10.08,19.59,0,0,12,1.0,cut,0,0.0,22.8989,1.0,69.0,4,,0.4,0.9,half_court,,,0.0,0,unknown,-52.12082795887428,140.83202157829174,8.232726023485645,green#?,,,0,20,1,image_px,observed,none
1244,41.508,7,white,418,148,0.1228,0.0865,101.13,16.31,221.0,mid_range,0,11.9,3.7,0.9,none,25.6,25.6,661.7,281.3,0,0,left,,775.0,124.0,868.0,303.0,11.0,7.0,12.08,20.9,-35.37,0,11.54,4.32,21.61,0,0,12,1.0,cut,0,0.0,22.8989,1.0,69.0,4,,0.4,0.9,half_court,,,0.0,0,unknown,-52.12082795887428,140.83202157829174,8.232726023485645,white#?,,,0,20,1,image_px,observed,none
1244,41.508,8,white,645,359,0.1895,0.2098,2.85,-98.94,110.6,mid_range,0,20.0,0.4,7.7,none,25.6,25.6,661.7,281.3,0,0,left,,1219.0,341.0,1357.0,659.0,11.0,7.0,12.08,19.3,2.6,0,17.81,10.49,19.19,0,0,12,1.0,cut,0,0.0,22.8989,1.0,69.0,4,,0.4,0.9,half_court,,,0.0,0,unknown,-52.12082795887428,140.83202157829174,8.232726023485645,white#?,,,0,20,1,image_px,observed,none
1244,41.508,10,white,922,337,0.2709,0.197,0.0,0.0,0.0,3pt_arc,0,26.8,7.5,7.7,none,25.6,25.6,661.7,281.3,0,0,left,,307.71667,166.43483,419.52374,334.52435,11.0,7.0,12.08,25.6,0.0,0,25.46,9.85,25.26,0,0,12,0.867,cut,0,0.0,22.8989,1.0,69.0,4,,0.4,0.9,half_court,,,0.0,0,unknown,-52.12082795887428,140.83202157829174,8.232726023485645,white#?,,,0,20,1,image_px,observed,none
1247,41.608,3,green,363,275,0.1066,0.1607,10.38,2.26,185.5,mid_range,0,12.4,3.9,8.2,none,,,506.5,310.0,0,0,left,,635.0,260.0,807.0,521.0,7.0,3.0,5.66,17.0,2.57,0,10.02,8.04,17.62,0,0,13,1.0,cut,0,0.0,22.7988,1.0,69.0,4,,0.4,1.0,half_court,,,0.0,0,unknown,4.949642666714992,141.79346760559167,3.073181485764296,green#?,,,0,21,1,image_px,observed,none
1247,41.608,5,green,650,345,0.191,0.2016,0.0,0.0,0.0,mid_range,0,20.1,2.4,8.2,none,,,506.5,310.0,0,0,left,,396.0,101.0,504.0,330.0,7.0,3.0,5.66,19.7,0.0,0,17.95,10.08,19.59,0,0,13,1.0,cut,0,0.0,22.7988,1.0,69.0,4,,0.4,1.0,half_court,,,0.0,0,unknown,4.949642666714992,141.79346760559167,3.073181485764296,green#?,,,0,21,1,image_px,observed,none
1247,41.608,9,white,729,309,0.2142,0.1806,106.75,106.75,29.8,mid_range,0,21.7,2.4,5.4,none,9.5,9.5,679.7,261.0,0,0,left,,1378.0,279.0,1522.0,567.0,7.0,3.0,5.66,21.9,-30.73,0,20.13,9.03,21.83,0,0,13,1.0,cut,0,0.0,22.7988,1.0,69.0,4,,0.4,1.0,half_court,,,0.0,0,unknown,4.949642666714992,141.79346760559167,3.073181485764296,white#?,,,0,21,1,image_px,observed,none
1247,41.608,7,white,388,137,0.114,0.0801,10.65,-90.48,200.1,mid_range,0,11.2,3.9,10.5,none,9.5,9.5,679.7,261.0,0,0,left,,703.49347,44.64483,821.5793,272.55884,7.0,3.0,5.66,20.9,-0.38,0,10.71,4.0,21.7,0,0,13,0.933,cut,0,0.0,22.7988,1.0,69.0,4,,0.4,1.0,half_court,,,0.0,0,unknown,4.949642666714992,141.79346760559167,3.073181485764296,white#?,,,0,21,1,image_px,observed,none
1247,41.608,10,white,922,337,0.2709,0.197,0.0,0.0,0.0,3pt_arc,0,26.9,7.5,5.4,none,9.5,9.5,679.7,261.0,0,0,left,,295.5513,161.53539,407.35837,329.62488,7.0,3.0,5.66,25.6,0.0,0,25.46,9.85,25.26,0,0,13,0.8,cut,0,0.0,22.7988,1.0,69.0,4,,0.4,1.0,half_court,,,0.0,0,unknown,4.949642666714992,141.79346760559167,3.073181485764296,white#?,,,0,21,1,image_px,observed,none
