frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,ft_x,ft_y,dist_to_basket_ft,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,team_abbrev,dribble_count,lineup_id,homography_valid,coordinate_space,observation,calibration
781,26.059,6,white,625,1436,0.1836,0.8393,0.0,0.0,0.0,mid_range,0,,14.4,43.9,none,,,1130.0,823.0,0,0,,,421.0,695.0,529.0,999.0,,,0.0,20.7,0.0,0,17.26,41.96,20.78,0,0,50,1.0,cut,0,0.0,19.0951,,,4,,0.0,3.6,half_court,,,0.0,0,unknown,-64.10744776185658,186.231533154253,1.0540925533894598,white#?,,,0,48,1,image_px,observed,none
781,26.059,7,white,1635,210,0.4803,0.1227,0.0,0.0,0.0,backcourt,0,,7.2,43.9,none,,,1130.0,823.0,0,0,,,597.0,198.0,688.0,397.0,,,0.0,44.6,0.0,0,45.15,6.14,44.13,0,0,50,1.0,cut,0,0.0,19.0951,,,4,,0.0,3.6,half_court,,,0.0,0,unknown,-64.10744776185658,186.231533154253,1.0540925533894598,white#?,,,0,48,1,image_px,observed,none
781,26.059,4,green,1863,80,0.5473,0.0468,0.0,0.0,0.0,backcourt,0,,7.2,35.1,none,,,1410.0,556.0,0,0,,,441.0,691.0,589.0,997.0,,,0.0,43.9,0.0,0,51.45,2.34,43.65,0,0,50,0.733,cut,0,0.0,19.0951,,,4,,0.0,3.6,half_court,,,0.0,0,unknown,-64.10744776185658,186.231533154253,1.0540925533894598,green#?,,,0,48,1,image_px,observed,none
781,26.059,2,green,957,1032,0.2811,0.6032,0.0,0.0,0.0,mid_range,0,,14.4,1.2,none,,,1410.0,556.0,0,0,,,441.0,468.0,591.0,753.0,,,0.0,22.7,0.0,0,26.43,30.16,21.8,0,0,50,0.6,cut,0,0.0,19.0951,,,4,,0.0,3.6,half_court,,,0.0,0,unknown,-64.10744776185658,186.231533154253,1.0540925533894598,green#?,,,0,48,1,image_px,observed,none
784,26.159,8,white,1767,217,0.5191,0.1268,0.0,0.0,0.0,backcourt,0,,4.6,3.7,none,68.1,68.1,1342.3,621.0,0,0,,,412.0,696.0,523.0,994.0,,,0.0,44.6,0.0,0,48.79,6.34,44.1,0,0,51,1.0,cut,0,0.0,18.995,,,4,,0.0,3.7,half_court,,,0.0,0,unknown,-66.765341589947,184.1801835455421,1.3743685418725535,white#?,,,0,49,1,image_px,observed,none
784,26.159,6,white,625,1436,0.1836,0.8393,0.0,0.0,0.0,mid_range,0,,14.4,43.9,none,68.1,68.1,1342.3,621.0,0,0,,,421.0,695.0,529.0,999.0,,,0.0,20.7,0.0,0,17.26,41.96,20.78,0,0,51,0.933,cut,0,0.0,18.995,,,4,,0.0,3.7,half_court,,,0.0,0,unknown,-66.765341589947,184.1801835455421,1.3743685418725535,white#?,,,0,49,1,image_px,observed,none
784,26.159,7,white,1635,210,0.4803,0.1227,0.0,0.0,0.0,backcourt,0,,7.2,3.7,none,68.1,68.1,1342.3,621.0,0,0,,,601.0119,195.27127,691.9378,394.4935,,,0.0,44.6,0.0,0,45.15,6.14,44.13,0,0,51,0.933,cut,0,0.0,18.995,,,4,,0.0,3.7,half_court,,,0.0,0,unknown,-66.765341589947,184.1801835455421,1.3743685418725535,white#?,,,0,49,1,image_px,observed,none
784,26.159,4,green,1863,80,0.5473,0.0468,0.0,0.0,0.0,backcourt,0,,4.6,35.1,none,,,1410.0,556.0,0,0,,,441.0,691.0,589.0,997.0,,,0.0,43.9,0.0,0,51.45,2.34,43.65,0,0,51,0.667,cut,0,0.0,18.995,,,4,,0.0,3.7,half_court,,,0.0,0,unknown,-66.765341589947,184.1801835455421,1.3743685418725535,green#?,,,0,49,1,image_px,observed,none
784,26.159,2,green,957,1032,0.2811,0.6032,0.0,0.0,0.0,mid_range,0,,14.4,1.2,none,,,1410.0,556.0,0,0,,,441.0,468.0,591.0,753.0,,,0.0,22.7,0.0,0,26.43,30.16,21.8,0,0,51,0.533,cut,0,0.0,18.995,,,4,,0.0,3.7,half_court,,,0.0,0,unknown,-66.765341589947,184.1801835455421,1.3743685418725535,green#?,,,0,49,1,image_px,observed,none
850,28.362,2,green,893,1091,0.2623,0.6376,0.0,0.0,0.0,mid_range,0,,,,none,,,893.0,1091.0,0,0,,,640.0,236.0,747.0,422.0,,,0.0,21.4,0.0,0,24.66,31.88,20.59,0,0,73,1.0,cut,0,0.0,16.7928,,,4,,0.0,5.91,half_court,,,0.0,0,unknown,0.7777229942623951,193.78073766179105,0.6666666666666666,green#?,,,0,59,1,image_px,observed,none
