frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,ft_x,ft_y,dist_to_basket_ft,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,team_abbrev,dribble_count,lineup_id,homography_valid,coordinate_space,observation,calibration
6416,107.04,4,green,2070,641,0.6081,0.3746,0.0,0.0,0.0,backcourt,0,42.5,3.3,5.8,none,22.4,22.4,2619.0,619.0,0,0,right,,536.0,295.0,636.0,465.0,3606,569,14.04,33.1,0.0,0,57.16,18.73,32.2,0,0,0,1.0,unclassified,1,0.0,0.0,,,4,,0.0,2.5,paint_touch,,,0.0,0,unknown,20.01432470597745,22.980995475113133,2.006932429798716,green#?,,,0,20,1,image_px,observed,none
6416,107.04,5,green,3158,622,0.9277,0.3635,2.06,1.21,346.0,mid_range,0,12.5,0.9,5.4,none,22.4,22.4,2619.0,619.0,0,0,right,,840.0,273.0,938.0,419.0,3606,569,14.04,6.9,0.27,0,87.21,18.18,7.0,0,0,0,1.0,unclassified,1,0.0,0.0,,,4,,0.0,2.5,paint_touch,,,0.0,0,unknown,20.01432470597745,22.980995475113133,2.006932429798716,green#?,,,0,20,1,image_px,observed,none
6416,107.04,7,white,2684,586,0.7885,0.3425,4.67,4.3,178.0,mid_range,0,25.5,7.8,7.0,none,18.5,18.5,2553.5,604.5,0,0,right,,317.0,208.0,417.0,352.0,3606,569,14.04,17.3,-4.14,0,74.12,17.12,16.62,0,0,0,1.0,unclassified,1,0.0,0.0,,,4,,0.0,2.5,paint_touch,,,0.0,0,unknown,20.01432470597745,22.980995475113133,2.006932429798716,white#?,,,0,20,1,image_px,observed,none
6416,107.04,8,white,2431,591,0.7142,0.3454,3.5,2.49,177.3,mid_range,0,32.5,4.4,7.0,none,18.5,18.5,2553.5,604.5,0,0,right,,146.0,241.0,228.0,424.0,3606,569,14.04,23.8,-3.28,0,67.13,17.27,22.96,0,0,0,1.0,unclassified,1,0.0,0.0,,,4,,0.0,2.5,paint_touch,,,0.0,0,unknown,20.01432470597745,22.980995475113133,2.006932429798716,white#?,,,0,20,1,image_px,observed,none
6416,107.04,9,white,1950,651,0.5729,0.3805,0.0,0.0,0.0,backcourt,0,45.8,3.3,13.4,none,18.5,18.5,2553.5,604.5,0,0,right,,556.0,208.0,670.0,297.0,3606,569,14.04,36.4,0.0,0,53.85,19.02,35.41,0,0,0,1.0,unclassified,1,0.0,0.0,,,4,,0.0,2.5,paint_touch,,,0.0,0,unknown,20.01432470597745,22.980995475113133,2.006932429798716,white#?,,,0,20,1,image_px,observed,none
6416,107.04,10,white,3149,590,0.9251,0.3448,0.0,-2.83,0.0,mid_range,0,12.6,0.9,12.8,none,18.5,18.5,2553.5,604.5,0,0,right,,498.0,335.0,583.0,520.0,3606,569,14.04,7.9,0.0,0,86.96,17.24,7.96,0,0,0,1.0,unclassified,1,0.0,0.0,,,4,,0.0,2.5,paint_touch,,,0.0,0,unknown,20.01432470597745,22.980995475113133,2.006932429798716,white#?,,,0,20,1,image_px,observed,none
6416,107.04,1,green,2280,638,0.6698,0.3729,0.0,0.0,0.0,3pt_arc,0,36.7,4.4,5.8,none,22.4,22.4,2619.0,619.0,0,0,right,,278.26083,66.82686,361.53928,223.8402,3606,569,14.04,27.5,0.0,0,62.96,18.64,26.56,0,0,0,0.933,unclassified,1,0.0,0.0,,,4,,0.0,2.5,paint_touch,,,0.0,0,unknown,20.01432470597745,22.980995475113133,2.006932429798716,green#?,,,0,20,1,image_px,observed,none
6416,107.04,3,green,2968,575,0.8719,0.3361,0.0,0.0,0.0,mid_range,0,17.6,5.0,5.4,none,22.4,22.4,2619.0,619.0,0,0,right,,476.94693,467.29996,571.7965,619.72784,3606,569,14.04,11.0,0.0,0,81.96,16.8,10.64,0,0,0,0.933,unclassified,1,0.0,0.0,,,4,,0.0,2.5,paint_touch,,,0.0,0,unknown,20.01432470597745,22.980995475113133,2.006932429798716,green#?,,,0,20,1,image_px,observed,none
6422,107.14,1,green,2280,638,0.6698,0.3729,0.0,0.0,0.0,3pt_arc,0,36.4,3.7,5.8,none,22.5,22.5,2614.2,619.5,0,0,right,,318.0,25.0,394.0,170.0,3598,569,8.0,27.5,0.0,0,62.96,18.64,26.56,0,0,0,1.0,unclassified,1,0.0,0.0,,,4,,0.0,2.6,paint_touch,,,0.0,0,unknown,-1.7050366850074357,23.30472543632837,1.0540925533894598,green#?,,,0,20,1,image_px,observed,none
6422,107.14,3,green,2968,575,0.8719,0.3361,0.0,0.0,0.0,mid_range,0,17.4,5.0,4.9,none,22.5,22.5,2614.2,619.5,0,0,right,,60.0,48.0,134.0,203.0,3598,569,8.0,11.0,0.0,0,81.96,16.8,10.64,0,0,0,1.0,unclassified,1,0.0,0.0,,,4,,0.0,2.6,paint_touch,,,0.0,0,unknown,-1.7050366850074357,23.30472543632837,1.0540925533894598,green#?,,,0,20,1,image_px,observed,none
