frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,ft_x,ft_y,dist_to_basket_ft,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,team_abbrev,dribble_count,lineup_id,homography_valid,coordinate_space,observation,calibration
3090,51.551,2,green,345,1416,0.1014,0.8276,0.0,0.0,0.0,mid_range,0,,4.1,13.7,none,81.4,81.4,1286.2,750.2,0,0,,,731.0,595.0,815.0,675.0,,,0.0,16.4,0.0,0,9.53,41.38,16.93,0,0,0,1.0,unclassified,0,0.0,0.0,,,4,,0.0,1.2,half_court,,,0.0,0,unknown,-4.427155187792898,160.95677933177944,0.5270462766947299,green#?,,,0,9,1,image_px,observed,none
3090,51.551,3,green,779,1174,0.2288,0.6861,1.9,-20.33,142.1,mid_range,0,,4.3,13.7,none,81.4,81.4,1286.2,750.2,0,0,,,659.0,231.0,764.0,432.0,,,0.0,19.4,0.81,0,21.51,34.31,18.74,0,0,0,1.0,unclassified,0,0.0,0.0,,,4,,0.0,1.2,half_court,,,0.0,0,unknown,-4.427155187792898,160.95677933177944,0.5270462766947299,green#?,,,0,9,1,image_px,observed,none
3090,51.551,4,green,2097,113,0.616,0.066,0.0,0.0,0.0,backcourt,0,,8.5,7.0,none,81.4,81.4,1286.2,750.2,0,0,,,439.0,283.0,598.0,481.0,,,0.0,37.9,0.0,0,57.91,3.3,37.71,0,0,0,1.0,unclassified,0,0.0,0.0,,,4,,0.0,1.2,half_court,,,0.0,0,unknown,-4.427155187792898,160.95677933177944,0.5270462766947299,green#?,,,0,9,1,image_px,observed,none
3090,51.551,7,white,1882,333,0.5529,0.1946,0.0,-0.75,0.0,backcourt,0,,1.5,34.0,none,2.8,2.8,1086.3,920.3,0,0,,,1097.0,275.0,1207.0,411.0,,,0.0,40.5,0.0,0,51.97,9.73,39.82,0,0,0,1.0,unclassified,0,0.0,0.0,,,4,,0.0,1.2,half_court,,,0.0,0,unknown,-4.427155187792898,160.95677933177944,0.5270462766947299,white#?,,,0,9,1,image_px,observed,none
3090,51.551,5,green,1924,298,0.5652,0.1742,0.0,0.0,0.0,backcourt,0,,1.5,7.0,none,81.4,81.4,1286.2,750.2,0,0,,,1091.0,276.7081,1205.0,412.77475,,,0.0,39.7,0.0,0,53.13,8.71,39.17,0,0,0,0.733,unclassified,0,0.0,0.0,,,4,,0.0,1.2,half_court,,,0.0,0,unknown,-4.427155187792898,160.95677933177944,0.5270462766947299,green#?,,,0,9,1,image_px,observed,none
3090,51.551,8,white,893,1066,0.2623,0.623,0.0,0.0,0.0,mid_range,0,,4.3,13.9,none,2.8,2.8,1086.3,920.3,0,0,,,422.10556,256.13986,621.29956,473.61746,,,0.0,21.2,0.0,0,24.66,31.15,20.36,0,0,0,0.733,unclassified,0,0.0,0.0,,,4,,0.0,1.2,half_court,,,0.0,0,unknown,-4.427155187792898,160.95677933177944,0.5270462766947299,white#?,,,0,9,1,image_px,observed,none
3090,51.551,6,white,484,1362,0.1422,0.796,10.64,-2.83,144.6,mid_range,0,,4.1,13.9,none,2.8,2.8,1086.3,920.3,0,0,,,426.4803,294.69864,584.0517,511.1558,,,0.0,16.7,-0.42,0,13.37,39.8,16.88,0,0,0,0.533,unclassified,0,0.0,0.0,,,4,,0.0,1.2,half_court,,,0.0,0,unknown,-4.427155187792898,160.95677933177944,0.5270462766947299,white#?,,,0,9,1,image_px,observed,none
3096,51.652,8,white,893,1066,0.2623,0.623,0.0,0.0,0.0,mid_range,0,,0.5,6.4,none,3.0,3.0,1177.0,857.0,0,0,,,273.0,-12.0,1004.0,667.0,,,0.0,21.2,0.0,0,24.66,31.15,20.36,0,0,0,1.0,unclassified,0,0.0,0.0,,,4,,0.0,1.3,half_court,,,0.0,0,unknown,-14.627281479043864,161.05608974358967,0.8975274678557507,white#?,,,0,10,1,image_px,observed,none
3096,51.652,3,green,887,1084,0.2606,0.6335,23.43,21.53,320.2,mid_range,0,,0.5,35.9,none,22.5,22.5,1636.0,498.3,0,0,,,650.29675,237.48965,752.24414,438.3278,,,0.0,21.2,-12.73,0,24.49,31.68,20.37,0,0,0,0.933,unclassified,0,0.0,0.0,,,4,,0.0,1.3,half_court,,,0.0,0,unknown,-14.627281479043864,161.05608974358967,0.8975274678557507,green#?,,,0,10,1,image_px,observed,none
3096,51.652,4,green,2097,113,0.616,0.066,0.0,0.0,0.0,backcourt,0,,6.9,7.0,none,22.5,22.5,1636.0,498.3,0,0,,,427.2233,274.10455,584.5605,491.04016,,,0.0,37.9,0.0,0,57.91,3.3,37.71,0,0,0,0.933,unclassified,0,0.0,0.0,,,4,,0.0,1.3,half_court,,,0.0,0,unknown,-14.627281479043864,161.05608974358967,0.8975274678557507,green#?,,,0,10,1,image_px,observed,none
