frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,ft_x,ft_y,dist_to_basket_ft,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,team_abbrev,dribble_count,lineup_id,homography_valid,coordinate_space,observation,calibration
5810,96.93,3,green,2943,749,0.8646,0.4378,20.46,8.2,230.0,paint,0,11.2,10.0,7.6,none,80.3,80.3,3006.5,804.2,1,0,right,11.0,401.0,196.0,495.0,372.0,3349,761,17.46,9.0,-17.57,0,81.27,21.89,8.1,0,0,38,1.0,fast_break,1,0.0,20.29630031239446,,,4,,0.0,0.0,fast_break,,,0.0,0,unknown,88.6486554275241,80.04493948942354,4.0034707164881045,green#?,,,0,29,1,image_px,observed,none
5810,96.93,5,green,3166,1143,0.9301,0.668,0.0,0.0,0.0,mid_range,0,11.7,6.3,10.1,none,80.3,80.3,3006.5,804.2,1,0,right,11.0,111.0,227.0,189.0,387.0,3349,761,17.46,8.3,0.0,0,87.43,33.4,8.5,0,0,38,1.0,fast_break,1,0.0,20.29630031239446,,,4,,0.0,0.0,fast_break,,,0.0,0,unknown,88.6486554275241,80.04493948942354,4.0034707164881045,green#?,,,0,29,1,image_px,observed,none
5810,96.93,9,white,3270,940,0.9606,0.5494,1.67,-19.74,53.1,restricted_area,0,5.4,4.7,17.5,none,,,2952.5,938.5,0,1,right,11.0,708.0,253.0,782.0,389.0,3349,761,17.46,2.4,-1.52,0,90.3,27.47,2.92,0,0,38,1.0,fast_break,1,0.0,20.29630031239446,,,4,,0.0,0.0,fast_break,,,0.0,0,unknown,88.6486554275241,80.04493948942354,4.0034707164881045,white#?,,,0,29,1,image_px,observed,none
5810,96.93,8,white,2635,937,0.7741,0.5476,0.0,0.0,0.0,mid_range,0,20.3,10.0,17.5,none,,,2952.5,938.5,0,1,right,11.0,1.0,46.0,81.0,197.0,3349,761,17.46,17.2,0.0,0,72.76,27.38,16.16,0,0,38,0.733,fast_break,1,0.0,20.29630031239446,,,4,,0.0,0.0,fast_break,,,0.0,0,unknown,88.6486554275241,80.04493948942354,4.0034707164881045,white#?,,,0,29,1,image_px,observed,none
5810,96.93,4,green,2701,546,0.7935,0.3191,0.0,-1.27,0.0,mid_range,1,18.9,11.0,8.7,none,80.3,80.3,3006.5,804.2,1,0,right,11.0,823.0,115.0,891.0,226.0,3349,761,17.46,17.4,0.0,0,74.59,15.96,16.8,0,0,38,0.467,fast_break,1,0.0,20.29630031239446,,,4,,0.0,0.0,fast_break,,,0.0,0,unknown,88.6486554275241,80.04493948942354,4.0034707164881045,green#?,,,0,29,1,image_px,observed,none
5816,97.03,5,green,3166,1143,0.9301,0.668,0.0,0.0,0.0,mid_range,0,11.7,5.7,10.1,none,42.5,42.5,3103.7,895.0,1,0,right,,105.0,226.0,180.0,386.0,3336,755,14.32,8.3,0.0,0,87.43,33.4,8.5,0,0,39,1.0,hand_off,1,0.0,20.196200320837555,,,4,,0.0,0.0,paint_touch,,,0.0,0,unknown,88.79424589581467,85.04036852938088,3.5,green#?,,,0,30,1,image_px,observed,none
5816,97.03,3,green,2929,763,0.8605,0.4459,3.3,-17.16,135.0,paint,0,11.2,9.4,7.9,none,42.5,42.5,3103.7,895.0,1,0,right,,401.0,196.0,495.0,372.0,3336,755,14.32,9.2,-1.6,0,80.88,22.3,8.32,0,0,39,0.933,hand_off,1,0.0,20.196200320837555,,,4,,0.0,0.0,paint_touch,,,0.0,0,unknown,88.79424589581467,85.04036852938088,3.5,green#?,,,0,30,1,image_px,observed,none
5816,97.03,9,white,3277,971,0.9627,0.5675,5.3,3.63,77.3,restricted_area,0,6.2,5.6,17.8,none,,,2956.0,954.0,0,1,right,,709.58746,254.09,783.7614,390.00302,3336,755,14.32,3.3,-5.3,0,90.49,28.38,3.8,0,0,39,0.933,hand_off,1,0.0,20.196200320837555,,,4,,0.0,0.0,paint_touch,,,0.0,0,unknown,88.79424589581467,85.04036852938088,3.5,white#?,,,0,30,1,image_px,observed,none
5816,97.03,8,white,2635,937,0.7741,0.5476,0.0,0.0,0.0,mid_range,0,20.0,9.4,17.8,none,,,2956.0,954.0,0,1,right,,1.0,46.0,81.0,197.0,3336,755,14.32,17.2,0.0,0,72.76,27.38,16.16,0,0,39,0.667,hand_off,1,0.0,20.196200320837555,,,4,,0.0,0.0,paint_touch,,,0.0,0,unknown,88.79424589581467,85.04036852938088,3.5,white#?,,,0,30,1,image_px,observed,none
6158,102.736,1,green,2782,782,0.8173,0.457,0.0,0.0,0.0,paint,0,29.1,,,none,,,2782.0,782.0,1,0,right,,644.0,-14.0,886.0,336.0,3779,1124,26.08,13.1,0.0,0,76.82,22.85,12.12,0,0,96,0.867,cut,1,0.0,14.490500802093887,,,4,,0.0,0.7,paint_touch,,,0.0,0,unknown,-48.45499018302677,293.66067767146427,2.1921577396609844,green#?,,,0,51,1,image_px,observed,none
