frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,ft_x,ft_y,dist_to_basket_ft,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,team_abbrev,dribble_count,lineup_id,homography_valid,coordinate_space,observation,calibration
1053,35.135,1,green,212,1406,0.0623,0.8217,0.0,0.0,0.0,mid_range,0,34.8,32.1,30.3,none,211.2,211.2,423.8,525.2,0,0,left,,530.0,645.0,668.0,903.0,135.0,147.0,4.12,15.3,0.0,0,5.85,41.09,16.1,0,0,50,1.0,cut,0,0.0,19.0951,,,4,,0.0,3.9,half_court,,,0.0,0,unknown,-39.85380636315991,351.2980616762283,2.748737083745107,green#?,,,0,37,1,image_px,observed,none
1053,35.135,2,green,592,377,0.1739,0.2203,1.05,-1.97,108.4,mid_range,0,14.1,5.9,4.7,none,211.2,211.2,423.8,525.2,0,0,left,,1215.0,495.0,1365.0,800.0,135.0,147.0,4.12,17.9,0.96,0,16.35,11.02,17.85,0,0,50,1.0,cut,0,0.0,19.0951,,,4,,0.0,3.9,half_court,,,0.0,0,unknown,-39.85380636315991,351.2980616762283,2.748737083745107,green#?,,,0,37,1,image_px,observed,none
1053,35.135,3,green,223,296,0.0655,0.173,12.29,0.68,139.4,mid_range,0,4.8,5.7,4.8,none,211.2,211.2,423.8,525.2,0,0,left,,463.0,384.0,684.0,654.0,135.0,147.0,4.12,15.6,9.09,0,6.16,8.65,16.38,0,0,50,1.0,cut,0,0.0,19.0951,,,4,,0.0,3.9,half_court,,,0.0,0,unknown,-39.85380636315991,351.2980616762283,2.748737083745107,green#?,,,0,37,1,image_px,observed,none
1053,35.135,4,green,397,305,0.1166,0.1783,5.27,3.78,325.3,mid_range,0,8.4,3.9,4.8,none,211.2,211.2,423.8,525.2,0,0,left,,809.0,464.0,1014.0,670.0,135.0,147.0,4.12,16.6,-4.5,0,10.96,8.91,17.07,0,0,50,1.0,cut,0,0.0,19.0951,,,4,,0.0,3.9,half_court,,,0.0,0,unknown,-39.85380636315991,351.2980616762283,2.748737083745107,green#?,,,0,37,1,image_px,observed,none
1053,35.135,5,green,695,242,0.2042,0.1414,0.75,-0.45,116.6,mid_range,0,15.7,3.3,4.7,none,211.2,211.2,423.8,525.2,0,0,left,,1399.0,302.0,1507.0,555.0,135.0,147.0,4.12,22.6,0.72,0,19.19,7.07,22.71,0,0,50,1.0,cut,0,0.0,19.0951,,,4,,0.0,3.9,half_court,,,0.0,0,unknown,-39.85380636315991,351.2980616762283,2.748737083745107,green#?,,,0,37,1,image_px,observed,none
1053,35.135,8,white,482,192,0.1416,0.1122,24.72,-78.81,169.9,mid_range,0,9.7,3.9,3.7,none,3.0,3.0,370.7,203.3,0,0,left,,991.0,151.0,1099.0,460.0,135.0,147.0,4.12,20.4,14.69,0,13.31,5.61,21.0,0,0,50,1.0,cut,0,0.0,19.0951,,,4,,0.0,3.9,half_court,,,0.0,0,unknown,-39.85380636315991,351.2980616762283,2.748737083745107,white#?,,,0,37,1,image_px,observed,none
1053,35.135,9,white,610,157,0.1792,0.0918,3.07,1.18,12.5,mid_range,0,13.1,3.3,3.7,none,3.0,3.0,370.7,203.3,0,0,left,,1230.0,187.0,1329.0,395.0,135.0,147.0,4.12,23.0,-1.08,0,16.84,4.59,23.48,0,0,50,1.0,cut,0,0.0,19.0951,,,4,,0.0,3.9,half_court,,,0.0,0,unknown,-39.85380636315991,351.2980616762283,2.748737083745107,white#?,,,0,37,1,image_px,observed,none
1053,35.135,10,white,20,261,0.0059,0.1525,4.47,-83.64,153.4,mid_range,0,4.5,5.7,12.9,none,3.0,3.0,370.7,203.3,0,0,left,,90.0,330.0,221.0,587.0,135.0,147.0,4.12,16.8,1.08,0,0.55,7.63,18.0,0,0,50,1.0,cut,0,0.0,19.0951,,,4,,0.0,3.9,half_court,,,0.0,0,unknown,-39.85380636315991,351.2980616762283,2.748737083745107,white#?,,,0,37,1,image_px,observed,none
1056,35.235,2,green,594,380,0.1745,0.2221,1.2,0.15,56.3,mid_range,0,14.3,6.0,4.8,none,24.8,24.8,477.5,310.2,0,0,left,,1222.0,498.0,1366.0,805.0,134.0,146.0,1.41,17.9,0.28,0,16.4,11.1,17.82,0,0,51,1.0,cut,0,0.0,18.995,,,4,,0.0,4.0,half_court,,,0.0,0,unknown,-46.5202116991371,351.5480771014227,1.4907119849998598,green#?,,,0,38,1,image_px,observed,none
1056,35.235,3,green,205,304,0.0602,0.1777,6.57,-5.72,156.0,mid_range,0,4.8,5.4,5.6,none,24.8,24.8,477.5,310.2,0,0,left,,444.0,459.0,637.0,670.0,134.0,146.0,1.41,15.3,3.22,0,5.66,8.88,16.12,0,0,51,1.0,cut,0,0.0,18.995,,,4,,0.0,4.0,half_court,,,0.0,0,unknown,-46.5202116991371,351.5480771014227,1.4907119849998598,green#?,,,0,38,1,image_px,observed,none
