event_id,event_date,y,p_base,p_recalibrated_s05,standin_loss,loss_base,loss_recalibrated,paired_loss_differential,away_team,home_team,away_team
0022400092,2024-10-26,1.0,0.4250793238751773,0.4250793238751773,0.33053378383582327,0.33053378383582327,0.33053378383582327,0.0,ORL,MEM,ORL
0022400090,2024-10-26,0.0,0.31231807729277067,0.31231807729277067,0.09754258140385308,0.09754258140385308,0.09754258140385308,0.0,CLE,WAS,CLE
0022400089,2024-10-26,0.0,0.16979399802230752,0.16979399802230752,0.02883000176439937,0.02883000176439937,0.02883000176439937,0.0,BOS,DET,BOS
0022400098,2024-10-27,1.0,0.44910990801451295,0.44910990801451295,0.3034798934477784,0.3034798934477784,0.3034798934477784,0.0,MIL,BKN,MIL
0022400101,2024-10-27,0.0,0.6378551923134463,0.6378551923134463,0.4068592463612236,0.4068592463612236,0.4068592463612236,0.0,LAC,GSW,LAC
0022400099,2024-10-27,1.0,0.2972353184894535,0.2972353184894535,0.49387819757861984,0.49387819757861984,0.49387819757861984,0.0,NOP,POR,NOP
0022400097,2024-10-27,0.0,0.6461831354586526,0.6461831354586526,0.41755264455117536,0.41755264455117536,0.41755264455117536,0.0,PHI,IND,PHI
0022400100,2024-10-27,1.0,0.7816495958548971,0.7816495958548971,0.04767689899032976,0.04767689899032976,0.04767689899032976,0.0,ATL,OKC,ATL
0022400102,2024-10-28,1.0,0.6015915967695893,0.6015915967695893,0.15872925576460553,0.15872925576460553,0.15872925576460553,0.0,IND,ORL,IND
0022400103,2024-10-28,0.0,0.7948620104286835,0.7948620104286835,0.6318056156227286,0.6318056156227286,0.6318056156227286,0.0,WAS,ATL,WAS
0022400106,2024-10-28,0.0,0.649152389293977,0.649152389293977,0.4213988245260791,0.4213988245260791,0.4213988245260791,0.0,CLE,NYK,CLE
0022400107,2024-10-28,0.0,0.3164247375961525,0.3164247375961525,0.10012461456279398,0.10012461456279398,0.10012461456279398,0.0,DEN,TOR,DEN
0022400108,2024-10-28,0.0,0.5043114444757889,0.5043114444757889,0.2543300330292567,0.2543300330292567,0.2543300330292567,0.0,CHI,MEM,CHI
0022400109,2024-10-28,0.0,0.5046743932207356,0.5046743932207356,0.25469624317271766,0.25469624317271766,0.25469624317271766,0.0,HOU,SAS,HOU
0022400110,2024-10-28,1.0,0.8128281793344422,0.8128281793344422,0.03503329045125974,0.03503329045125974,0.03503329045125974,0.0,UTA,DAL,UTA
0022400111,2024-10-28,1.0,0.6131923375071765,0.6131923375071765,0.14962016776316206,0.14962016776316206,0.14962016776316206,0.0,LAL,PHX,LAL
0022400112,2024-10-28,1.0,0.7843025181675178,0.7843025181675178,0.04652540366887397,0.04652540366887397,0.04652540366887397,0.0,POR,SAC,POR
0022400104,2024-10-28,1.0,0.7781712998434701,0.7781712998434701,0.049207972213135644,0.049207972213135644,0.049207972213135644,0.0,MIL,BOS,MIL
0022400105,2024-10-28,1.0,0.8466106080264386,0.8466106080264386,0.023528305570018858,0.023528305570018858,0.023528305570018858,0.0,DET,MIA,DET
0022400113,2024-10-29,0.0,0.38818146320555685,0.38818146320555685,0.15068484837640708,0.15068484837640708,0.15068484837640708,0.0,DEN,BKN,DEN
0022400114,2024-10-29,0.0,0.6285878578740465,0.6285878578740465,0.39512269506668246,0.39512269506668246,0.39512269506668246,0.0,DAL,MIN,DAL
0022400115,2024-10-29,0.0,0.43233722491808013,0.43233722491808013,0.1869154760498666,0.1869154760498666,0.1869154760498666,0.0,SAC,UTA,SAC
0022400116,2024-10-29,1.0,0.6171863303670866,0.6171863303670866,0.14654630565781737,0.14654630565781737,0.14654630565781737,0.0,NOP,GSW,NOP
0022400124,2024-10-30,0.0,0.5872642954412434,0.5872642954412434,0.34487935270009995,0.34487935270009995,0.34487935270009995,0.0,BKN,MEM,BKN
0022400123,2024-10-30,1.0,0.5653396053034457,0.5653396053034457,0.18892965871776435,0.18892965871776435,0.18892965871776435,0.0,ORL,CHI,ORL
0022400125,2024-10-30,1.0,0.8522753594772491,0.8522753594772491,0.02182256941757598,0.02182256941757598,0.02182256941757598,0.0,SAS,OKC,SAS
0022400127,2024-10-30,0.0,0.8398245053300785,0.8398245053300785,0.705305199752911,0.705305199752911,0.705305199752911,0.0,POR,LAC,POR
0022400126,2024-10-30,1.0,0.6377862546476721,0.6377862546476721,0.13119879732216103,0.13119879732216103,0.13119879732216103,0.0,NOP,GSW,NOP
0022400120,2024-10-30,0.0,0.8495843563776134,0.8495843563776134,0.7217935786015637,0.7217935786015637,0.7217935786015637,0.0,DET,PHI,DET
0022400122,2024-10-30,0.0,0.5662591313232802,0.5662591313232802,0.3206494038069959,0.3206494038069959,0.3206494038069959,0.0,NYK,MIA,NYK
0022400119,2024-10-30,1.0,0.400021705501337,0.400021705501337,0.3599739538695244,0.3599739538695244,0.3599739538695244,0.0,BOS,IND,BOS
0022400118,2024-10-30,1.0,0.5708275550957567,0.5708275550957567,0.18418898746508577,0.18418898746508577,0.18418898746508577,0.0,LAL,CLE,LAL
0022400117,2024-10-30,1.0,0.6272262786492689,0.6272262786492689,0.1389602473296725,0.1389602473296725,0.1389602473296725,0.0,TOR,CHA,TOR
0022400121,2024-10-30,1.0,0.4264183042418958,0.4264183042418958,0.32899596170874235,0.32899596170874235,0.32899596170874235,0.0,ATL,WAS,ATL
0022400128,2024-10-31,1.0,0.4380677861886118,0.4380677861886118,0.31576781291896777,0.31576781291896777,0.31576781291896777,0.0,MIL,MEM,MIL
0022400129,2024-10-31,0.0,0.7268258004666782,0.7268258004666782,0.5282757442240276,0.5282757442240276,0.5282757442240276,0.0,HOU,DAL,HOU
0022400131,2024-10-31,0.0,0.5370702836807657,0.5370702836807657,0.28844448961293817,0.28844448961293817,0.28844448961293817,0.0,PHX,LAC,PHX
0022400130,2024-10-31,0.0,0.5828150444898538,0.5828150444898538,0.33967337608371023,0.33967337608371023,0.33967337608371023,0.0,SAS,UTA,SAS
0022400133,2024-11-01,1.0,0.6581841495316746,0.6581841495316746,0.1168380756313846,0.1168380756313846,0.1168380756313846,0.0,ORL,CLE,ORL
0022400134,2024-11-01,0.0,0.26759370106876673,0.26759370106876673,0.07160638885168048,0.07160638885168048,0.07160638885168048,0.0,NYK,DET,NYK
0022400135,2024-11-01,0.0,0.5044290598151207,0.5044290598151207,0.2544486763859666,0.2544486763859666,0.2544486763859666,0.0,SAC,ATL,SAC
0022400136,2024-11-01,1.0,0.5008792556570489,0.5008792556570489,0.2491215174334615,0.2491215174334615,0.2491215174334615,0.0,CHI,BKN,CHI
0022400138,2024-11-01,1.0,0.6180241087716865,0.6180241087716865,0.14590558147966443,0.14590558147966443,0.14590558147966443,0.0,IND,NOP,IND
0022400139,2024-11-01,1.0,0.583385709935742,0.583385709935742,0.17356746668574569,0.17356746668574569,0.17356746668574569,0.0,DEN,MIN,DEN
0022400140,2024-11-01,0.0,0.2570114056099673,0.2570114056099673,0.06605486261361114,0.06605486261361114,0.06605486261361114,0.0,OKC,POR,OKC
0022400132,2024-11-01,0.0,0.2471592656725342,0.2471592656725342,0.06108770260778635,0.06108770260778635,0.06108770260778635,0.0,BOS,CHA,BOS
0022400137,2024-11-01,0.0,0.3108438067054,0.3108438067054,0.0966238721671041,0.0966238721671041,0.0966238721671041,0.0,LAL,TOR,LAL
0022400148,2024-11-02,1.0,0.8452219031053368,0.8452219031053368,0.023956259278333735,0.023956259278333735,0.023956259278333735,0.0,UTA,DEN,UTA
0022400149,2024-11-02,1.0,0.8634099647073806,0.8634099647073806,0.018656837741239007,0.018656837741239007,0.018656837741239007,0.0,POR,PHX,POR
0022400141,2024-11-02,0.0,0.23672282521248364,0.23672282521248364,0.05603769597658008,0.05603769597658008,0.05603769597658008,0.0,BOS,CHA,BOS
0022400142,2024-11-02,0.0,0.7344054759977732,0.7344054759977732,0.5393514031755158,0.5393514031755158,0.5393514031755158,0.0,MEM,PHI,MEM
0022400150,2024-11-02,0.0,0.4683107134740455,0.4683107134740455,0.21931492435456956,0.21931492435456956,0.21931492435456956,0.0,OKC,LAC,OKC
0022400143,2024-11-02,1.0,0.3559555408276931,0.3559555408276931,0.4147932653905493,0.4147932653905493,0.4147932653905493,0.0,SAC,TOR,SAC
0022400144,2024-11-02,0.0,0.5082297549699305,0.5082297549699305,0.25829748383679557,0.25829748383679557,0.25829748383679557,0.0,GSW,HOU,GSW
0022400145,2024-11-02,0.0,0.5184054070212185,0.5184054070212185,0.2687441660288352,0.2687441660288352,0.2687441660288352,0.0,CLE,MIL,CLE
0022400146,2024-11-02,1.0,0.35884035356041577,0.35884035356041577,0.41108569222253266,0.41108569222253266,0.41108569222253266,0.0,MIN,SAS,MIN
0022400151,2024-11-03,0.0,0.7684792639817121,0.7684792639817121,0.5905603791698739,0.5905603791698739,0.5905603791698739,0.0,DET,BKN,DET
0022400152,2024-11-03,0.0,0.7468116594921593,0.7468116594921593,0.5577276547534329,0.5577276547534329,0.5577276547534329,0.0,ATL,NOP,ATL
0022400153,2024-11-03,1.0,0.680078490194645,0.680078490194645,0.1023497724361379,0.1023497724361379,0.1023497724361379,0.0,ORL,DAL,ORL
0022400158,2024-11-04,1.0,0.6171053763397595,0.6171053763397595,0.1466082928279172,0.1466082928279172,0.1466082928279172,0.0,MEM,BKN,MEM
0022400157,2024-11-04,0.0,0.3114205436914043,0.3114205436914043,0.09698275503304986,0.09698275503304986,0.09698275503304986,0.0,BOS,ATL,BOS
0022400168,2024-11-04,1.0,0.7421003742016601,0.7421003742016601,0.06651221698692375,0.06651221698692375,0.06651221698692375,0.0,SAS,LAC,SAS
0022400167,2024-11-04,1.0,0.7533894457713094,0.7533894457713094,0.06081676545698195,0.06081676545698195,0.06081676545698195,0.0,PHI,PHX,PHI
0022400166,2024-11-04,1.0,0.8503304563179311,0.8503304563179311,0.022400972305998718,0.022400972305998718,0.022400972305998718,0.0,TOR,DEN,TOR
0022400165,2024-11-04,0.0,0.677611815187812,0.677611815187812,0.4591577720821215,0.4591577720821215,0.4591577720821215,0.0,IND,DAL,IND
0022400164,2024-11-04,0.0,0.8052356789243373,0.8052356789243373,0.6484044986127385,0.6484044986127385,0.6484044986127385,0.0,POR,NOP,POR
0022400162,2024-11-04,1.0,0.8272235275034843,0.8272235275034843,0.02985170944833926,0.02985170944833926,0.02985170944833926,0.0,CHA,MIN,CHA
0022400163,2024-11-04,1.0,0.7710308106564854,0.7710308106564854,0.05242688966862625,0.05242688966862625,0.05242688966862625,0.0,ORL,OKC,ORL
0022400160,2024-11-04,0.0,0.7730610001008598,0.7730610001008598,0.5976233098769415,0.5976233098769415,0.5976233098769415,0.0,UTA,CHI,UTA
0022400159,2024-11-04,0.0,0.6181332805413299,0.6181332805413299,0.3820887525127864,0.3820887525127864,0.3820887525127864,0.0,SAC,MIA,SAC
0022400154,2024-11-04,1.0,0.7151836310242974,0.7151836310242974,0.08112036403650358,0.08112036403650358,0.08112036403650358,0.0,MIL,CLE,MIL
0022400155,2024-11-04,0.0,0.265357124346408,0.265357124346408,0.07041440344139505,0.07041440344139505,0.07041440344139505,0.0,GSW,WAS,GSW
0022400156,2024-11-04,1.0,0.2700647110085549,0.2700647110085549,0.5328055261150245,0.5328055261150245,0.5328055261150245,0.0,LAL,DET,LAL
0022400161,2024-11-04,1.0,0.4974689644028147,0.4974689644028147,0.2525374417383795,0.2525374417383795,0.2525374417383795,0.0,NYK,HOU,NYK
0022400174,2024-11-06,1.0,0.3991940215424267,0.3991940215424267,0.36096782375036196,0.36096782375036196,0.36096782375036196,0.0,LAL,MEM,LAL
0022400177,2024-11-06,1.0,0.5258412977035543,0.5258412977035543,0.22482647496344946,0.22482647496344946,0.22482647496344946,0.0,OKC,DEN,OKC
0022400176,2024-11-06,1.0,0.7098405079345793,0.7098405079345793,0.08419253083566293,0.08419253083566293,0.08419253083566293,0.0,CHI,DAL,CHI
0022400175,2024-11-06,0.0,0.5124179419220828,0.5124179419220828,0.262572147203663,0.262572147203663,0.262572147203663,0.0,CLE,NOP,CLE
0022400173,2024-11-06,1.0,0.7233813189419099,0.7233813189419099,0.07651789471031735,0.07651789471031735,0.07651789471031735,0.0,SAS,HOU,SAS
0022400180,2024-11-06,1.0,0.8034572646778848,0.8034572646778848,0.038629046807899026,0.038629046807899026,0.038629046807899026,0.0,TOR,SAC,TOR
0022400171,2024-11-06,1.0,0.4375890413656829,0.4375890413656829,0.31630608639197155,0.31630608639197155,0.31630608639197155,0.0,NYK,ATL,NYK
0022400170,2024-11-06,1.0,0.6517735342491394,0.6517735342491394,0.12126167144933528,0.12126167144933528,0.12126167144933528,0.0,ORL,IND,ORL
0022400169,2024-11-06,1.0,0.6476812257138334,0.6476812257138334,0.12412851871450684,0.12412851871450684,0.12412851871450684,0.0,DET,CHA,DET
0022400178,2024-11-06,1.0,0.7398813980639963,0.7398813980639963,0.06766168707314113,0.06766168707314113,0.06766168707314113,0.0,MIA,PHX,MIA
0022400172,2024-11-06,0.0,0.7087555779438153,0.7087555779438153,0.5023344692664716,0.5023344692664716,0.5023344692664716,0.0,GSW,BOS,GSW
0022400179,2024-11-06,1.0,0.6665476296319499,0.6665476296319499,0.11119048330407125,0.11119048330407125,0.11119048330407125,0.0,PHI,LAC,PHI
0022400183,2024-11-07,1.0,0.6500922372522384,0.6500922372522384,0.1224354424311438,0.1224354424311438,0.1224354424311438,0.0,POR,SAS,POR
0022400182,2024-11-07,1.0,0.7444918015331031,0.7444918015331031,0.06528443948379917,0.06528443948379917,0.06528443948379917,0.0,UTA,MIL,UTA
0022400181,2024-11-07,0.0,0.47106559149786215,0.47106559149786215,0.22190279149323072,0.22190279149323072,0.22190279149323072,0.0,MIN,CHI,MIN
0022400192,2024-11-08,1.0,0.7640432821073126,0.7640432821073126,0.05567557271868924,0.05567557271868924,0.05567557271868924,0.0,HOU,OKC,HOU
0022400184,2024-11-08,1.0,0.3732566558597906,0.3732566558597906,0.39280721942405294,0.39280721942405294,0.39280721942405294,0.0,IND,CHA,IND
0022400185,2024-11-08,1.0,0.43659755690512037,0.43659755690512037,0.3174223128852791,0.3174223128852791,0.3174223128852791,0.0,ATL,DET,ATL
0022400186,2024-11-08,1.0,0.596790160033498,0.596790160033498,0.16257817504581212,0.16257817504581212,0.16257817504581212,0.0,NOP,ORL,NOP
0022400187,2024-11-08,1.0,0.8455855810339581,0.8455855810339581,0.023843812784620323,0.023843812784620323,0.023843812784620323,0.0,BKN,BOS,BKN
0022400188,2024-11-08,1.0,0.5907928334140666,0.5907928334140666,0.1674505051852878,0.1674505051852878,0.1674505051852878,0.0,GSW,CLE,GSW
0022400193,2024-11-08,1.0,0.840995343917738,0.840995343917738,0.025282480655838418,0.025282480655838418,0.025282480655838418,0.0,POR,MIN,POR
0022400194,2024-11-08,1.0,0.727867695357865,0.727867695357865,0.07405599122983977,0.07405599122983977,0.07405599122983977,0.0,MIA,DEN,MIA
0022400195,2024-11-08,1.0,0.6956863703513353,0.6956863703513353,0.09260678518994467,0.09260678518994467,0.09260678518994467,0.0,PHI,LAL,PHI
0022400196,2024-11-08,0.0,0.5970050390731644,0.5970050390731644,0.35641501667875053,0.35641501667875053,0.35641501667875053,0.0,LAC,SAC,LAC
0022400190,2024-11-08,0.0,0.5344970495187371,0.5344970495187371,0.2856870959442353,0.2856870959442353,0.2856870959442353,0.0,PHX,DAL,PHX
0022400191,2024-11-08,1.0,0.7316416844477821,0.7316416844477821,0.07201618552602375,0.07201618552602375,0.07201618552602375,0.0,WAS,MEM,WAS
0022400189,2024-11-08,1.0,0.6851126554449009,0.6851126554449009,0.09915403976096172,0.09915403976096172,0.09915403976096172,0.0,MIL,NYK,MIL
0022400198,2024-11-09,0.0,0.572581297248639,0.572581297248639,0.32784934195893434,0.32784934195893434,0.32784934195893434,0.0,CHI,ATL,CHI
0022400199,2024-11-09,1.0,0.8031930344736503,0.8031930344736503,0.0387329816796898,0.0387329816796898,0.0387329816796898,0.0,BKN,CLE,BKN
0022400197,2024-11-09,0.0,0.66499552222176,0.66499552222176,0.4422190445749912,0.4422190445749912,0.4422190445749912,0.0,UTA,SAS,UTA
0022400200,2024-11-09,1.0,0.8272872494994322,0.8272872494994322,0.029829694185471375,0.029829694185471375,0.029829694185471375,0.0,TOR,LAC,TOR
0022400201,2024-11-10,0.0,0.38069718060498176,0.38069718060498176,0.1449303433205821,0.1449303433205821,0.1449303433205821,0.0,HOU,DET,HOU
0022400203,2024-11-10,1.0,0.570997491626549,0.570997491626549,0.1840431521907129,0.1840431521907129,0.1840431521907129,0.0,NYK,IND,NYK
0022400204,2024-11-10,1.0,0.8163601111294054,0.8163601111294054,0.03372360878440432,0.03372360878440432,0.03372360878440432,0.0,WAS,ORL,WAS
0022400205,2024-11-10,1.0,0.7157665879137765,0.7157665879137765,0.08078863254617696,0.08078863254617696,0.08078863254617696,0.0,CHA,PHI,CHA
0022400206,2024-11-10,0.0,0.7189504428798885,0.7189504428798885,0.5168897393171878,0.5168897393171878,0.5168897393171878,0.0,MIA,MIN,MIA
0022400207,2024-11-10,0.0,0.6693427551622535,0.6693427551622535,0.44801972388819644,0.44801972388819644,0.44801972388819644,0.0,GSW,OKC,GSW
0022400208,2024-11-10,1.0,0.6700089184603739,0.6700089184603739,0.10889411389569215,0.10889411389569215,0.10889411389569215,0.0,DAL,DEN,DAL
0022400202,2024-11-10,0.0,0.364981161268299,0.364981161268299,0.13321124808075607,0.13321124808075607,0.13321124808075607,0.0,BOS,MIL,BOS
0022400210,2024-11-10,0.0,0.5168771481336794,0.5168771481336794,0.2671619862628055,0.2671619862628055,0.2671619862628055,0.0,MEM,POR,MEM
0022400211,2024-11-10,1.0,0.8334332375737004,0.8334332375737004,0.027744486345179346,0.027744486345179346,0.027744486345179346,0.0,TOR,LAL,TOR
0022400209,2024-11-10,0.0,0.7473921039424604,0.7473921039424604,0.5585949570355375,0.5585949570355375,0.5585949570355375,0.0,SAC,PHX,SAC
0022400212,2024-11-11,0.0,0.42958343512867053,0.42958343512867053,0.1845419277369487,0.1845419277369487,0.1845419277369487,0.0,CLE,CHI,CLE
0022400213,2024-11-11,1.0,0.8264469262523805,0.8264469262523805,0.030120669407246663,0.030120669407246663,0.030120669407246663,0.0,WAS,HOU,WAS
0022400214,2024-11-11,0.0,0.6962913232348258,0.6962913232348258,0.4848216068121046,0.4848216068121046,0.4848216068121046,0.0,BKN,NOP,BKN
0022400215,2024-11-11,1.0,0.7057682684149859,0.7057682684149859,0.08657231187151582,0.08657231187151582,0.08657231187151582,0.0,LAC,OKC,LAC
0022400216,2024-11-11,1.0,0.42051675663836463,0.42051675663836463,0.33580082933692035,0.33580082933692035,0.33580082933692035,0.0,SAC,SAS,SAC
0022400002,2024-11-12,1.0,0.3600108062530632,0.3600108062530632,0.4095861681128543,0.4095861681128543,0.4095861681128543,0.0,MIA,DET,MIA
0022400003,2024-11-12,1.0,0.7598484410352087,0.7598484410352087,0.05767277127321965,0.05767277127321965,0.05767277127321965,0.0,CHA,ORL,CHA
0022400004,2024-11-12,0.0,0.5106620134267296,0.5106620134267296,0.2607756919570413,0.2607756919570413,0.2607756919570413,0.0,NYK,PHI,NYK
0022400005,2024-11-12,1.0,0.7671812199196102,0.7671812199196102,0.054204584358120915,0.054204584358120915,0.054204584358120915,0.0,TOR,MIL,TOR
0022400006,2024-11-12,0.0,0.2909357466843298,0.2909357466843298,0.08464360869876852,0.08464360869876852,0.08464360869876852,0.0,PHX,UTA,PHX
0022400007,2024-11-12,1.0,0.6848702684301035,0.6848702684301035,0.09930674771931505,0.09930674771931505,0.09930674771931505,0.0,DAL,GSW,DAL
0022400008,2024-11-12,1.0,0.30916670133698826,0.30916670133698826,0.4772506465416179,0.4772506465416179,0.4772506465416179,0.0,MIN,POR,MIN
0022400001,2024-11-12,0.0,0.8562405804990416,0.8562405804990416,0.7331479316933358,0.7331479316933358,0.7331479316933358,0.0,ATL,BOS,ATL
0022400226,2024-11-13,1.0,0.34412896648536734,0.34412896648536734,0.4301668126035525,0.4301668126035525,0.4301668126035525,0.0,MIN,POR,MIN
0022400225,2024-11-13,1.0,0.7519938617101405,0.7519938617101405,0.06150704462944892,0.06150704462944892,0.06150704462944892,0.0,MEM,LAL,MEM
0022400224,2024-11-13,1.0,0.7324149761860417,0.7324149761860417,0.07160174496951664,0.07160174496951664,0.07160174496951664,0.0,WAS,SAS,WAS
0022400222,2024-11-13,1.0,0.564107553136854,0.564107553136854,0.19000222523234056,0.19000222523234056,0.19000222523234056,0.0,LAC,HOU,LAC
0022400221,2024-11-13,1.0,0.788773100848032,0.788773100848032,0.044616802925355664,0.044616802925355664,0.044616802925355664,0.0,NOP,OKC,NOP
0022400220,2024-11-13,0.0,0.4044424091380063,0.4044424091380063,0.16357366230935447,0.16357366230935447,0.16357366230935447,0.0,CLE,PHI,CLE
0022400219,2024-11-13,0.0,0.7201870274001837,0.7201870274001837,0.518669354435513,0.518669354435513,0.518669354435513,0.0,CHI,NYK,CHI
0022400218,2024-11-13,0.0,0.32149744065190894,0.32149744065190894,0.1033606043457277,0.1033606043457277,0.1033606043457277,0.0,BOS,BKN,BOS
0022400223,2024-11-13,1.0,0.7690308039608926,0.7690308039608926,0.05334676951895161,0.05334676951895161,0.05334676951895161,0.0,DET,MIL,DET
0022400227,2024-11-13,1.0,0.4655829012540279,0.4655829012540279,0.2856016354320621,0.2856016354320621,0.2856016354320621,0.0,PHX,SAC,PHX
0022400217,2024-11-13,1.0,0.5710003931327111,0.5710003931327111,0.18404066269228841,0.18404066269228841,0.18404066269228841,0.0,IND,ORL,IND
0022400228,2024-11-14,1.0,0.37431310458799677,0.37431310458799677,0.391484091090311,0.391484091090311,0.391484091090311,0.0,DAL,UTA,DAL
0022400011,2024-11-15,0.0,0.603688540389906,0.603688540389906,0.36443985379809524,0.36443985379809524,0.36443985379809524,0.0,DET,TOR,DET
0022400019,2024-11-15,1.0,0.8137997968074018,0.8137997968074018,0.03467051566896487,0.03467051566896487,0.03467051566896487,0.0,MEM,GSW,MEM
0022400020,2024-11-15,0.0,0.5909172092554751,0.5909172092554751,0.3491831481942789,0.3491831481942789,0.3491831481942789,0.0,MIN,SAC,MIN
0022400016,2024-11-15,1.0,0.5886088349140363,0.5886088349140363,0.16924269071078668,0.16924269071078668,0.16924269071078668,0.0,LAC,HOU,LAC
0022400015,2024-11-15,0.0,0.403592377937571,0.403592377937571,0.16288680752930318,0.16288680752930318,0.16288680752930318,0.0,LAL,SAS,LAL
0022400014,2024-11-15,1.0,0.7432677199924672,0.7432677199924672,0.06591146359786622,0.06591146359786622,0.06591146359786622,0.0,BKN,NYK,BKN
