event_id,event_date,y,p_base,p_recalibrated_s05,standin_loss,loss_base,loss_recalibrated,paired_loss_differential,away_team,home_team,away_team
20100404-BOS-NYY-1,2010-04-04,1.0,0.5344839447268315,0.5344839447268315,0.2167051977170917,0.2167051977170917,0.2167051977170917,0.0,NYY,BOS,NYY
20100405-TEX-TOR-1,2010-04-05,1.0,0.5344839447268315,0.5344839447268315,0.2167051977170917,0.2167051977170917,0.2167051977170917,0.0,TOR,TEX,TOR
20100405-PIT-LOS-1,2010-04-05,1.0,0.5344839447268315,0.5344839447268315,0.2167051977170917,0.2167051977170917,0.2167051977170917,0.0,LOS,PIT,LOS
20100405-OAK-SEA-1,2010-04-05,0.0,0.5344839447268315,0.5344839447268315,0.2856730871707546,0.2856730871707546,0.2856730871707546,0.0,SEA,OAK,SEA
20100405-NYM-MIA-1,2010-04-05,1.0,0.5344839447268315,0.5344839447268315,0.2167051977170917,0.2167051977170917,0.2167051977170917,0.0,MIA,NYM,MIA
20100405-MIL-COL-1,2010-04-05,0.0,0.5344839447268315,0.5344839447268315,0.2856730871707546,0.2856730871707546,0.2856730871707546,0.0,COL,MIL,COL
20100405-LAA-MIN-1,2010-04-05,1.0,0.5344839447268315,0.5344839447268315,0.2167051977170917,0.2167051977170917,0.2167051977170917,0.0,MIN,LAA,MIN
20100405-WAS-PHI-1,2010-04-05,0.0,0.5344839447268315,0.5344839447268315,0.2856730871707546,0.2856730871707546,0.2856730871707546,0.0,PHI,WAS,PHI
20100405-HOU-SFO-1,2010-04-05,0.0,0.5344839447268315,0.5344839447268315,0.2856730871707546,0.2856730871707546,0.2856730871707546,0.0,SFO,HOU,SFO
20100405-CWS-CLE-1,2010-04-05,1.0,0.5344839447268315,0.5344839447268315,0.2167051977170917,0.2167051977170917,0.2167051977170917,0.0,CLE,CWS,CLE
20100405-CIN-STL-1,2010-04-05,0.0,0.5344839447268315,0.5344839447268315,0.2856730871707546,0.2856730871707546,0.2856730871707546,0.0,STL,CIN,STL
20100405-ATL-CUB-1,2010-04-05,1.0,0.5344839447268315,0.5344839447268315,0.2167051977170917,0.2167051977170917,0.2167051977170917,0.0,CUB,ATL,CUB
20100405-ARI-SDG-1,2010-04-05,1.0,0.5344839447268315,0.5344839447268315,0.2167051977170917,0.2167051977170917,0.2167051977170917,0.0,SDG,ARI,SDG
20100405-KAN-DET-1,2010-04-05,0.0,0.5344839447268315,0.5344839447268315,0.2856730871707546,0.2856730871707546,0.2856730871707546,0.0,DET,KAN,DET
20100406-TAM-BAL-1,2010-04-06,1.0,0.5344839447268315,0.5344839447268315,0.2167051977170917,0.2167051977170917,0.2167051977170917,0.0,BAL,TAM,BAL
20100406-MIL-COL-1,2010-04-06,1.0,0.5283548474921538,0.5283548474921538,0.22244914988414952,0.22244914988414952,0.22244914988414952,0.0,COL,MIL,COL
20100406-LAA-MIN-1,2010-04-06,0.0,0.5398137595273362,0.5398137595273362,0.2913988949750368,0.2913988949750368,0.2913988949750368,0.0,MIN,LAA,MIN
20100406-BOS-NYY-1,2010-04-06,0.0,0.5398137595273362,0.5398137595273362,0.2913988949750368,0.2913988949750368,0.2913988949750368,0.0,NYY,BOS,NYY
20100406-ARI-SDG-1,2010-04-06,0.0,0.5398137595273362,0.5398137595273362,0.2913988949750368,0.2913988949750368,0.2913988949750368,0.0,SDG,ARI,SDG
20100406-HOU-SFO-1,2010-04-06,0.0,0.5283548474921538,0.5283548474921538,0.2791588448684571,0.2791588448684571,0.2791588448684571,0.0,SFO,HOU,SFO
20100407-NYM-MIA-1,2010-04-07,0.0,0.5398137595273362,0.5398137595273362,0.2913988949750368,0.2913988949750368,0.2913988949750368,0.0,MIA,NYM,MIA
20100407-WAS-PHI-1,2010-04-07,0.0,0.5283548474921538,0.5283548474921538,0.2791588448684571,0.2791588448684571,0.2791588448684571,0.0,PHI,WAS,PHI
20100407-TEX-TOR-1,2010-04-07,0.0,0.5398137595273362,0.5398137595273362,0.2913988949750368,0.2913988949750368,0.2913988949750368,0.0,TOR,TEX,TOR
20100407-TAM-BAL-1,2010-04-07,1.0,0.5398137595273362,0.5398137595273362,0.21177137592036432,0.21177137592036432,0.21177137592036432,0.0,BAL,TAM,BAL
20100407-PIT-LOS-1,2010-04-07,1.0,0.5398137595273362,0.5398137595273362,0.21177137592036432,0.21177137592036432,0.21177137592036432,0.0,LOS,PIT,LOS
20100407-OAK-SEA-1,2010-04-07,1.0,0.5283548474921538,0.5283548474921538,0.22244914988414952,0.22244914988414952,0.22244914988414952,0.0,SEA,OAK,SEA
20100407-MIL-COL-1,2010-04-07,1.0,0.5337638562200554,0.5337638562200554,0.21737614176679318,0.21737614176679318,0.21737614176679318,0.0,COL,MIL,COL
20100407-KAN-DET-1,2010-04-07,1.0,0.5283548474921538,0.5283548474921538,0.22244914988414952,0.22244914988414952,0.22244914988414952,0.0,DET,KAN,DET
20100407-HOU-SFO-1,2010-04-07,0.0,0.5222876135113085,0.5222876135113085,0.27278435122733796,0.27278435122733796,0.27278435122733796,0.0,SFO,HOU,SFO
20100407-CWS-CLE-1,2010-04-07,0.0,0.5398137595273362,0.5398137595273362,0.2913988949750368,0.2913988949750368,0.2913988949750368,0.0,CLE,CWS,CLE
20100407-CIN-STL-1,2010-04-07,0.0,0.5283548474921538,0.5283548474921538,0.2791588448684571,0.2791588448684571,0.2791588448684571,0.0,STL,CIN,STL
20100407-BOS-NYY-1,2010-04-07,0.0,0.5336325298627295,0.5336325298627295,0.28476367692769683,0.28476367692769683,0.28476367692769683,0.0,NYY,BOS,NYY
20100407-ATL-CUB-1,2010-04-07,1.0,0.5398137595273362,0.5398137595273362,0.21177137592036432,0.21177137592036432,0.21177137592036432,0.0,CUB,ATL,CUB
