event_id,event_date,y,p_base,p_recalibrated_s05,standin_loss,loss_base,loss_recalibrated,paired_loss_differential,home_team,away_team,div
20150815-E1-burnley-birmingham,2015-08-15,1.0,0.4734375763008064,0.4734375763008064,0.27726798605196906,0.27726798605196906,0.27726798605196906,0.0,Burnley,Birmingham,E1
20150815-E1-derby-charlton,2015-08-15,0.0,0.37493156175409637,0.37493156175409637,0.14057367599936577,0.14057367599936577,0.14057367599936577,0.0,Derby,Charlton,E1
20150815-E1-fulham-brighton,2015-08-15,1.0,0.41860167543462723,0.41860167543462723,0.33802401180742253,0.33802401180742253,0.33802401180742253,0.0,Fulham,Brighton,E1
20150815-E1-huddersfield-blackburn,2015-08-15,0.0,0.46103294622971136,0.46103294622971136,0.21255137750924794,0.21255137750924794,0.21255137750924794,0.0,Huddersfield,Blackburn,E1
20150815-E1-ipswich-sheffield_weds,2015-08-15,1.0,0.5059999766336063,0.5059999766336063,0.24403602308599753,0.24403602308599753,0.24403602308599753,0.0,Ipswich,Sheffield Weds,E1
20150815-E1-middlesbrough-bolton,2015-08-15,1.0,0.35637338839535126,0.35637338839535126,0.41425521516568137,0.41425521516568137,0.41425521516568137,0.0,Middlesbrough,Bolton,E1
20150815-E1-milton_keynes_dons-preston,2015-08-15,0.0,0.466168790136955,0.466168790136955,0.2173133408977524,0.2173133408977524,0.2173133408977524,0.0,Milton Keynes Dons,Preston,E1
20150815-E1-nott_m_forest-rotherham,2015-08-15,1.0,0.5338533038873527,0.5338533038873527,0.2172927422967367,0.2172927422967367,0.2172927422967367,0.0,Nott'm Forest,Rotherham,E1
20150815-E1-qpr-cardiff,2015-08-15,1.0,0.48132370919364864,0.48132370919364864,0.26902509464463475,0.26902509464463475,0.26902509464463475,0.0,QPR,Cardiff,E1
20150815-F1-angers-nantes,2015-08-15,0.0,0.42330127869814493,0.42330127869814493,0.17918397254748458,0.17918397254748458,0.17918397254748458,0.0,Angers,Nantes,F1
20150815-F1-caen-toulouse,2015-08-15,0.0,0.5164979739602074,0.5164979739602074,0.266770157104999,0.266770157104999,0.266770157104999,0.0,Caen,Toulouse,F1
20150815-F1-guingamp-lyon,2015-08-15,0.0,0.4816950249276677,0.4816950249276677,0.2320300970400664,0.2320300970400664,0.2320300970400664,0.0,Guingamp,Lyon,F1
20150815-F1-rennes-montpellier,2015-08-15,0.0,0.6230132427702528,0.6230132427702528,0.388145500667106,0.388145500667106,0.388145500667106,0.0,Rennes,Montpellier,F1
20150815-F1-st_etienne-bordeaux,2015-08-15,0.0,0.6857449398903248,0.6857449398903248,0.47024612258518517,0.47024612258518517,0.47024612258518517,0.0,St Etienne,Bordeaux,F1
20150815-F1-troyes-nice,2015-08-15,1.0,0.6132456734356557,0.6132456734356557,0.14957890911623944,0.14957890911623944,0.14957890911623944,0.0,Troyes,Nice,F1
20150816-D1-stuttgart-fc_koln,2015-08-16,1.0,0.5617697977924361,0.5617697977924361,0.19204571012688237,0.19204571012688237,0.19204571012688237,0.0,Stuttgart,FC Koln,D1
20150816-D1-wolfsburg-ein_frankfurt,2015-08-16,1.0,0.5221682008050959,0.5221682008050959,0.2283232283218392,0.2283232283218392,0.2283232283218392,0.0,Wolfsburg,Ein Frankfurt,D1
20150816-E0-crystal_palace-arsenal,2015-08-16,1.0,0.5304494253003161,0.5304494253003161,0.2204777422008034,0.2204777422008034,0.2204777422008034,0.0,Crystal Palace,Arsenal,E0
20150816-E0-man_city-chelsea,2015-08-16,1.0,0.5436834065792362,0.5436834065792362,0.20822483343113066,0.20822483343113066,0.20822483343113066,0.0,Man City,Chelsea,E0
20150816-E1-reading-leeds,2015-08-16,0.0,0.48787371051322836,0.48787371051322836,0.23802075740994535,0.23802075740994535,0.23802075740994535,0.0,Reading,Leeds,E1
20150816-E1-wolves-hull,2015-08-16,0.0,0.5560571355585928,0.5560571355585928,0.3091995380056273,0.3091995380056273,0.3091995380056273,0.0,Wolves,Hull,E1
20150816-F1-lorient-bastia,2015-08-16,0.0,0.5177086895012988,0.5177086895012988,0.2680222871851522,0.2680222871851522,0.2680222871851522,0.0,Lorient,Bastia,F1
20150816-F1-paris_sg-ajaccio_gfco,2015-08-16,0.0,0.4790252513589841,0.4790252513589841,0.2294651914395379,0.2294651914395379,0.2294651914395379,0.0,Paris SG,Ajaccio GFCO,F1
20150816-F1-reims-marseille,2015-08-16,0.0,0.5678894999866044,0.5678894999866044,0.3224984841950356,0.3224984841950356,0.3224984841950356,0.0,Reims,Marseille,F1
20150817-E0-liverpool-bournemouth,2015-08-17,0.0,0.5564268102032948,0.5564268102032948,0.3096107951130134,0.3096107951130134,0.3096107951130134,0.0,Liverpool,Bournemouth,E0
20150818-E1-blackburn-cardiff,2015-08-18,0.0,0.684721613521394,0.684721613521394,0.4688436880233413,0.4688436880233413,0.4688436880233413,0.0,Blackburn,Cardiff,E1
20150818-E1-derby-middlesbrough,2015-08-18,0.0,0.5451843771794112,0.5451843771794112,0.29722600512050246,0.29722600512050246,0.29722600512050246,0.0,Derby,Middlesbrough,E1
20150818-E1-huddersfield-brighton,2015-08-18,0.0,0.6236669589203675,0.6236669589203675,0.38896047564897934,0.38896047564897934,0.38896047564897934,0.0,Huddersfield,Brighton,E1
20150818-E1-ipswich-burnley,2015-08-18,0.0,0.7349280955178439,0.7349280955178439,0.540119305581485,0.540119305581485,0.540119305581485,0.0,Ipswich,Burnley,E1
20150818-E1-milton_keynes_dons-bolton,2015-08-18,0.0,0.6482636500558747,0.6482636500558747,0.4202457599837656,0.4202457599837656,0.4202457599837656,0.0,Milton Keynes Dons,Bolton,E1
20150818-E1-nott_m_forest-charlton,2015-08-18,0.0,0.6590403176471229,0.6590403176471229,0.43433414028442063,0.43433414028442063,0.43433414028442063,0.0,Nott'm Forest,Charlton,E1
20150818-E1-rotherham-preston,2015-08-18,0.0,0.7392264189146067,0.7392264189146067,0.5464556984213136,0.5464556984213136,0.5464556984213136,0.0,Rotherham,Preston,E1
20150819-E1-bristol_city-leeds,2015-08-19,1.0,0.820624793269835,0.820624793269835,0.03217546478948945,0.03217546478948945,0.03217546478948945,0.0,Bristol City,Leeds,E1
20150819-E1-hull-fulham,2015-08-19,1.0,0.7262637167402061,0.7262637167402061,0.07493155277288614,0.07493155277288614,0.07493155277288614,0.0,Hull,Fulham,E1
20150819-E1-sheffield_weds-reading,2015-08-19,0.0,0.6571572338836673,0.6571572338836673,0.43185563004563304,0.43185563004563304,0.43185563004563304,0.0,Sheffield Weds,Reading,E1
20150819-E1-wolves-qpr,2015-08-19,1.0,0.7292919639564548,0.7292919639564548,0.07328284077855338,0.07328284077855338,0.07328284077855338,0.0,Wolves,QPR,E1
20150821-D1-hertha-werder_bremen,2015-08-21,0.0,0.5950910728545726,0.5950910728545726,0.3541333849912063,0.3541333849912063,0.3541333849912063,0.0,Hertha,Werder Bremen,D1
20150821-E1-birmingham-derby,2015-08-21,0.0,0.5801708692142087,0.5801708692142087,0.3365982374847704,0.3365982374847704,0.3365982374847704,0.0,Birmingham,Derby,E1
20150821-F1-montpellier-paris_sg,2015-08-21,0.0,0.5331861226542621,0.5331861226542621,0.28428744139108586,0.28428744139108586,0.28428744139108586,0.0,Montpellier,Paris SG,F1
20150821-SP1-malaga-sevilla,2015-08-21,0.0,0.6792888325853893,0.6792888325853893,0.46143331807522103,0.46143331807522103,0.46143331807522103,0.0,Malaga,Sevilla,SP1
20150822-D1-ein_frankfurt-augsburg,2015-08-22,0.0,0.7111599870433034,0.7111599870433034,0.5057485271714315,0.5057485271714315,0.5057485271714315,0.0,Ein Frankfurt,Augsburg,D1
20150822-D1-fc_koln-wolfsburg,2015-08-22,0.0,0.7739759446085916,0.7739759446085916,0.5990387628327617,0.5990387628327617,0.5990387628327617,0.0,FC Koln,Wolfsburg,D1
20150822-D1-hamburg-stuttgart,2015-08-22,1.0,0.8046287454121888,0.8046287454121888,0.03816992711921535,0.03816992711921535,0.03816992711921535,0.0,Hamburg,Stuttgart,D1
20150822-D1-hannover-leverkusen,2015-08-22,0.0,0.678896093649074,0.678896093649074,0.4608999059719722,0.4608999059719722,0.4608999059719722,0.0,Hannover,Leverkusen,D1
20150822-D1-hoffenheim-bayern_munich,2015-08-22,1.0,0.7400061964303877,0.7400061964303877,0.06759677789459416,0.06759677789459416,0.06759677789459416,0.0,Hoffenheim,Bayern Munich,D1
20150822-D1-schalke_04-darmstadt,2015-08-22,0.0,0.6875953280020699,0.6875953280020699,0.4727873350902741,0.4727873350902741,0.4727873350902741,0.0,Schalke 04,Darmstadt,D1
20150822-E0-crystal_palace-aston_villa,2015-08-22,1.0,0.6057628904013534,0.6057628904013534,0.15542289858469524,0.15542289858469524,0.15542289858469524,0.0,Crystal Palace,Aston Villa,E0
20150822-E0-leicester-tottenham,2015-08-22,0.0,0.7009728622312061,0.7009728622312061,0.4913629535846095,0.4913629535846095,0.4913629535846095,0.0,Leicester,Tottenham,E0
20150822-E0-man_united-newcastle,2015-08-22,0.0,0.5673394063561615,0.5673394063561615,0.3218740020045618,0.3218740020045618,0.3218740020045618,0.0,Man United,Newcastle,E0
20150822-E0-norwich-stoke,2015-08-22,0.0,0.7543162928711049,0.7543162928711049,0.5689930696908065,0.5689930696908065,0.5689930696908065,0.0,Norwich,Stoke,E0
20150822-E0-sunderland-swansea,2015-08-22,0.0,0.8071615723982366,0.8071615723982366,0.6515098039563938,0.6515098039563938,0.6515098039563938,0.0,Sunderland,Swansea,E0
20150822-E0-west_ham-bournemouth,2015-08-22,1.0,0.6158196766984845,0.6158196766984845,0.14759452081205698,0.14759452081205698,0.14759452081205698,0.0,West Ham,Bournemouth,E0
20150822-E1-bolton-nott_m_forest,2015-08-22,0.0,0.36969643244819395,0.36969643244819395,0.13667545216492202,0.13667545216492202,0.13667545216492202,0.0,Bolton,Nott'm Forest,E1
20150822-E1-brighton-blackburn,2015-08-22,0.0,0.49936949824245325,0.49936949824245325,0.24936989577491953,0.24936989577491953,0.24936989577491953,0.0,Brighton,Blackburn,E1
20150822-E1-burnley-brentford,2015-08-22,0.0,0.713220532488956,0.713220532488956,0.50868352796383,0.50868352796383,0.50868352796383,0.0,Burnley,Brentford,E1
20150822-E1-cardiff-wolves,2015-08-22,0.0,0.6934569750456756,0.6934569750456756,0.48088257623949876,0.48088257623949876,0.48088257623949876,0.0,Cardiff,Wolves,E1
20150822-E1-charlton-hull,2015-08-22,1.0,0.5250827491101133,0.5250827491101133,0.22554639519280756,0.22554639519280756,0.22554639519280756,0.0,Charlton,Hull,E1
20150822-E1-fulham-huddersfield,2015-08-22,0.0,0.5794058584683428,0.5794058584683428,0.3357111488274373,0.3357111488274373,0.3357111488274373,0.0,Fulham,Huddersfield,E1
20150822-E1-leeds-sheffield_weds,2015-08-22,0.0,0.5696917491019409,0.5696917491019409,0.32454868899482875,0.32454868899482875,0.32454868899482875,0.0,Leeds,Sheffield Weds,E1
20150822-E1-middlesbrough-bristol_city,2015-08-22,0.0,0.6703495872107903,0.6703495872107903,0.44936856907367695,0.44936856907367695,0.44936856907367695,0.0,Middlesbrough,Bristol City,E1
20150822-E1-preston-ipswich,2015-08-22,1.0,0.512960647054602,0.512960647054602,0.237207331317472,0.237207331317472,0.237207331317472,0.0,Preston,Ipswich,E1
20150822-E1-qpr-rotherham,2015-08-22,1.0,0.7036812802855397,0.7036812802855397,0.08780478365321691,0.08780478365321691,0.08780478365321691,0.0,QPR,Rotherham,E1
20150822-E1-reading-milton_keynes_dons,2015-08-22,0.0,0.4383423503522821,0.4383423503522821,0.19214401611236281,0.19214401611236281,0.19214401611236281,0.0,Reading,Milton Keynes Dons,E1
20150822-F1-ajaccio_gfco-angers,2015-08-22,0.0,0.45015429806914375,0.45015429806914375,0.20263889207012353,0.20263889207012353,0.20263889207012353,0.0,Ajaccio GFCO,Angers,F1
20150822-F1-bastia-guingamp,2015-08-22,1.0,0.5291747803200977,0.5291747803200977,0.22167638748662827,0.22167638748662827,0.22167638748662827,0.0,Bastia,Guingamp,F1
20150822-F1-lyon-rennes,2015-08-22,1.0,0.4559172382458029,0.4559172382458029,0.29602605163807444,0.29602605163807444,0.29602605163807444,0.0,Lyon,Rennes,F1
20150822-F1-nantes-reims,2015-08-22,0.0,0.4336952106914538,0.4336952106914538,0.18809153577670448,0.18809153577670448,0.18809153577670448,0.0,Nantes,Reims,F1
20150822-F1-nice-caen,2015-08-22,1.0,0.6233130902952835,0.6233130902952835,0.14189302794288927,0.14189302794288927,0.14189302794288927,0.0,Nice,Caen,F1
20150822-F1-toulouse-monaco,2015-08-22,0.0,0.5031295429813656,0.5031295429813656,0.2531393370206378,0.2531393370206378,0.2531393370206378,0.0,Toulouse,Monaco,F1
20150822-I1-lazio-bologna,2015-08-22,1.0,0.6123146616345454,0.6123146616345454,0.15029992158353703,0.15029992158353703,0.15029992158353703,0.0,Lazio,Bologna,I1
20150822-I1-verona-roma,2015-08-22,0.0,0.5923869490935405,0.5923869490935405,0.35092229745635295,0.35092229745635295,0.35092229745635295,0.0,Verona,Roma,I1
20150822-SP1-ath_madrid-las_palmas,2015-08-22,0.0,0.6030515338906399,0.6030515338906399,0.36367115252785365,0.36367115252785365,0.36367115252785365,0.0,Ath Madrid,Las Palmas,SP1
20150822-SP1-espanol-getafe,2015-08-22,0.0,0.6423437916980443,0.6423437916980443,0.4126055467330206,0.4126055467330206,0.4126055467330206,0.0,Espanol,Getafe,SP1
20150822-SP1-la_coruna-sociedad,2015-08-22,0.0,0.6791469247821071,0.6791469247821071,0.4612405454409931,0.4612405454409931,0.4612405454409931,0.0,La Coruna,Sociedad,SP1
20150822-SP1-vallecano-valencia,2015-08-22,0.0,0.7451543590143352,0.7451543590143352,0.5552550187580648,0.5552550187580648,0.5552550187580648,0.0,Vallecano,Valencia,SP1
20150823-D1-ingolstadt-dortmund,2015-08-23,1.0,0.7924099349566682,0.7924099349566682,0.043093635104694716,0.043093635104694716,0.043093635104694716,0.0,Ingolstadt,Dortmund,D1
20150823-D1-m_gladbach-mainz,2015-08-23,1.0,0.7164813017439203,0.7164813017439203,0.08038285226082195,0.08038285226082195,0.08038285226082195,0.0,M'gladbach,Mainz,D1
20150823-E0-everton-man_city,2015-08-23,0.0,0.7292808553398394,0.7292808553398394,0.5318505659652079,0.5318505659652079,0.5318505659652079,0.0,Everton,Man City,E0
20150823-E0-watford-southampton,2015-08-23,0.0,0.6941976548306962,0.6941976548306962,0.4819103839724384,0.4819103839724384,0.4819103839724384,0.0,Watford,Southampton,E0
20150823-E0-west_brom-chelsea,2015-08-23,1.0,0.7304182015260257,0.7304182015260257,0.07267434606846251,0.07267434606846251,0.07267434606846251,0.0,West Brom,Chelsea,E0
20150823-F1-lille-bordeaux,2015-08-23,0.0,0.5362807254233044,0.5362807254233044,0.2875970164605456,0.2875970164605456,0.2875970164605456,0.0,Lille,Bordeaux,F1
20150823-F1-lorient-st_etienne,2015-08-23,0.0,0.6393538939575303,0.6393538939575303,0.4087734017186569,0.4087734017186569,0.4087734017186569,0.0,Lorient,St Etienne,F1
20150823-F1-marseille-troyes,2015-08-23,1.0,0.6997843827187691,0.6997843827187691,0.09012941685955052,0.09012941685955052,0.09012941685955052,0.0,Marseille,Troyes,F1
20150823-I1-empoli-chievo,2015-08-23,1.0,0.6284991470969385,0.6284991470969385,0.1380128837077021,0.1380128837077021,0.1380128837077021,0.0,Empoli,Chievo,I1
20150823-I1-fiorentina-milan,2015-08-23,0.0,0.5782933445524929,0.5782933445524929,0.3344231923537083,0.3344231923537083,0.3344231923537083,0.0,Fiorentina,Milan,I1
20150823-I1-frosinone-torino,2015-08-23,1.0,0.5901663454277317,0.5901663454277317,0.16796362442006132,0.16796362442006132,0.16796362442006132,0.0,Frosinone,Torino,I1
20150823-I1-inter-atalanta,2015-08-23,0.0,0.5729595992673184,0.5729595992673184,0.32828270239256613,0.32828270239256613,0.32828270239256613,0.0,Inter,Atalanta,I1
20150823-I1-juventus-udinese,2015-08-23,0.0,0.6138349278486435,0.6138349278486435,0.3767933186469493,0.3767933186469493,0.3767933186469493,0.0,Juventus,Udinese,I1
20150823-I1-palermo-genoa,2015-08-23,0.0,0.6524912370001092,0.6524912370001092,0.42574481436193273,0.42574481436193273,0.42574481436193273,0.0,Palermo,Genoa,I1
20150823-I1-sampdoria-carpi,2015-08-23,1.0,0.6885752083065717,0.6885752083065717,0.0969854008812952,0.0969854008812952,0.0969854008812952,0.0,Sampdoria,Carpi,I1
20150823-I1-sassuolo-napoli,2015-08-23,1.0,0.5451371531174842,0.5451371531174842,0.20690020947406698,0.20690020947406698,0.20690020947406698,0.0,Sassuolo,Napoli,I1
20150823-SP1-ath_bilbao-barcelona,2015-08-23,0.0,0.5333546463571885,0.5333546463571885,0.28446717879080163,0.28446717879080163,0.28446717879080163,0.0,Ath Bilbao,Barcelona,SP1
20150823-SP1-betis-villarreal,2015-08-23,0.0,0.575875714566115,0.575875714566115,0.3316328386270335,0.3316328386270335,0.3316328386270335,0.0,Betis,Villarreal,SP1
20150823-SP1-levante-celta,2015-08-23,1.0,0.5879524670895311,0.5879524670895311,0.16978316937760396,0.16978316937760396,0.16978316937760396,0.0,Levante,Celta,SP1
20150823-SP1-sp_gijon-real_madrid,2015-08-23,0.0,0.5710162602005637,0.5710162602005637,0.3260595694134379,0.3260595694134379,0.3260595694134379,0.0,Sp Gijon,Real Madrid,SP1
20150824-E0-arsenal-liverpool,2015-08-24,0.0,0.5495606283822609,0.5495606283822609,0.3020168842679055,0.3020168842679055,0.3020168842679055,0.0,Arsenal,Liverpool,E0
20150824-SP1-granada-eibar,2015-08-24,1.0,0.7097831403578592,0.7097831403578592,0.08422582562054608,0.08422582562054608,0.08422582562054608,0.0,Granada,Eibar,SP1
20150828-D1-wolfsburg-schalke_04,2015-08-28,1.0,0.6236701068127133,0.6236701068127133,0.14162418850635464,0.14162418850635464,0.14162418850635464,0.0,Wolfsburg,Schalke 04,D1
20150828-E1-blackburn-bolton,2015-08-28,0.0,0.44219946637155483,0.44219946637155483,0.19554036805928784,0.19554036805928784,0.19554036805928784,0.0,Blackburn,Bolton,E1
20150828-F1-guingamp-marseille,2015-08-28,0.0,0.6548971649951107,0.6548971649951107,0.4288902967186333,0.4288902967186333,0.4288902967186333,0.0,Guingamp,Marseille,F1
20150828-SP1-villarreal-espanol,2015-08-28,1.0,0.6337460006252643,0.6337460006252643,0.13414199205798888,0.13414199205798888,0.13414199205798888,0.0,Villarreal,Espanol,SP1
20150829-D1-augsburg-ingolstadt,2015-08-29,0.0,0.5669727808691627,0.5669727808691627,0.3214581342465116,0.3214581342465116,0.3214581342465116,0.0,Augsburg,Ingolstadt,D1
20150829-D1-bayern_munich-leverkusen,2015-08-29,1.0,0.6809021561485109,0.6809021561485109,0.10182343395066931,0.10182343395066931,0.10182343395066931,0.0,Bayern Munich,Leverkusen,D1
20150829-D1-darmstadt-hoffenheim,2015-08-29,0.0,0.6686499762177955,0.6686499762177955,0.44709279069605856,0.44709279069605856,0.44709279069605856,0.0,Darmstadt,Hoffenheim,D1
