file,line,api,input_class,text_or_binary,compared,verdict
scripts/platformkit/ledger_audit/dup_key_detector.py,118,_row_key,TAINTED,UNKNOWN,COMMITTED,REVIEW_UNKNOWN
scripts/platformkit/license_guard.py,49,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/mlb_batter_pitcher_line_dist_cpcv.py,53,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/mlb_batter_pitcher_line_dist_cpcv.py,195,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/mlb_batter_pitcher_line_dist_cpcv.py,203,sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/mlb_batter_pitcher_line_dist_cpcv.py,207,sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/odds_provider/capture_vintage_guard.py,53,hashlib.sha1,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/odds_provider/http_cache.py,131,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/omni/claims_ledger.py,63,hashlib.sha1,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/omni/news_knowability.py,64,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/ops/factory_source_manifest.py,188,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/ops/factory_source_manifest.py,191,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/ops/factory_source_manifest.py,201,_sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/ops_sentinel/guard_integrity.py,60,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/ops_sentinel/guard_integrity.py,69,_sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/overlay_render.py,34,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/pod_sprint/experiment_feeder.py,76,hashlib.sha1,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/proof_tennis/kernel_manifest.py,66,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/proof_tennis/kernel_manifest.py,69,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/proof_tennis/kernel_manifest.py,101,_sha256_file,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/proof_tennis/kernel_manifest.py,159,_sha256_file,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/proof_tennis/kernel_manifest.py,200,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/provenance.py,42,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/provenance.py,46,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/provenance.py,81,_video_details,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/receipts/build_receipts.py,211,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/receipts/build_receipts.py,213,update,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/receipts/build_receipts.py,232,content_hash,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/receipts/build_receipts.py,281,content_hash,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/retention/line_history_consolidate.py,81,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/retention/line_history_consolidate.py,207,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/retention/line_history_consolidate.py,216,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/s211_headline_rederive.py,23,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/s211_headline_rederive.py,233,_sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/s230_pregame_scheme_interaction.py,58,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/s230_pregame_scheme_interaction.py,199,_canonical_prereg_sha,TAINTED,UNKNOWN,COMMITTED,ALREADY_LF
scripts/platformkit/s230_pregame_scheme_interaction.py,250,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/s261_ingame_headline_rederive_v2.py,28,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/s261_ingame_headline_rederive_v2.py,268,_sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/s261_ingame_headline_rederive_v2_attempt2.py,29,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/s261_ingame_headline_rederive_v2_attempt2.py,148,_sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/s261_ingame_headline_rederive_v2_attempt2.py,149,_sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/s261_ingame_headline_rederive_v2_attempt2.py,150,_sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/s270_ingame_power_feasibility.py,266,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/s270_ingame_power_feasibility.py,286,rescreen_s82,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/s278_pooled_power_rescreen.py,41,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/s292_preflight.py,29,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/s292_preflight.py,38,_stamp,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/s292_preflight.py,46,_stamp,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/s292_preflight.py,54,_stamp,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/s292_preflight.py,65,_stamp,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/s295_strict_redaction_wrapper.py,30,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/s296_report.py,30,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/s296_report.py,40,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/s296_report.py,175,_sha,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/showcase/common.py,45,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/showcase/common.py,48,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/showcase/common.py,63,file_sha,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/soccer_s1_ext_packet.py,111,hashlib.sha256,FILE_WHOLE,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/soccer_s1_ext_packet.py,162,build_ext_packet,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/soccer_s1_stream_packet.py,150,hashlib.sha256,FILE_WHOLE,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tennis_detector_recall.py,87,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tennis_detector_recall.py,114,run,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/test_boxscore_quantile_producer.py,20,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/test_license_guard.py,28,tree_sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/test_license_guard.py,33,tree_sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/test_provenance.py,19,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/test_s261_ingame_headline_rederive_v2.py,46,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/test_s261_ingame_headline_rederive_v2.py,55,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/test_s261_ingame_headline_rederive_v2_attempt2.py,41,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/test_soccer_s1_ext_packet.py,30,hashlib.sha256,FILE_WHOLE,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/test_soccer_s1_ext_packet.py,34,hashlib.sha256,FILE_WHOLE,TEXT,COMMITTED,DEFECT
scripts/platformkit/test_tracking_brain_g77_scorecard_scope.py,31,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/depth_replay.py,110,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/footage_census.py,111,hashlib.md5:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/tracking/footage_census.py,118,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/footage_census.py,199,content_md5_prefix64m,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/framing_coverage.py,121,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g182_calibration_funnel.py,244,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g182_calibration_funnel.py,269,measure,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g190_determinism_cause.py,114,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g190_determinism_cause.py,126,run_once,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g194_m1_pipeline_measure.py,202,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g194_m1_pipeline_measure.py,228,_hashes,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g195_cv2_rng_route_determinism.py,17,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g195_cv2_rng_route_determinism.py,46,_csv_hash,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g195_cv2_rng_route_determinism.py,47,_csv_hash,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g198_prefetch_frame_misalignment.py,19,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g198_prefetch_frame_misalignment.py,46,_csv_hash,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g198_prefetch_frame_misalignment.py,47,_csv_hash,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g203_decode_determinism_bisect.py,135,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g217_oracle_error_decomposition.py,114,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g223_line_error_structure.py,159,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g224_tophat_line_evidence_transfer.py,158,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g229_keypoint_gate_funnel.py,124,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g229_keypoint_gate_funnel.py,196,_sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g229_keypoint_gate_funnel.py,197,_sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g229_keypoint_gate_funnel.py,198,_sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g229_keypoint_gate_funnel.py,199,_sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g230_physical_plausibility.py,47,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g231_out_of_bounds_structure.py,177,hashlib.sha256,FILE_WHOLE,UNKNOWN,COMMITTED,REVIEW_UNKNOWN
scripts/platformkit/tracking/g233_pod_measure.py,31,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g233b_pod_seed_gate.py,34,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g233c_ncaa_seed_gate.py,35,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/tracking/g233c_ncaa_seed_gate.py,38,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g233c_ncaa_seed_gate.py,72,sha256_path,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g233d_seed_gate_validated_frame.py,138,_worker_source,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g236_label_reindex_existence.py,149,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g236_label_reindex_existence.py,182,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g236_label_reindex_existence.py,184,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g236_label_reindex_existence.py,211,run,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g236b_reindex_validated_frame.py,137,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g236b_reindex_validated_frame.py,169,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g236b_reindex_validated_frame.py,171,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g236b_reindex_validated_frame.py,195,run,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g242_seed_reacquisition_whole_game.py,151,_worker_source,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g247_projected_quad_validity.py,36,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g247_projected_quad_validity.py,149,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g247_projected_quad_validity.py,229,_sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g247_projected_quad_validity.py,229,_sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g248_projected_line_image_agreement.py,222,hashlib.sha256,FILE_WHOLE,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g248_projected_line_image_agreement.py,222,hashlib.sha256,FILE_WHOLE,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g248_projected_line_image_agreement.py,233,run,TAINTED,UNKNOWN,RECORD_ONLY,ALREADY_LF
scripts/platformkit/tracking/g252_projection_accuracy_in_pixels.py,193,hashlib.sha256,FILE_WHOLE,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g252_projection_accuracy_in_pixels.py,193,hashlib.sha256,FILE_WHOLE,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g252_projection_accuracy_in_pixels.py,202,run,TAINTED,UNKNOWN,RECORD_ONLY,ALREADY_LF
scripts/platformkit/tracking/g254_projection_refinement_and_basin.py,177,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g254_projection_refinement_and_basin.py,177,hashlib.sha256,FILE_WHOLE,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g254_projection_refinement_and_basin.py,190,run,TAINTED,UNKNOWN,RECORD_ONLY,ALREADY_LF
scripts/platformkit/tracking/g255_amateur_gate_independent_check.py,151,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g255_amateur_gate_independent_check.py,168,run,TAINTED,UNKNOWN,RECORD_ONLY,ALREADY_LF
scripts/platformkit/tracking/g257_eye_gate_discrimination.py,26,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g257_eye_gate_discrimination.py,83,_sha256,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/tracking/g257_eye_gate_discrimination.py,96,_sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g257_eye_gate_discrimination.py,97,_sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g258_synthetic_truth_validity.py,30,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g258_synthetic_truth_validity.py,197,sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g258_synthetic_truth_validity.py,198,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g258_synthetic_truth_validity.py,198,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g258_synthetic_truth_validity.py,198,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g258_synthetic_truth_validity.py,198,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g258_synthetic_truth_validity.py,198,sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g260_paired_displacement_sensitivity.py,30,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g260_paired_displacement_sensitivity.py,221,sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g260_paired_displacement_sensitivity.py,222,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g260_paired_displacement_sensitivity.py,222,sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g260_paired_displacement_sensitivity.py,223,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g260_paired_displacement_sensitivity.py,223,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g260_paired_displacement_sensitivity.py,223,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g264_line_conic_second_arena.py,66,sha256,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/tracking/g264_line_conic_second_arena.py,89,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g264_line_conic_second_arena.py,89,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g264_line_conic_second_arena.py,94,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g264_line_conic_second_arena.py,127,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g264_line_conic_second_arena.py,213,sha256,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/tracking/g266_multiframe_constraint_accumulation.py,20,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g266_multiframe_constraint_accumulation.py,35,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g266_multiframe_constraint_accumulation.py,35,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g266_multiframe_constraint_accumulation.py,109,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g266_multiframe_constraint_accumulation.py,109,sha256,TAINTED,BINARY,RECORD_ONLY,FINE_BINARY
scripts/platformkit/tracking/g267_court_space_physical_plausibility.py,119,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/tracking/g267_court_space_physical_plausibility.py,122,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g267_court_space_physical_plausibility.py,167,_hash,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g269_physical_reassociation_headroom.py,30,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/tracking/g269_physical_reassociation_headroom.py,33,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g269_physical_reassociation_headroom.py,44,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g269_physical_reassociation_headroom.py,171,verify_preregistration,TAINTED,UNKNOWN,RECORD_ONLY,ALREADY_LF
scripts/platformkit/tracking/g269_physical_reassociation_headroom.py,180,_sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g270_implausibility_conditioned_on_position.py,24,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/tracking/g270_implausibility_conditioned_on_position.py,27,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g270_implausibility_conditioned_on_position.py,158,_sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g270_implausibility_conditioned_on_position.py,160,_sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g271_implausibility_concentration_and_image_displacement.py,26,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/tracking/g271_implausibility_concentration_and_image_displacement.py,29,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g271_implausibility_concentration_and_image_displacement.py,204,_sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g271_implausibility_concentration_and_image_displacement.py,206,_sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g272b_box_jump_visual_classification.py,30,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/tracking/g272b_box_jump_visual_classification.py,33,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g272b_box_jump_visual_classification.py,165,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g272b_box_jump_visual_classification.py,176,_sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g273_detector_precision_blind_sample.py,24,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/tracking/g273_detector_precision_blind_sample.py,27,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g273_detector_precision_blind_sample.py,34,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g273_detector_precision_blind_sample.py,124,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g276b_unconditioned_step_endpoint_baseline.py,27,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/tracking/g276b_unconditioned_step_endpoint_baseline.py,30,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g276b_unconditioned_step_endpoint_baseline.py,36,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g276b_unconditioned_step_endpoint_baseline.py,123,sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g277_cross_sport_image_space_profile.py,285,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g278_census_followup.py,53,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/tracking/g278_census_followup.py,56,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g278_census_followup.py,66,_sha256,TAINTED,UNKNOWN,COMMITTED,REVIEW_UNKNOWN
scripts/platformkit/tracking/g278_census_followup.py,173,_sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g279_speed_threshold_sensitivity.py,23,hashlib.sha256:ctor,MEMORY,-,-,FINE_CTOR
scripts/platformkit/tracking/g279_speed_threshold_sensitivity.py,26,update,FILE_STREAM,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g279_speed_threshold_sensitivity.py,158,_sha256,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g279_speed_threshold_sensitivity.py,163,_sha256,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g280_amateur_blind_precision.py,26,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
scripts/platformkit/tracking/g280_amateur_footage_trackability.py,31,hashlib.sha256,FILE_WHOLE,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g280_amateur_footage_trackability.py,123,digest,TAINTED,TEXT,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g280_amateur_footage_trackability.py,129,digest,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g280_amateur_footage_trackability.py,144,digest,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g280_amateur_footage_trackability.py,162,digest,TAINTED,UNKNOWN,RECORD_ONLY,FINE_RECORD_ONLY
scripts/platformkit/tracking/g281_identity_purity_one_second.py,28,hashlib.sha256,MEMORY,-,-,FINE_MEMORY
