attempt_id,ledger_line,section_id,competition,video,source_start,status,terminal,route_identity,declared_kind,declared_resolution,declared_height,declared_fps,declared_duration,rows,decoded_frames,evaluated_frames,stride,passed,finished_at,probe_status,measured_kind,measured_width,measured_height,measured_fps,source_sha256,source_filename,outputs_present
L00413:fiba-58p-Cj2gY7I_s2710,413,fiba-58p-Cj2gY7I_s2710,basketball,fiba-58p-Cj2gY7I,000002710,thin,1,ORIGINAL,OTHER,1920x1080,1080,50.0,131.54,0,,,,,1788874634,ABSENT,UNKNOWN,,,,,basketball__fiba-58p-Cj2gY7I_s2710.mp4,1
L00414:euroleague-xyoAURYLnQM_s3723,414,euroleague-xyoAURYLnQM_s3723,basketball,euroleague-xyoAURYLnQM,000003723,tracked,1,ORIGINAL,OTHER,1920x1080,1080,60.0,134.08333333333334,619,7801,1301,6,False,1788874697,ABSENT,UNKNOWN,,,,,basketball__euroleague-xyoAURYLnQM_s3723.mp4,1
L00415:fiba-58p-Cj2gY7I_s1400,415,fiba-58p-Cj2gY7I_s1400,basketball,fiba-58p-Cj2gY7I,000001400,tracked,1,ORIGINAL,OTHER,1920x1080,1080,50.0,132.26,2295,6501,1301,5,False,1788874697,ABSENT,UNKNOWN,,,,,basketball__fiba-58p-Cj2gY7I_s1400.mp4,1
L00416:euroleague-xyoAURYLnQM_s6145,416,euroleague-xyoAURYLnQM_s6145,basketball,euroleague-xyoAURYLnQM,000006145,tracked,1,ORIGINAL,OTHER,1920x1080,1080,60.0,134.21666666666667,1695,7801,1301,6,False,1788874738,ABSENT,UNKNOWN,,,,,basketball__euroleague-xyoAURYLnQM_s6145.mp4,1
L00417:euroleague-xyoAURYLnQM_s4934,417,euroleague-xyoAURYLnQM_s4934,basketball,euroleague-xyoAURYLnQM,000004934,tracked,1,ORIGINAL,OTHER,1920x1080,1080,60.0,134.15,2615,7801,1301,6,False,1788874758,ABSENT,UNKNOWN,,,,,basketball__euroleague-xyoAURYLnQM_s4934.mp4,1
L00418:fiba-58p-Cj2gY7I_s4020,418,fiba-58p-Cj2gY7I_s4020,basketball,fiba-58p-Cj2gY7I,000004020,tracked,1,ORIGINAL,OTHER,1920x1080,1080,50.0,130.82,3456,6501,1301,5,False,1788874884,ABSENT,UNKNOWN,,,,,basketball__fiba-58p-Cj2gY7I_s4020.mp4,1
L00419:fiba-58p-Cj2gY7I_s5330,419,fiba-58p-Cj2gY7I_s5330,basketball,fiba-58p-Cj2gY7I,000005330,tracked,1,ORIGINAL,OTHER,1920x1080,1080,50.0,135.22,2683,6501,1301,5,False,1788875010,ABSENT,UNKNOWN,,,,,basketball__fiba-58p-Cj2gY7I_s5330.mp4,1
L00420:fiba-58p-Cj2gY7I_s90,420,fiba-58p-Cj2gY7I_s90,basketball,fiba-58p-Cj2gY7I,000000090,tracked,1,ORIGINAL,OTHER,1920x1080,1080,50.0,132.98,1659,6501,1301,5,False,1788875031,ABSENT,UNKNOWN,,,,,basketball__fiba-58p-Cj2gY7I_s90.mp4,1
L00421:ncaaw-97NekCpWCeo_s90,421,ncaaw-97NekCpWCeo_s90,basketball,ncaaw-97NekCpWCeo,000000090,tracked,1,ORIGINAL,OTHER,1920x1080,1080,59.94006498812812,131.9317888888889,1494,7793,1299,6,False,1788875051,ABSENT,UNKNOWN,,,,,basketball__ncaaw-97NekCpWCeo_s90.mp4,1
L00422:ncaaw-PKm-w1NE8J0_s1235,422,ncaaw-PKm-w1NE8J0_s1235,basketball,ncaaw-PKm-w1NE8J0,000001235,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,134.8347,4644,3898,1300,3,False,1788875093,ABSENT,UNKNOWN,,,,,basketball__ncaaw-PKm-w1NE8J0_s1235.mp4,1
L00423:ncaaw-PKm-w1NE8J0_s5815,423,ncaaw-PKm-w1NE8J0_s5815,basketball,ncaaw-PKm-w1NE8J0,000005815,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,130.4303,3248,3897,1299,3,False,1788875539,ABSENT,UNKNOWN,,,,,basketball__ncaaw-PKm-w1NE8J0_s5815.mp4,1
L00424:ncaaw-PKm-w1NE8J0_s2380,424,ncaaw-PKm-w1NE8J0_s2380,basketball,ncaaw-PKm-w1NE8J0,000002380,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,133.66686666666666,5880,3897,1299,3,False,1788875560,ABSENT,UNKNOWN,,,,,basketball__ncaaw-PKm-w1NE8J0_s2380.mp4,1
L00425:ncaaw-PKm-w1NE8J0_s90,425,ncaaw-PKm-w1NE8J0_s90,basketball,ncaaw-PKm-w1NE8J0,000000090,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,135.96916666666667,4609,3897,1299,3,False,1788875602,ABSENT,UNKNOWN,,,,,basketball__ncaaw-PKm-w1NE8J0_s90.mp4,1
L00426:5U9k1U6nN-g_s2324,426,5U9k1U6nN-g_s2324,nba,5U9k1U6nN-g,000002324,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,133.50003333333333,4257,3897,1299,3,False,1788875623,ABSENT,UNKNOWN,,,,,nba__5U9k1U6nN-g_s2324.mp4,1
L00427:5U9k1U6nN-g_s1207,427,5U9k1U6nN-g_s1207,nba,5U9k1U6nN-g,000001207,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,135.00153333333333,2989,3897,1299,3,False,1788875665,ABSENT,UNKNOWN,,,,,nba__5U9k1U6nN-g_s1207.mp4,1
L00428:ncaaw-PKm-w1NE8J0_s4670,428,ncaaw-PKm-w1NE8J0_s4670,basketball,ncaaw-PKm-w1NE8J0,000004670,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,132.3322,917,3897,1299,3,False,1788875749,ABSENT,UNKNOWN,,,,,basketball__ncaaw-PKm-w1NE8J0_s4670.mp4,1
L00429:5U9k1U6nN-g_s3441,429,5U9k1U6nN-g_s3441,nba,5U9k1U6nN-g,000003441,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,133.50003333333333,5990,3897,1299,3,False,1788875834,ABSENT,UNKNOWN,,,,,nba__5U9k1U6nN-g_s3441.mp4,1
L00430:nbl-MrM2DBNLWc8_s363,430,nbl-MrM2DBNLWc8_s363,basketball,nbl-MrM2DBNLWc8,000000363,tracked,1,ORIGINAL,OTHER,1920x1080,1080,50.0,130.58,3231,6501,1301,5,False,1788876004,ABSENT,UNKNOWN,,,,,basketball__nbl-MrM2DBNLWc8_s363.mp4,1
L00431:ncaaw-PKm-w1NE8J0_s3525,431,ncaaw-PKm-w1NE8J0_s3525,basketball,ncaaw-PKm-w1NE8J0,000003525,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,134.5344,4686,3897,1299,3,False,1788876025,ABSENT,UNKNOWN,,,,,basketball__ncaaw-PKm-w1NE8J0_s3525.mp4,1
L00432:nbl-MrM2DBNLWc8_s636,432,nbl-MrM2DBNLWc8_s636,basketball,nbl-MrM2DBNLWc8,000000636,tracked,1,ORIGINAL,OTHER,1920x1080,1080,50.0,134.1,3094,6501,1301,5,False,1788876131,ABSENT,UNKNOWN,,,,,basketball__nbl-MrM2DBNLWc8_s636.mp4,1
L00433:nbl-MrM2DBNLWc8_s90,433,nbl-MrM2DBNLWc8_s90,basketball,nbl-MrM2DBNLWc8,000000090,tracked,1,ORIGINAL,OTHER,1920x1080,1080,50.0,132.5,3433,6501,1301,5,False,1788876173,ABSENT,UNKNOWN,,,,,basketball__nbl-MrM2DBNLWc8_s90.mp4,1
L00434:ncaaw-nXkcjFoZrIg_s2298,434,ncaaw-nXkcjFoZrIg_s2298,basketball,ncaaw-nXkcjFoZrIg,000002298,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,130.76396666666668,5408,3897,1299,3,False,1788876256,ABSENT,UNKNOWN,,,,,basketball__ncaaw-nXkcjFoZrIg_s2298.mp4,1
L00435:ncaaw-nXkcjFoZrIg_s3402,435,ncaaw-nXkcjFoZrIg_s3402,basketball,ncaaw-nXkcjFoZrIg,000003402,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,133.66686666666666,4090,3897,1299,3,False,1788876297,ABSENT,UNKNOWN,,,,,basketball__ncaaw-nXkcjFoZrIg_s3402.mp4,1
L00436:ncaaw-nXkcjFoZrIg_s1194,436,ncaaw-nXkcjFoZrIg_s1194,basketball,ncaaw-nXkcjFoZrIg,000001194,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,132.86606666666668,5123,3897,1299,3,False,1788876338,ABSENT,UNKNOWN,,,,,basketball__ncaaw-nXkcjFoZrIg_s1194.mp4,1
L00437:bt3NwN7k8bY_s1701,437,bt3NwN7k8bY_s1701,nba,bt3NwN7k8bY,000001701,thin,1,ORIGINAL,OTHER,1920x1080,1080,59.94006500349515,131.5313888888889,0,,,,,1788876421,ABSENT,UNKNOWN,,,,,nba__bt3NwN7k8bY_s1701.mp4,0
L00438:5U9k1U6nN-g_s4558,438,5U9k1U6nN-g_s4558,nba,5U9k1U6nN-g,000004558,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,133.4333,5219,3897,1299,3,False,1788876441,ABSENT,UNKNOWN,,,,,nba__5U9k1U6nN-g_s4558.mp4,1
L00439:bt3NwN7k8bY_s3312,439,bt3NwN7k8bY_s3312,nba,bt3NwN7k8bY,000003312,thin,1,ORIGINAL,OTHER,1920x1080,1080,59.940062407006025,134.98484444444443,0,,,,,1788876462,ABSENT,UNKNOWN,,,,,nba__bt3NwN7k8bY_s3312.mp4,0
L00440:fiba-i2y-_7B0IUg_s490,440,fiba-i2y-_7B0IUg_s490,basketball,fiba-i2y-_7B0IUg,000000490,tracked,1,ORIGINAL,OTHER,1920x1080,1080,50.0,134.94,3609,6501,1301,5,False,1788876672,ABSENT,UNKNOWN,,,,,basketball__fiba-i2y-_7B0IUg_s490.mp4,1
L00441:fiba-i2y-_7B0IUg_s890,441,fiba-i2y-_7B0IUg_s890,basketball,fiba-i2y-_7B0IUg,000000890,tracked,1,ORIGINAL,OTHER,1920x1080,1080,50.0,130.34,3139,6501,1301,5,False,1788876798,ABSENT,UNKNOWN,,,,,basketball__fiba-i2y-_7B0IUg_s890.mp4,1
L00442:ncaaw-nXkcjFoZrIg_s5610,442,ncaaw-nXkcjFoZrIg_s5610,basketball,ncaaw-nXkcjFoZrIg,000005610,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,134.4343,3440,3897,1299,3,False,1788876861,ABSENT,UNKNOWN,,,,,basketball__ncaaw-nXkcjFoZrIg_s5610.mp4,1
L00443:ncaaw-nXkcjFoZrIg_s90,443,ncaaw-nXkcjFoZrIg_s90,basketball,ncaaw-nXkcjFoZrIg,000000090,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,134.96816666666666,4050,3897,1299,3,False,1788876903,ABSENT,UNKNOWN,,,,,basketball__ncaaw-nXkcjFoZrIg_s90.mp4,1
L00444:fiba-i2y-_7B0IUg_s90,444,fiba-i2y-_7B0IUg_s90,basketball,fiba-i2y-_7B0IUg,000000090,tracked,1,ORIGINAL,OTHER,1920x1080,1080,50.0,130.7,1910,6501,1301,5,False,1788876903,ABSENT,UNKNOWN,,,,,basketball__fiba-i2y-_7B0IUg_s90.mp4,1
L00445:5U9k1U6nN-g_s90,445,5U9k1U6nN-g_s90,nba,5U9k1U6nN-g,000000090,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,134.60113333333334,4065,3897,1299,3,False,1788876924,ABSENT,UNKNOWN,,,,,nba__5U9k1U6nN-g_s90.mp4,1
L00446:ncaaw-nXkcjFoZrIg_s4506,446,ncaaw-nXkcjFoZrIg_s4506,basketball,ncaaw-nXkcjFoZrIg,000004506,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,131.56476666666666,4580,3898,1300,3,False,1788876944,ABSENT,UNKNOWN,,,,,basketball__ncaaw-nXkcjFoZrIg_s4506.mp4,1
L00447:bt3NwN7k8bY_s90,447,bt3NwN7k8bY_s90,nba,bt3NwN7k8bY,000000090,tracked,1,ORIGINAL,OTHER,1920x1080,1080,59.940064888017694,134.60112222222222,1823,7793,1299,6,False,1788876964,ABSENT,UNKNOWN,,,,,nba__bt3NwN7k8bY_s90.mp4,1
L00448:X5w3V6rh26s_s1376,448,X5w3V6rh26s_s1376,ncaa_basketball,X5w3V6rh26s,000001376,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,134.66786666666667,4676,3897,1299,3,False,1788877255,ABSENT,UNKNOWN,,,,,ncaa_basketball__X5w3V6rh26s_s1376.mp4,1
L00449:X5w3V6rh26s_s90,449,X5w3V6rh26s_s90,ncaa_basketball,X5w3V6rh26s,000000090,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,134.96816666666666,5751,3897,1299,3,False,1788877380,ABSENT,UNKNOWN,,,,,ncaa_basketball__X5w3V6rh26s_s90.mp4,1
L00450:X5w3V6rh26s_s3948,450,X5w3V6rh26s_s3948,ncaa_basketball,X5w3V6rh26s,000003948,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,134.10063333333335,5396,3897,1299,3,False,1788877442,ABSENT,UNKNOWN,,,,,ncaa_basketball__X5w3V6rh26s_s3948.mp4,1
L00451:Ze8frxZxNyk_s2646,451,Ze8frxZxNyk_s2646,ncaa_basketball,Ze8frxZxNyk,000002646,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,133.39993333333334,3503,3897,1299,3,False,1788877505,ABSENT,UNKNOWN,,,,,ncaa_basketball__Ze8frxZxNyk_s2646.mp4,1
L00452:Ze8frxZxNyk_s3924,452,Ze8frxZxNyk_s3924,ncaa_basketball,Ze8frxZxNyk,000003924,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,135.135,2570,3897,1299,3,False,1788877567,ABSENT,UNKNOWN,,,,,ncaa_basketball__Ze8frxZxNyk_s3924.mp4,1
L00453:X5w3V6rh26s_s5234,453,X5w3V6rh26s_s5234,ncaa_basketball,X5w3V6rh26s,000005234,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,133.8337,4766,3897,1299,3,False,1788877650,ABSENT,UNKNOWN,,,,,ncaa_basketball__X5w3V6rh26s_s5234.mp4,1
L00454:uZkAbRqeGrc_s1607,454,uZkAbRqeGrc_s1607,nba,uZkAbRqeGrc,000001607,tracked,1,ORIGINAL,1080p30,1920x1080,1080,30.0,131.3,4055,3901,1301,3,False,1788877732,ABSENT,UNKNOWN,,,,,nba__uZkAbRqeGrc_s1607.mp4,1
L00455:uZkAbRqeGrc_s3124,455,uZkAbRqeGrc_s3124,nba,uZkAbRqeGrc,000003124,tracked,1,ORIGINAL,1080p30,1920x1080,1080,30.0,131.76666666666668,4103,3901,1301,3,False,1788877877,ABSENT,UNKNOWN,,,,,nba__uZkAbRqeGrc_s3124.mp4,1
L00456:uZkAbRqeGrc_s90,456,uZkAbRqeGrc_s90,nba,uZkAbRqeGrc,000000090,tracked,1,ORIGINAL,1080p30,1920x1080,1080,30.0,131.16666666666666,4696,3901,1301,3,False,1788877919,ABSENT,UNKNOWN,,,,,nba__uZkAbRqeGrc_s90.mp4,1
L00457:Ze8frxZxNyk_s1368,457,Ze8frxZxNyk_s1368,ncaa_basketball,Ze8frxZxNyk,000001368,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,131.69823333333335,4091,3897,1299,3,False,1788877980,ABSENT,UNKNOWN,,,,,ncaa_basketball__Ze8frxZxNyk_s1368.mp4,1
L00458:850xnW8BoAU_s3894,458,850xnW8BoAU_s3894,ncaa_basketball,850xnW8BoAU,000003894,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,130.16336666666666,732,3896,1299,3,False,1788878001,ABSENT,UNKNOWN,,,,,ncaa_basketball__850xnW8BoAU_s3894.mp4,1
L00459:850xnW8BoAU_s2626,459,850xnW8BoAU_s2626,ncaa_basketball,850xnW8BoAU,000002626,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,133.4333,4913,3897,1299,3,False,1788878229,ABSENT,UNKNOWN,,,,,ncaa_basketball__850xnW8BoAU_s2626.mp4,1
L00460:850xnW8BoAU_s1358,460,850xnW8BoAU_s1358,ncaa_basketball,850xnW8BoAU,000001358,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,131.69823333333335,6220,3897,1299,3,False,1788878354,ABSENT,UNKNOWN,,,,,ncaa_basketball__850xnW8BoAU_s1358.mp4,1
L00461:850xnW8BoAU_s90,461,850xnW8BoAU_s90,ncaa_basketball,850xnW8BoAU,000000090,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,134.96816666666666,5322,3897,1299,3,False,1788878416,ABSENT,UNKNOWN,,,,,ncaa_basketball__850xnW8BoAU_s90.mp4,1
L00462:Vm0FqeGo-8g_s1317,462,Vm0FqeGo-8g_s1317,ncaa_basketball,Vm0FqeGo-8g,000001317,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,130.7306,4070,3897,1299,3,False,1788878477,ABSENT,UNKNOWN,,,,,ncaa_basketball__Vm0FqeGo-8g_s1317.mp4,1
L00463:Vm0FqeGo-8g_s2544,463,Vm0FqeGo-8g_s2544,ncaa_basketball,Vm0FqeGo-8g,000002544,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,131.49803333333332,4649,3897,1299,3,False,1788878498,ABSENT,UNKNOWN,,,,,ncaa_basketball__Vm0FqeGo-8g_s2544.mp4,1
L00464:X5w3V6rh26s_s2662,464,X5w3V6rh26s_s2662,ncaa_basketball,X5w3V6rh26s,000002662,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,134.40093333333334,2175,3897,1299,3,False,1788878518,ABSENT,UNKNOWN,,,,,ncaa_basketball__X5w3V6rh26s_s2662.mp4,1
L00465:Vm0FqeGo-8g_s4998,465,Vm0FqeGo-8g_s4998,ncaa_basketball,Vm0FqeGo-8g,000004998,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,133.06626666666668,1130,3897,1299,3,False,1788878663,ABSENT,UNKNOWN,,,,,ncaa_basketball__Vm0FqeGo-8g_s4998.mp4,1
L00466:Vm0FqeGo-8g_s90,466,Vm0FqeGo-8g_s90,ncaa_basketball,Vm0FqeGo-8g,000000090,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,134.96816666666666,3859,3897,1299,3,False,1788878872,ABSENT,UNKNOWN,,,,,ncaa_basketball__Vm0FqeGo-8g_s90.mp4,1
L00467:850xnW8BoAU_s5162,467,850xnW8BoAU_s5162,ncaa_basketball,850xnW8BoAU,000005162,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,131.89843333333334,3822,3897,1299,3,False,1788878977,ABSENT,UNKNOWN,,,,,ncaa_basketball__850xnW8BoAU_s5162.mp4,1
L00468:fiba-IGcau1WL8Q0_s2838,468,fiba-IGcau1WL8Q0_s2838,basketball,fiba-IGcau1WL8Q0,000002838,tracked,1,ORIGINAL,1080p30,1920x1080,1080,30.0,130.7,4681,3901,1301,3,False,1788879019,ABSENT,UNKNOWN,,,,,basketball__fiba-IGcau1WL8Q0_s2838.mp4,1
L00469:fiba-IGcau1WL8Q0_s1464,469,fiba-IGcau1WL8Q0_s1464,basketball,fiba-IGcau1WL8Q0,000001464,tracked,1,ORIGINAL,1080p30,1920x1080,1080,30.0,132.7,4084,3901,1301,3,False,1788879040,ABSENT,UNKNOWN,,,,,basketball__fiba-IGcau1WL8Q0_s1464.mp4,1
L00470:fiba-IGcau1WL8Q0_s5586,470,fiba-IGcau1WL8Q0_s5586,basketball,fiba-IGcau1WL8Q0,000005586,tracked,1,ORIGINAL,1080p30,1920x1080,1080,30.0,132.03333333333333,4241,3901,1301,3,False,1788879207,ABSENT,UNKNOWN,,,,,basketball__fiba-IGcau1WL8Q0_s5586.mp4,1
L00471:Ze8frxZxNyk_s5202,471,Ze8frxZxNyk_s5202,ncaa_basketball,Ze8frxZxNyk,000005202,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,131.86506666666668,4038,3897,1299,3,False,1788879248,ABSENT,UNKNOWN,,,,,ncaa_basketball__Ze8frxZxNyk_s5202.mp4,1
L00472:Vm0FqeGo-8g_s3771,472,Vm0FqeGo-8g_s3771,ncaa_basketball,Vm0FqeGo-8g,000003771,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,132.29883333333333,4515,3898,1300,3,False,1788879289,ABSENT,UNKNOWN,,,,,ncaa_basketball__Vm0FqeGo-8g_s3771.mp4,1
L00473:fiba-IGcau1WL8Q0_s4212,473,fiba-IGcau1WL8Q0_s4212,basketball,fiba-IGcau1WL8Q0,000004212,tracked,1,ORIGINAL,1080p30,1920x1080,1080,30.0,134.03333333333333,3992,3901,1301,3,False,1788879310,ABSENT,UNKNOWN,,,,,basketball__fiba-IGcau1WL8Q0_s4212.mp4,1
L00474:fiba-IGcau1WL8Q0_s6960,474,fiba-IGcau1WL8Q0_s6960,basketball,fiba-IGcau1WL8Q0,000006960,tracked,1,ORIGINAL,1080p30,1920x1080,1080,30.0,135.36666666666667,1419,3901,1301,3,False,1788879391,ABSENT,UNKNOWN,,,,,basketball__fiba-IGcau1WL8Q0_s6960.mp4,1
L00475:5PNHcMafoX8_s2782,475,5PNHcMafoX8_s2782,nba,5PNHcMafoX8,000002782,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,132.69923333333332,145,3897,1299,3,False,1788879493,ABSENT,UNKNOWN,,,,,nba__5PNHcMafoX8_s2782.mp4,1
L00476:fiba-IGcau1WL8Q0_s90,476,fiba-IGcau1WL8Q0_s90,basketball,fiba-IGcau1WL8Q0,000000090,tracked,1,ORIGINAL,1080p30,1920x1080,1080,30.0,134.7,3288,3901,1301,3,False,1788879720,ABSENT,UNKNOWN,,,,,basketball__fiba-IGcau1WL8Q0_s90.mp4,1
L00477:5PNHcMafoX8_s90,477,5PNHcMafoX8_s90,nba,5PNHcMafoX8,000000090,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,130.53040000000001,2544,3897,1299,3,False,1788879825,ABSENT,UNKNOWN,,,,,nba__5PNHcMafoX8_s90.mp4,1
L00478:5PNHcMafoX8_s1436,478,5PNHcMafoX8_s1436,nba,5PNHcMafoX8,000001436,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,134.30083333333334,1067,3898,1300,3,False,1788879846,ABSENT,UNKNOWN,,,,,nba__5PNHcMafoX8_s1436.mp4,1
L00479:5PNHcMafoX8_s6820,479,5PNHcMafoX8_s6820,nba,5PNHcMafoX8,000006820,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,132.6325,5100,3897,1299,3,False,1788879950,ABSENT,UNKNOWN,,,,,nba__5PNHcMafoX8_s6820.mp4,1
L00480:hLv8cwl0asQ_s1295,480,hLv8cwl0asQ_s1295,ncaa_basketball,hLv8cwl0asQ,000001295,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,132.76596666666666,4819,3897,1299,3,False,1788879951,ABSENT,UNKNOWN,,,,,ncaa_basketball__hLv8cwl0asQ_s1295.mp4,1
L00481:-5l407QKuVk_s284,481,-5l407QKuVk_s284,wnba,-5l407QKuVk,000000284,thin,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,134.96816666666666,0,,,,,1788879951,ABSENT,UNKNOWN,,,,,wnba__-5l407QKuVk_s284.mp4,0
L00482:5PNHcMafoX8_s5474,482,5PNHcMafoX8_s5474,nba,5PNHcMafoX8,000005474,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,134.50103333333334,5075,3898,1300,3,False,1788879971,ABSENT,UNKNOWN,,,,,nba__5PNHcMafoX8_s5474.mp4,1
L00483:-5l407QKuVk_s478,483,-5l407QKuVk_s478,wnba,-5l407QKuVk,000000478,thin,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,134.16736666666668,0,,,,,1788879971,ABSENT,UNKNOWN,,,,,wnba__-5l407QKuVk_s478.mp4,0
L00484:-5l407QKuVk_s90,484,-5l407QKuVk_s90,wnba,-5l407QKuVk,000000090,thin,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,132.29883333333333,0,,,,,1788879992,ABSENT,UNKNOWN,,,,,wnba__-5l407QKuVk_s90.mp4,0
L00485:5PNHcMafoX8_s4128,485,5PNHcMafoX8_s4128,nba,5PNHcMafoX8,000004128,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,132.06526666666667,5744,3897,1299,3,False,1788880158,ABSENT,UNKNOWN,,,,,nba__5PNHcMafoX8_s4128.mp4,1
L00486:hLv8cwl0asQ_s2500,486,hLv8cwl0asQ_s2500,ncaa_basketball,hLv8cwl0asQ,000002500,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,131.39793333333333,3104,3897,1299,3,False,1788880345,ABSENT,UNKNOWN,,,,,ncaa_basketball__hLv8cwl0asQ_s2500.mp4,1
L00487:hLv8cwl0asQ_s3705,487,hLv8cwl0asQ_s3705,ncaa_basketball,hLv8cwl0asQ,000003705,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,131.36456666666666,5663,3898,1300,3,False,1788880428,ABSENT,UNKNOWN,,,,,ncaa_basketball__hLv8cwl0asQ_s3705.mp4,1
L00488:hLv8cwl0asQ_s4910,488,hLv8cwl0asQ_s4910,ncaa_basketball,hLv8cwl0asQ,000004910,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,136.136,3753,3897,1299,3,False,1788880448,ABSENT,UNKNOWN,,,,,ncaa_basketball__hLv8cwl0asQ_s4910.mp4,1
L00489:7WBKNCu3NLU_s308,489,7WBKNCu3NLU_s308,wnba,7WBKNCu3NLU,000000308,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,134.50103333333334,6017,3897,1299,3,False,1788880531,ABSENT,UNKNOWN,,,,,wnba__7WBKNCu3NLU_s308.mp4,1
L00490:hLv8cwl0asQ_s90,490,hLv8cwl0asQ_s90,ncaa_basketball,hLv8cwl0asQ,000000090,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,133.29983333333334,4301,3897,1299,3,False,1788880720,ABSENT,UNKNOWN,,,,,ncaa_basketball__hLv8cwl0asQ_s90.mp4,1
L00491:hLv8cwl0asQ_s6115,491,hLv8cwl0asQ_s6115,ncaa_basketball,hLv8cwl0asQ,000006115,tracked,1,ORIGINAL,1080p30,1920x1080,1080,29.97002997002997,134.2341,3764,3897,1299,3,False,1788880803,ABSENT,UNKNOWN,,,,,ncaa_basketball__hLv8cwl0asQ_s6115.mp4,1
L00492:nbl-YqB41CtbFqA_s1447,492,nbl-YqB41CtbFqA_s1447,basketball,nbl-YqB41CtbFqA,000001447,tracked,1,ORIGINAL,OTHER,1920x1080,1080,25.0,134.6,3917,3251,1626,2,False,1788880804,ABSENT,UNKNOWN,,,,,basketball__nbl-YqB41CtbFqA_s1447.mp4,1
L00493:nbl-YqB41CtbFqA_s2804,493,nbl-YqB41CtbFqA_s2804,basketball,nbl-YqB41CtbFqA,000002804,tracked,1,ORIGINAL,OTHER,1920x1080,1080,25.0,131.6,5337,3251,1626,2,False,1788880865,ABSENT,UNKNOWN,,,,,basketball__nbl-YqB41CtbFqA_s2804.mp4,1
