frame,state,raw_rows,unique_players,emitting,section_id
1638,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1641,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1644,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1647,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1650,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
1653,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1656,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
1659,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1662,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1665,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1668,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1671,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
1674,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1677,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1680,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1683,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
1686,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1689,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1692,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1695,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1698,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1701,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1704,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1707,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
1710,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1713,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1716,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1719,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1722,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
1725,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
1728,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1731,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1734,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1737,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
1740,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1743,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1746,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1749,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1752,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1755,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1758,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1761,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
1764,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
1767,EVALUATED,3,3,1,fiba-tZeqmc_-_sA_s5058
1770,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
1773,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
1776,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
1779,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
1782,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
1785,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
1788,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
1791,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1794,EVALUATED,3,3,1,fiba-tZeqmc_-_sA_s5058
1797,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
1800,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
1803,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
1806,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1809,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1812,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1815,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1818,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
1821,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
1824,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
1827,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1830,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1833,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1836,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1839,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1842,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1845,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1848,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1851,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1854,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1857,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1860,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
1863,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
1866,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1869,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1872,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1875,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1878,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1881,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1884,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1887,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
1890,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1893,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1896,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
1899,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
1902,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1905,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1908,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
1911,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
1914,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
1917,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
1920,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
1923,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1926,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1929,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1932,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1935,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1938,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1941,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1944,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1947,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1950,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
1953,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1956,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1959,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1962,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1965,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
1968,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
1971,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
1974,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
1977,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
1980,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
1983,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
1986,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
1989,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
1992,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
1995,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
1998,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2001,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2004,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2007,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2010,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2013,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2016,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2019,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2022,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2025,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2028,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
2031,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
2034,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2037,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2040,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2043,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2046,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2049,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2052,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
2055,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
2058,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2061,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2064,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2067,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
2070,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
2073,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
2076,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2079,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2082,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2085,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2088,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2091,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2094,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2097,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2100,EVALUATED,9,9,1,fiba-tZeqmc_-_sA_s5058
2103,EVALUATED,9,9,1,fiba-tZeqmc_-_sA_s5058
2106,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2109,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
2112,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
2115,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
2118,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
2121,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2124,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2127,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
2130,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2133,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2136,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2139,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2142,EVALUATED,9,9,1,fiba-tZeqmc_-_sA_s5058
2145,EVALUATED,9,9,1,fiba-tZeqmc_-_sA_s5058
2148,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2151,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
2154,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
2157,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
2160,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
2163,EVALUATED,9,9,1,fiba-tZeqmc_-_sA_s5058
2166,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
2169,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
2172,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2175,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2178,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2181,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2184,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2187,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2190,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2193,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2196,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2199,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2202,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2205,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2208,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2211,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2214,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2217,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2220,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2223,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2226,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2229,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2232,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2235,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2238,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2241,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2244,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2247,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2250,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2253,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2256,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2259,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2262,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2265,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2268,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2271,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2274,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2277,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2280,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2283,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2286,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2289,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2292,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2295,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2298,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2301,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2304,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2307,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2310,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2313,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2316,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2319,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2322,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2325,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2328,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2331,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2334,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2337,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2340,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2343,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2346,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2349,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2352,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2355,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2358,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2361,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2364,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2367,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2370,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2373,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2376,EVALUATED,3,3,1,fiba-tZeqmc_-_sA_s5058
2379,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2382,EVALUATED,2,2,1,fiba-tZeqmc_-_sA_s5058
2385,EVALUATED,3,3,1,fiba-tZeqmc_-_sA_s5058
2388,EVALUATED,3,3,1,fiba-tZeqmc_-_sA_s5058
2391,EVALUATED,3,3,1,fiba-tZeqmc_-_sA_s5058
2394,EVALUATED,3,3,1,fiba-tZeqmc_-_sA_s5058
2397,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2400,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2403,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2406,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2409,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2412,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2415,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2418,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2421,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2424,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2427,EVALUATED,3,3,1,fiba-tZeqmc_-_sA_s5058
2430,EVALUATED,2,2,1,fiba-tZeqmc_-_sA_s5058
2433,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2436,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2439,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2442,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2445,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2448,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2451,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2454,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2457,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2460,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2463,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2466,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2469,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2472,EVALUATED,3,3,1,fiba-tZeqmc_-_sA_s5058
2475,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2478,EVALUATED,3,3,1,fiba-tZeqmc_-_sA_s5058
2481,EVALUATED,2,2,1,fiba-tZeqmc_-_sA_s5058
2484,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2487,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2490,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2493,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2496,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2499,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2502,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2505,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2508,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2511,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2514,EVALUATED,3,3,1,fiba-tZeqmc_-_sA_s5058
2517,EVALUATED,3,3,1,fiba-tZeqmc_-_sA_s5058
2520,EVALUATED,2,2,1,fiba-tZeqmc_-_sA_s5058
2523,EVALUATED,2,2,1,fiba-tZeqmc_-_sA_s5058
2526,EVALUATED,2,2,1,fiba-tZeqmc_-_sA_s5058
2529,EVALUATED,3,3,1,fiba-tZeqmc_-_sA_s5058
2532,EVALUATED,3,3,1,fiba-tZeqmc_-_sA_s5058
2535,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2538,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2541,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2544,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2547,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2550,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2553,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2556,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2559,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2562,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2565,EVALUATED,3,3,1,fiba-tZeqmc_-_sA_s5058
2568,EVALUATED,3,3,1,fiba-tZeqmc_-_sA_s5058
2571,EVALUATED,3,3,1,fiba-tZeqmc_-_sA_s5058
2574,EVALUATED,3,3,1,fiba-tZeqmc_-_sA_s5058
2577,EVALUATED,3,3,1,fiba-tZeqmc_-_sA_s5058
2580,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2583,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2586,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2589,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2592,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2595,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2598,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2601,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2604,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2607,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2610,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2613,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2616,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2619,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2622,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2625,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2628,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2631,EVALUATED,3,3,1,fiba-tZeqmc_-_sA_s5058
2634,EVALUATED,3,3,1,fiba-tZeqmc_-_sA_s5058
2637,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2640,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2643,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2646,EVALUATED,4,4,1,fiba-tZeqmc_-_sA_s5058
2649,EVALUATED,2,2,1,fiba-tZeqmc_-_sA_s5058
2652,EVALUATED,0,0,0,fiba-tZeqmc_-_sA_s5058
2655,EVALUATED,1,1,1,fiba-tZeqmc_-_sA_s5058
2658,EVALUATED,1,1,1,fiba-tZeqmc_-_sA_s5058
2661,EVALUATED,1,1,1,fiba-tZeqmc_-_sA_s5058
2664,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2667,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2670,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2673,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2676,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2679,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2682,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2685,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2688,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2691,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
2694,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
2697,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2700,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2703,EVALUATED,8,8,1,fiba-tZeqmc_-_sA_s5058
2706,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2709,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2712,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2715,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2718,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2721,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2724,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2727,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2730,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2733,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2736,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2739,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2742,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2745,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2748,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2751,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2754,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2757,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2760,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2763,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2766,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2769,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2772,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2775,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2778,EVALUATED,5,5,1,fiba-tZeqmc_-_sA_s5058
2781,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2784,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2787,EVALUATED,9,9,1,fiba-tZeqmc_-_sA_s5058
2790,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
2793,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2796,EVALUATED,6,6,1,fiba-tZeqmc_-_sA_s5058
2799,EVALUATED,7,7,1,fiba-tZeqmc_-_sA_s5058
