game_id,possession_id,team,start_frame,end_frame,duration_frames,duration_sec,avg_spacing,avg_defensive_pressure,avg_vel_toward_basket,drive_attempts,shot_attempted,shot_frame,fast_break,result,outcome_score
22401198,31,green,540,1469,929,30.966666666666665,84382.9,200.0,-21.93,2,1,546.0,1,,
22401198,120,green,1695,2072,377,12.566666666666666,38754.0,200.0,,0,1,1701.0,0,,
22401198,229,green,2253,2789,536,17.866666666666667,66195.9,200.0,-154.91,0,0,,0,,
22401198,519,green,3369,3686,317,10.566666666666666,86541.4,200.0,65.08,2,0,,1,,
22401198,601,green,3882,4121,239,7.966666666666667,65740.5,200.0,21.86,1,0,,0,,
22401198,783,green,4956,5240,285,9.5,57951.4,200.0,196.51,1,0,,0,,
22401198,809,green,5406,6473,1067,35.56666666666667,9221.7,200.0,,0,0,,0,,
22401198,970,green,6708,6830,122,4.066666666666666,17478.7,200.0,,0,0,,0,,
22401198,1387,green,9051,9218,168,5.6,66820.0,200.0,,0,0,,0,,
22401198,1718,green,10695,10778,83,2.7666666666666666,121569.8,200.0,,0,1,10698.0,0,,
22401198,1848,green,11121,11249,128,4.266666666666667,275222.2,200.0,,0,0,,0,,
22401198,1939,green,11421,11489,68,2.2666666666666666,88361.2,200.0,-60.28,1,0,,1,,
22401198,2014,green,11673,11972,299,9.966666666666669,49570.3,200.0,,0,0,,0,,
22401198,2155,green,12228,12380,152,5.066666666666666,3179.3,200.0,,0,0,,0,,
22401198,2397,green,13161,13391,230,7.666666666666667,91004.0,200.0,,0,1,13167.0,0,,
22401198,2441,green,13590,17261,3671,122.36666666666666,301324.8,221.1,-3.98,18,1,13626.0,0,,
22401198,2674,green,17931,19112,1181,39.36666666666667,34302.4,200.0,,0,0,,0,,
22401198,2826,green,19872,19970,99,3.3,152144.6,200.0,,0,1,19878.0,0,,
22401198,2909,green,20217,20660,443,14.766666666666667,398004.5,200.0,,0,0,,0,,
22401198,3107,green,21192,21410,218,7.266666666666667,190991.8,200.0,-12.84,0,1,21198.0,0,,
22401198,3132,green,21693,21848,155,5.166666666666667,226069.2,200.0,1.74,2,0,,0,,
22401198,3196,green,22233,22454,221,7.366666666666666,157446.7,200.0,,0,0,,0,,
