frame_approx,video_sec,game_clock_sec,period,score_home,score_away,score_margin,shot_clock_est
0,0,1001,2,42,31,11,24.0
30,1,1002,2,42,31,11,23.0
60,2,1003,2,42,31,11,22.0
90,3,1004,2,42,31,11,21.0
120,4,1005,2,42,31,11,20.0
150,5,1006,2,42,31,11,19.0
180,6,1007,2,42,31,11,18.0
210,7,1008,2,42,31,11,17.0
240,8,1009,2,42,31,11,16.0
270,9,1010,2,42,31,11,15.0
300,10,1011,2,42,31,11,14.0
330,11,1012,2,42,31,11,13.0
360,12,1013,2,42,31,11,12.0
390,13,1014,2,42,31,11,11.0
420,14,1015,2,42,31,11,10.0
450,15,1016,2,42,31,11,9.0
480,16,1017,2,42,33,9,24.0
510,17,1018,2,42,33,9,23.0
540,18,1019,2,42,33,9,22.0
570,19,1020,2,42,33,9,21.0
600,20,1021,2,42,33,9,20.0
630,21,1022,2,42,33,9,19.0
660,22,1023,2,42,33,9,18.0
690,23,1024,2,42,33,9,17.0
720,24,1025,2,42,33,9,16.0
750,25,1026,2,42,33,9,15.0
780,26,1027,2,42,33,9,14.0
810,27,1028,2,42,33,9,13.0
840,28,1029,2,42,33,9,12.0
870,29,1030,2,42,33,9,11.0
900,30,1031,2,42,33,9,10.0
930,31,1032,2,42,33,9,9.0
960,32,1033,2,42,33,9,8.0
990,33,1034,2,42,33,9,7.0
1020,34,1035,2,42,33,9,6.0
1050,35,1036,2,42,33,9,5.0
1080,36,1037,2,42,33,9,4.0
1110,37,1038,2,44,33,11,24.0
1140,38,1039,2,44,33,11,23.0
1170,39,1040,2,44,33,11,22.0
1200,40,1041,2,44,33,11,21.0
1230,41,1042,2,44,33,11,20.0
1260,42,1043,2,44,33,11,19.0
1290,43,1044,2,44,33,11,18.0
1320,44,1045,2,44,33,11,17.0
1350,45,1046,2,44,33,11,16.0
1380,46,1047,2,44,33,11,15.0
1410,47,1048,2,44,33,11,14.0
1440,48,1049,2,44,33,11,13.0
1470,49,1050,2,44,33,11,12.0
1500,50,1051,2,44,33,11,11.0
1530,51,1052,2,44,33,11,10.0
1560,52,1053,2,44,33,11,9.0
1590,53,1054,2,44,33,11,8.0
1620,54,1055,2,44,33,11,7.0
1650,55,1056,2,44,33,11,6.0
1680,56,1057,2,44,33,11,5.0
1710,57,1058,2,44,33,11,4.0
1740,58,1059,2,44,33,11,3.0
1770,59,1060,2,44,33,11,2.0
1800,60,1061,2,44,33,11,1.0
1830,61,1062,2,44,33,11,0.0
1860,62,1063,2,44,35,9,24.0
1890,63,1064,2,44,35,9,23.0
1920,64,1065,2,44,35,9,22.0
1950,65,1066,2,44,35,9,21.0
1980,66,1067,2,44,35,9,20.0
2010,67,1068,2,44,35,9,19.0
2040,68,1069,2,44,35,9,18.0
2070,69,1070,2,44,35,9,17.0
2100,70,1071,2,44,35,9,16.0
2130,71,1072,2,44,35,9,15.0
2160,72,1073,2,44,35,9,14.0
2190,73,1074,2,44,35,9,13.0
2220,74,1075,2,44,35,9,12.0
2250,75,1076,2,44,35,9,11.0
2280,76,1077,2,44,35,9,10.0
2310,77,1078,2,44,35,9,14.0
2340,78,1079,2,44,35,9,13.0
2370,79,1080,2,44,35,9,12.0
2400,80,1081,2,44,35,9,11.0
2430,81,1082,2,44,35,9,10.0
2460,82,1083,2,44,35,9,9.0
2490,83,1084,2,44,35,9,8.0
2520,84,1085,2,44,35,9,7.0
2550,85,1086,2,44,35,9,6.0
2580,86,1087,2,44,35,9,5.0
2610,87,1088,2,44,38,6,24.0
2640,88,1089,2,44,38,6,23.0
2670,89,1090,2,44,38,6,22.0
2700,90,1091,2,44,38,6,21.0
2730,91,1092,2,44,38,6,20.0
2760,92,1093,2,44,38,6,19.0
2790,93,1094,2,44,38,6,18.0
2820,94,1095,2,44,38,6,17.0
2850,95,1096,2,44,38,6,16.0
2880,96,1097,2,44,38,6,15.0
2910,97,1098,2,44,38,6,14.0
2940,98,1099,2,44,38,6,13.0
2970,99,1100,2,44,38,6,12.0
3000,100,1101,2,44,38,6,11.0
3030,101,1102,2,44,38,6,10.0
3060,102,1103,2,44,38,6,9.0
3090,103,1104,2,44,38,6,8.0
3120,104,1105,2,44,38,6,7.0
3150,105,1106,2,44,38,6,6.0
3180,106,1107,2,44,38,6,5.0
3210,107,1108,2,44,38,6,14.0
3240,108,1109,2,44,38,6,13.0
3270,109,1110,2,44,38,6,12.0
3300,110,1111,2,44,38,6,11.0
3330,111,1112,2,44,38,6,10.0
3360,112,1113,2,44,38,6,9.0
3390,113,1114,2,44,38,6,8.0
3420,114,1115,2,44,40,4,24.0
3450,115,1116,2,44,40,4,23.0
3480,116,1117,2,44,40,4,22.0
3510,117,1118,2,44,40,4,21.0
3540,118,1119,2,44,40,4,20.0
3570,119,1120,2,44,40,4,19.0
3600,120,1121,2,44,40,4,18.0
3630,121,1122,2,44,40,4,17.0
3660,122,1123,2,44,40,4,16.0
3690,123,1124,2,44,40,4,15.0
3720,124,1125,2,44,40,4,14.0
3750,125,1126,2,44,40,4,13.0
