frame,timestamp,ball_x2d,ball_y2d,detected
90,3.0,,,0
93,3.1,,,0
96,3.2,,,0
99,3.3,,,0
102,3.4,,,0
105,3.5,,,0
108,3.6,,,0
111,3.7,,,0
114,3.8,,,0
117,3.9,,,0
120,4.0,,,0
123,4.1,,,0
126,4.2,,,0
129,4.3,,,0
132,4.4,,,0
135,4.5,,,0
138,4.6,,,0
141,4.7,,,0
144,4.8,,,0
147,4.9,,,0
150,5.0,,,0
153,5.1,,,0
156,5.2,,,0
159,5.3,,,0
162,5.4,,,0
165,5.5,,,0
168,5.6,,,0
171,5.7,,,0
174,5.8,,,0
177,5.9,,,0
540,18.0,937,45,1
543,18.1,937,45,1
546,18.2,37,115,1
549,18.3,37,115,1
552,18.4,33,111,1
555,18.5,33,111,1
558,18.6,164,330,1
561,18.7,164,330,1
564,18.8,286,1,1
567,18.9,,,0
570,19.0,,,0
573,19.1,,,0
576,19.2,276,123,1
579,19.3,276,123,1
582,19.4,274,393,1
585,19.5,274,393,1
588,19.6,124,379,1
591,19.7,122,391,1
594,19.8,119,408,1
597,19.9,118,431,1
600,20.0,118,431,1
603,20.1,103,150,1
606,20.2,78,232,1
609,20.3,78,232,1
612,20.4,89,382,1
615,20.5,133,545,1
618,20.6,632,976,1
621,20.7,632,976,1
624,20.8,632,976,1
627,20.9,632,976,1
630,21.0,306,58,1
633,21.1,306,58,1
636,21.2,453,304,1
639,21.3,445,294,1
642,21.4,445,294,1
645,21.5,,,0
648,21.6,,,0
651,21.7,578,269,1
654,21.8,578,269,1
657,21.9,201,111,1
660,22.0,201,111,1
663,22.1,769,37,1
666,22.2,769,37,1
669,22.3,131,438,1
672,22.4,131,438,1
675,22.5,191,63,1
678,22.6,191,63,1
681,22.7,284,542,1
684,22.8,480,600,1
687,22.9,554,207,1
690,23.0,577,249,1
693,23.1,556,171,1
696,23.2,556,171,1
699,23.3,578,587,1
702,23.4,578,587,1
705,23.5,,,0
708,23.6,,,0
711,23.7,293,45,1
714,23.8,293,45,1
717,23.9,748,73,1
720,24.0,748,73,1
723,24.1,50,288,1
726,24.2,50,288,1
729,24.3,190,394,1
732,24.4,190,394,1
735,24.5,207,156,1
738,24.6,207,156,1
741,24.7,200,277,1
744,24.8,200,277,1
747,24.9,303,282,1
750,25.0,303,282,1
753,25.1,181,186,1
756,25.2,181,186,1
759,25.3,146,177,1
762,25.4,146,177,1
765,25.5,171,0,1
768,25.6,171,0,1
771,25.7,,,0
774,25.8,,,0
777,25.9,,,0
780,26.0,39,357,1
783,26.1,41,352,1
786,26.2,49,370,1
789,26.3,47,379,1
792,26.4,56,395,1
795,26.5,59,394,1
798,26.6,59,394,1
801,26.7,73,3,1
804,26.8,73,3,1
807,26.9,355,588,1
1080,36.0,355,588,1
1083,36.1,5,350,1
1086,36.2,5,350,1
1089,36.3,5,350,1
1092,36.4,181,24,1
1095,36.5,181,24,1
1098,36.6,150,433,1
1101,36.7,155,496,1
1104,36.8,178,13,1
1107,36.9,178,13,1
1110,37.0,179,449,1
1113,37.1,188,431,1
1116,37.2,18,114,1
1119,37.3,18,114,1
1122,37.4,270,442,1
1125,37.5,261,452,1
1128,37.6,261,452,1
1131,37.7,184,601,1
1134,37.8,184,601,1
1137,37.9,275,86,1
1140,38.0,275,86,1
1143,38.1,290,545,1
1146,38.2,260,489,1
1149,38.3,256,437,1
1152,38.4,256,437,1
1155,38.5,207,577,1
1158,38.6,207,577,1
1161,38.7,130,261,1
1164,38.8,130,261,1
1167,38.9,130,265,1
1440,48.0,99,218,1
1443,48.1,99,192,1
1446,48.2,96,201,1
1449,48.3,96,208,1
1452,48.4,95,215,1
1455,48.5,95,215,1
1458,48.6,87,552,1
1461,48.7,87,552,1
1464,48.8,87,552,1
1467,48.9,87,552,1
1470,49.0,86,554,1
1473,49.1,86,554,1
1476,49.2,86,554,1
1479,49.3,86,554,1
1482,49.4,86,554,1
1485,49.5,86,554,1
1488,49.6,86,554,1
1491,49.7,86,554,1
1494,49.8,86,554,1
1497,49.9,86,554,1
1500,50.0,86,555,1
1503,50.1,86,555,1
1506,50.2,86,555,1
1509,50.3,86,555,1
1512,50.4,86,555,1
1515,50.5,86,555,1
1518,50.6,86,555,1
1521,50.7,86,555,1
1524,50.8,86,555,1
1527,50.9,86,555,1
1530,51.0,86,555,1
1533,51.1,34,531,1
1536,51.2,34,531,1
1539,51.3,86,551,1
1542,51.4,86,551,1
1545,51.5,86,551,1
1548,51.6,86,551,1
1551,51.7,86,551,1
1554,51.8,86,551,1
1557,51.9,,,0
1560,52.0,,,0
1563,52.1,,,0
1566,52.2,,,0
1569,52.3,86,554,1
1572,52.4,85,553,1
1575,52.5,85,552,1
1578,52.6,86,554,1
1581,52.7,86,554,1
1584,52.8,86,554,1
1587,52.9,86,554,1
1590,53.0,86,554,1
1593,53.1,86,553,1
1596,53.2,85,553,1
1599,53.3,86,554,1
1602,53.4,86,554,1
1605,53.5,86,554,1
1608,53.6,86,554,1
1611,53.7,85,553,1
1614,53.8,86,554,1
1617,53.9,86,554,1
1620,54.0,86,554,1
1623,54.1,86,554,1
1626,54.2,85,553,1
1629,54.3,85,553,1
1632,54.4,85,552,1
1635,54.5,86,554,1
1638,54.6,85,552,1
1641,54.7,86,554,1
1644,54.8,86,554,1
1647,54.9,86,553,1
1650,55.0,85,552,1
1653,55.1,86,554,1
1656,55.2,86,554,1
1659,55.3,86,553,1
1662,55.4,86,554,1
1665,55.5,86,554,1
1668,55.6,86,554,1
1671,55.7,86,554,1
1674,55.8,86,554,1
1677,55.9,86,554,1
1680,56.0,86,554,1
1683,56.1,86,554,1
1686,56.2,86,554,1
1689,56.3,86,554,1
1692,56.4,86,554,1
1695,56.5,268,25,1
1698,56.6,268,25,1
1701,56.7,86,554,1
1704,56.8,86,554,1
1707,56.9,86,554,1
1710,57.0,86,554,1
1713,57.1,86,554,1
1716,57.2,86,555,1
1719,57.3,86,555,1
1722,57.4,86,555,1
1725,57.5,86,555,1
1728,57.6,86,555,1
1731,57.7,86,555,1
1734,57.8,86,555,1
1737,57.9,86,555,1
1740,58.0,86,555,1
1743,58.1,86,555,1
1746,58.2,86,555,1
1749,58.3,86,555,1
1752,58.4,86,555,1
1755,58.5,86,555,1
1758,58.6,86,555,1
1761,58.7,86,555,1
1764,58.8,86,555,1
1767,58.9,86,555,1
1770,59.0,86,555,1
1773,59.1,86,555,1
1776,59.2,86,555,1
1779,59.3,86,555,1
1782,59.4,86,555,1
1785,59.5,86,555,1
1788,59.6,86,555,1
1791,59.7,86,555,1
1794,59.8,86,555,1
1797,59.9,86,555,1
1800,60.0,86,555,1
1803,60.1,86,555,1
1806,60.2,86,555,1
1809,60.3,86,555,1
1812,60.4,86,555,1
1815,60.5,86,555,1
1818,60.6,86,555,1
1821,60.7,86,555,1
1824,60.8,86,555,1
1827,60.9,3,510,1
1830,61.0,3,510,1
1833,61.1,86,554,1
1836,61.2,86,554,1
1839,61.3,86,554,1
1842,61.4,86,554,1
1845,61.5,86,554,1
1848,61.6,86,554,1
1851,61.7,86,554,1
1854,61.8,86,554,1
1857,61.9,86,554,1
1860,62.0,86,555,1
1863,62.1,86,555,1
1866,62.2,86,555,1
1869,62.3,86,555,1
1872,62.4,86,554,1
1875,62.5,86,554,1
1878,62.6,86,554,1
1881,62.7,86,554,1
1884,62.8,86,554,1
1887,62.9,86,554,1
1890,63.0,86,554,1
1893,63.1,86,554,1
1896,63.2,393,689,1
1899,63.3,393,689,1
1902,63.4,86,554,1
1905,63.5,86,554,1
1908,63.6,86,554,1
1911,63.7,86,554,1
1914,63.8,86,554,1
1917,63.9,86,554,1
1920,64.0,86,555,1
1923,64.1,86,555,1
1926,64.2,86,555,1
1929,64.3,86,554,1
1932,64.4,86,555,1
1935,64.5,86,554,1
1938,64.6,86,554,1
1941,64.7,86,554,1
1944,64.8,86,554,1
1947,64.9,86,554,1
1950,65.0,86,554,1
1953,65.1,86,554,1
1956,65.2,86,554,1
1959,65.3,86,554,1
1962,65.4,86,554,1
1965,65.5,33,530,1
1968,65.6,33,530,1
1971,65.7,86,551,1
1974,65.8,86,551,1
1977,65.9,86,551,1
2070,69.0,85,553,1
2073,69.1,85,553,1
2076,69.2,85,553,1
2079,69.3,85,554,1
2082,69.4,85,553,1
2085,69.5,85,554,1
2088,69.6,85,554,1
2091,69.7,85,553,1
2094,69.8,85,554,1
2097,69.9,85,554,1
2100,70.0,85,554,1
2103,70.1,85,554,1
2106,70.2,85,554,1
2109,70.3,85,554,1
2112,70.4,85,554,1
2115,70.5,85,554,1
2118,70.6,85,554,1
2121,70.7,85,554,1
2124,70.8,85,554,1
2127,70.9,85,554,1
2130,71.0,85,554,1
2133,71.1,85,554,1
2136,71.2,85,553,1
2139,71.3,85,554,1
2142,71.4,85,553,1
2145,71.5,85,554,1
2148,71.6,85,554,1
2151,71.7,85,554,1
2154,71.8,85,554,1
2157,71.9,85,554,1
2160,72.0,85,554,1
2163,72.1,85,554,1
2166,72.2,85,553,1
2169,72.3,85,553,1
2172,72.4,85,553,1
2175,72.5,85,553,1
2178,72.6,85,553,1
2181,72.7,85,553,1
2184,72.8,85,554,1
2187,72.9,85,554,1
2190,73.0,85,554,1
2193,73.1,85,554,1
2196,73.2,156,63,1
2199,73.3,157,61,1
2202,73.4,158,58,1
2205,73.5,159,56,1
2208,73.6,159,54,1
2211,73.7,161,51,1
2214,73.8,163,46,1
2217,73.9,165,43,1
2220,74.0,169,39,1
2223,74.1,174,36,1
2226,74.2,179,33,1
2229,74.3,185,29,1
2232,74.4,192,25,1
2235,74.5,201,21,1
2238,74.6,210,16,1
2241,74.7,218,12,1
2244,74.8,224,8,1
2247,74.9,231,3,1
2250,75.0,237,0,1
2253,75.1,264,34,1
2256,75.2,,,0
2259,75.3,34,531,1
2262,75.4,34,531,1
2265,75.5,86,551,1
2268,75.6,86,551,1
2271,75.7,86,553,1
2274,75.8,86,553,1
2277,75.9,86,553,1
2280,76.0,86,553,1
2283,76.1,86,553,1
2286,76.2,86,553,1
2289,76.3,86,553,1
2292,76.4,86,553,1
2295,76.5,86,553,1
2298,76.6,86,553,1
2301,76.7,86,553,1
2304,76.8,86,553,1
2307,76.9,86,553,1
2310,77.0,86,553,1
2313,77.1,86,553,1
2316,77.2,86,553,1
2319,77.3,86,553,1
2322,77.4,86,553,1
2325,77.5,86,553,1
2328,77.6,86,553,1
2331,77.7,86,552,1
2334,77.8,86,552,1
2337,77.9,86,552,1
2340,78.0,86,552,1
2343,78.1,86,551,1
2346,78.2,86,553,1
2349,78.3,86,551,1
2352,78.4,86,552,1
2355,78.5,86,552,1
2358,78.6,86,552,1
2361,78.7,86,554,1
2364,78.8,86,554,1
2367,78.9,86,554,1
2370,79.0,86,554,1
2373,79.1,86,555,1
2376,79.2,86,555,1
2379,79.3,86,555,1
2382,79.4,86,554,1
2385,79.5,86,555,1
2388,79.6,86,554,1
2391,79.7,86,554,1
2394,79.8,86,554,1
2397,79.9,86,554,1
2400,80.0,86,554,1
2403,80.1,86,554,1
2406,80.2,86,554,1
2409,80.3,86,554,1
2412,80.4,86,554,1
2415,80.5,86,554,1
2418,80.6,86,555,1
2421,80.7,86,555,1
2424,80.8,86,555,1
2427,80.9,86,554,1
2430,81.0,85,553,1
2433,81.1,86,554,1
2436,81.2,86,555,1
2439,81.3,86,554,1
2442,81.4,86,554,1
2445,81.5,86,554,1
2448,81.6,86,554,1
2451,81.7,86,555,1
2454,81.8,86,554,1
2457,81.9,86,554,1
2460,82.0,86,554,1
2463,82.1,86,555,1
2466,82.2,86,554,1
2469,82.3,85,552,1
2472,82.4,86,554,1
2475,82.5,86,554,1
2478,82.6,86,555,1
2481,82.7,86,555,1
2484,82.8,86,555,1
2487,82.9,86,554,1
2490,83.0,86,555,1
2493,83.1,86,555,1
2496,83.2,86,554,1
2499,83.3,86,554,1
2502,83.4,86,554,1
2505,83.5,86,555,1
2508,83.6,86,554,1
2511,83.7,86,554,1
2514,83.8,86,555,1
2517,83.9,86,555,1
2610,87.0,86,554,1
2613,87.1,86,554,1
2616,87.2,86,555,1
2619,87.3,86,554,1
2622,87.4,86,554,1
2625,87.5,86,554,1
2628,87.6,86,555,1
2631,87.7,86,554,1
2634,87.8,86,555,1
2637,87.9,86,555,1
2640,88.0,33,530,1
2643,88.1,33,530,1
2646,88.2,,,0
2649,88.3,,,0
2652,88.4,,,0
2655,88.5,,,0
2658,88.6,86,554,1
2661,88.7,86,554,1
2664,88.8,86,555,1
2667,88.9,86,555,1
2670,89.0,86,555,1
2673,89.1,86,554,1
2676,89.2,86,554,1
2679,89.3,86,555,1
2682,89.4,86,555,1
2685,89.5,86,555,1
2688,89.6,86,555,1
2691,89.7,86,555,1
2694,89.8,86,555,1
2697,89.9,86,555,1
2700,90.0,86,555,1
2703,90.1,86,555,1
2706,90.2,86,555,1
2709,90.3,86,555,1
2712,90.4,86,555,1
2715,90.5,86,555,1
2718,90.6,86,555,1
2721,90.7,415,269,1
2724,90.8,415,269,1
2727,90.9,86,554,1
2730,91.0,86,554,1
2733,91.1,86,555,1
2736,91.2,86,555,1
2739,91.3,86,555,1
2742,91.4,86,555,1
2745,91.5,86,554,1
2748,91.6,86,554,1
2751,91.7,86,555,1
2754,91.8,86,555,1
2757,91.9,86,555,1
2760,92.0,86,555,1
2763,92.1,86,555,1
2766,92.2,86,555,1
2769,92.3,86,555,1
2772,92.4,86,555,1
2775,92.5,86,555,1
2778,92.6,86,555,1
2781,92.7,86,555,1
2784,92.8,86,555,1
2787,92.9,86,555,1
2790,93.0,86,555,1
2793,93.1,86,555,1
2796,93.2,86,555,1
2799,93.3,86,555,1
2802,93.4,86,555,1
2805,93.5,86,555,1
2808,93.6,86,555,1
2811,93.7,86,555,1
2814,93.8,86,555,1
2817,93.9,86,555,1
2820,94.0,86,555,1
2823,94.1,86,555,1
2826,94.2,86,555,1
2829,94.3,86,555,1
2832,94.4,86,555,1
2835,94.5,86,555,1
2838,94.6,86,555,1
2841,94.7,86,555,1
2844,94.8,86,555,1
2847,94.9,86,555,1
2850,95.0,86,555,1
2853,95.1,86,555,1
2856,95.2,86,554,1
2859,95.3,86,554,1
2862,95.4,86,554,1
2865,95.5,86,554,1
2868,95.6,86,554,1
2871,95.7,86,555,1
2874,95.8,86,555,1
2877,95.9,86,554,1
2880,96.0,86,554,1
2883,96.1,86,554,1
2886,96.2,86,555,1
2889,96.3,86,554,1
2892,96.4,86,554,1
2895,96.5,86,554,1
2898,96.6,86,555,1
2901,96.7,86,555,1
2904,96.8,86,554,1
2907,96.9,86,554,1
2910,97.0,86,554,1
2913,97.1,86,554,1
2916,97.2,86,555,1
2919,97.3,86,555,1
2922,97.4,86,555,1
2925,97.5,86,554,1
2928,97.6,86,554,1
2931,97.7,86,555,1
2934,97.8,86,555,1
2937,97.9,86,555,1
2940,98.0,86,555,1
2943,98.1,86,554,1
2946,98.2,86,554,1
2949,98.3,86,553,1
2952,98.4,86,555,1
2955,98.5,86,555,1
2958,98.6,86,555,1
2961,98.7,86,554,1
2964,98.8,86,554,1
2967,98.9,86,554,1
2970,99.0,86,553,1
2973,99.1,86,555,1
2976,99.2,86,555,1
2979,99.3,,,0
2982,99.4,,,0
2985,99.5,,,0
2988,99.6,,,0
2991,99.7,86,547,1
2994,99.8,86,547,1
2997,99.9,,,0
3000,100.0,,,0
3003,100.1,,,0
3006,100.2,,,0
3009,100.3,,,0
3012,100.4,,,0
3015,100.5,,,0
3018,100.6,,,0
3021,100.7,,,0
3024,100.8,,,0
3027,100.9,,,0
3030,101.0,,,0
3033,101.1,86,554,1
3036,101.2,86,554,1
3039,101.3,86,555,1
3042,101.4,86,555,1
3045,101.5,86,554,1
3048,101.6,86,555,1
3051,101.7,86,554,1
3054,101.8,86,555,1
3057,101.9,86,555,1
3060,102.0,86,555,1
3063,102.1,86,555,1
3066,102.2,86,554,1
3069,102.3,86,554,1
3072,102.4,196,474,1
3075,102.5,196,474,1
3078,102.6,195,474,1
3081,102.7,196,474,1
3084,102.8,196,474,1
3087,102.9,196,474,1
3090,103.0,196,474,1
3093,103.1,196,474,1
3096,103.2,,,0
3099,103.3,,,0
3102,103.4,194,472,1
3105,103.5,194,472,1
3108,103.6,194,472,1
3111,103.7,194,472,1
3114,103.8,194,472,1
3117,103.9,196,473,1
3120,104.0,196,473,1
3123,104.1,196,473,1
3126,104.2,196,473,1
3129,104.3,196,473,1
3132,104.4,196,473,1
3135,104.5,196,473,1
3138,104.6,196,473,1
3141,104.7,196,473,1
3144,104.8,196,473,1
3147,104.9,196,473,1
3150,105.0,196,473,1
3153,105.1,196,473,1
3156,105.2,196,473,1
3159,105.3,196,473,1
3162,105.4,196,473,1
3165,105.5,196,473,1
3168,105.6,196,473,1
3171,105.7,196,473,1
3174,105.8,196,473,1
3177,105.9,196,473,1
3180,106.0,196,473,1
3183,106.1,196,473,1
3186,106.2,196,473,1
3189,106.3,196,473,1
3192,106.4,196,473,1
3195,106.5,196,473,1
3198,106.6,196,473,1
3201,106.7,196,473,1
3204,106.8,196,473,1
3207,106.9,196,473,1
3210,107.0,196,473,1
3213,107.1,196,473,1
3216,107.2,196,473,1
3219,107.3,196,473,1
3222,107.4,196,473,1
3225,107.5,196,473,1
3228,107.6,196,473,1
3231,107.7,196,473,1
3234,107.8,196,473,1
3237,107.9,196,473,1
3240,108.0,196,473,1
3243,108.1,196,473,1
3246,108.2,196,473,1
3249,108.3,196,473,1
3252,108.4,196,473,1
3255,108.5,196,473,1
3258,108.6,196,473,1
3261,108.7,196,473,1
3264,108.8,196,473,1
3267,108.9,196,473,1
3270,109.0,196,473,1
3273,109.1,196,473,1
3276,109.2,196,473,1
3279,109.3,197,473,1
3282,109.4,196,473,1
3285,109.5,196,473,1
3288,109.6,196,473,1
3291,109.7,196,473,1
3294,109.8,196,473,1
3297,109.9,196,473,1
3300,110.0,196,473,1
3303,110.1,196,473,1
3306,110.2,196,473,1
3309,110.3,196,473,1
3312,110.4,196,473,1
3315,110.5,196,473,1
3318,110.6,196,473,1
3321,110.7,196,473,1
3324,110.8,196,473,1
3327,110.9,196,473,1
3330,111.0,196,473,1
3333,111.1,196,473,1
3336,111.2,196,473,1
3339,111.3,196,473,1
3342,111.4,196,473,1
3345,111.5,196,473,1
3348,111.6,196,473,1
3351,111.7,196,473,1
3354,111.8,192,474,1
3357,111.9,192,474,1
3360,112.0,194,474,1
3363,112.1,194,474,1
3366,112.2,194,474,1
3369,112.3,194,474,1
3372,112.4,194,474,1
3375,112.5,194,474,1
3378,112.6,193,474,1
3381,112.7,194,474,1
3384,112.8,194,474,1
3387,112.9,194,474,1
3390,113.0,194,474,1
3393,113.1,193,474,1
3396,113.2,194,474,1
3399,113.3,193,474,1
3402,113.4,194,474,1
3405,113.5,194,474,1
3408,113.6,195,474,1
3411,113.7,194,474,1
3414,113.8,194,474,1
3417,113.9,88,237,1
3510,117.0,88,237,1
3513,117.1,197,472,1
3516,117.2,197,472,1
3519,117.3,195,474,1
3522,117.4,195,474,1
3525,117.5,195,474,1
3528,117.6,195,474,1
3531,117.7,195,474,1
3534,117.8,195,474,1
3537,117.9,195,474,1
3540,118.0,195,474,1
3543,118.1,192,474,1
3546,118.2,192,474,1
3549,118.3,192,474,1
3552,118.4,192,474,1
3555,118.5,193,474,1
3558,118.6,193,474,1
3561,118.7,194,474,1
3564,118.8,194,474,1
3567,118.9,194,474,1
3570,119.0,194,474,1
3573,119.1,194,474,1
3576,119.2,194,474,1
3579,119.3,193,474,1
3582,119.4,193,474,1
3585,119.5,194,474,1
3588,119.6,194,474,1
3591,119.7,194,474,1
3594,119.8,194,474,1
3597,119.9,194,474,1
3600,120.0,193,473,1
3603,120.1,193,473,1
3606,120.2,192,473,1
3609,120.3,194,474,1
3612,120.4,193,474,1
3615,120.5,193,474,1
3618,120.6,193,474,1
3621,120.7,193,474,1
3624,120.8,193,473,1
3627,120.9,194,474,1
3630,121.0,193,474,1
3633,121.1,193,474,1
3636,121.2,193,474,1
3639,121.3,193,474,1
3642,121.4,193,474,1
3645,121.5,192,473,1
3648,121.6,194,474,1
3651,121.7,193,474,1
3654,121.8,193,474,1
3657,121.9,193,474,1
3660,122.0,193,474,1
3663,122.1,193,474,1
3666,122.2,193,474,1
3669,122.3,495,42,1
3672,122.4,495,42,1
3675,122.5,195,474,1
3678,122.6,196,474,1
3681,122.7,196,474,1
3684,122.8,196,474,1
3687,122.9,196,474,1
3780,126.0,196,474,1
3783,126.1,196,474,1
3786,126.2,196,474,1
3789,126.3,196,474,1
3792,126.4,196,474,1
3795,126.5,196,474,1
3798,126.6,196,474,1
3801,126.7,196,474,1
3804,126.8,196,474,1
3807,126.9,196,474,1
3810,127.0,196,474,1
3813,127.1,196,474,1
3816,127.2,196,474,1
3819,127.3,198,474,1
3822,127.4,196,474,1
3825,127.5,196,474,1
3828,127.6,196,474,1
3831,127.7,196,474,1
3834,127.8,196,474,1
3837,127.9,196,474,1
3840,128.0,196,474,1
3843,128.1,196,474,1
3846,128.2,196,474,1
3849,128.3,196,474,1
3852,128.4,196,474,1
3855,128.5,196,474,1
3858,128.6,197,474,1
3861,128.7,196,474,1
3864,128.8,196,474,1
3867,128.9,196,474,1
3870,129.0,196,474,1
3873,129.1,196,474,1
3876,129.2,198,474,1
3879,129.3,196,474,1
3882,129.4,196,474,1
3885,129.5,196,474,1
3888,129.6,196,474,1
3891,129.7,196,474,1
3894,129.8,196,474,1
3897,129.9,196,474,1
3900,130.0,196,474,1
3903,130.1,196,474,1
3906,130.2,196,474,1
3909,130.3,196,474,1
3912,130.4,196,474,1
3915,130.5,196,474,1
3918,130.6,196,474,1
3921,130.7,196,474,1
3924,130.8,196,474,1
3927,130.9,196,474,1
3930,131.0,196,474,1
3933,131.1,196,474,1
3936,131.2,198,474,1
3939,131.3,196,474,1
3942,131.4,196,474,1
3945,131.5,196,474,1
3948,131.6,196,474,1
3951,131.7,196,474,1
3954,131.8,196,474,1
3957,131.9,197,475,1
4050,135.0,196,474,1
4053,135.1,198,474,1
4056,135.2,196,474,1
4059,135.3,196,474,1
4062,135.4,196,474,1
4065,135.5,198,474,1
4068,135.6,196,474,1
4071,135.7,196,474,1
4074,135.8,196,474,1
4077,135.9,196,474,1
4080,136.0,196,474,1
4083,136.1,196,474,1
4086,136.2,196,474,1
4089,136.3,196,474,1
4092,136.4,196,474,1
4095,136.5,196,474,1
4098,136.6,196,474,1
4101,136.7,196,474,1
4104,136.8,196,474,1
4107,136.9,196,474,1
4110,137.0,196,474,1
4113,137.1,196,474,1
4116,137.2,196,474,1
4119,137.3,198,474,1
4122,137.4,198,474,1
4125,137.5,198,475,1
4128,137.6,198,474,1
4131,137.7,198,474,1
4134,137.8,197,475,1
4137,137.9,196,474,1
4140,138.0,196,474,1
4143,138.1,196,474,1
4146,138.2,196,474,1
4149,138.3,196,474,1
4152,138.4,197,475,1
4155,138.5,196,474,1
4158,138.6,197,475,1
4161,138.7,196,474,1
4164,138.8,196,474,1
4167,138.9,196,474,1
4170,139.0,,,0
4173,139.1,,,0
4176,139.2,195,474,1
4179,139.3,195,474,1
4182,139.4,195,474,1
4185,139.5,195,474,1
4188,139.6,195,474,1
4191,139.7,195,474,1
4194,139.8,195,474,1
4197,139.9,196,474,1
4200,140.0,195,474,1
4203,140.1,195,474,1
4206,140.2,195,474,1
4209,140.3,196,474,1
4212,140.4,196,474,1
4215,140.5,196,474,1
4218,140.6,195,474,1
4221,140.7,195,474,1
4224,140.8,195,474,1
4227,140.9,193,473,1
4230,141.0,195,474,1
4233,141.1,196,474,1
4236,141.2,196,474,1
4239,141.3,4,480,1
4242,141.4,4,480,1
4245,141.5,191,472,1
4248,141.6,191,472,1
4251,141.7,190,471,1
4254,141.8,190,471,1
4257,141.9,190,471,1
4260,142.0,191,472,1
4263,142.1,191,472,1
4266,142.2,191,472,1
4269,142.3,191,472,1
4272,142.4,191,472,1
4275,142.5,195,474,1
4278,142.6,195,474,1
4281,142.7,195,474,1
4284,142.8,195,474,1
4287,142.9,196,474,1
4290,143.0,196,474,1
4293,143.1,196,474,1
4296,143.2,196,474,1
4299,143.3,195,474,1
4302,143.4,196,474,1
4305,143.5,196,474,1
4308,143.6,196,474,1
4311,143.7,196,474,1
