draw_kind,section_id,frame,slot,player_id,landed_position_source,derived_same_invocation_state,derived_branch,current_box_projection_minus_prior_position_px,branch_guard_px,stored_box_y1,stored_box_x1,stored_box_y2,stored_box_x2,pre_call_box_y2,archived_head_x,archived_foot_y,archived_foot_clipped,observed_x,observed_y,expected_x,expected_y,position_equals_current_box_projection,position_equals_prior_evaluated_tick,backprojected_image_x,backprojected_image_y,backprojected_minus_archived_foot_y,backprojection_inside_stored_box,frame_w,frame_h,map_w,map_h,classification
1080p30,Y1cgaIWW8gk_s2784,1424,6,7,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,0.000,750,119.0,882.0,896.0,1518.0,896.0,1200,881,0,779,464,784,459,0,0,1199.155,894.715,13.715,1,1920,1020,3404,1711,FRAME_MISMATCH
1080p30,Y1cgaIWW8gk_s2784,1424,9,10,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,6.000,750,506.137,230.228,650.05,373.749,647.492,301,635,0,2,365,3,358,0,0,300.040,649.306,14.306,1,1920,1020,3404,1711,FRAME_MISMATCH
1080p30,tFnl0NVn6FA_s2774,1622,2,3,PREDICTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,91.706,750,447.0,840.0,736.0,995.0,706.0,917,721,0,3230,1170,3230,1170,1,0,940.495,727.039,6.039,1,1920,1020,3404,1711,CONSISTENT_BY_CONTRACT
1080p30,tFnl0NVn6FA_s2774,1622,3,4,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,23.409,750,449.591,596.932,714.131,737.221,696.582,666,699,0,3364,1220,3337,1212,0,0,690.755,721.905,22.905,0,1920,1020,3404,1711,FRAME_MISMATCH
1080p30,tFnl0NVn6FA_s2774,1622,4,5,PREDICTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,93.920,750,418.0,1101.0,676.0,1215.0,701.0,1158,661,0,2920,1062,2920,1062,1,0,1159.935,661.053,0.053,1,1920,1020,3404,1711,CONSISTENT_BY_CONTRACT
1080p30,tFnl0NVn6FA_s2774,1622,5,6,PREDICTION,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,1.414,750,585.518,1572.99,899.323,1727.36,902.0,1649,884,0,3207,1152,3187,1146,0,0,1757.867,926.711,42.711,0,1920,1020,3404,1711,FRAME_MISMATCH
1080p30,tFnl0NVn6FA_s2774,1622,7,8,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,,750,239.934,1228.73,450.037,1328.14,458.307,1278,435,0,938,387,-2513,-776,0,0,1331.352,487.369,52.369,0,1920,1020,3404,1711,FRAME_MISMATCH
1080p30,tFnl0NVn6FA_s2774,1622,8,9,CLAMP,RETAINED_PRIOR_POSITION,CLAMP_GUARD_REPRODUCED,843.092,750,327.0,757.0,480.0,853.0,480.0,805,465,0,1144,497,342,237,0,1,810.057,480.128,15.128,0,1920,1020,3404,1711,STALE_BOX
1080p30,tFnl0NVn6FA_s2774,1787,0,1,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,10.050,750,669.0,1543.0,1028.0,1696.0,1009.0,1619,1013,0,773,540,773,540,1,0,1618.199,1012.479,-0.521,1,1920,1020,3404,1711,CONSISTENT_BY_CONTRACT
1080p30,tFnl0NVn6FA_s2774,1787,1,2,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,27.893,750,586.0,1285.0,885.0,1399.0,874.0,1342,870,0,632,458,632,458,1,0,1340.359,869.059,-0.941,1,1920,1020,3404,1711,CONSISTENT_BY_CONTRACT
1080p30,tFnl0NVn6FA_s2774,1787,3,4,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,3156.058,750,438.0,656.0,742.0,771.0,738.0,713,727,0,324,372,324,372,1,0,712.592,725.789,-1.211,1,1920,1020,3404,1711,CONSISTENT_BY_CONTRACT
1080p30,tFnl0NVn6FA_s2774,1787,4,5,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,23.324,750,442.0,953.0,760.0,1085.0,738.0,1019,745,0,472,387,472,387,1,0,1017.925,744.613,-0.387,1,1920,1020,3404,1711,CONSISTENT_BY_CONTRACT
1080p30,tFnl0NVn6FA_s2774,1787,6,7,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,645.232,750,504.0,54.0,756.0,149.0,470.0,101,741,0,43,369,43,369,1,0,99.089,740.389,-0.611,1,1920,1020,3404,1711,CONSISTENT_BY_CONTRACT
1080p30,tFnl0NVn6FA_s2774,1787,8,9,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,527.523,750,248.197,1374.64,466.982,1468.74,466.642,1421,451,0,684,245,685,237,0,0,1419.382,464.286,13.286,1,1920,1020,3404,1711,FRAME_MISMATCH
1080p30,tFnl0NVn6FA_s2774,1787,9,10,SUBPIXEL,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,9.055,750,341.0,1645.0,593.0,1747.0,593.0,1696,578,0,828,318,829,309,0,1,1694.549,592.859,14.859,1,1920,1020,3404,1711,STALE_BOX
1080p30,tFnl0NVn6FA_s90,1915,2,3,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,1.000,750,168.047,608.891,1016.9,979.977,1018.28,793,1001,0,526,1355,524,1355,0,0,803.570,998.523,-2.477,1,1920,1020,3404,1711,FRAME_MISMATCH
1080p30,tFnl0NVn6FA_s90,1915,6,7,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,,750,552.0,524.0,743.0,615.0,743.0,569,728,0,706,1300,328,1409,0,0,285.274,590.950,-137.050,0,1920,1020,3404,1711,FRAME_MISMATCH
1080p30,tZeqmc_-_sA_s2574,1938,0,1,DETECTION,RETAINED_PRIOR_POSITION,CLAMP_GUARD_REPRODUCED,1140.306,750,285.0,829.0,497.0,970.0,640.0,899,482,0,1281,1443,1380,307,0,1,1228.392,624.827,142.827,0,1920,1020,3404,1711,STALE_BOX
1080p30,tZeqmc_-_sA_s2574,1938,2,3,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,,750,273.0,863.0,498.0,972.0,574.749,917,483,0,1375,323,1375,323,1,0,916.884,482.750,-0.250,1,1920,1020,3404,1711,CONSISTENT_BY_CONTRACT
1080p30,tZeqmc_-_sA_s2574,1938,3,4,,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,35.511,750,302.0,993.0,528.0,1119.0,528.0,1056,513,0,1343,540,1337,505,0,1,1056.848,527.335,14.335,1,1920,1020,3404,1711,STALE_BOX
1080p30,tZeqmc_-_sA_s2574,1938,4,5,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,280.318,750,399.0,756.0,706.0,912.0,652.0,834,691,0,1637,765,1637,765,1,0,834.375,690.782,-0.218,1,1920,1020,3404,1711,CONSISTENT_BY_CONTRACT
1080p30,tZeqmc_-_sA_s2574,1938,6,7,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,330.171,750,277.0,1051.0,534.0,1207.0,487.0,1129,519,0,1306,608,1306,608,1,0,1129.310,518.548,-0.452,1,1920,1020,3404,1711,CONSISTENT_BY_CONTRACT
1080p30,tZeqmc_-_sA_s2574,1938,7,8,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,81.394,750,178.0,1522.0,402.0,1684.0,403.0,1603,387,0,1052,840,1052,840,1,0,1605.324,385.925,-1.075,1,1920,1020,3404,1711,CONSISTENT_BY_CONTRACT
1080p30,tZeqmc_-_sA_s2574,1938,8,9,PREDICTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,1.414,750,119.0,1173.0,205.0,1249.0,205.0,1211,190,0,1237,235,1237,235,1,0,1212.424,187.524,-2.476,1,1920,1020,3404,1711,CONSISTENT_BY_CONTRACT
1080p30,tZeqmc_-_sA_s2574,1938,9,10,,RETAINED_PRIOR_POSITION,CLAMP_GUARD_REPRODUCED,1557.440,750,277.0,807.0,433.0,895.0,445.0,851,418,0,845,1679,1368,212,0,1,1690.608,490.738,72.738,0,1920,1020,3404,1711,STALE_BOX
1080p30,tZeqmc_-_sA_s2574,2088,1,2,PREDICTION,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,250.569,750,572.792,580.611,837.537,801.816,832.0,690,822,0,2422,1414,2642,1765,0,0,678.044,811.957,-10.043,1,1920,1020,3404,1711,FRAME_MISMATCH
1080p30,tZeqmc_-_sA_s2574,2088,2,3,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,43.012,750,207.846,1312.19,378.076,1406.65,390.14,1359,363,0,1187,538,1188,511,0,0,1359.140,377.460,14.460,1,1920,1020,3404,1711,FRAME_MISMATCH
1080p30,tZeqmc_-_sA_s2574,2088,3,4,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,365.411,750,447.606,-291.78,663.823,-147.282,647.367,-81,648,1,1416,39,1706,-166,0,0,544.252,361.856,-286.144,0,1920,1020,3404,1711,FRAME_MISMATCH
1080p30,tZeqmc_-_sA_s2574,2088,4,5,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,392.013,750,277.249,102.244,490.182,200.567,492.21,151,475,0,1402,264,1533,-81,0,0,833.898,486.211,11.211,0,1920,1020,3404,1711,FRAME_MISMATCH
1080p30,tZeqmc_-_sA_s2574,2088,9,10,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,1746.839,750,266.0,428.0,509.0,527.0,513.907,477,494,0,1491,56,1491,56,1,0,476.579,493.606,-0.394,1,1920,1020,3404,1711,CONSISTENT_BY_CONTRACT
1080p30,yZ5u2sOpiNU_s5214,2113,1,2,DETECTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,84.599,750,424.0,193.0,736.0,343.0,735.0,268,721,0,2951,1296,2951,1296,1,0,275.567,717.004,-3.996,1,1920,1020,3404,1711,CONSISTENT_BY_CONTRACT
1080p30,yZ5u2sOpiNU_s5214,2113,3,4,,RETAINED_PRIOR_POSITION,SUBPIXEL_UNMOVED_FRESH_WRITE,0.000,750,850.0,1215.0,1033.0,1353.0,1033.0,1284,1018,0,2399,1658,2399,1658,1,1,1072.443,929.722,-88.278,0,1920,1020,3404,1711,CONSISTENT_BY_CONTRACT
1080p30,yZ5u2sOpiNU_s5214,2113,4,5,SUBPIXEL,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,5.831,750,268.0,392.0,547.0,499.0,547.0,445,532,0,2590,1549,2590,1549,1,0,452.869,511.853,-20.147,1,1920,1020,3404,1711,CONSISTENT_BY_CONTRACT
1080p30,yZ5u2sOpiNU_s5214,2113,8,9,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,,750,870.0,891.0,1035.0,1020.0,1057.09,955,1020,0,2436,1635,2436,1635,1,0,804.040,918.954,-101.046,0,1920,1020,3404,1711,CONSISTENT_BY_CONTRACT
1080p30,yZ5u2sOpiNU_s90,2311,0,1,,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,8.000,750,157.0,236.0,469.0,449.0,469.0,342,454,0,188,199,188,191,0,1,341.839,468.051,14.051,1,1920,1020,3404,1711,STALE_BOX
1080p30,yZ5u2sOpiNU_s90,2311,3,4,DETECTION,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,8.000,750,342.0,1215.0,637.0,1383.0,637.0,1299,622,0,721,303,721,295,0,1,1297.873,635.861,13.861,1,1920,1020,3404,1711,STALE_BOX
1080p30,yZ5u2sOpiNU_s90,2311,4,5,CLAMP,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,8.000,750,112.0,874.0,390.0,1039.0,390.0,956,375,0,529,165,529,157,0,1,955.584,388.714,13.714,1,1920,1020,3404,1711,STALE_BOX
1080p30,yZ5u2sOpiNU_s90,2311,7,8,SUBPIXEL,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,0.000,750,94.0,928.0,369.0,1026.0,369.0,977,354,0,540,154,540,146,0,0,975.900,367.599,13.599,1,1920,1020,3404,1711,FRAME_MISMATCH
1080p30,yZ5u2sOpiNU_s90,2311,8,9,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,17.029,750,-60.8734,471.66,148.43,591.005,164.259,531,133,0,293,30,293,22,0,0,529.446,146.791,13.791,1,1920,1020,3404,1711,FRAME_MISMATCH
1080p30,yZ5u2sOpiNU_s90,2311,9,10,,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,8.000,750,418.0,1177.0,732.0,1312.0,732.0,1244,717,0,692,354,692,346,0,1,1242.778,730.563,13.563,1,1920,1020,3404,1711,STALE_BOX
1080p30,yZ5u2sOpiNU_s90,2398,0,1,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,2.236,750,329.424,99.1334,558.785,234.791,547.516,166,543,0,88,245,88,237,0,0,165.098,557.066,14.066,1,1920,1020,3404,1711,FRAME_MISMATCH
1080p30,yZ5u2sOpiNU_s90,2398,4,5,CLAMP,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,8.000,750,498.0,1606.0,753.0,1810.0,753.0,1708,738,0,949,371,949,363,0,1,1707.305,751.230,13.230,1,1920,1020,3404,1711,STALE_BOX
1080p30,yZ5u2sOpiNU_s90,2398,5,6,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,8.062,750,42.1777,1114.6,194.386,1197.33,194.361,1155,179,0,636,64,635,56,0,0,1154.740,192.863,13.863,1,1920,1020,3404,1711,FRAME_MISMATCH
1080p30,yZ5u2sOpiNU_s90,2398,7,8,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,155.206,750,65.0,669.0,240.0,805.0,658.0,737,225,0,407,74,407,74,1,0,736.085,223.939,-1.061,1,1920,1020,3404,1711,CONSISTENT_BY_CONTRACT
1080p30,yZ5u2sOpiNU_s90,2398,9,10,,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,8.000,750,152.0,1280.0,351.0,1425.0,351.0,1352,336,0,745,150,745,142,0,1,1350.327,349.949,13.949,1,1920,1020,3404,1711,STALE_BOX
720p60,3gBeJyl7Szg_s2302,775,0,1,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,90.139,1500,3.05765,524.152,640.311,1129.94,638.387,826,625,0,712,1376,777,1317,0,0,677.785,610.995,-14.005,1,1280,660,3404,1711,FRAME_MISMATCH
720p60,3gBeJyl7Szg_s2302,775,3,4,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,155.724,1500,-8.0,290.0,587.0,479.0,569.843,384,572,0,1027,1514,1027,1514,1,0,385.051,572.115,0.115,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s2302,775,5,6,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,0.000,1500,-4.0,301.0,586.0,535.0,586.0,418,571,0,641,1457,1185,1524,0,0,418.512,586.070,15.070,0,1280,660,3404,1711,FRAME_MISMATCH
720p60,3gBeJyl7Szg_s2302,1171,0,1,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,1085.524,1500,147.0,578.0,412.0,723.0,411.892,650,397,0,613,295,613,295,1,0,649.237,396.518,-0.482,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s2302,1171,1,2,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,1.000,1500,260.0,844.0,555.0,956.0,555.0,900,540,0,936,420,936,420,1,0,899.776,539.691,-0.309,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s2302,1171,2,3,,RETAINED_PRIOR_POSITION,SUBPIXEL_UNMOVED_FRESH_WRITE,0.000,1500,345.0,349.0,590.0,457.0,590.0,403,575,0,311,442,311,442,1,1,402.666,574.147,-0.853,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s2302,1171,3,4,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,1.000,1500,486.0,947.0,675.0,1089.0,675.0,1018,660,0,1107,532,1107,532,1,0,1017.403,659.717,-0.283,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s2302,1171,5,6,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,1.000,1500,356.0,426.0,593.0,534.0,593.0,480,578,0,407,446,407,446,1,0,479.808,577.163,-0.837,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s2302,1171,6,7,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,3.000,1500,149.0,494.0,405.0,607.0,405.0,550,390,0,493,288,493,288,1,0,549.818,389.240,-0.760,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s2302,1171,7,8,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,2.000,1500,306.0,237.0,592.0,381.0,592.0,309,577,0,194,442,194,442,1,0,308.153,575.997,-1.003,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s2302,1171,8,9,SUBPIXEL,RETAINED_PRIOR_POSITION,SUBPIXEL_UNMOVED_FRESH_WRITE,0.000,1500,64.0,1024.0,243.0,1120.0,243.0,1072,228,0,1106,165,1106,165,1,1,1071.810,227.310,-0.690,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s2302,1171,9,10,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,1.414,1500,70.0,288.0,313.0,427.0,314.0,357,298,0,267,214,267,214,1,0,356.613,297.679,-0.321,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s2302,1171,10,0,,RETAINED_PRIOR_POSITION,SUBPIXEL_UNMOVED_FRESH_WRITE,0.000,1500,78.0,1171.0,262.0,1265.0,263.0,1218,247,0,1286,181,1286,181,1,1,1217.874,246.865,-0.135,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s90,1266,1,2,SUBPIXEL,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,32.573,1500,280.0,1009.0,476.0,1187.0,471.0,1098,461,0,1531,260,1531,260,1,0,1097.718,460.701,-0.299,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s90,1266,3,4,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,610.079,1500,97.0,655.0,242.0,748.0,606.448,701,227,0,706,83,706,83,1,0,700.454,225.483,-1.517,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s90,1266,4,5,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,25.456,1500,90.0,327.0,285.0,455.0,312.0,391,270,0,168,116,168,116,1,0,390.762,269.241,-0.759,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s90,1266,5,6,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,32.757,1500,-15.0,873.0,178.0,993.0,191.0,933,163,0,1086,42,1086,42,1,0,932.785,162.975,-0.025,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s90,1266,7,8,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,13.038,1500,292.969,1020.88,466.346,1166.7,462.451,1093,451,0,1524,265,1513,250,0,0,1092.704,465.792,14.792,1,1280,660,3404,1711,FRAME_MISMATCH
720p60,3gBeJyl7Szg_s90,1266,8,9,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,,1500,-14.0,1121.0,112.0,1191.0,507.617,1156,97,0,1420,2,1420,2,1,0,1155.914,95.968,-1.032,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s90,1266,10,0,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,,1500,568.0,1159.0,674.0,1261.0,321.367,1210,659,0,2027,499,2027,499,1,0,1210.179,658.376,-0.624,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s90,1512,0,1,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,38.639,1500,288.0,1085.0,468.0,1183.0,461.0,1134,453,0,1603,252,1603,252,1,0,1134.016,452.797,-0.203,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s90,1512,1,2,CLAMP,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,2.236,1500,159.0,565.0,343.0,665.0,345.0,615,328,0,542,154,542,154,1,0,614.748,327.923,-0.077,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s90,1512,2,3,PREDICTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,60.083,1500,147.0,666.0,328.0,811.0,289.427,738,313,0,768,141,768,141,1,0,737.753,312.594,-0.406,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s90,1512,3,4,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,29.411,1500,258.0,965.0,444.0,1045.0,434.0,1005,429,0,1314,231,1314,231,1,0,1004.963,428.467,-0.533,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s90,1512,5,6,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,26.019,1500,583.0,1199.0,673.0,1293.0,674.0,1246,658,0,2125,498,2125,498,1,0,1246.097,657.723,-0.277,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s90,1512,6,7,PREDICTION,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,230.152,1500,45.3164,270.276,195.749,351.42,237.0,310,180,0,73,70,82,61,0,0,309.046,193.963,13.963,1,1280,660,3404,1711,FRAME_MISMATCH
720p60,3gBeJyl7Szg_s90,1512,7,8,PREDICTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,34.059,1500,573.0,1041.0,675.0,1143.0,674.0,1092,660,0,1705,501,1705,501,1,0,1091.861,659.686,-0.314,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,3gBeJyl7Szg_s90,1512,8,9,DETECTION,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,12.042,1500,52.0,1120.0,208.0,1194.0,208.0,1157,193,0,1479,64,1471,55,0,1,1156.986,206.647,13.647,1,1280,660,3404,1711,STALE_BOX
720p60,6rQ2sV4upfc_s1509,3096,2,3,PREDICTION,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,1.414,1500,237.49,650.297,438.328,752.244,432.0,701,423,0,887,1084,778,1173,0,0,694.483,441.851,18.851,0,1280,660,3404,1711,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s1509,3096,3,4,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,25.456,1500,274.105,427.223,491.04,584.56,481.0,505,476,0,282,1524,117,1656,0,0,502.350,492.628,16.628,0,1280,660,3404,1711,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s1509,3096,4,5,,RETAINED_PRIOR_POSITION,RETAINED_WITHOUT_GUARD,59.034,1500,276.643,1091.0,412.71,1205.0,412.775,1148,397,0,1924,298,1878,335,0,1,1144.493,413.685,16.685,0,1280,660,3404,1711,STALE_BOX
720p60,6rQ2sV4upfc_s1509,3096,5,6,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,287.063,1500,298.18,410.785,514.638,568.357,511.156,489,499,0,712,1208,258,1539,0,0,614.481,468.068,-30.932,0,1280,660,3404,1711,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s1509,3096,6,7,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,4.243,1500,274.805,1097.57,410.049,1208.99,411.0,1152,395,0,1926,297,1879,336,0,0,1151.090,410.935,15.935,0,1280,660,3404,1711,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s1509,3096,7,8,PREDICTION,RETAINED_PRIOR_POSITION,CLAMP_GUARD_REPRODUCED,2076.555,1500,-12.0,273.0,667.0,1004.0,473.617,638,652,0,199,1594,1831,310,0,1,515.140,476.708,-175.292,1,1280,660,3404,1711,STALE_BOX
720p60,6rQ2sV4upfc_s1509,3108,0,1,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,9.055,1500,122.578,905.289,318.221,996.191,328.968,950,303,0,1080,971,992,1043,0,0,943.187,321.921,18.921,0,1280,660,3404,1711,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s1509,3108,1,2,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,48.600,1500,592.263,759.298,677.306,842.807,677.71,800,660,1,2083,124,2136,84,0,0,766.081,658.718,-1.282,1,1280,660,3404,1711,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s1509,3108,2,3,PREDICTION,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,10.817,1500,-12.0,272.0,667.0,1004.0,667.0,638,652,0,1831,310,1831,310,1,0,637.727,652.140,0.140,1,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,6rQ2sV4upfc_s1509,3108,3,4,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,285.044,1500,281.45,402.187,498.385,559.524,494.713,480,483,0,182,1596,6,1736,0,0,475.967,500.525,17.525,0,1280,660,3404,1711,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s1509,3108,6,7,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,61.074,1500,272.819,1101.04,408.063,1212.46,409.056,1156,393,0,1924,298,1879,336,0,0,1144.493,413.685,20.685,0,1280,660,3404,1711,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s1509,3108,7,8,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,112.161,1500,26.5138,354.258,594.483,957.319,603.311,655,579,0,1623,480,1553,537,0,0,649.979,596.649,17.649,0,1280,660,3404,1711,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s90,3741,0,1,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,4.000,1500,19.1414,794.951,157.026,874.773,165.525,834,142,0,1231,1310,1270,1330,0,0,835.390,158.949,16.949,0,1280,660,3404,1711,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s90,3741,1,2,,FRESH_BOX_PROJECTION,DETECTION_FRESH_BOX,9.849,1500,103.0,276.0,253.0,349.0,272.0,312,238,0,871,1146,871,1146,1,0,363.271,252.136,14.136,0,1280,660,3404,1711,CONSISTENT_BY_CONTRACT
720p60,6rQ2sV4upfc_s90,3741,4,5,PREDICTION,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,,1500,405.047,1263.49,570.942,1345.78,565.734,1279,555,1,968,1268,955,1259,0,0,1276.554,560.495,5.495,1,1280,660,3404,1711,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s90,3741,8,9,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,165.024,1500,60.6059,897.62,203.023,995.703,204.78,946,188,0,1805,1542,1981,1626,0,0,945.709,202.561,14.561,1,1280,660,3404,1711,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s90,3741,9,10,CLAMP,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,69.354,1500,74.2175,869.735,209.89,969.453,209.982,919,194,0,1438,1385,1523,1427,0,0,918.588,208.504,14.504,1,1280,660,3404,1711,FRAME_MISMATCH
720p60,6rQ2sV4upfc_s90,3741,10,0,,FRESH_NON_BOX_POSITION,NON_BOX_WRITE,43.139,1500,579.0,724.0,674.0,822.0,674.0,773,659,0,625,979,684,1030,0,0,932.030,622.622,-36.378,0,1280,660,3404,1711,FRAME_MISMATCH
