card_id,left_set,right_set,left_id,right_id,iou
720p60_28,comparator,blind,720p60_28_d05,720p60_28_m02,0.740965
720p60_28,comparator,blind,720p60_28_d01,720p60_28_m04,0.727416
720p60_28,comparator,blind,720p60_28_d06,720p60_28_m06,0.712908
720p60_28,comparator,blind,720p60_28_d04,720p60_28_m08,0.69434
720p60_28,comparator,blind,720p60_28_d00,720p60_28_m03,0.63071
720p60_28,comparator,blind,720p60_28_d07,720p60_28_m07,0.567819
720p60_29,producer,blind,720p60_29_r00,720p60_29_m02,0.679214
720p60_29,producer,comparator,720p60_29_r00,720p60_29_d00,0.711505
720p60_29,producer,comparator,720p60_29_r02,720p60_29_d01,0.707424
720p60_29,producer,comparator,720p60_29_r01,720p60_29_d02,0.694904
720p60_29,comparator,blind,720p60_29_d00,720p60_29_m02,0.844363
