possession_id,team,start_frame,end_frame,duration_frames,duration_sec,avg_spacing,avg_defensive_pressure,avg_vel_toward_basket,drive_attempts,shot_attempted,shot_frame,fast_break,result,outcome_score
63,green,65,76,12,0.2,1336245.5,,,0,0,,0,,
81,green,94,152,59,0.98,1983239.1,,1306.58,1,0,,0,,
