frame,timestamp,player_id,team,x_position,y_position,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,fast_break_flag,possession_id,possession_duration,confidence
0,0.0,2,green,858,338,0.0,0.0,0.0,3pt_arc,0,,,215.1,none,149069.0,1035.8,505.8,0,0,,0.0,422,202,491,345,,,0.0,874.4,0.0,0,0,1,0,1.0
0,0.0,7,green,1086,771,0.0,0.0,0.0,mid_range,0,,,199.6,none,149069.0,1035.8,505.8,0,0,,0.0,550,180,614,299,,,0.0,936.6,0.0,0,0,1,0,1.0
0,0.0,8,green,1325,222,0.0,0.0,0.0,mid_range,0,,,406.5,none,149069.0,1035.8,505.8,0,0,,0.0,104,95,161,187,,,0.0,1332.1,0.0,0,0,1,0,1.0
0,0.0,9,green,895,713,0.0,0.0,0.0,3pt_arc,0,,,199.6,none,149069.0,1035.8,505.8,0,0,,0.0,472,80,525,185,,,0.0,755.4,0.0,0,0,1,0,1.0
0,0.0,10,green,1015,485,0.0,0.0,0.0,mid_range,0,,,215.1,none,149069.0,1035.8,505.8,0,0,,0.0,48,180,153,338,,,0.0,938.1,0.0,0,0,1,0,1.0
1,0.017,2,green,858,333,5.0,5.0,270.0,3pt_arc,0,,,219.2,none,152028.0,1037.2,503.8,0,0,,0.0,422,202,490,344,,,0.0,877.4,-2.98,0,0,2,0,1.0
1,0.017,7,green,1086,771,0.0,0.0,0.0,mid_range,0,,,199.6,none,152028.0,1037.2,503.8,0,0,,0.0,551,180,614,299,,,0.0,936.6,0.0,0,0,2,0,1.0
1,0.017,8,green,1331,217,7.81,7.81,320.2,mid_range,0,,,413.6,none,152028.0,1037.2,503.8,0,0,,0.0,103,95,161,186,,,0.0,1339.8,-7.66,0,0,2,0,1.0
1,0.017,9,green,895,713,0.0,0.0,0.0,3pt_arc,0,,,199.6,none,152028.0,1037.2,503.8,0,0,,0.0,472,81,524,185,,,0.0,755.4,0.0,0,0,2,0,1.0
1,0.017,10,green,1016,485,1.0,1.0,0.0,mid_range,0,,,219.2,none,152028.0,1037.2,503.8,0,0,,0.0,47,179,151,337,,,0.0,939.0,-0.92,0,0,2,0,1.0
2,0.033,2,green,860,345,12.17,7.17,80.5,3pt_arc,0,,,209.6,none,89107.5,1025.8,439.5,0,0,,0.0,421,202,489,346,,,0.0,871.9,5.4,0,0,3,0,1.0
2,0.033,8,green,1334,216,3.16,-4.65,341.6,mid_range,0,,,416.5,none,89107.5,1025.8,439.5,0,0,,0.0,102,94,159,185,,,0.0,1342.9,-3.11,0,0,3,0,1.0
2,0.033,9,green,893,712,2.24,2.24,206.6,3pt_arc,0,,,258.2,none,89107.5,1025.8,439.5,0,0,,0.0,471,82,524,183,,,0.0,753.6,1.77,0,0,3,0,1.0
2,0.033,10,green,1016,485,0.0,-1.0,0.0,mid_range,0,,,209.6,none,89107.5,1025.8,439.5,0,0,,0.0,45,177,149,337,,,0.0,939.0,0.0,0,0,3,0,1.0
3,0.05,2,green,862,351,6.32,-5.85,71.6,3pt_arc,0,,,204.1,none,87221.0,1026.0,441.0,0,0,,0.0,420,201,488,347,,,0.0,870.0,1.85,0,0,4,0,1.0
3,0.05,8,green,1334,216,0.0,-3.16,0.0,mid_range,0,,,416.5,none,87221.0,1026.0,441.0,0,0,,0.0,525,54,583,123,,,0.0,1342.9,0.0,0,0,4,0,1.0
3,0.05,9,green,892,712,1.0,-1.24,180.0,3pt_arc,0,,,258.7,none,87221.0,1026.0,441.0,0,0,,0.0,470,81,523,182,,,0.0,752.6,0.98,0,0,4,0,1.0
3,0.05,10,green,1016,485,0.0,0.0,0.0,mid_range,0,,,204.1,none,87221.0,1026.0,441.0,0,0,,0.0,45,177,148,337,,,0.0,939.0,0.0,0,0,4,0,1.0
4,0.067,2,green,749,183,202.47,196.15,236.1,corner_3,0,,,330.6,none,152767.5,998.2,385.8,0,0,,0.0,419,201,488,347,,,0.0,898.5,-50.81,0,0,5,0,1.0
4,0.067,8,green,1334,216,0.0,0.0,0.0,mid_range,0,,,420.4,none,152767.5,998.2,385.8,0,0,,0.0,522,53,582,122,,,0.0,1342.9,0.0,0,0,5,0,1.0
4,0.067,9,green,939,716,47.17,46.17,4.9,3pt_arc,0,,,289.8,none,152767.5,998.2,385.8,0,0,,0.0,470,82,523,181,,,0.0,798.1,-45.58,0,0,5,0,1.0
4,0.067,10,green,971,428,72.62,72.62,231.7,mid_range,0,,,289.8,none,152767.5,998.2,385.8,0,0,,0.0,242,229,314,359,,,0.0,922.8,13.47,0,0,5,0,1.0
5,0.083,2,green,755,194,12.53,-189.94,61.4,corner_3,0,,,399.8,none,163284.0,1086.6,338.2,0,0,,0.0,418,201,487,348,,,0.0,894.3,4.1,0,0,6,0,1.0
5,0.083,4,green,1048,466,0.0,0.0,0.0,mid_range,0,,,216.8,none,163284.0,1086.6,338.2,0,0,,0.0,24,202,101,331,,,0.0,975.9,0.0,0,0,6,0,1.0
5,0.083,6,green,1267,171,0.0,0.0,0.0,mid_range,0,,,159.9,none,163284.0,1086.6,338.2,0,0,,0.0,204,133,271,234,,,0.0,1307.3,0.0,0,0,6,0,1.0
5,0.083,8,green,1423,206,89.56,89.56,353.6,mid_range,0,,,159.9,none,163284.0,1086.6,338.2,0,0,,0.0,99,93,157,184,,,0.0,1426.3,-83.79,0,0,6,0,1.0
5,0.083,10,green,940,654,228.12,155.5,97.8,3pt_arc,0,,,216.8,none,163284.0,1086.6,338.2,0,0,,0.0,521,53,581,121,,,0.0,812.2,86.1,0,0,6,0,1.0
6,0.1,2,green,758,198,5.0,-7.53,53.1,corner_3,0,,,386.9,none,192825.0,1080.8,399.3,0,0,,0.0,416,201,486,348,,,0.0,893.4,0.91,0,0,7,0,1.0
6,0.1,6,green,1266,174,3.16,3.16,108.4,mid_range,0,,,165.6,none,192825.0,1080.8,399.3,0,0,,0.0,203,132,270,234,,,0.0,1304.9,2.42,0,0,7,0,1.0
6,0.1,7,green,1052,641,134.37,134.37,255.3,mid_range,0,,,134.0,none,192825.0,1080.8,399.3,0,0,,0.0,713,129,763,222,,,0.0,924.1,2.89,0,0,7,0,1.0
6,0.1,8,green,1429,203,6.71,-82.85,333.4,mid_range,0,,,165.6,none,192825.0,1080.8,399.3,0,0,,0.0,99,93,155,183,,,0.0,1433.0,-6.71,0,0,7,0,1.0
6,0.1,9,green,941,716,2.0,-45.17,0.0,3pt_arc,0,,,134.0,none,192825.0,1080.8,399.3,0,0,,0.0,470,80,524,182,,,0.0,800.1,-1.97,0,0,7,0,1.0
