family,hash,event_id,ts,cluster,loss_model,loss_incumbent
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-01-DET-TEX-2,2026-05-01T12:00:00,TEX,0.2549750025,0.2549750025
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-01-LAA-NYM-12,2026-05-01T12:00:00,NYM,0.2549750025,0.2549750025
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-01-NYY-BAL-5,2026-05-01T12:00:00,BAL,0.1415547495,0.1415547495
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-01-MIA-PHI-8,2026-05-01T12:00:00,PHI,0.2450740124,0.2450740124
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-01-MIN-TOR-9,2026-05-01T12:00:00,TOR,0.2450740124,0.2450740124
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-01-SEA-KAN-15,2026-05-01T12:00:00,KAN,0.3184981865,0.3184981865
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-01-OAK-CLE-13,2026-05-01T12:00:00,CLE,0.2353690815,0.2353690815
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-01-SDG-CWS-14,2026-05-01T12:00:00,CWS,0.3249000000,0.3249000000
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-01-WAS-MIL-4,2026-05-01T12:00:00,MIL,0.1695501730,0.1695501730
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-01-STL-LAD-10,2026-05-01T12:00:00,LAD,0.3694732795,0.3694732795
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-01-TAM-SFO-7,2026-05-01T12:00:00,SFO,0.1897853152,0.1897853152
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-01-PIT-CIN-3,2026-05-01T12:00:00,CIN,0.1985099500,0.1985099500
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-01-CUB-ARI-1,2026-05-01T12:00:00,ARI,0.1777201077,0.1777201077
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-02-LAA-NYM-14,2026-05-02T12:00:00,NYM,0.2430303368,0.2753651603
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-02-MIN-TOR-2,2026-05-02T12:00:00,TOR,0.2134821692,0.1946366782
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-02-BOS-HOU-7,2026-05-02T12:00:00,HOU,0.2870145497,0.3074208411
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-02-COL-ATL-12,2026-05-02T12:00:00,ATL,0.2971409935,0.1089000000
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-02-CUB-ARI-3,2026-05-02T12:00:00,ARI,0.2503315050,0.1615724721
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-02-DET-TEX-11,2026-05-02T12:00:00,TEX,0.2284683443,0.2074306441
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-02-MIA-PHI-8,2026-05-02T12:00:00,PHI,0.1933911480,0.2033833141
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-02-TAM-SFO-9,2026-05-02T12:00:00,SFO,0.2431061316,0.2599000384
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-02-NYY-BAL-1,2026-05-02T12:00:00,BAL,0.2585283658,0.1537870050
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-02-OAK-CLE-4,2026-05-02T12:00:00,CLE,0.1973768232,0.3074208411
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-02-PIT-CIN-5,2026-05-02T12:00:00,CIN,0.2610992352,0.1985099500
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-02-SDG-CWS-13,2026-05-02T12:00:00,CWS,0.2746310102,0.3768258014
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-02-SEA-KAN-15,2026-05-02T12:00:00,KAN,0.2830898264,0.3184981865
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-02-STL-LAD-10,2026-05-02T12:00:00,LAD,0.2527090676,0.3014225298
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-02-WAS-MIL-6,2026-05-02T12:00:00,MIL,0.2730571758,0.2074306441
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-03-NYY-BAL-4,2026-05-03T12:00:00,BAL,0.2684209055,0.0768552103
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-03-BOS-HOU-2,2026-05-03T12:00:00,HOU,0.2793876354,0.3814878893
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-03-COL-ATL-10,2026-05-03T12:00:00,ATL,0.2864928012,0.1897853152
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-03-CUB-ARI-9,2026-05-03T12:00:00,ARI,0.2503517512,0.1647877659
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-03-DET-TEX-15,2026-05-03T12:00:00,TEX,0.2269546786,0.2214532872
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-03-LAA-NYM-12,2026-05-03T12:00:00,NYM,0.2586466399,0.2033833141
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-03-MIA-PHI-7,2026-05-03T12:00:00,PHI,0.3249805730,0.1897853152
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-03-MIN-TOR-1,2026-05-03T12:00:00,TOR,0.2938685882,0.2549750025
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-03-PIT-CIN-3,2026-05-03T12:00:00,CIN,0.2589352751,0.2258602098
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-03-SDG-CWS-14,2026-05-03T12:00:00,CWS,0.2248307772,0.1647877659
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-03-STL-LAD-8,2026-05-03T12:00:00,LAD,0.2476087917,0.1985099500
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-03-TAM-SFO-6,2026-05-03T12:00:00,SFO,0.2475286403,0.2123221838
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-03-WAS-MIL-5,2026-05-03T12:00:00,MIL,0.2251314145,0.3297715910
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-03-OAK-CLE-11,2026-05-03T12:00:00,CLE,0.2994306834,0.2965395549
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-11-BAL-NYY-2,2026-05-11T12:00:00,NYY,0.2160508634,0.3345828527
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-11-CLE-LAA-1,2026-05-11T12:00:00,LAA,0.1719470895,0.1537870050
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-11-HOU-SEA-5,2026-05-11T12:00:00,SEA,0.2224375260,0.1849000000
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-11-LAD-SFO-6,2026-05-11T12:00:00,SFO,0.2550585829,0.3936947328
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-11-TEX-ARI-4,2026-05-11T12:00:00,ARI,0.1996084821,0.2549750025
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-11-TOR-TAM-3,2026-05-11T12:00:00,TAM,0.2577538997,0.2802768166
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-12-HOU-SEA-13,2026-05-12T12:00:00,SEA,0.2284523941,0.1270463680
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-12-ATL-CUB-8,2026-05-12T12:00:00,CUB,0.3065925665,0.2165473973
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-12-BAL-NYY-2,2026-05-12T12:00:00,NYY,0.2860939441,0.1946366782
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-12-BOS-PHI-5,2026-05-12T12:00:00,PHI,0.3225175889,0.1985099500
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-12-CIN-WAS-3,2026-05-12T12:00:00,WAS,0.2375754527,0.3184981865
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-12-CLE-LAA-1,2026-05-12T12:00:00,LAA,0.1688476545,0.1897853152
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-12-CWS-KAN-9,2026-05-12T12:00:00,KAN,0.2637909319,0.2650720518
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-12-OAK-STL-14,2026-05-12T12:00:00,STL,0.2027891317,0.3529065778
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-12-LAD-SFO-15,2026-05-12T12:00:00,SFO,0.2429097043,0.5514165278
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-12-MIL-SDG-11,2026-05-12T12:00:00,SDG,0.2297387125,0.1860822760
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-12-TOR-TAM-6,2026-05-12T12:00:00,TAM,0.2612294714,0.2307766244
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-12-PIT-COL-4,2026-05-12T12:00:00,COL,0.2296158012,0.0824428978
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-12-TEX-ARI-12,2026-05-12T12:00:00,ARI,0.3080272936,0.2258602098
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-12-NYM-DET-7,2026-05-12T12:00:00,DET,0.2478389615,0.1849000000
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-13-CIN-WAS-3,2026-05-13T12:00:00,WAS,0.3159912311,0.3768258014
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-13-BAL-NYY-1,2026-05-13T12:00:00,NYY,0.0021023419,0.0001000000
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-13-BOS-PHI-5,2026-05-13T12:00:00,PHI,0.2010565146,0.2123221838
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-13-LAD-SFO-15,2026-05-13T12:00:00,SFO,0.1366397069,0.0942064503
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-13-HOU-SEA-13,2026-05-13T12:00:00,SEA,0.3259923980,0.3184981865
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-13-OAK-STL-14,2026-05-13T12:00:00,STL,0.2409304631,0.1897853152
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-13-NYM-DET-7,2026-05-13T12:00:00,DET,0.2384201573,0.2258602098
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-13-PIT-COL-4,2026-05-13T12:00:00,COL,0.3572511389,0.3936947328
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-13-TEX-ARI-12,2026-05-13T12:00:00,ARI,0.3009937962,0.2650720518
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-13-MIN-MIA-10,2026-05-13T12:00:00,MIA,0.1936740057,0.2074306441
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-14-OAK-STL-7,2026-05-14T12:00:00,STL,0.2389839052,0.2858543280
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-14-NYM-DET-3,2026-05-14T12:00:00,DET,0.1988801327,0.1695501730
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-14-CWS-KAN-10,2026-05-14T12:00:00,KAN,0.3018453759,0.3014225298
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-14-ATL-CUB-9,2026-05-14T12:00:00,CUB,0.3050564284,0.4015292618
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-14-CIN-WAS-2,2026-05-14T12:00:00,WAS,0.2091755535,0.1729242231
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-14-BOS-PHI-8,2026-05-14T12:00:00,PHI,0.2940127523,0.2753651603
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-15-LAA-LAD-13,2026-05-15T12:00:00,LAD,0.1287365788,0.1315840062
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-15-ATL-BOS-7,2026-05-15T12:00:00,BOS,0.2445882054,0.1812567395
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-15-CLE-CIN-4,2026-05-15T12:00:00,CIN,0.3013186439,0.3122837370
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-15-CWS-CUB-9,2026-05-15T12:00:00,CUB,0.2148730768,0.2123221838
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-15-DET-TOR-3,2026-05-15T12:00:00,TOR,0.3137971836,0.2858543280
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-15-SEA-SDG-14,2026-05-15T12:00:00,SDG,0.2985049444,0.2965395549
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-15-NYM-NYY-8,2026-05-15T12:00:00,NYY,0.1937863769,0.1812567395
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-15-PIT-PHI-1,2026-05-15T12:00:00,PHI,0.2942337674,0.3074208411
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-15-TAM-MIA-5,2026-05-15T12:00:00,MIA,0.2297479831,0.2214532872
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-15-WAS-BAL-2,2026-05-15T12:00:00,BAL,0.2685199012,0.3122837370
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-15-OAK-SFO-15,2026-05-15T12:00:00,SFO,0.2687746472,0.2123221838
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-16-HOU-TEX-8,2026-05-16T12:00:00,TEX,0.2740609061,0.3297715910
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-16-MIN-MIL-10,2026-05-16T12:00:00,MIL,0.1869414320,0.1985099500
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-16-CLE-CIN-7,2026-05-16T12:00:00,CIN,0.1885749061,0.1729242231
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-16-DET-TOR-1,2026-05-16T12:00:00,TOR,0.2200690531,0.2599000384
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-16-LAA-LAD-14,2026-05-16T12:00:00,LAD,0.1665794045,0.1936000000
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-16-OAK-SFO-15,2026-05-16T12:00:00,SFO,0.2421343449,0.3074208411
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-16-PIT-PHI-5,2026-05-16T12:00:00,PHI,0.1923539449,0.1568473679
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-16-WAS-BAL-4,2026-05-16T12:00:00,BAL,0.2269541905,0.2450740124
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-16-TAM-MIA-6,2026-05-16T12:00:00,MIA,0.2924438591,0.3136000000
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-16-COL-ARI-3,2026-05-16T12:00:00,ARI,0.3281470711,0.3184981865
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-17-LAA-LAD-14,2026-05-17T12:00:00,LAD,0.1581952263,0.1812567395
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-17-ATL-BOS-4,2026-05-17T12:00:00,BOS,0.2454624847,0.1812567395
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-17-CLE-CIN-5,2026-05-17T12:00:00,CIN,0.1913635327,0.1764000000
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-17-COL-ARI-12,2026-05-17T12:00:00,ARI,0.1825599666,0.1897853152
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-17-CWS-CUB-9,2026-05-17T12:00:00,CUB,0.2955587351,0.3025000000
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-17-DET-TOR-6,2026-05-17T12:00:00,TOR,0.1996363579,0.2258602098
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-17-MIN-MIL-10,2026-05-17T12:00:00,MIL,0.3249922644,0.3122837370
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-17-HOU-TEX-8,2026-05-17T12:00:00,TEX,0.2528653394,0.2165473973
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-17-PIT-PHI-3,2026-05-17T12:00:00,PHI,0.2878757214,0.2965395549
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-17-SEA-SDG-15,2026-05-17T12:00:00,SDG,0.3224837788,0.3345828527
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-17-STL-KAN-11,2026-05-17T12:00:00,KAN,0.2621873054,0.2753651603
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-17-TAM-MIA-1,2026-05-17T12:00:00,MIA,0.2027223266,0.1812567395
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-17-WAS-BAL-2,2026-05-17T12:00:00,BAL,0.2537996415,0.2258602098
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-17-NYM-NYY-7,2026-05-17T12:00:00,NYY,0.2409824819,0.2214532872
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-17-OAK-SFO-13,2026-05-17T12:00:00,SFO,0.2550663358,0.3297715910
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-25-BAL-TAM-2,2026-05-25T12:00:00,TAM,0.2991884696,0.2650720518
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-25-CLE-WAS-8,2026-05-25T12:00:00,WAS,0.3189710132,0.3768258014
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-25-CWS-MIN-3,2026-05-25T12:00:00,MIN,0.2502278983,0.2450740124
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-25-KAN-NYY-5,2026-05-25T12:00:00,NYY,0.2309858452,0.2123221838
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-25-LAD-COL-12,2026-05-25T12:00:00,COL,0.0896241175,0.0662680129
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-25-MIL-STL-4,2026-05-25T12:00:00,STL,0.1558303518,0.1133222233
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-25-NYM-CIN-6,2026-05-25T12:00:00,CIN,0.2463236051,0.3074208411
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-25-OAK-SEA-13,2026-05-25T12:00:00,SEA,0.1918537424,0.2450740124
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-25-PIT-CUB-1,2026-05-25T12:00:00,CUB,0.2980140522,0.2802768166
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-25-SDG-PHI-9,2026-05-25T12:00:00,PHI,0.2466377112,0.2353690815
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-25-SFO-ARI-7,2026-05-25T12:00:00,ARI,0.2773187050,0.2965395549
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-25-TEX-HOU-10,2026-05-25T12:00:00,HOU,0.2285615581,0.2753651603
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-25-TOR-MIA-11,2026-05-25T12:00:00,MIA,0.2897116861,0.3297715910
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-26-MIL-STL-10,2026-05-26T12:00:00,STL,0.1617779462,0.1200862661
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-26-BOS-ATL-5,2026-05-26T12:00:00,ATL,0.2826199868,0.2599000384
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-26-CLE-WAS-1,2026-05-26T12:00:00,WAS,0.2654898088,0.2965395549
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-26-DET-LAA-3,2026-05-26T12:00:00,LAA,0.2852082482,0.3122837370
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-26-KAN-NYY-9,2026-05-26T12:00:00,NYY,0.1650839230,0.1270463680
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-26-LAD-COL-15,2026-05-26T12:00:00,COL,0.1232868494,0.1067542398
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-26-BAL-TAM-2,2026-05-26T12:00:00,TAM,0.2949428569,0.2599000384
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-26-CWS-MIN-8,2026-05-26T12:00:00,MIN,0.2435584929,0.2450740124
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-26-OAK-SEA-12,2026-05-26T12:00:00,SEA,0.2037510121,0.2650720518
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-26-PIT-CUB-4,2026-05-26T12:00:00,CUB,0.2368694109,0.1985099500
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-26-SDG-PHI-13,2026-05-26T12:00:00,PHI,0.2606536943,0.2549750025
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-26-SFO-ARI-14,2026-05-26T12:00:00,ARI,0.2521365360,0.2599000384
mlb_bullpen_relief_chains,fa2741d1dc3593a9,2026-05-26-TEX-HOU-11,2026-05-26T12:00:00,HOU,0.2549163084,0.2033833141
