frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,ft_x,ft_y,dist_to_basket_ft,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,team_abbrev,dribble_count,lineup_id,homography_valid,acceleration_mean_30,velocity_std_30,acceleration_mean_90,velocity_std_90,acceleration_mean_150,velocity_std_150,acceleration_std_90,defender_dist_mean_30,defender_dist_mean_90,defender_dist_mean_150,defender_dist_min_90,contested_fraction_90,off_ball_dist_mean_90,off_ball_dist_mean_150,off_ball_dist_std_90,paint_pressure_90,paint_pressure_opp_90,shot_selection_shift,velocity_ewma,velocity_mean_30,velocity_max_30,dist_traveled_30,possession_pct_30,velocity_mean_90,velocity_max_90,dist_traveled_90,possession_pct_90,velocity_mean_150,velocity_max_150,dist_traveled_150,possession_pct_150,shots_90,passes_90,dribbles_90,possession_run,team_velocity_mean,opp_velocity_mean,spacing_advantage,dist_to_basket_mean_30,vel_toward_basket_mean_30,drive_rate_30,dist_to_basket_mean_90,vel_toward_basket_mean_90,drive_rate_90,dist_to_basket_mean_150,vel_toward_basket_mean_150,drive_rate_150,shot_quality_proxy,turnover_flag,pace_30,pick_roll_proxy,possessions_est,shots_per100,passes_per100,dribbles_per100,dist_per100_30,dist_per100_90,dist_per100_150,contest_arm_mean_30,jump_shot_flag,shot_quality_pose,bbref_bpm,bbref_vorp,bbref_ws,bbref_ws_per_48,hustle_deflections_pg,hustle_charges_pg,hustle_contested_shots,on_off_diff,on_court_net_rtg,synergy_iso_ppp,synergy_pnr_ppp,synergy_spotup_ppp,injury_status_multiplier,contract_year_flag,cap_hit_pct,contested_shot_pct,catch_and_shoot_pct,pull_up_pct,avg_defender_dist,elo_home,elo_away,elo_diff,opp_def_rtg_trend,home_away_pts_delta,home_away_reb_delta,home_away_ast_delta,drive_finish_rate,drive_foul_rate,drive_kickout_rate,drive_tov_rate
0,0.0,1,green,2004,1666,0.5887,0.9737,0.0,0.0,0.0,mid_range,0,,,,none,,0.0,2004.0,1666.0,0,0,,,240.0,125.0,316.0,228.0,,,0.0,1487.1,0.0,0,55.34,48.68,40.95,0,1,0,1.0,unclassified,0,0.0,24.0,,,0,0,0.0,0.0,half_court,277.21875,205.21875,0.0,0,unknown,,,0.0,,,,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,,,1487.1,0.0,0.0,1487.1,0.0,0.0,1487.1,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
3,0.1,5,green,2083,1644,0.6119,0.9608,0.0,0.0,0.0,mid_range,0,,,,none,,0.0,2083.0,1644.0,0,0,,,406.0,80.0,457.0,150.0,,,0.0,1409.1,0.0,0,57.52,48.04,38.81,0,2,0,1.0,unclassified,0,0.0,24.0,,,0,0,0.0,0.1,half_court,,,0.0,0,unknown,,,0.0,,,,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,,,1409.1,0.0,0.0,1409.1,0.0,0.0,1409.1,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
6,0.2,5,green,2083,1643,0.6119,0.9603,0.33,0.33,270.0,mid_range,0,,,,none,,0.0,2083.0,1643.0,0,0,,,404.0,77.0,459.0,151.0,,,0.0,1408.5,0.19,0,57.52,48.01,38.79,0,3,0,1.0,unclassified,0,0.0,24.0,,,0,0,0.0,0.2,half_court,,,0.0,0,unknown,,,0.0,,,,0,2,1,0.165,0.233,0.165,0.233,0.165,0.233,0.233,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.16,0.33,0.3,0.0,0.16,0.33,0.3,0.0,0.16,0.33,0.3,0.0,0,0,0,0,0.33,,,1408.8,0.1,0.0,1408.8,0.1,0.0,1408.8,0.1,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,30.0,30.0,30.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
9,0.3,5,green,2082,1644,0.6116,0.9608,0.47,0.14,135.0,mid_range,0,,,,none,,0.0,2082.0,1644.0,0,0,,,403.0,84.0,456.0,152.0,,,0.0,1409.9,-0.46,0,57.49,48.04,38.83,0,4,0,1.0,unclassified,0,0.0,24.0,,,0,0,0.0,0.3,half_court,,,0.0,0,unknown,,,0.0,,,,0,2,1,0.157,0.241,0.157,0.241,0.157,0.241,0.166,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.27,0.47,0.8,0.0,0.27,0.47,0.8,0.0,0.27,0.47,0.8,0.0,0,0,0,0,0.47,,,1409.2,-0.09,0.0,1409.2,-0.09,0.0,1409.2,-0.09,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,80.0,80.0,80.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
12,0.4,5,green,2056,1631,0.604,0.9532,9.69,9.22,206.6,mid_range,0,,136.1,,none,,0.0,2056.0,1631.0,0,0,,,382.0,93.0,441.0,190.0,,,0.0,1424.4,-4.91,0,56.78,47.66,39.19,0,5,0,1.0,unclassified,0,0.0,24.0,,,0,0,0.0,0.4,half_court,,,0.0,0,unknown,,,0.0,,,,0,3,1,2.423,4.716,2.423,4.716,2.423,4.716,4.534,136.1,136.1,136.1,136.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.628,2.62,9.69,10.5,0.0,2.62,9.69,10.5,0.0,2.62,9.69,10.5,0.0,0,0,0,0,9.69,0.0,0.0,1413.0,-1.3,0.0,1413.0,-1.3,0.0,1413.0,-1.3,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,1050.0,1050.0,1050.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
12,0.4,7,white,1925,1668,0.5655,0.9749,0.0,0.0,0.0,backcourt,0,,136.1,,none,,0.0,1925.0,1668.0,0,0,,,171.0,209.0,239.0,287.0,,,0.0,1555.0,0.0,0,53.16,48.74,42.78,0,5,0,1.0,unclassified,0,0.0,24.0,,,0,0,0.0,0.4,half_court,,,0.0,0,unknown,,,0.0,,,,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.1,136.1,136.1,136.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,9.69,0.0,1555.0,0.0,0.0,1555.0,0.0,0.0,1555.0,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
15,0.5,5,green,2057,1629,0.6043,0.9521,0.75,-8.94,296.6,mid_range,0,,132.2,,none,,0.0,2057.0,1629.0,0,0,,,383.0,85.0,449.0,190.0,,,0.0,1422.5,0.64,0,56.8,47.6,39.13,0,6,0,1.0,unclassified,0,0.0,24.0,,,0,0,0.0,0.5,half_court,,,0.0,0,unknown,,,0.0,,,,0,4,1,0.15,4.169,0.15,4.169,0.15,4.169,6.422,134.1,134.1,134.1,132.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.251,2.25,9.69,11.2,0.0,2.25,9.69,11.2,0.0,2.25,9.69,11.2,0.0,0,0,0,0,0.75,0.0,0.0,1414.9,-0.91,0.0,1414.9,-0.91,0.0,1414.9,-0.91,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,1120.0,1120.0,1120.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
15,0.5,8,white,1935,1680,0.5684,0.9819,0.0,0.0,0.0,backcourt,0,,132.2,,none,,0.0,1935.0,1680.0,0,0,,,120.0,219.0,181.0,287.0,,,0.0,1552.8,0.0,0,53.43,49.09,42.75,0,6,0,1.0,unclassified,0,0.0,24.0,,,0,0,0.0,0.5,half_court,,,0.0,0,unknown,,,0.0,,,,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.2,132.2,132.2,132.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.75,0.0,1552.8,0.0,0.0,1552.8,0.0,0.0,1552.8,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
18,0.6,5,green,2057,1625,0.6043,0.9497,1.33,0.58,270.0,mid_range,0,,106.3,,none,,0.0,2057.0,1625.0,0,0,,,383.0,88.0,458.0,193.0,,,0.0,1420.3,0.72,0,56.8,47.49,39.07,0,7,0,1.0,unclassified,0,0.0,24.0,,,0,0,0.0,0.6,half_court,,,0.0,0,unknown,,,0.0,,,,0,3,1,0.222,3.748,0.222,3.748,0.222,3.748,5.746,124.9,124.9,124.9,106.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.097,2.1,9.69,12.6,0.0,2.1,9.69,12.6,0.0,2.1,9.69,12.6,0.0,0,0,0,0,1.33,19.53,0.0,1415.8,-0.64,0.0,1415.8,-0.64,0.0,1415.8,-0.64,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,1260.0,1260.0,1260.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
18,0.6,7,white,1977,1695,0.5808,0.9906,19.53,19.53,27.4,mid_range,0,,106.3,,none,,0.0,1977.0,1695.0,0,0,,,32.0,179.0,86.0,247.0,,,0.0,1525.6,9.52,0,54.59,49.53,42.05,0,7,0,1.0,unclassified,0,0.0,24.0,,,0,0,0.0,0.6,half_court,,,0.0,0,unknown,,,0.0,,,,0,3,1,9.765,13.81,9.765,13.81,9.765,13.81,13.81,121.2,121.2,121.2,106.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.773,9.76,19.53,19.5,0.0,9.76,19.53,19.5,0.0,9.76,19.53,19.5,0.0,0,0,0,0,19.53,1.33,0.0,1540.3,4.76,0.0,1540.3,4.76,0.0,1540.3,4.76,0.0,0.0,0,0.0,0,1,0.0,0.0,0.0,1950.0,1950.0,1950.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.35,0.25,0.28,0.12
