frame,timestamp,player_id,team,x_position,y_position,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,fast_break_flag,possession_id,possession_duration,confidence
0,0.0,2,green,337,1345,0.0,0.0,0.0,3pt_arc,0,,,,none,0.0,337.0,1345.0,0,0,,0.0,565,165,645,365,,,0.0,522.9,0.0,0,0,1,0,1.0
1,0.017,2,green,328,1344,9.06,9.06,186.3,3pt_arc,0,,,,none,0.0,328.0,1344.0,0,0,,0.0,565,164,645,366,,,0.0,518.8,3.97,0,0,2,0,1.0
2,0.033,2,green,328,1344,0.0,-9.06,0.0,3pt_arc,0,,,325.4,none,9750.0,562.0,1374.3,0,0,,0.0,565,165,646,366,,,0.0,518.8,0.0,0,0,3,0,1.0
2,0.033,3,green,10,1275,0.0,0.0,0.0,3pt_arc,0,,,325.4,none,9750.0,562.0,1374.3,0,0,,0.0,607,200,667,328,,,0.0,443.3,0.0,0,0,3,0,1.0
2,0.033,4,green,1348,1504,0.0,0.0,0.0,mid_range,0,,,1032.5,none,9750.0,562.0,1374.3,0,0,,0.0,559,180,607,266,,,0.0,1359.5,0.0,0,0,3,0,1.0
3,0.05,2,green,337,1345,9.06,9.06,6.3,3pt_arc,0,,,324.2,none,9195.0,567.0,1375.0,0,0,,0.0,565,165,646,365,,,0.0,522.9,-4.1,0,0,4,0,1.0
3,0.05,3,green,20,1277,10.2,10.2,11.3,3pt_arc,0,,,324.2,none,9195.0,567.0,1375.0,0,0,,0.0,608,200,666,327,,,0.0,442.0,1.11,0,0,4,0,1.0
3,0.05,4,green,1344,1503,4.12,4.12,194.0,mid_range,0,,,1019.3,none,9195.0,567.0,1375.0,0,0,,0.0,560,179,608,265,,,0.0,1355.5,3.99,0,0,4,0,1.0
4,0.067,2,green,271,1334,66.91,57.85,189.5,3pt_arc,0,,,1092.6,none,0.0,810.5,1420.0,0,0,,0.0,565,165,646,366,,,0.0,492.8,26.46,0,0,5,0,1.0
4,0.067,4,green,1350,1506,6.71,2.59,26.6,mid_range,0,,,1092.6,none,0.0,810.5,1420.0,0,0,,0.0,557,180,607,265,,,0.0,1362.2,-6.7,0,0,5,0,1.0
5,0.083,2,green,247,1330,24.33,-42.58,189.5,3pt_arc,0,,,1046.3,none,0.0,763.5,1413.0,0,0,,0.0,565,164,647,366,,,0.0,483.7,8.58,0,0,6,0,1.0
5,0.083,4,green,1280,1496,70.71,64.0,188.1,mid_range,0,,,1046.3,none,0.0,763.5,1413.0,0,0,,0.0,556.4874725341797,179.85639190673828,605.6586456298828,265.2708053588867,,,0.0,1296.1,65.8,0,0,6,0,0.933
6,0.1,2,green,223,1325,24.52,0.19,191.8,3pt_arc,0,,,1089.2,none,0.0,760.5,1412.5,0,0,,0.0,566,165,648,366,,,0.0,474.7,8.48,0,0,7,0,1.0
6,0.1,4,green,1298,1500,18.44,-52.27,12.5,mid_range,0,,,1089.2,none,0.0,760.5,1412.5,0,0,,0.0,555.2985687255859,180.01949310302734,604.4697418212891,265.4339065551758,,,0.0,1313.8,-17.65,0,0,7,0,0.867
7,0.117,2,green,247,1330,24.52,0.0,11.8,3pt_arc,0,,,1073.7,none,0.0,777.0,1415.5,0,0,,0.0,566,165,647,366,,,0.0,483.7,-9.56,0,0,8,0,1.0
7,0.117,4,green,1307,1501,9.06,-9.38,6.3,mid_range,0,,,1073.7,none,0.0,777.0,1415.5,0,0,,0.0,554.1096649169922,180.1825942993164,603.2808380126953,265.59700775146484,,,0.0,1322.1,-8.34,0,0,8,0,0.8
8,0.133,1,green,358,1408,0.0,0.0,0.0,3pt_arc,0,,,158.5,none,33344.5,632.3,1412.0,0,0,,0.0,298,108,619,664,,,0.0,589.2,0.0,0,0,9,0,1.0
8,0.133,2,green,223,1325,24.52,0.0,191.8,3pt_arc,0,,,158.5,none,33344.5,632.3,1412.0,0,0,,0.0,567,165,647,366,,,0.0,474.7,8.48,0,0,9,0,1.0
8,0.133,4,green,1316,1503,9.22,0.16,12.5,mid_range,0,,,962.7,none,33344.5,632.3,1412.0,0,0,,0.0,552.9207611083984,180.34569549560547,602.0919342041016,265.7601089477539,,,0.0,1330.9,-8.84,0,0,9,0,0.733
9,0.15,2,green,87,1276,144.56,120.04,199.8,3pt_arc,0,,,1249.8,none,0.0,701.5,1389.5,0,0,,0.0,566,165,646,366,,,0.0,425.7,27.26,0,0,10,0,1.0
9,0.15,4,green,1316,1503,0.0,-9.22,0.0,mid_range,0,,,1249.8,none,0.0,701.5,1389.5,0,0,,0.0,555,181,605,238,,,0.0,1330.9,0.0,0,0,10,0,1.0
10,0.167,2,green,87,1276,0.0,-144.56,0.0,3pt_arc,0,,,1249.8,none,0.0,701.5,1389.5,0,0,,0.0,567,165,646,366,,,0.0,425.7,0.0,0,0,11,0,1.0
10,0.167,4,green,1316,1503,0.0,0.0,0.0,mid_range,0,,,1249.8,none,0.0,701.5,1389.5,0,0,,0.0,553,181,605,238,,,0.0,1330.9,0.0,0,0,11,0,1.0
11,0.184,2,green,87,1276,0.0,0.0,0.0,3pt_arc,0,,,1249.8,none,0.0,701.5,1389.5,0,0,,0.0,567,165,646,366,,,0.0,425.7,0.0,0,0,12,0,1.0
11,0.184,4,green,1316,1503,0.0,0.0,0.0,mid_range,0,,,1249.8,none,0.0,701.5,1389.5,0,0,,0.0,552,181,604,239,,,0.0,1330.9,0.0,0,0,12,0,1.0
12,0.2,2,green,81,1275,6.08,6.08,189.5,3pt_arc,0,,,1255.9,none,0.0,698.5,1389.0,0,0,,0.0,568,165,647,365,,,0.0,425.7,-0.03,0,0,13,0,1.0
12,0.2,4,green,1316,1503,0.0,0.0,0.0,mid_range,0,,,1255.9,none,0.0,698.5,1389.0,0,0,,0.0,552,180,604,238,,,0.0,1330.9,0.0,0,0,13,0,1.0
13,0.217,2,green,62,1272,19.24,13.16,189.0,3pt_arc,0,,,1275.1,none,0.0,689.0,1387.5,0,0,,0.0,568,166,648,366,,,0.0,426.4,-1.13,0,0,14,0,1.0
13,0.217,4,green,1316,1503,0.0,0.0,0.0,mid_range,0,,,1275.1,none,0.0,689.0,1387.5,0,0,,0.0,552,180,604,238,,,0.0,1330.9,0.0,0,0,14,0,1.0
14,0.234,1,green,219,1464,149.86,149.86,158.1,3pt_arc,0,,,248.0,none,102250.5,532.3,1413.0,0,0,,0.0,308,103,618,675,,,0.0,612.0,-40.73,0,0,15,0,1.0
14,0.234,2,green,62,1272,0.0,-19.24,0.0,3pt_arc,0,,,248.0,none,102250.5,532.3,1413.0,0,0,,0.0,568,166,648,365,,,0.0,426.4,0.0,0,0,15,0,1.0
14,0.234,4,green,1316,1503,0.0,0.0,0.0,mid_range,0,,,1097.7,none,102250.5,532.3,1413.0,0,0,,0.0,552,180,604,238,,,0.0,1330.9,0.0,0,0,15,0,1.0
15,0.25,1,green,223,1464,4.0,-145.86,0.0,3pt_arc,0,,,250.6,none,101788.5,533.7,1413.0,0,0,,0.0,308,101,619,673,,,0.0,612.5,-0.46,0,0,16,0,1.0
15,0.25,2,green,62,1272,0.0,0.0,0.0,3pt_arc,0,,,250.6,none,101788.5,533.7,1413.0,0,0,,0.0,569,167,649,366,,,0.0,426.4,0.0,0,0,16,0,1.0
15,0.25,4,green,1316,1503,0.0,0.0,0.0,mid_range,0,,,1093.7,none,101788.5,533.7,1413.0,0,0,,0.0,552,180,604,238,,,0.0,1330.9,0.0,0,0,16,0,1.0
16,0.267,1,green,215,1463,8.06,4.06,187.1,3pt_arc,0,,,244.7,none,102085.5,531.0,1412.7,0,0,,0.0,306,105,629,669,,,0.0,610.6,1.8,0,0,17,0,1.0
16,0.267,2,green,62,1272,0.0,0.0,0.0,3pt_arc,0,,,244.7,none,102085.5,531.0,1412.7,0,0,,0.0,569,167,648,366,,,0.0,426.4,0.0,0,0,17,0,1.0
16,0.267,4,green,1316,1503,0.0,0.0,0.0,mid_range,0,,,1101.7,none,102085.5,531.0,1412.7,0,0,,0.0,551,180,603,238,,,0.0,1330.9,0.0,0,0,17,0,1.0
17,0.284,1,green,193,1460,22.2,14.14,187.8,3pt_arc,0,,,229.1,none,102745.5,523.7,1411.7,0,0,,0.0,306,103,639,670,,,0.0,605.8,4.44,0,0,18,0,1.0
17,0.284,2,green,62,1272,0.0,0.0,0.0,3pt_arc,0,,,229.1,none,102745.5,523.7,1411.7,0,0,,0.0,569,167,649,366,,,0.0,426.4,0.0,0,0,18,0,1.0
17,0.284,4,green,1316,1503,0.0,0.0,0.0,mid_range,0,,,1123.8,none,102745.5,523.7,1411.7,0,0,,0.0,552,180,604,239,,,0.0,1330.9,0.0,0,0,18,0,1.0
18,0.3,1,green,203,1461,10.05,-12.15,5.7,3pt_arc,0,,,235.8,none,102217.5,527.0,1412.0,0,0,,0.0,305,103,637,667,,,0.0,607.5,-1.82,0,0,19,0,1.0
18,0.3,2,green,62,1272,0.0,0.0,0.0,3pt_arc,0,,,235.8,none,102217.5,527.0,1412.0,0,0,,0.0,570,167,650,365,,,0.0,426.4,0.0,0,0,19,0,1.0
18,0.3,4,green,1316,1503,0.0,0.0,0.0,mid_range,0,,,1113.8,none,102217.5,527.0,1412.0,0,0,,0.0,551,180,604,239,,,0.0,1330.9,0.0,0,0,19,0,1.0
