file,sha256_before,sha256_after,local_patched_lf_sha256,after_matches_local,deploy_epoch_utc,deploy_utc,method,same_filesystem,daemon_restarts,guard_restarts,flag_flips,git_status
src/pipeline/unified_pipeline.py,627961ab9ecad290dd65d6c13a8347d5bb4c7dd415084fd6fd648683fd9cbf3d,c4eae385bfeebd4e44c8161c791ef7ed4589697020f424d3dde7aec6816d9226,c4eae385bfeebd4e44c8161c791ef7ed4589697020f424d3dde7aec6816d9226,000001,1788904286,2026-09-08T21:51:26Z,scp_to_/workspace/wt/a15/deploy_then_atomic_mv,000001,000000,000000,000000,NOT_A_GIT_REPO_ON_POD_git_archive_deploy
src/tracking/ball_detect_track.py,873cdead27d684666a45088e055d97bbe29b72f56c9cbaf5077a1fd589dd83d9,cbc7cd9dfb7e18691f310b7594be046ac0d3184a279c43d8eb427210355bc9ea,cbc7cd9dfb7e18691f310b7594be046ac0d3184a279c43d8eb427210355bc9ea,000001,1788904286,2026-09-08T21:51:26Z,scp_to_/workspace/wt/a15/deploy_then_atomic_mv,000001,000000,000000,000000,NOT_A_GIT_REPO_ON_POD_git_archive_deploy
