selection_rank,clip,frame_index,stable_group_index,length_px,anchor_x,anchor_y,direction_x,direction_y,extent_start,extent_stop
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,15,255.249165,512.136658,314.278046,0.967678,0.252190,-125.161044,130.088121
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,16,121.466438,517.410706,322.873260,0.509694,0.860356,-63.219052,58.247386
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,17,40.121659,116.022095,234.846466,0.360608,0.932718,-20.060824,20.060835
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,18,36.710910,94.168640,51.893101,0.946765,-0.321926,-18.355459,18.355451
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,19,35.954892,520.073364,208.124634,0.305280,-0.952263,-17.977439,17.977453
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,20,35.764603,240.360840,260.400940,0.968415,0.249343,-17.882296,17.882307
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,21,35.200054,345.883545,175.796753,0.287744,0.957707,-17.600024,17.600030
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,22,35.142496,123.229828,51.189980,0.916282,0.400534,-17.571249,17.571247
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,23,35.088365,411.769714,344.279480,0.996954,-0.077996,-17.544183,17.544183
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,24,34.291041,552.538147,152.771957,0.990303,-0.138923,-17.145520,17.145520
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,25,34.044611,477.309906,347.601349,0.470417,0.882445,-17.022305,17.022305
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,26,33.842069,389.944275,143.929657,0.997612,0.069064,-16.921019,16.921050
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,27,33.755004,561.249146,71.053413,0.999991,-0.004244,-16.877472,16.877533
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,28,33.733494,375.397827,324.953766,0.031285,-0.999511,-16.866747,16.866748
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,29,33.087980,425.794128,62.756542,0.985815,0.167833,-16.543975,16.544005
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,30,32.587706,300.637207,282.107483,0.999928,0.012013,-16.293838,16.293868
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,31,32.583561,77.753754,124.381592,0.017735,0.999843,-16.291784,16.291777
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,32,31.933845,348.699097,143.096497,0.488740,-0.872430,-15.966908,15.966937
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,33,31.862777,496.983063,299.009766,0.449007,0.893528,-15.931389,15.931389
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,34,31.336842,490.808167,340.476868,0.928166,0.372166,-15.668407,15.668435
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,35,31.334656,121.225067,132.613449,0.998815,-0.048678,-15.667324,15.667332
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,36,30.413037,139.654190,189.877411,0.987546,-0.157329,-15.206523,15.206514
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,37,30.035995,269.874451,297.031799,0.322226,-0.946663,-15.017983,15.018012
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,38,30.025838,473.452454,263.111481,0.045377,-0.998970,-15.012927,15.012911
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,39,29.707077,169.958710,138.906448,0.361444,0.932394,-14.853539,14.853538
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,40,29.420986,343.837341,99.609497,0.975889,0.218266,-14.710508,14.710478
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,41,29.210857,77.634033,195.893463,0.425158,0.905119,-14.605434,14.605423
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,42,29.171037,630.030518,235.642365,0.704642,-0.709563,-14.585513,14.585524
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,43,28.770099,221.258057,343.973206,0.999985,-0.005481,-14.385042,14.385057
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,44,28.765513,307.258972,175.175201,0.587947,0.808899,-14.382766,14.382748
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,45,28.101728,421.774719,296.964661,0.990297,0.138969,-14.050864,14.050864
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,46,637.499434,387.344177,23.501377,1.000000,0.000147,-386.718466,250.780968
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,47,56.249699,53.749878,292.099518,1.000000,-0.000119,-28.124852,28.124848
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,48,54.111785,441.936920,246.186554,0.111944,-0.993714,-27.055900,27.055885
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,49,109.764257,194.186310,156.825668,0.240781,0.970580,-55.708473,54.055785
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,50,48.266239,147.887939,195.185486,0.976091,-0.217363,-24.133114,24.133125
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,51,56.466205,263.954559,141.511444,0.250417,0.968138,-25.949743,30.516462
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,52,45.267247,77.270798,118.137115,0.052804,0.998605,-22.633620,22.633628
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,53,42.495605,63.122929,113.397308,0.062092,0.998070,-21.247803,21.247803
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,54,41.353120,541.810974,328.768951,0.033774,-0.999430,-20.676560,20.676560
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,55,40.484635,299.228516,249.490875,0.148551,0.988905,-20.242310,20.242325
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,56,40.281456,436.147522,315.710846,0.162125,-0.986770,-20.140731,20.140726
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,57,40.230522,189.417328,194.657364,0.430038,0.902811,-19.188180,21.042343
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,58,40.140209,49.424240,287.203064,0.998668,-0.051597,-20.070103,20.070106
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,59,39.969021,282.295624,191.858307,0.081393,-0.996682,-19.984511,19.984511
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,60,37.831660,554.311646,152.639267,0.991593,-0.129395,-18.915860,18.915800
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,61,37.665247,135.380890,320.764343,0.065616,0.997845,-18.832608,18.832639
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,62,35.058983,385.611969,137.311646,0.999555,0.029816,-17.529492,17.529492
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,63,34.048601,411.245422,344.320129,0.996546,-0.083038,-17.024301,17.024301
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,64,33.963491,239.444809,260.351471,0.968942,0.247287,-16.981745,16.981745
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,65,33.273785,605.180054,354.812012,0.227411,0.973799,-16.636892,16.636892
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,66,33.078113,147.562881,187.740967,0.967589,-0.252529,-16.539055,16.539059
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,67,32.882193,405.702179,286.383362,0.987900,0.155095,-16.441096,16.441096
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,68,290.841026,198.516190,206.965439,0.122433,-0.992477,-146.077274,144.763753
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,69,32.511977,390.522034,144.065491,0.997844,0.065624,-16.255989,16.255989
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,70,32.509912,564.378784,69.175903,0.999960,-0.008968,-16.254925,16.254987
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,71,32.315318,410.556213,335.851685,0.999129,-0.041716,-16.157674,16.157644
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,72,32.305766,496.328461,247.710861,0.177141,0.984185,-16.152883,16.152883
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,73,31.861796,486.352264,124.425980,0.984495,0.175414,-15.930899,15.930897
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,74,31.558090,350.972473,239.970917,0.083389,0.996517,-15.779038,15.779053
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,75,31.330931,387.527985,182.505188,0.998983,0.045087,-15.665466,15.665465
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,76,31.239621,42.435959,310.374390,0.966896,0.255169,-15.619806,15.619815
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,77,31.183626,473.107422,276.182190,0.036470,0.999335,-15.591798,15.591828
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,78,30.408092,420.631409,296.831360,0.989397,0.145234,-15.204061,15.204031
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,79,30.203953,586.101685,368.462097,0.399576,0.916700,-15.101991,15.101963
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,80,29.511489,613.122070,341.260376,0.963229,0.268682,-14.755719,14.755770
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,81,28.749392,563.754456,71.191750,0.999979,0.006531,-14.374696,14.374696
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,82,28.539642,169.746063,138.366028,0.359686,0.933074,-14.269818,14.269825
1,ncaa_basketball__ncaa_basketball_zqBCKovJCQU,11663,83,28.065589,306.742554,180.091614,0.568945,0.822376,-14.032780,14.032810
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,0,430.000773,319.374237,352.326172,1.000000,0.000702,-215.000383,215.000390
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,1,637.500935,324.166595,23.374128,1.000000,0.000413,-323.541825,313.959110
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,2,251.250125,403.750000,330.019531,1.000000,0.000103,-125.625062,125.625062
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,3,431.249955,315.416565,354.714386,1.000000,0.000045,-211.041580,220.208374
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,4,251.244563,421.877106,325.088379,0.999966,-0.008213,-143.775236,107.469327
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,5,116.258634,159.998535,314.362640,0.999997,0.002393,-58.129317,58.129317
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,6,101.255426,377.498138,304.667114,0.999984,-0.005582,-50.627713,50.627713
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,7,78.761836,323.751343,71.661087,0.999995,-0.003275,-39.380918,39.380918
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,8,306.535334,448.439270,70.498596,0.998747,-0.050044,-162.939581,143.595753
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,9,65.625204,615.932068,315.643188,0.059106,-0.998252,-32.812587,32.812617
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,10,61.281561,560.304810,31.465654,0.981888,-0.189461,-30.640780,30.640780
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,11,59.165407,322.057098,273.633118,0.081349,0.996686,-29.582711,29.582696
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,12,55.505314,140.415009,63.559959,0.992323,0.123669,-27.752657,27.752657
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,13,55.351896,139.529968,69.772285,0.994547,0.104294,-27.675956,27.675941
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,14,181.068351,189.181137,189.133392,0.235377,0.971904,-86.464169,94.604182
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,15,54.328271,184.619843,285.786316,0.390564,0.920576,-27.164152,27.164118
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,16,117.044911,419.807922,74.367432,0.980629,-0.195875,-52.499306,64.545605
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,17,89.380767,435.512054,85.442993,0.927738,-0.373232,-39.037954,50.342813
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,18,49.111984,590.354919,246.593842,0.963272,0.268528,-24.555994,24.555990
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,19,47.695279,635.088379,310.726868,0.051830,-0.998656,-23.847656,23.847623
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,20,44.557034,616.716064,79.423737,0.989390,-0.145285,-22.278548,22.278486
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,21,43.055793,588.456055,261.472198,0.951834,0.306612,-21.527868,21.527926
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,22,42.873906,617.624573,88.768539,0.981773,-0.190057,-21.436953,21.436953
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,23,40.693606,181.660034,75.079277,0.197065,-0.980390,-20.346800,20.346807
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,24,40.311122,634.806458,209.322327,0.121183,0.992630,-20.155569,20.155554
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,25,39.939732,189.946945,208.502716,0.335779,0.941941,-19.969859,19.969873
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,26,39.071156,314.751129,224.143219,0.225561,0.974229,-19.535586,19.535571
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,27,38.904817,234.960831,243.827148,0.059751,0.998213,-19.452401,19.452416
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,28,38.847491,20.004642,369.156494,0.999774,0.021249,-19.423745,19.423746
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,29,37.585109,19.382643,373.457306,0.999659,0.026102,-18.792555,18.792554
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,30,36.187871,296.372284,369.260803,0.682549,0.730840,-18.093936,18.093936
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,31,35.487109,44.194885,333.321655,0.115251,-0.993336,-17.743539,17.743570
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,32,304.880279,437.186829,35.936028,0.995859,-0.090907,-150.838284,154.041995
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,33,35.057752,231.898148,243.124329,0.028981,0.999580,-17.528876,17.528876
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,34,34.864288,216.410934,298.398254,0.241896,0.970302,-17.432129,17.432159
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,35,34.518681,256.185272,258.980072,0.986834,-0.161737,-17.259333,17.259348
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,36,34.098266,285.479980,92.516418,0.112513,0.993650,-17.049133,17.049133
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,37,32.500000,139.375000,333.125000,-0.000000,1.000000,-16.250000,16.250000
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,38,32.106695,616.649658,266.536530,0.190630,0.981662,-16.053334,16.053361
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,39,74.774627,603.623413,239.820724,0.929054,0.369943,-37.543371,37.231256
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,40,31.846485,413.610962,277.821136,0.917676,0.397329,-15.923243,15.923243
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,41,31.541722,198.181015,108.305847,0.843431,0.537238,-15.770861,15.770861
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,42,31.463615,261.323853,290.504395,0.989454,-0.144848,-15.731810,15.731805
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,43,30.258959,434.628204,369.703552,0.623421,-0.781886,-15.129468,15.129491
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,44,30.225027,224.816681,281.767181,0.100551,0.994932,-15.112513,15.112514
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,45,30.050499,544.933228,240.638123,0.023512,-0.999724,-15.025256,15.025243
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,46,29.957486,308.149963,100.157036,0.998582,0.053230,-14.978758,14.978728
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,47,28.776984,383.651001,88.784065,0.999195,-0.040120,-14.388507,14.388477
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,48,28.774635,228.369141,247.488495,0.030191,-0.999544,-14.387325,14.387310
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,49,28.553346,47.028465,251.922516,0.926896,-0.375317,-14.276675,14.276671
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,50,28.521918,397.352966,366.789032,0.504791,-0.863242,-14.260951,14.260967
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,51,28.500462,540.883728,319.299805,0.279082,0.960267,-14.250231,14.250231
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,52,28.211166,542.699463,269.274017,0.095702,-0.995410,-14.105575,14.105591
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,53,431.249941,319.999084,352.305908,1.000000,0.000554,-215.624974,215.624967
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,54,251.512609,442.812836,321.474030,0.999673,-0.025582,-164.797159,86.715450
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,55,637.501343,370.178894,23.419056,1.000000,0.000276,-369.553983,267.947359
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,56,127.500217,470.624939,354.704285,1.000000,-0.000167,-63.750093,63.750124
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,57,85.000766,325.624817,71.242172,1.000000,0.000311,-42.500398,42.500368
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,58,306.183362,402.503052,80.570801,0.995437,-0.095423,-116.057775,190.125587
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,59,68.145956,615.467285,315.615173,0.062101,-0.998070,-34.072991,34.072964
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,60,65.003854,481.875031,305.011658,0.999994,-0.003396,-32.501927,32.501927
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,61,61.547389,183.962891,283.925293,0.391370,0.920233,-30.773712,30.773677
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,62,56.738082,139.868271,63.025124,0.993505,0.113793,-28.369041,28.369041
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,63,55.303244,185.437912,196.477173,0.350526,0.936553,-27.651615,27.651629
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,64,54.238976,457.706940,65.099281,0.994552,-0.104242,-27.119488,27.119488
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,65,92.526463,145.309540,314.358307,0.999993,0.003647,-42.208960,50.317503
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,66,52.653759,635.299683,308.160706,0.038561,-0.999256,-26.326865,26.326893
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,67,47.597248,64.770218,298.025269,0.916175,0.400778,-23.798618,23.798630
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,68,46.262969,301.254089,314.897217,0.999199,0.040014,-23.131469,23.131500
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,69,46.097672,617.854797,219.591309,0.215590,-0.976484,-23.048843,23.048829
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,70,42.731107,539.488708,53.783562,0.985425,-0.170113,-21.365554,21.365554
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,71,42.664141,634.241577,208.197113,0.094651,0.995511,-21.332073,21.332067
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,72,42.505230,308.129272,48.435135,0.999990,-0.004548,-21.252630,21.252600
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,73,41.537441,214.997833,293.125549,0.245238,0.969463,-20.768719,20.768722
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,74,41.297476,21.233322,373.832153,0.999722,0.023578,-20.648738,20.648738
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,75,40.486743,621.864990,368.317932,0.864372,0.502852,-20.243398,20.243345
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,76,39.070542,482.769104,209.951904,0.133922,-0.990992,-19.535261,19.535281
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,77,38.898080,278.518555,196.494171,0.710125,0.704075,-19.449045,19.449034
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,78,172.462124,188.855103,188.226929,0.236260,0.971690,-85.495078,86.967047
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,79,36.414923,234.924438,243.754822,0.063463,0.997984,-18.207469,18.207454
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,80,36.306775,572.505981,23.332241,0.999588,-0.028709,-18.153418,18.153357
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,81,34.001861,535.785278,310.577484,0.284247,0.958751,-17.000939,17.000922
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,82,33.993578,85.500427,309.747314,0.948330,0.317286,-16.996785,16.996793
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,83,33.749915,139.346481,333.749939,0.002410,-0.999997,-16.874957,16.874957
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,84,33.540925,441.863708,156.852570,0.893466,-0.449131,-16.770446,16.770480
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,85,32.806488,313.659485,221.088699,0.288913,0.957355,-16.403244,16.403244
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,86,32.713999,479.419495,31.672787,0.994504,-0.104695,-16.356985,16.357015
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,87,32.707141,273.796448,203.073669,0.704114,0.710086,-16.353555,16.353587
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,88,32.509074,285.806976,99.368454,0.008117,0.999967,-16.254541,16.254533
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,89,32.500000,141.875000,333.125000,-0.000000,1.000000,-16.250000,16.250000
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,90,32.014814,435.208740,369.037170,0.630174,-0.776454,-16.007407,16.007407
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,91,31.469612,224.691818,281.153290,0.102149,0.994769,-15.734806,15.734806
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,92,31.274962,381.319580,82.948036,0.999162,-0.040934,-15.637496,15.637466
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,93,30.413807,40.443001,227.036804,0.986301,-0.164957,-15.206904,15.206904
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,94,30.020223,413.090881,99.444397,0.998122,-0.061259,-15.010096,15.010126
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,95,30.009731,544.613281,243.125473,0.001972,-0.999998,-15.004865,15.004865
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,96,29.901572,616.360840,266.978790,0.197854,0.980232,-14.950793,14.950778
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,97,29.712009,292.982941,287.858521,0.249394,0.968402,-14.856019,14.855990
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,98,29.703736,533.670166,265.594513,0.356534,-0.934282,-14.851886,14.851850
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,99,29.250967,293.826202,366.901001,0.678216,0.734862,-14.625483,14.625483
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,100,29.057973,41.950497,190.946442,0.973509,-0.228647,-14.528987,14.528985
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,101,28.986418,535.739502,331.170166,0.107355,0.994221,-14.493224,14.493194
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,102,28.898188,323.155701,288.718140,0.048567,0.998820,-14.449110,14.449078
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,103,28.774655,301.264618,56.731224,0.999945,0.010490,-14.387328,14.387327
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,104,28.747314,457.375824,233.739761,0.013661,-0.999907,-14.373657,14.373657
2,ncaa_basketball__ncaa_basketball_mRkuGgeECak,23649,105,28.729167,106.365105,207.260452,0.958189,-0.286134,-14.364583,14.364583
3,ncaa_basketball__ncaa_basketball_sRtHQbywiTE,16176,0,608.750371,232.500015,23.263380,1.000000,-0.000107,-203.125015,405.625357
3,ncaa_basketball__ncaa_basketball_sRtHQbywiTE,16176,1,381.347607,339.790588,362.150391,0.999625,0.027383,-169.261565,212.086042
3,ncaa_basketball__ncaa_basketball_sRtHQbywiTE,16176,2,385.218490,307.031464,342.284668,0.999527,-0.030770,-152.883194,232.335296
