game,ts,elapsed,outcome_home_win,home_five,away_five,market_prob,p_null,cluster_id,source_order,distance,grid_target_elapsed,game_date,player_snapshot_date,team_snapshot_date,state_key,split_id,p_simulator,n_train,loss_market,loss_recal_null,loss_simulator,paired_loss_recal_null_minus_simulator
401810022,1762305187,97.0,1,202696|1630171|1630200|1630581|1641824,203954|1626162|1630178|1631133|1642845,0.475,0.4951776207225062,401810022,37383,23.0,120,2025-11-05,2025-11-04,2025-11-03,401810022:120,0,0.5,150,0.275625,0.25484563461938975,0.25,0.004845634619389749
401810022,1762306267,610.0,1,1630172|1630188|1630200|1630581|1631207,1629656|1630570|1641737|1642272|1642845,0.2199999999999999,0.2366336769920897,401810022,37419,10.0,600,2025-11-05,2025-11-04,2025-11-03,401810022:600,0,0.34375,150,0.6084000000000002,0.5827281431026172,0.4306640625,0.15206408060261722
401810022,1762307587,1069.0,1,202696|1630171|1630172|1630200|1641824,1629656|1630178|1631133|1641737|1642845,0.1099999999999999,0.1206129646039545,401810022,37449,11.0,1080,2025-11-05,2025-11-04,2025-11-03,401810022:1080,0,0.609375,150,0.7921000000000002,0.7733215580226457,0.152587890625,0.6207336673976457
401810022,1762309567,1573.0,1,202696|1630171|1630200|1630581|1641824,203954|1626162|1630178|1631133|1642845,0.0699999999999999,0.0775021532172246,401810022,37500,13.0,1560,2025-11-05,2025-11-04,2025-11-03,401810022:1560,0,0.59375,150,0.8649000000000003,0.8510022773188569,0.1650390625,0.6859632148188569
401810022,1762310708,2054.0,1,1628989|1630172|1630188|1630200|1631207,1629656|1630178|1630570|1641737|1642272,0.1049999999999999,0.1152552159723192,401810022,37537,14.0,2040,2025-11-05,2025-11-04,2025-11-03,401810022:2040,0,0.515625,150,0.8010250000000002,0.7827733328641875,0.234619140625,0.5481541922391875
401810022,1762312027,2530.0,1,202696|1628989|1630171|1630200|1641824,1626162|1630178|1630570|1641737|1642845,0.135,0.1472815186663884,401810022,37571,10.0,2520,2025-11-05,2025-11-04,2025-11-03,401810022:2520,0,0.46875,150,0.748225,0.727128808407901,0.2822265625,0.44490224590790095
401810042,1762650847,118.0,1,203952|1626181|1630558|1641796|1642276,201950|1630166|1631101|1641739|1642270,0.385,0.413103421340407,401810042,39262,2.0,120,2025-11-09,2025-11-08,2025-11-08,401810042:120,0,0.375,150,0.378225,0.3444475940423358,0.390625,-0.046177405957664175
401810042,1762651927,597.0,1,203952|1630696|1631107|1631170|1631323,203924|1630166|1631200|1631321|1641871,0.305,0.3335120502806911,401810042,39316,3.0,600,2025-11-09,2025-11-08,2025-11-08,401810042:600,0,0.609375,150,0.4830250000000001,0.44420618712104804,0.152587890625,0.29161829649604804
401810042,1762653323,1071.0,1,1626181|1630558|1631107|1641796|1642276,201950|203924|1631200|1641739|1642270,0.5349999999999999,0.5580919546396448,401810042,39378,9.0,1080,2025-11-09,2025-11-08,2025-11-08,401810042:1080,0,0.609375,150,0.21622500000000008,0.19528272055420975,0.152587890625,0.042694829929209754
401810042,1762655347,1568.0,1,203952|1626181|1630558|1641796|1642276,201950|1630166|1631101|1641739|1642270,0.655,0.6713953772559784,401810042,39483,8.0,1560,2025-11-09,2025-11-08,2025-11-08,401810042:1560,0,0.65625,150,0.11902499999999998,0.10798099808874075,0.1181640625,-0.010183064411259254
401810042,1762656620,2036.0,1,203952|1630696|1631107|1631170|1631323,1629057|1630166|1631101|1631200|1631321,0.6950000000000001,0.7088497967490671,401810042,39542,4.0,2040,2025-11-09,2025-11-08,2025-11-08,401810042:2040,0,0.5625,150,0.09302499999999997,0.08476844085305953,0.19140625,-0.10663780914694047
401810042,1762657927,2512.0,1,1626181|1630558|1631107|1631170|1641796,201950|203924|1630166|1631200|1641739,0.395,0.4229256950586363,401810042,39603,8.0,2520,2025-11-09,2025-11-08,2025-11-08,401810042:2520,0,0.515625,150,0.366025,0.333014753423558,0.234619140625,0.09839561279855802
401810056,1762821967,135.0,1,203952|1626181|1630558|1641796|1642276,1628378|1628386|1629631|1629636|1630596,0.2049999999999999,0.2245194995192785,401810056,40234,15.0,120,2025-11-11,2025-11-10,2025-11-08,401810056:120,0,0.5625,150,0.6320250000000003,0.6013700066258303,0.19140625,0.4099637566258303
401810056,1762823226,619.0,1,203952|1630696|1631107|1631170|1631323,1628366|1628378|1628386|1630241|1642281,0.2099999999999999,0.2296691936895359,401810056,40276,19.0,600,2025-11-11,2025-11-10,2025-11-08,401810056:600,0,0.421875,150,0.6241000000000001,0.5934095511509299,0.334228515625,0.25918103552592986
401810056,1762824667,1082.0,1,1626181|1630558|1631170|1641796|1642276,1628366|1628386|1629631|1629636|1629731,0.26,0.2806968849467752,401810056,40308,2.0,1080,2025-11-11,2025-11-10,2025-11-08,401810056:1080,0,0.453125,150,0.5476,0.5173969713252727,0.299072265625,0.21832470570027274
401810056,1762826767,1561.0,1,203952|1626181|1630558|1641796|1642276,1628378|1628386|1629631|1629636|1630596,0.5349999999999999,0.5507212259808133,401810056,40388,1.0,1560,2025-11-11,2025-11-10,2025-11-08,401810056:1560,0,0.5625,150,0.21622500000000008,0.20185141678418342,0.19140625,0.010445166784183418
401810056,1762828213,2007.0,1,1630696|1631107|1631170|1631323|1641796,1628366|1628378|1629731|1630241|1642281,0.8049999999999999,0.8078945225680723,401810056,40479,33.0,2040,2025-11-11,2025-11-10,2025-11-08,401810056:2040,0,0.53125,150,0.038025000000000024,0.0369045144593489,0.2197265625,-0.1828220480406511
401810056,1762829536,2511.0,1,1626181|1630558|1631107|1641796|1642276,1628366|1628386|1629631|1629731|1630241,0.565,0.5794662619873651,401810056,40553,9.0,2520,2025-11-11,2025-11-10,2025-11-08,401810056:2520,0,0.515625,150,0.18922500000000006,0.1768486248068795,0.234619140625,-0.05777051581812051
401809798,1763781186,110.0,0,201939|202710|203110|1630541|1642954,203924|1630166|1631321|1641739|1642270,0.755,0.7590712673544847,401809798,42722,10.0,120,2025-11-21,2025-11-20,2025-11-14,401809798:120,0,0.375,150,0.570025,0.5761891889231436,0.140625,0.43556418892314364
401809798,1763782446,594.0,0,201143|201939|1627741|1627780|1641764,1629057|1630166|1631126|1631200|1641739,0.75,0.7542642621262153,401809798,42783,6.0,600,2025-11-21,2025-11-20,2025-11-14,401809798:600,0,0.53125,150,0.5625,0.5689145771208041,0.2822265625,0.28668801462080407
401809798,1763783826,1081.0,0,201143|201939|203110|1627780|1630541,1630166|1631126|1631200|1641739|1642270,0.8049999999999999,0.8072020825795996,401809798,42835,1.0,1080,2025-11-21,2025-11-20,2025-11-14,401809798:1080,0,0.546875,150,0.6480249999999999,0.6515752021208427,0.299072265625,0.35250293649584274
401809798,1763785809,1565.0,0,201939|202710|203110|1630541|1642366,203924|1630166|1631321|1641739|1642270,0.86,0.86037897961816,401809798,42893,5.0,1560,2025-11-21,2025-11-20,2025-11-14,401809798:1560,0,0.53125,150,0.7395999999999999,0.7402519885687862,0.2822265625,0.45802542606878616
401809798,1763787008,2046.0,0,202710|1627741|1631218|1641764|1642954,203924|1629057|1631126|1631200|1641712,0.8049999999999999,0.8072020825795996,401809798,42932,6.0,2040,2025-11-21,2025-11-20,2025-11-14,401809798:2040,0,0.59375,150,0.6480249999999999,0.6515752021208427,0.3525390625,0.29903613962084274
401809798,1763788401,2502.0,0,201939|202710|1627780|1630541|1642366,1629057|1630166|1631126|1631321|1641739,0.39,0.4056697960326399,401809798,42972,18.0,2520,2025-11-21,2025-11-20,2025-11-14,401809798:2520,1,0.53125,150,0.1521,0.16456798341316367,0.2822265625,-0.11765857908683633
401810130,1763921709,114.0,0,202331|203083|1629656|1630178|1642348,1626181|1628389|1630558|1641796|1642276,0.47,0.48212704177074,401810130,43385,6.0,120,2025-11-23,2025-11-22,2025-11-21,401810130:120,1,0.515625,150,0.22089999999999999,0.23244648440660487,0.265869140625,-0.03342265621839513
401810130,1763922849,593.0,0,1630178|1630570|1631230|1642272|1642348,1630696|1631170|1631323|1642276|1642352,0.36,0.3749536142175706,401810130,43404,7.0,600,2025-11-23,2025-11-22,2025-11-21,401810130:600,1,0.484375,150,0.1296,0.1405902128148188,0.234619140625,-0.09402892781018121
401810130,1763923988,1085.0,0,203083|1629656|1630178|1630570|1642348,1626181|1628389|1630558|1641796|1642352,0.38,0.3945632076958248,401810130,43422,5.0,1080,2025-11-23,2025-11-22,2025-11-21,401810130:1080,1,0.390625,150,0.1444,0.15568012486721858,0.152587890625,0.003092234242218578
401810130,1763925971,1558.0,0,203083|1629656|1630178|1631230|1642348,1626181|1628389|1630558|1641796|1642276,0.3199999999999999,0.3355316767761689,401810130,43453,2.0,1560,2025-11-23,2025-11-22,2025-11-21,401810130:1560,1,0.640625,150,0.10239999999999994,0.11258150612022749,0.410400390625,-0.2978188845047725
401810130,1763927170,2037.0,0,202331|203083|1630178|1630570|1642272,1630696|1631170|1631323|1642276|1642352,0.3349999999999999,0.3503485335398277,401810130,43473,3.0,2040,2025-11-23,2025-11-22,2025-11-21,401810130:2040,1,0.53125,150,0.11222499999999994,0.12274409495350777,0.2822265625,-0.15948246754649223
401810130,1763928368,2519.0,0,203083|1629656|1630178|1631230|1642348,1626181|1628389|1630558|1631170|1641796,0.155,0.1689792612845815,401810130,43491,1.0,2520,2025-11-23,2025-11-22,2025-11-21,401810130:2520,1,0.5,150,0.024025,0.02855399074428286,0.25,-0.22144600925571714
401810156,1764533648,118.0,0,203994|1628374|1629004|1641718|1642846,201142|1630578|1631095|1641708|1642263,0.1949999999999999,0.2046733059994883,401810156,46309,2.0,120,2025-11-30,2025-11-29,2025-11-26,401810156:120,1,0.375,150,0.03802499999999996,0.04189116218876017,0.140625,-0.09873383781123983
401810156,1764534728,591.0,0,203937|1628374|1641729|1642268|1642271,201142|203500|1628988|1629006|1642263,0.1049999999999999,0.1120051978668977,401810156,46327,9.0,600,2025-11-30,2025-11-29,2025-11-26,401810156:600,1,0.546875,150,0.01102499999999998,0.012545164349202904,0.299072265625,-0.2865271012757971
401810156,1764536048,1095.0,0,203994|1629004|1641718|1642271|1642383,201142|203991|1628988|1631095|1642263,0.0649999999999999,0.0701035304656853,401810156,46347,15.0,1080,2025-11-30,2025-11-29,2025-11-26,401810156:1080,1,0.484375,150,0.0042249999999999874,0.0049145049837532664,0.234619140625,-0.22970463564124674
401810156,1764538148,1561.0,0,203994|1628374|1629004|1641718|1642846,201142|1630578|1631095|1641708|1642263,0.034,0.0371642015389057,401810156,46367,1.0,1560,2025-11-30,2025-11-29,2025-11-26,401810156:1560,1,0.578125,150,0.0011560000000000001,0.0013811778760244007,0.334228515625,-0.3328473377489756
401810156,1764539541,2029.0,0,203937|1628374|1641729|1642268|1642271,201142|203500|1628988|1630578|1641708,0.0064999999999999,0.0073224571211915,401810156,46390,11.0,2040,2025-11-30,2025-11-29,2025-11-26,401810156:2040,1,0.546875,150,4.22499999999987e-05,5.36183782916881e-05,0.299072265625,-0.2990186472467083
401810156,1764540727,2515.0,0,203937|1629004|1642271|1642383|1642846,201145|203991|1628988|1629006|1630256,0.0004999999999999,0.0005880574265855,401810156,46407,5.0,2520,2025-11-30,2025-11-29,2025-11-26,401810156:2520,1,0.390625,150,2.4999999999990004e-07,3.4581153696236073e-07,0.152587890625,-0.15258754481346304
401810179,1764807248,121.0,0,1628378|1629631|1629636|1630596|1642281,203924|1630166|1631321|1641739|1642270,0.845,0.8447683714809907,401810179,47626,1.0,120,2025-12-03,2025-12-02,2025-12-02,401810179:120,1,0.640625,150,0.7140249999999999,0.7136336014546452,0.410400390625,0.30323321082964516
401810179,1764808449,608.0,0,1628366|1628378|1628418|1629731|1641854,203924|1631101|1631126|1641712|1642905,0.845,0.8447683714809907,401810179,47666,8.0,600,2025-12-03,2025-12-02,2025-12-02,401810179:600,1,0.421875,150,0.7140249999999999,0.7136336014546452,0.177978515625,0.5356550858296452
