frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,ft_x,ft_y,dist_to_basket_ft,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,team_abbrev,dribble_count,lineup_id,homography_valid
93,3.103,5,green,842,1414,0.2474,0.8264,0.0,0.0,0.0,3pt_arc,0,,,,none,0.0,0.0,842.0,1414.0,0,0,,,639,410,695,515,,,0.0,886.8,0.0,0,23.25,41.32,24.3,0,2,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.1,half_court,,,0.0,0,unknown,,,0.0,,,,0,2,1
96,3.203,5,green,838,1407,0.2462,0.8223,2.69,2.69,240.3,3pt_arc,0,156.2,,,none,0.0,0.0,838.0,1407.0,0,0,left,,638,406,694,509,923,1538,0.0,879.3,2.5,0,23.14,41.12,24.08,0,3,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.2,half_court,,,0.0,0,unknown,,,368.1862451411121,,,,0,2,1
99,3.303,3,green,848,1411,0.2491,0.8247,0.0,0.0,0.0,3pt_arc,0,147.5,,,none,0.0,0.0,848.0,1411.0,0,0,left,,996,381,1048,481,923,1538,0.0,889.6,0.0,0,23.42,41.23,24.36,0,4,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.3,half_court,,,0.0,0,unknown,,,368.1862451411121,,,,0,3,1
102,3.403,3,green,850,1414,0.2497,0.8264,1.2,1.2,56.3,3pt_arc,0,141.2,,190.4,none,0.0,0.0,792.0,1338.5,0,0,left,,994,377,1047,486,921,1536,2.83,893.0,-1.15,0,23.47,41.32,24.46,0,5,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.4,half_court,,,0.0,0,unknown,,,0.9428090415820635,,,,0,4,1
102,3.403,4,green,734,1263,0.2156,0.7382,0.0,0.0,0.0,3pt_arc,0,330.9,,190.4,none,0.0,0.0,792.0,1338.5,0,0,left,,280,377,331,473,921,1536,2.83,709.5,0.0,0,20.27,36.91,19.17,0,5,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.4,half_court,,,0.0,0,unknown,,,0.9428090415820635,,,,0,4,1
105,3.504,4,green,845,1405,0.2482,0.8212,60.08,60.08,52.0,3pt_arc,0,151.4,,,none,0.0,0.0,845.0,1405.0,0,0,left,,995,372,1046,473,921,1536,0.0,883.5,-58.41,0,23.33,41.06,24.18,0,6,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.5,half_court,,,0.0,0,unknown,,,0.9428090415820635,,,,0,5,1
108,3.604,4,green,842,1400,0.2474,0.8182,1.94,-58.14,239.0,3pt_arc,0,157.3,,,none,0.0,0.0,842.0,1400.0,0,0,left,,996,369,1046,464,921,1536,0.0,878.0,1.82,0,23.25,40.91,24.03,0,7,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.6,half_court,,,0.0,0,unknown,,,0.9428090415820635,,,,0,5,1
111,3.704,4,green,726,1246,0.2133,0.7282,64.27,62.33,233.0,3pt_arc,0,349.5,,196.4,none,0.0,0.0,785.0,1324.5,0,0,left,,277,362,329,460,921,1536,0.0,693.3,60.86,0,20.05,36.41,18.69,0,8,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.7,half_court,,,0.0,0,unknown,,,0.9428090415820635,,,,0,6,1
111,3.704,5,green,844,1403,0.2479,0.82,2.4,-0.29,326.3,3pt_arc,0,153.7,,196.4,none,0.0,0.0,785.0,1324.5,0,0,left,,994,364,1045,469,921,1536,0.0,881.5,-0.74,0,23.31,41.0,24.13,0,8,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.7,half_court,,,0.0,0,unknown,,,0.9428090415820635,,,,0,6,1
114,3.804,4,green,843,1401,0.2476,0.8188,64.73,0.46,53.0,3pt_arc,0,335.9,,,none,0.0,0.0,843.0,1401.0,0,0,left,,995,360,1044,466,992,1702,180.55,879.4,-62.64,0,23.28,40.94,24.07,0,9,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,0.8,half_court,,,0.0,0,unknown,,,188.71642453397874,,,,0,5,1
