game_id,shot_id,frame,timestamp,player_id,team,x_position,y_position,court_zone,defender_distance,team_spacing,possession_id,possession_duration,made,player_name,team_abbrev,pbp_game_clock
22401190,1,930,31.031,2,green,282,133,corner_3,,41933.0,69,3,,Robinson,MIA,416.0
22401190,4,1272,42.442,5,green,924,302,3pt_arc,,29705.0,168,3,,Champagnie,WAS,427.0
22401190,7,1782,59.459,3,green,41,301,3pt_arc,,0.0,285,7,,,UNK,
22401190,9,2325,77.578,1,green,133,525,paint,,0.0,438,21,,Vukcevic,WAS,463.0
22401190,11,3735,124.624,2,green,792,147,corner_3,,0.0,867,3,,Vukcevic,WAS,510.0
22401190,15,4062,135.535,3,green,56,251,3pt_arc,,0.0,951,3,,Robinson,MIA,527.0
22401190,17,4344,144.945,3,green,56,251,3pt_arc,,13418.0,1023,3,,,UNK,
22401190,20,4968,165.766,3,green,771,259,3pt_arc,,0.0,1139,3,,,UNK,
22401190,23,5532,184.584,2,green,652,319,3pt_arc,,0.0,1311,4,,Jones,WAS,574.0
22401190,24,6135,204.704,3,green,163,59,corner_3,,0.0,1477,3,,Christopher,MIA,597.0
22401190,27,6444,215.015,6,white,642,313,3pt_arc,,0.0,1536,4,,Carrington,WAS,602.0
22401190,30,7410,247.247,4,green,483,184,corner_3,,46624.5,1747,5,,,UNK,
22401190,31,7683,256.356,3,green,82,406,3pt_arc,,0.0,1833,3,,Champagnie,WAS,643.0
22401190,34,8391,279.98,3,green,216,189,corner_3,,20315.0,1915,5,,Carrington,WAS,669.0
22401190,36,8664,289.089,1,green,8,259,3pt_arc,,72952.0,1985,4,,,UNK,
22401190,38,8904,297.097,5,green,35,216,corner_3,,0.0,2057,2,,Jaquez Jr.,MIA,682.0
22401190,42,9540,318.318,2,green,192,47,corner_3,,0.0,2112,18,,,UNK,
22401190,47,10476,349.549,3,green,1048,68,mid_range,,0.0,2206,13,,,UNK,
22401190,48,10782,359.759,5,green,2423,102,mid_range,,0.0,2303,3,,Rozier,MIA,750.0
22401190,49,11061,369.069,3,green,1048,68,mid_range,,0.0,2391,3,,Vukcevic,WAS,756.0
22401190,51,11346,378.578,5,green,2423,102,mid_range,,98553.5,2443,3,,,UNK,
22401190,53,11610,387.387,4,green,2102,146,mid_range,,0.0,2489,6,,Anderson,MIA,773.0
22401190,54,12636,421.621,3,green,1053,248,mid_range,,104277.0,2646,3,,,UNK,
22401190,59,13017,434.334,3,green,435,272,3pt_arc,,0.0,2746,3,,Carrington,WAS,822.0
22401190,60,13377,446.346,4,green,2102,146,mid_range,,0.0,2859,5,,Jaquez Jr.,MIA,835.0
22401190,63,13908,464.064,2,green,666,221,corner_3,,0.0,2992,3,,Sarr,WAS,853.0
22401190,65,14613,487.587,5,green,2423,102,mid_range,,0.0,3105,25,,Vukcevic,WAS,876.0
22401190,68,15024,501.301,3,green,1107,520,mid_range,,0.0,3192,3,,Jaquez Jr.,MIA,888.0
22401190,73,15414,514.314,1,green,401,443,3pt_arc,,0.0,3230,41,,Vukcevic,WAS,905.0
22401190,74,15780,526.526,2,green,1257,513,mid_range,,0.0,3347,3,,,UNK,
22401190,76,16065,536.035,3,green,664,68,corner_3,,0.0,3399,27,,Jones,WAS,926.0
22401190,79,16311,544.244,4,green,2102,146,mid_range,,0.0,3420,52,,,UNK,
22401190,81,16608,554.154,5,green,2423,102,mid_range,,0.0,3464,2,,Anderson,MIA,941.0
22401190,85,16872,562.962,3,green,1038,290,mid_range,,0.0,3534,3,,,UNK,
22401190,86,17904,597.397,2,green,552,184,corner_3,,0.0,3771,18,,Johnson,MIA,983.0
22401190,88,18486,616.816,3,green,749,437,3pt_arc,,0.0,3953,5,,Jaquez Jr.,MIA,1009.0
22401190,93,19170,639.639,1,green,686,605,3pt_arc,,0.0,3967,21,,Carrington,WAS,1028.0
22401190,95,19458,649.249,4,green,2102,146,mid_range,,0.0,4051,4,,Johnson,MIA,1035.0
