frame_approx,video_sec,game_clock_sec,period,score_home,score_away,score_margin,shot_clock_est
8091,270,658,1,26,30,-4,9.0
8121,271,659,1,26,30,-4,8.0
8151,272,660,1,26,30,-4,7.0
8181,273,661,1,26,30,-4,14.0
8211,274,662,1,26,30,-4,13.0
8241,275,663,1,26,30,-4,12.0
8271,276,664,1,26,30,-4,11.0
8301,277,665,1,26,30,-4,10.0
8331,278,666,1,26,30,-4,9.0
8361,279,667,1,26,30,-4,8.0
8391,280,668,1,26,30,-4,7.0
8421,281,669,1,26,30,-4,6.0
8451,282,670,1,26,30,-4,5.0
8481,283,671,1,26,30,-4,14.0
8511,284,672,1,26,30,-4,13.0
8541,285,673,1,26,30,-4,12.0
8571,286,674,1,26,30,-4,11.0
8601,287,675,1,26,30,-4,10.0
8631,288,676,1,26,30,-4,9.0
8661,289,677,1,26,30,-4,8.0
8691,290,678,1,26,30,-4,7.0
8721,291,679,1,26,30,-4,6.0
8751,292,680,1,26,30,-4,5.0
8781,293,681,1,26,30,-4,4.0
8811,294,682,1,28,30,-2,24.0
8841,295,683,1,28,30,-2,23.0
8871,296,684,1,28,30,-2,22.0
8901,297,685,1,28,30,-2,21.0
8931,298,686,1,28,30,-2,20.0
8961,299,687,1,28,30,-2,19.0
8991,300,688,1,28,30,-2,18.0
9020,301,689,1,28,30,-2,17.0
9050,302,690,1,28,30,-2,16.0
9080,303,691,1,28,30,-2,15.0
9110,304,692,1,28,30,-2,14.0
9140,305,693,1,28,30,-2,13.0
9170,306,694,1,28,30,-2,12.0
9200,307,695,1,28,30,-2,11.0
9230,308,696,1,28,30,-2,10.0
9260,309,697,1,28,30,-2,24.0
9290,310,698,1,28,30,-2,23.0
9320,311,699,1,28,30,-2,14.0
9350,312,700,1,28,30,-2,13.0
9380,313,701,1,28,30,-2,12.0
9410,314,702,1,28,30,-2,11.0
9440,315,703,1,28,30,-2,10.0
9470,316,704,1,28,30,-2,9.0
9500,317,705,1,28,30,-2,8.0
9530,318,706,1,28,30,-2,7.0
9560,319,707,1,28,30,-2,6.0
9590,320,708,1,28,30,-2,5.0
9620,321,709,1,28,30,-2,4.0
9650,322,710,1,28,30,-2,3.0
9680,323,711,1,28,30,-2,2.0
9710,324,712,1,28,30,-2,1.0
9740,325,713,1,28,30,-2,0.0
9770,326,714,1,28,30,-2,0.0
9800,327,715,1,28,30,-2,24.0
9830,328,716,1,28,30,-2,23.0
9860,329,717,1,28,30,-2,22.0
9890,330,718,1,28,30,-2,21.0
9920,331,719,1,28,30,-2,20.0
9950,332,720,2,28,30,-2,24.0
9980,333,721,2,28,30,-2,23.0
10009,334,722,2,28,30,-2,22.0
10039,335,723,2,28,30,-2,21.0
10069,336,724,2,28,30,-2,20.0
10099,337,725,2,28,30,-2,19.0
10129,338,726,2,28,30,-2,18.0
10159,339,727,2,28,30,-2,17.0
10189,340,728,2,28,30,-2,16.0
10219,341,729,2,28,30,-2,15.0
10249,342,730,2,28,30,-2,14.0
10279,343,731,2,28,30,-2,13.0
10309,344,732,2,28,30,-2,12.0
10339,345,733,2,28,30,-2,11.0
10369,346,734,2,28,30,-2,10.0
10399,347,735,2,28,30,-2,9.0
10429,348,736,2,28,30,-2,8.0
10459,349,737,2,28,30,-2,14.0
10489,350,738,2,28,30,-2,13.0
10519,351,739,2,28,30,-2,12.0
10549,352,740,2,28,30,-2,11.0
10579,353,741,2,28,30,-2,10.0
10609,354,742,2,28,30,-2,9.0
10639,355,743,2,28,30,-2,8.0
10669,356,744,2,28,30,-2,7.0
10699,357,745,2,28,30,-2,24.0
10729,358,746,2,28,30,-2,23.0
10759,359,747,2,28,30,-2,22.0
10789,360,748,2,28,30,-2,21.0
10819,361,749,2,28,30,-2,20.0
10849,362,750,2,28,30,-2,19.0
10879,363,751,2,28,30,-2,18.0
10909,364,752,2,28,30,-2,17.0
10939,365,753,2,28,30,-2,16.0
10969,366,754,2,28,30,-2,14.0
10998,367,755,2,28,30,-2,13.0
11028,368,756,2,28,32,-4,24.0
11058,369,757,2,28,32,-4,23.0
11088,370,758,2,28,32,-4,22.0
11118,371,759,2,28,32,-4,21.0
11148,372,760,2,28,32,-4,20.0
11178,373,761,2,28,32,-4,19.0
11208,374,762,2,28,32,-4,18.0
11238,375,763,2,28,32,-4,17.0
11268,376,764,2,28,32,-4,16.0
11298,377,765,2,28,32,-4,15.0
11328,378,766,2,28,32,-4,14.0
11358,379,767,2,28,32,-4,13.0
11388,380,768,2,28,32,-4,12.0
11418,381,769,2,28,32,-4,11.0
11448,382,770,2,28,32,-4,10.0
11478,383,771,2,28,32,-4,9.0
11508,384,772,2,28,32,-4,8.0
11538,385,773,2,28,32,-4,14.0
11568,386,774,2,28,32,-4,13.0
11598,387,775,2,28,32,-4,12.0
11628,388,776,2,28,32,-4,11.0
11658,389,777,2,28,32,-4,10.0
11688,390,778,2,28,32,-4,9.0
11718,391,779,2,28,32,-4,8.0
11748,392,780,2,28,32,-4,7.0
11778,393,781,2,28,32,-4,6.0
11808,394,782,2,28,32,-4,5.0
11838,395,783,2,28,32,-4,4.0
11868,396,784,2,28,32,-4,3.0
11898,397,785,2,28,32,-4,2.0
11928,398,786,2,28,32,-4,1.0
11958,399,787,2,28,32,-4,0.0
11988,400,788,2,28,32,-4,0.0
12017,401,789,2,28,32,-4,0.0
12047,402,790,2,28,32,-4,14.0
12077,403,791,2,28,32,-4,13.0
12107,404,792,2,28,32,-4,12.0
12137,405,793,2,28,32,-4,11.0
12167,406,794,2,28,32,-4,10.0
12197,407,795,2,28,32,-4,9.0
12227,408,796,2,28,32,-4,24.0
12257,409,797,2,28,32,-4,23.0
12287,410,798,2,28,32,-4,22.0
12317,411,799,2,28,32,-4,21.0
12347,412,800,2,28,32,-4,20.0
12377,413,801,2,28,32,-4,19.0
12407,414,802,2,28,32,-4,18.0
12437,415,803,2,28,32,-4,17.0
12467,416,804,2,28,32,-4,16.0
12497,417,805,2,28,32,-4,15.0
12527,418,806,2,28,32,-4,14.0
12557,419,807,2,28,32,-4,13.0
12587,420,808,2,28,32,-4,12.0
12617,421,809,2,28,32,-4,11.0
12647,422,810,2,28,32,-4,24.0
12677,423,811,2,28,32,-4,23.0
12707,424,812,2,28,32,-4,22.0
12737,425,813,2,28,32,-4,21.0
12767,426,814,2,28,32,-4,20.0
12797,427,815,2,28,32,-4,19.0
12827,428,816,2,28,32,-4,18.0
12857,429,817,2,28,32,-4,17.0
12887,430,818,2,28,32,-4,16.0
12917,431,819,2,28,32,-4,15.0
12947,432,820,2,28,32,-4,14.0
12977,433,821,2,28,32,-4,13.0
13006,434,822,2,28,35,-7,24.0
13036,435,823,2,28,35,-7,23.0
13066,436,824,2,28,35,-7,22.0
13096,437,825,2,28,35,-7,21.0
13126,438,826,2,28,35,-7,20.0
13156,439,827,2,28,35,-7,19.0
13186,440,828,2,28,35,-7,18.0
13216,441,829,2,28,35,-7,17.0
13246,442,830,2,28,35,-7,16.0
13276,443,831,2,28,35,-7,15.0
13306,444,832,2,28,35,-7,14.0
13336,445,833,2,28,35,-7,13.0
13366,446,834,2,28,35,-7,12.0
13396,447,835,2,30,35,-5,24.0
13426,448,836,2,30,35,-5,23.0
13456,449,837,2,30,35,-5,22.0
13486,450,838,2,30,35,-5,21.0
13516,451,839,2,30,35,-5,20.0
13546,452,840,2,30,35,-5,19.0
13576,453,841,2,30,35,-5,18.0
13606,454,842,2,30,35,-5,17.0
13636,455,843,2,30,35,-5,16.0
13666,456,844,2,30,35,-5,15.0
13696,457,845,2,30,35,-5,14.0
13726,458,846,2,30,35,-5,13.0
13756,459,847,2,30,35,-5,12.0
13786,460,848,2,30,35,-5,11.0
13816,461,849,2,30,35,-5,10.0
13846,462,850,2,30,35,-5,9.0
13876,463,851,2,30,35,-5,8.0
13906,464,852,2,30,35,-5,7.0
13936,465,853,2,30,38,-8,24.0
13966,466,854,2,30,38,-8,23.0
13995,467,855,2,30,38,-8,22.0
14025,468,856,2,30,38,-8,21.0
14055,469,857,2,30,38,-8,20.0
14085,470,858,2,30,38,-8,19.0
14115,471,859,2,30,38,-8,18.0
14145,472,860,2,30,38,-8,17.0
14175,473,861,2,30,38,-8,16.0
14205,474,862,2,30,38,-8,15.0
14235,475,863,2,32,38,-6,24.0
14265,476,864,2,32,38,-6,23.0
14295,477,865,2,32,38,-6,22.0
14325,478,866,2,32,38,-6,21.0
14355,479,867,2,32,38,-6,20.0
14385,480,868,2,32,38,-6,19.0
14415,481,869,2,32,38,-6,18.0
14445,482,870,2,32,38,-6,17.0
14475,483,871,2,32,38,-6,16.0
14505,484,872,2,32,38,-6,15.0
14535,485,873,2,32,38,-6,14.0
14565,486,874,2,32,38,-6,13.0
14595,487,875,2,32,38,-6,12.0
14625,488,876,2,32,40,-8,24.0
14655,489,877,2,32,40,-8,23.0
14685,490,878,2,32,40,-8,22.0
14715,491,879,2,32,40,-8,21.0
14745,492,880,2,32,40,-8,20.0
14775,493,881,2,32,40,-8,19.0
14805,494,882,2,32,40,-8,18.0
14835,495,883,2,32,40,-8,17.0
14865,496,884,2,32,40,-8,16.0
14895,497,885,2,32,40,-8,15.0
14925,498,886,2,32,40,-8,14.0
14955,499,887,2,32,40,-8,13.0
14985,500,888,2,35,40,-5,24.0
15014,501,889,2,35,40,-5,23.0
15044,502,890,2,35,40,-5,22.0
15074,503,891,2,35,40,-5,21.0
15104,504,892,2,35,40,-5,20.0
15134,505,893,2,35,40,-5,19.0
15164,506,894,2,35,40,-5,18.0
15194,507,895,2,35,40,-5,17.0
15224,508,896,2,35,40,-5,16.0
15254,509,897,2,35,40,-5,15.0
15284,510,898,2,35,40,-5,14.0
15314,511,899,2,35,40,-5,13.0
15344,512,900,2,35,40,-5,12.0
15374,513,901,2,35,40,-5,11.0
15404,514,902,2,35,40,-5,10.0
15434,515,903,2,35,40,-5,9.0
15464,516,904,2,35,40,-5,8.0
15494,517,905,2,35,43,-8,24.0
15524,518,906,2,35,43,-8,23.0
15554,519,907,2,35,43,-8,22.0
15584,520,908,2,35,43,-8,21.0
15614,521,909,2,35,43,-8,20.0
15644,522,910,2,35,43,-8,19.0
15674,523,911,2,35,43,-8,18.0
15704,524,912,2,35,43,-8,17.0
15734,525,913,2,35,43,-8,16.0
15764,526,914,2,35,43,-8,15.0
15794,527,915,2,35,43,-8,14.0
15824,528,916,2,35,43,-8,13.0
15854,529,917,2,35,43,-8,12.0
15884,530,918,2,35,43,-8,11.0
15914,531,919,2,35,43,-8,10.0
15944,532,920,2,35,43,-8,9.0
15974,533,921,2,35,43,-8,8.0
16003,534,922,2,35,43,-8,14.0
16033,535,923,2,35,43,-8,13.0
16063,536,924,2,35,43,-8,12.0
16093,537,925,2,35,43,-8,11.0
16123,538,926,2,35,45,-10,24.0
16153,539,927,2,35,45,-10,23.0
16183,540,928,2,35,45,-10,22.0
16213,541,929,2,35,45,-10,21.0
16243,542,930,2,35,45,-10,20.0
16273,543,931,2,35,45,-10,19.0
16303,544,932,2,35,45,-10,18.0
16333,545,933,2,35,45,-10,17.0
16363,546,934,2,35,45,-10,16.0
16393,547,935,2,35,45,-10,15.0
16423,548,936,2,35,45,-10,14.0
16453,549,937,2,35,45,-10,13.0
16483,550,938,2,35,45,-10,12.0
16513,551,939,2,35,45,-10,11.0
16543,552,940,2,35,45,-10,10.0
16573,553,941,2,37,45,-8,24.0
16603,554,942,2,37,45,-8,23.0
16633,555,943,2,37,45,-8,22.0
16663,556,944,2,37,45,-8,21.0
16693,557,945,2,37,45,-8,20.0
16723,558,946,2,37,45,-8,19.0
16753,559,947,2,37,45,-8,18.0
16783,560,948,2,37,45,-8,17.0
16813,561,949,2,37,47,-10,24.0
16843,562,950,2,37,47,-10,23.0
16873,563,951,2,37,47,-10,22.0
16903,564,952,2,37,47,-10,21.0
16933,565,953,2,37,47,-10,20.0
16963,566,954,2,37,47,-10,19.0
16992,567,955,2,37,47,-10,18.0
17022,568,956,2,37,47,-10,17.0
17052,569,957,2,37,47,-10,16.0
17082,570,958,2,37,47,-10,15.0
17112,571,959,2,37,47,-10,14.0
17142,572,960,2,37,47,-10,13.0
17172,573,961,2,37,47,-10,12.0
17202,574,962,2,38,47,-9,24.0
17232,575,963,2,38,47,-9,23.0
17262,576,964,2,38,47,-9,22.0
17292,577,965,2,38,47,-9,21.0
17322,578,966,2,38,47,-9,20.0
17352,579,967,2,38,47,-9,19.0
17382,580,968,2,38,47,-9,18.0
17412,581,969,2,38,47,-9,17.0
17442,582,970,2,38,47,-9,16.0
17472,583,971,2,38,47,-9,15.0
17502,584,972,2,38,47,-9,14.0
17532,585,973,2,38,47,-9,14.0
17562,586,974,2,38,47,-9,13.0
17592,587,975,2,38,47,-9,12.0
17622,588,976,2,38,47,-9,11.0
17652,589,977,2,38,47,-9,10.0
17682,590,978,2,38,47,-9,9.0
17712,591,979,2,38,47,-9,8.0
17742,592,980,2,38,47,-9,7.0
17772,593,981,2,38,47,-9,6.0
17802,594,982,2,38,47,-9,14.0
17832,595,983,2,40,47,-7,24.0
17862,596,984,2,40,47,-7,23.0
17892,597,985,2,40,47,-7,22.0
17922,598,986,2,40,47,-7,21.0
17952,599,987,2,40,47,-7,20.0
17982,600,988,2,40,47,-7,19.0
18011,601,989,2,40,47,-7,18.0
18041,602,990,2,40,47,-7,17.0
18071,603,991,2,40,47,-7,16.0
18101,604,992,2,40,47,-7,15.0
18131,605,993,2,40,47,-7,14.0
18161,606,994,2,40,47,-7,13.0
18191,607,995,2,40,47,-7,12.0
18221,608,996,2,40,47,-7,11.0
18251,609,997,2,40,47,-7,10.0
18281,610,998,2,40,47,-7,9.0
18311,611,999,2,40,47,-7,8.0
18341,612,1000,2,40,47,-7,7.0
18371,613,1001,2,40,47,-7,6.0
18401,614,1002,2,40,47,-7,5.0
18431,615,1003,2,40,47,-7,4.0
18461,616,1004,2,40,47,-7,14.0
18491,617,1005,2,40,47,-7,13.0
18521,618,1006,2,40,47,-7,12.0
18551,619,1007,2,40,47,-7,11.0
18581,620,1008,2,40,47,-7,10.0
18611,621,1009,2,42,47,-5,24.0
18641,622,1010,2,42,47,-5,23.0
18671,623,1011,2,42,47,-5,22.0
18701,624,1012,2,42,47,-5,21.0
18731,625,1013,2,42,47,-5,20.0
18761,626,1014,2,42,47,-5,19.0
18791,627,1015,2,42,47,-5,18.0
18821,628,1016,2,42,47,-5,17.0
18851,629,1017,2,42,47,-5,16.0
18881,630,1018,2,42,47,-5,15.0
18911,631,1019,2,42,47,-5,14.0
18941,632,1020,2,42,47,-5,13.0
18971,633,1021,2,42,47,-5,12.0
19000,634,1022,2,42,47,-5,11.0
19030,635,1023,2,42,47,-5,10.0
19060,636,1024,2,42,47,-5,9.0
19090,637,1025,2,42,47,-5,8.0
19120,638,1026,2,42,47,-5,7.0
19150,639,1027,2,42,47,-5,6.0
19180,640,1028,2,42,47,-5,5.0
19210,641,1029,2,42,47,-5,4.0
19240,642,1030,2,42,47,-5,3.0
19270,643,1031,2,42,47,-5,14.0
19300,644,1032,2,42,47,-5,13.0
19330,645,1033,2,42,47,-5,12.0
19360,646,1034,2,42,47,-5,11.0
19390,647,1035,2,42,47,-5,10.0
19420,648,1036,2,42,47,-5,9.0
19450,649,1037,2,42,47,-5,8.0
19480,650,1038,2,42,47,-5,7.0
19510,651,1039,2,42,47,-5,6.0
19540,652,1040,2,42,47,-5,5.0
19570,653,1041,2,42,47,-5,4.0
19600,654,1042,2,42,47,-5,3.0
19630,655,1043,2,42,47,-5,24.0
19660,656,1044,2,42,47,-5,23.0
19690,657,1045,2,42,47,-5,22.0
19720,658,1046,2,42,47,-5,21.0
19750,659,1047,2,42,47,-5,20.0
