audit_id,rank,x_px,y_px
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,32,1358,98
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,33,1317,96
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,34,819,877
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,35,907,871
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,36,830,877
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,37,1098,864
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,38,1104,873
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,39,949,925
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,40,185,214
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,41,1121,873
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,42,52,481
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,43,736,864
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,44,688,876
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,45,574,1063
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,46,735,877
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,47,1239,61
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,48,971,864
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,49,1225,106
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,50,1369,67
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,51,1229,72
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,52,1788,70
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,53,1444,101
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,54,813,864
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,55,1534,107
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,56,939,864
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,57,1774,79
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,58,1243,72
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,59,182,1026
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,60,1803,103
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,61,1835,99
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,62,706,876
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,63,642,1075
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,64,773,868
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,65,1536,97
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,66,1132,877
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,67,1132,864
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,68,1467,106
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,69,1143,876
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,70,1762,110
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,71,996,864
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,72,1559,107
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,73,1236,106
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,74,1467,95
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,75,209,1056
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,76,1382,76
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,77,659,877
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,78,1833,110
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,79,1548,107
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,80,1,856
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,81,1255,94
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,82,383,1069
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,83,236,178
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,84,1554,96
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,85,719,877
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,86,949,877
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,87,841,872
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,88,1030,874
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,89,278,1062
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,90,1024,866
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,91,51,1045
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,92,869,874
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,93,670,864
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,94,1153,877
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,95,558,1065
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,96,1714,115
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,97,3,763
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,98,736,982
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,99,962,922
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s02__f005760,100,1392,129
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,1,757,872
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,2,980,916
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,3,1028,866
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,4,878,872
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,5,1471,64
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,6,611,956
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,7,969,948
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,8,928,914
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,9,949,912
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,10,889,873
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,11,736,876
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,12,1730,115
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,13,1139,955
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,14,1108,873
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,15,1074,872
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,16,1485,70
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,17,579,959
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,18,625,955
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,19,1194,937
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,20,1713,115
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,21,682,864
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,22,1764,97
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,23,965,870
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,24,994,958
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,25,939,905
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,26,655,876
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,27,556,956
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,28,1817,97
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,29,618,905
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,30,685,876
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,31,977,876
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,32,1441,68
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,33,1743,114
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,34,1147,876
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,35,1468,104
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,36,1122,864
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,37,1835,97
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,38,778,867
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,39,666,863
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,40,747,876
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,41,1156,864
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,42,589,953
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,43,1806,93
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,44,681,912
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,45,1789,93
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,46,1701,86
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,47,998,866
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,48,947,925
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,49,1832,111
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,50,1122,876
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,51,985,905
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,52,1814,111
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,53,548,963
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,54,1802,114
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,55,1610,129
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,56,943,876
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,57,1718,86
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,58,1803,103
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,59,726,876
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,60,961,909
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,61,1456,107
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,62,1018,893
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,63,688,901
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,64,1559,85
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,65,701,876
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,66,727,934
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,67,1774,115
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,68,1038,876
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,69,1762,110
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,70,1456,70
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,71,714,931
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,72,1788,70
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,73,872,864
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,74,716,876
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,75,954,876
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,76,1091,864
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,77,1751,72
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,78,597,962
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,79,1737,86
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,80,1474,95
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,81,1756,86
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,82,1710,63
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,83,1770,68
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,84,718,941
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,85,912,871
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,86,1583,87
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,87,1462,95
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,88,1045,864
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,89,1452,95
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,90,1774,79
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,91,1723,63
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,92,1172,937
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,93,1597,78
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,94,736,916
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,95,807,864
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,96,746,902
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,97,1480,106
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,98,1160,910
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,99,1703,4
ncaa_basketball__ncaa_basketball_zqBCKovJCQU__s10__f020340,100,1786,115
wnba__wnba_01_1080p__s01__f001600,1,1737,1004
wnba__wnba_01_1080p__s01__f001600,2,1261,1076
wnba__wnba_01_1080p__s01__f001600,3,1832,1004
wnba__wnba_01_1080p__s01__f001600,4,1737,983
wnba__wnba_01_1080p__s01__f001600,5,3,777
wnba__wnba_01_1080p__s01__f001600,6,1125,686
wnba__wnba_01_1080p__s01__f001600,7,1615,982
wnba__wnba_01_1080p__s01__f001600,8,1649,982
wnba__wnba_01_1080p__s01__f001600,9,1649,1004
wnba__wnba_01_1080p__s01__f001600,10,1677,1004
wnba__wnba_01_1080p__s01__f001600,11,1783,1004
wnba__wnba_01_1080p__s01__f001600,12,1575,982
wnba__wnba_01_1080p__s01__f001600,13,1767,1004
wnba__wnba_01_1080p__s01__f001600,14,1771,983
wnba__wnba_01_1080p__s01__f001600,15,833,897
wnba__wnba_01_1080p__s01__f001600,16,1660,1
wnba__wnba_01_1080p__s01__f001600,17,1697,1000
wnba__wnba_01_1080p__s01__f001600,18,1723,1004
wnba__wnba_01_1080p__s01__f001600,19,1842,1004
wnba__wnba_01_1080p__s01__f001600,20,1514,1004
wnba__wnba_01_1080p__s01__f001600,21,695,899
wnba__wnba_01_1080p__s01__f001600,22,1664,983
wnba__wnba_01_1080p__s01__f001600,23,1525,1004
wnba__wnba_01_1080p__s01__f001600,24,1861,982
wnba__wnba_01_1080p__s01__f001600,25,625,899
wnba__wnba_01_1080p__s01__f001600,26,1525,982
wnba__wnba_01_1080p__s01__f001600,27,1684,982
wnba__wnba_01_1080p__s01__f001600,28,1810,1004
wnba__wnba_01_1080p__s01__f001600,29,1737,993
wnba__wnba_01_1080p__s01__f001600,30,1664,993
wnba__wnba_01_1080p__s01__f001600,31,1371,1001
wnba__wnba_01_1080p__s01__f001600,32,1500,1004
wnba__wnba_01_1080p__s01__f001600,33,1664,1004
wnba__wnba_01_1080p__s01__f001600,34,1709,1004
wnba__wnba_01_1080p__s01__f001600,35,680,890
wnba__wnba_01_1080p__s01__f001600,36,1630,1004
wnba__wnba_01_1080p__s01__f001600,37,1626,983
wnba__wnba_01_1080p__s01__f001600,38,1697,986
wnba__wnba_01_1080p__s01__f001600,39,1565,1004
wnba__wnba_01_1080p__s01__f001600,40,1798,1004
wnba__wnba_01_1080p__s01__f001600,41,1657,46
wnba__wnba_01_1080p__s01__f001600,42,1042,613
wnba__wnba_01_1080p__s01__f001600,43,1600,1004
wnba__wnba_01_1080p__s01__f001600,44,713,899
wnba__wnba_01_1080p__s01__f001600,45,18,502
wnba__wnba_01_1080p__s01__f001600,46,803,879
wnba__wnba_01_1080p__s01__f001600,47,1637,983
wnba__wnba_01_1080p__s01__f001600,48,650,895
wnba__wnba_01_1080p__s01__f001600,49,1837,983
wnba__wnba_01_1080p__s01__f001600,50,113,303
wnba__wnba_01_1080p__s01__f001600,51,1859,1004
wnba__wnba_01_1080p__s01__f001600,52,36,519
wnba__wnba_01_1080p__s01__f001600,53,935,890
wnba__wnba_01_1080p__s01__f001600,54,1476,983
wnba__wnba_01_1080p__s01__f001600,55,673,899
wnba__wnba_01_1080p__s01__f001600,56,1476,993
wnba__wnba_01_1080p__s01__f001600,57,1553,987
wnba__wnba_01_1080p__s01__f001600,58,832,880
wnba__wnba_01_1080p__s01__f001600,59,74,521
wnba__wnba_01_1080p__s01__f001600,60,1076,329
wnba__wnba_01_1080p__s01__f001600,61,1407,901
wnba__wnba_01_1080p__s01__f001600,62,1478,1003
wnba__wnba_01_1080p__s01__f001600,63,1771,993
wnba__wnba_01_1080p__s01__f001600,64,1806,982
wnba__wnba_01_1080p__s01__f001600,65,1537,1004
wnba__wnba_01_1080p__s01__f001600,66,637,877
wnba__wnba_01_1080p__s01__f001600,67,650,881
wnba__wnba_01_1080p__s01__f001600,68,1599,982
wnba__wnba_01_1080p__s01__f001600,69,728,899
wnba__wnba_01_1080p__s01__f001600,70,1563,983
wnba__wnba_01_1080p__s01__f001600,71,1674,983
wnba__wnba_01_1080p__s01__f001600,72,1017,634
wnba__wnba_01_1080p__s01__f001600,73,1587,1000
wnba__wnba_01_1080p__s01__f001600,74,64,518
wnba__wnba_01_1080p__s01__f001600,75,707,877
wnba__wnba_01_1080p__s01__f001600,76,1070,619
wnba__wnba_01_1080p__s01__f001600,77,1397,901
wnba__wnba_01_1080p__s01__f001600,78,1240,942
wnba__wnba_01_1080p__s01__f001600,79,1033,652
wnba__wnba_01_1080p__s01__f001600,80,935,309
wnba__wnba_01_1080p__s01__f001600,81,870,636
wnba__wnba_01_1080p__s01__f001600,82,310,992
wnba__wnba_01_1080p__s01__f001600,83,1157,901
wnba__wnba_01_1080p__s01__f001600,84,1614,1004
wnba__wnba_01_1080p__s01__f001600,85,637,899
wnba__wnba_01_1080p__s01__f001600,86,1141,303
wnba__wnba_01_1080p__s01__f001600,87,196,1014
wnba__wnba_01_1080p__s01__f001600,88,1575,1004
wnba__wnba_01_1080p__s01__f001600,89,1576,332
wnba__wnba_01_1080p__s01__f001600,90,1753,1000
wnba__wnba_01_1080p__s01__f001600,91,1781,982
wnba__wnba_01_1080p__s01__f001600,92,694,877
wnba__wnba_01_1080p__s01__f001600,93,1002,647
wnba__wnba_01_1080p__s01__f001600,94,812,873
wnba__wnba_01_1080p__s01__f001600,95,1587,986
wnba__wnba_01_1080p__s01__f001600,96,825,888
wnba__wnba_01_1080p__s01__f001600,97,1542,995
wnba__wnba_01_1080p__s01__f001600,98,82,527
wnba__wnba_01_1080p__s01__f001600,99,776,703
wnba__wnba_01_1080p__s01__f001600,100,1419,1010
wnba__wnba_01_1080p__s03__f004062,1,1261,1078
wnba__wnba_01_1080p__s03__f004062,2,850,1038
wnba__wnba_01_1080p__s03__f004062,3,1833,1004
wnba__wnba_01_1080p__s03__f004062,4,1737,983
wnba__wnba_01_1080p__s03__f004062,5,686,1021
wnba__wnba_01_1080p__s03__f004062,6,889,1021
wnba__wnba_01_1080p__s03__f004062,7,597,1037
wnba__wnba_01_1080p__s03__f004062,8,1918,676
wnba__wnba_01_1080p__s03__f004062,9,761,1038
wnba__wnba_01_1080p__s03__f004062,10,653,1021
wnba__wnba_01_1080p__s03__f004062,11,1649,982
wnba__wnba_01_1080p__s03__f004062,12,1737,1004
wnba__wnba_01_1080p__s03__f004062,13,761,1021
wnba__wnba_01_1080p__s03__f004062,14,1350,945
wnba__wnba_01_1080p__s03__f004062,15,374,1038
wnba__wnba_01_1080p__s03__f004062,16,578,1021
wnba__wnba_01_1080p__s03__f004062,17,695,899
wnba__wnba_01_1080p__s03__f004062,18,784,1030
wnba__wnba_01_1080p__s03__f004062,19,1649,1004
wnba__wnba_01_1080p__s03__f004062,20,831,1038
wnba__wnba_01_1080p__s03__f004062,21,1393,939
wnba__wnba_01_1080p__s03__f004062,22,851,1021
wnba__wnba_01_1080p__s03__f004062,23,1615,982
wnba__wnba_01_1080p__s03__f004062,24,1514,1004
wnba__wnba_01_1080p__s03__f004062,25,1575,982
wnba__wnba_01_1080p__s03__f004062,26,596,1021
wnba__wnba_01_1080p__s03__f004062,27,1565,1004
wnba__wnba_01_1080p__s03__f004062,28,1737,993
wnba__wnba_01_1080p__s03__f004062,29,1684,1004
wnba__wnba_01_1080p__s03__f004062,30,408,1038
wnba__wnba_01_1080p__s03__f004062,31,1810,1004
wnba__wnba_01_1080p__s03__f004062,32,777,1021
wnba__wnba_01_1080p__s03__f004062,33,831,1021
wnba__wnba_01_1080p__s03__f004062,34,1783,1004
wnba__wnba_01_1080p__s03__f004062,35,678,1033
wnba__wnba_01_1080p__s03__f004062,36,1525,1004
wnba__wnba_01_1080p__s03__f004062,37,1798,1004
wnba__wnba_01_1080p__s03__f004062,38,833,878
wnba__wnba_01_1080p__s03__f004062,39,625,899
wnba__wnba_01_1080p__s03__f004062,40,1525,982
wnba__wnba_01_1080p__s03__f004062,41,1664,993
wnba__wnba_01_1080p__s03__f004062,42,703,1029
wnba__wnba_01_1080p__s03__f004062,43,1918,660
wnba__wnba_01_1080p__s03__f004062,44,1708,1004
wnba__wnba_01_1080p__s03__f004062,45,1498,1004
wnba__wnba_01_1080p__s03__f004062,46,1697,1000
wnba__wnba_01_1080p__s03__f004062,47,1723,1004
wnba__wnba_01_1080p__s03__f004062,48,680,890
wnba__wnba_01_1080p__s03__f004062,49,1771,983
wnba__wnba_01_1080p__s03__f004062,50,1684,982
wnba__wnba_01_1080p__s03__f004062,51,1600,1004
wnba__wnba_01_1080p__s03__f004062,52,1626,983
wnba__wnba_01_1080p__s03__f004062,53,881,1033
wnba__wnba_01_1080p__s03__f004062,54,808,1038
wnba__wnba_01_1080p__s03__f004062,55,394,1029
wnba__wnba_01_1080p__s03__f004062,56,541,1028
wnba__wnba_01_1080p__s03__f004062,57,1405,948
wnba__wnba_01_1080p__s03__f004062,58,1664,983
wnba__wnba_01_1080p__s03__f004062,59,1767,1004
wnba__wnba_01_1080p__s03__f004062,60,673,899
wnba__wnba_01_1080p__s03__f004062,61,1664,1004
wnba__wnba_01_1080p__s03__f004062,62,1861,982
wnba__wnba_01_1080p__s03__f004062,63,1553,987
wnba__wnba_01_1080p__s03__f004062,64,408,1021
wnba__wnba_01_1080p__s03__f004062,65,1629,1004
wnba__wnba_01_1080p__s03__f004062,66,1157,901
wnba__wnba_01_1080p__s03__f004062,67,1697,986
wnba__wnba_01_1080p__s03__f004062,68,1777,945
wnba__wnba_01_1080p__s03__f004062,69,803,879
wnba__wnba_01_1080p__s03__f004062,70,1147,901
wnba__wnba_01_1080p__s03__f004062,71,1674,983
wnba__wnba_01_1080p__s03__f004062,72,1537,982
wnba__wnba_01_1080p__s03__f004062,73,1837,983
wnba__wnba_01_1080p__s03__f004062,74,1371,1001
wnba__wnba_01_1080p__s03__f004062,75,707,877
wnba__wnba_01_1080p__s03__f004062,76,578,1037
wnba__wnba_01_1080p__s03__f004062,77,650,895
wnba__wnba_01_1080p__s03__f004062,78,1476,993
wnba__wnba_01_1080p__s03__f004062,79,1385,948
wnba__wnba_01_1080p__s03__f004062,80,1469,1004
wnba__wnba_01_1080p__s03__f004062,81,1476,983
wnba__wnba_01_1080p__s03__f004062,82,1918,618
wnba__wnba_01_1080p__s03__f004062,83,722,1038
wnba__wnba_01_1080p__s03__f004062,84,721,890
wnba__wnba_01_1080p__s03__f004062,85,713,899
wnba__wnba_01_1080p__s03__f004062,86,728,899
wnba__wnba_01_1080p__s03__f004062,87,163,534
wnba__wnba_01_1080p__s03__f004062,88,1563,983
wnba__wnba_01_1080p__s03__f004062,89,556,1038
wnba__wnba_01_1080p__s03__f004062,90,911,1028
wnba__wnba_01_1080p__s03__f004062,91,651,882
wnba__wnba_01_1080p__s03__f004062,92,1537,1004
wnba__wnba_01_1080p__s03__f004062,93,637,877
wnba__wnba_01_1080p__s03__f004062,94,714,1029
wnba__wnba_01_1080p__s03__f004062,95,665,877
wnba__wnba_01_1080p__s03__f004062,96,1807,982
wnba__wnba_01_1080p__s03__f004062,97,637,899
wnba__wnba_01_1080p__s03__f004062,98,1217,945
wnba__wnba_01_1080p__s03__f004062,99,1576,1004
wnba__wnba_01_1080p__s03__f004062,100,1753,1000
wnba__wnba_01_1080p__s06__f007539,1,1918,506
wnba__wnba_01_1080p__s06__f007539,2,1261,1076
wnba__wnba_01_1080p__s06__f007539,3,680,890
wnba__wnba_01_1080p__s06__f007539,4,1350,945
wnba__wnba_01_1080p__s06__f007539,5,1609,1032
wnba__wnba_01_1080p__s06__f007539,6,1442,983
wnba__wnba_01_1080p__s06__f007539,7,1442,993
wnba__wnba_01_1080p__s06__f007539,8,695,899
wnba__wnba_01_1080p__s06__f007539,9,1918,621
wnba__wnba_01_1080p__s06__f007539,10,1489,1004
wnba__wnba_01_1080p__s06__f007539,11,1597,983
wnba__wnba_01_1080p__s06__f007539,12,1593,1004
wnba__wnba_01_1080p__s06__f007539,13,1442,1004
wnba__wnba_01_1080p__s06__f007539,14,1619,1032
wnba__wnba_01_1080p__s06__f007539,15,616,899
wnba__wnba_01_1080p__s06__f007539,16,1504,1004
wnba__wnba_01_1080p__s06__f007539,17,1420,1004
wnba__wnba_01_1080p__s06__f007539,18,1582,1004
wnba__wnba_01_1080p__s06__f007539,19,1564,982
wnba__wnba_01_1080p__s06__f007539,20,1388,939
wnba__wnba_01_1080p__s06__f007539,21,1561,1032
wnba__wnba_01_1080p__s06__f007539,22,1704,1021
wnba__wnba_01_1080p__s06__f007539,23,1369,938
wnba__wnba_01_1080p__s06__f007539,24,1401,1004
wnba__wnba_01_1080p__s06__f007539,25,637,899
wnba__wnba_01_1080p__s06__f007539,26,1470,999
wnba__wnba_01_1080p__s06__f007539,27,1547,998
wnba__wnba_01_1080p__s06__f007539,28,1694,1031
wnba__wnba_01_1080p__s06__f007539,29,1533,1004
wnba__wnba_01_1080p__s06__f007539,30,707,899
wnba__wnba_01_1080p__s06__f007539,31,1472,988
wnba__wnba_01_1080p__s06__f007539,32,1407,993
wnba__wnba_01_1080p__s06__f007539,33,637,877
wnba__wnba_01_1080p__s06__f007539,34,651,881
wnba__wnba_01_1080p__s06__f007539,35,809,878
wnba__wnba_01_1080p__s06__f007539,36,650,894
wnba__wnba_01_1080p__s06__f007539,37,624,877
wnba__wnba_01_1080p__s06__f007539,38,990,890
wnba__wnba_01_1080p__s06__f007539,39,1516,988
wnba__wnba_01_1080p__s06__f007539,40,673,899
wnba__wnba_01_1080p__s06__f007539,41,707,877
wnba__wnba_01_1080p__s06__f007539,42,721,890
