audit_id,rank,x_px,y_px,nearest_target_distance_px,on_any_target
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,60,1453,987,185.299757,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,61,351,954,1009.521174,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,62,1599,991,188.854441,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,63,1254,985,183.076487,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,64,1711,963,117.345643,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,65,386,1009,983.246154,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,66,415,954,946.030126,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,67,702,948,661.430268,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,68,653,1005,721.301601,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,69,1150,1005,267.366789,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,70,1563,963,195.800919,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,71,1359,977,146.123236,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,72,1587,991,196.758736,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,73,439,955,922.373026,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,74,384,977,979.937243,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,75,1200,948,192.608411,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,76,544,992,824.864837,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,77,384,955,976.901735,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,78,610,992,760.243382,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,79,1635,973,152.820156,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,80,322,971,1040.461917,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,81,1611,991,181.40011,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,82,990,417,466.519024,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,83,355,1017,1015.184712,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,84,627,949,735.527022,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,85,452,954,909.356916,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,86,261,979,1101.983666,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,87,454,992,913.302798,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,88,369,1015,1001.055443,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,89,998,433,450.998891,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,90,533,992,835.65603,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,91,428,954,933.142004,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,92,160,975,1201.65927,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,93,453,978,911.925984,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,94,309,992,1056.341327,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,95,1577,963,184.764715,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,96,1558,1003,225.594769,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,97,316,1010,1052.335498,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,98,1602,963,166.171598,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,99,250,979,1112.88499,False
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p__s13__f015785,100,466,992,901.493206,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,1,1648,1005,623.433236,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,2,1369,1001,404.724598,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,3,1637,1001,611.923198,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,4,1618,1005,597.736564,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,5,1594,1005,577.478138,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,6,1683,1005,653.876135,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,7,1698,1005,667.059967,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,8,1664,1005,637.291927,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,9,1552,1005,542.760537,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,10,1567,1005,555.044142,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,11,1714,1005,681.205549,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,12,1584,1005,569.12301,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,13,1239,1001,336.692738,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,14,1713,991,673.951037,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,15,1676,991,641.05928,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,16,1269,1001,349.287847,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,17,1556,995,540.315648,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,18,1570,995,551.928437,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,19,1349,999,390.64306,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,20,1594,991,569.962279,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,21,1692,991,655.228968,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,22,1845,87,822.270637,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,23,1648,991,616.477899,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,24,1183,963,282.591578,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,25,1606,1005,587.572123,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,26,1621,977,586.080199,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,27,1627,991,598.239083,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,28,1765,75,756.191113,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,29,1581,977,551.552355,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,30,1837,94,812.065268,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,31,1644,977,606.238402,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,32,1731,75,726.47161,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,33,685,963,313.550634,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,34,1349,983,378.11374,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,35,1366,989,393.620375,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,36,1606,977,573.048864,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,37,1774,61,770.812558,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,38,1331,1001,381.525884,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,39,1818,91,796.153252,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,40,428,955,300.847137,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,41,385,1013,371.63692,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,42,1746,75,739.537693,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,43,1762,57,762.317519,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,44,1606,995,582.272273,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,45,1790,61,784.841385,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,46,1807,75,793.37822,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,47,1660,974,618.995961,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,48,1664,991,630.489492,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,49,657,963,302.552475,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,50,1802,57,797.300445,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,51,363,955,332.556762,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,52,1738,57,741.571305,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,53,1686,977,643.540985,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,54,416,977,325.82971,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,55,1632,977,595.695392,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,56,1380,997,408.838599,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,57,322,971,369.682296,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,58,415,955,306.349474,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,59,439,955,296.556909,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,60,1777,75,766.765284,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,61,123,1001,534.200337,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,62,1749,57,751.055923,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,63,1256,997,339.948526,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,64,1254,985,328.269706,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,65,807,443,277.953233,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,66,1638,991,607.770516,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,67,440,977,316.715961,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,68,321,961,362.494138,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,69,573,1007,327.807871,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,70,1581,963,544.398751,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,71,1793,71,782.780301,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,72,1136,971,282.200283,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,73,1583,995,562.809026,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,74,1837,119,801.888396,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,75,1392,973,399.515957,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,76,355,1017,389.350742,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,77,452,955,291.940062,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,78,1370,973,384.303266,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,79,1673,974,630.575134,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,80,1235,980,315.792653,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,81,1680,963,632.003956,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,82,650,973,309.594897,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,83,351,955,339.449554,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,84,1644,963,599.737443,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,85,1266,985,333.707956,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,86,1437,988,442.417224,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,87,1431,999,445.558077,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,88,1690,963,641.03744,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,89,250,980,424.264069,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,90,384,977,340.242561,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,91,1741,101,722.798035,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,92,1784,87,767.437294,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,93,1382,985,401.259268,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,94,261,979,415.838911,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,95,123,987,525.906836,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,96,370,1015,380.295937,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,97,3,997,632.216735,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,98,384,955,321.217995,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,99,1432,977,431.338614,False
ncaa_basketball__ncaa_basketball_mRkuGgeECak__s08__f016871,100,1756,101,736.13314,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,1,1135,664,559.751731,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,2,1148,664,572.280526,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,3,838,664,285.245508,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,4,892,666,333.204142,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,5,1109,664,534.761629,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,6,1078,664,505.099,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,7,906,655,340.975072,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,8,1037,664,466.135174,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,9,971,660,402.78282,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,10,906,666,345.700738,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,11,1090,664,516.562678,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,12,917,666,355.598088,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,13,1135,653,556.885087,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,14,1049,664,477.503927,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,15,826,667,276.795954,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,16,1023,664,452.912795,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,17,882,649,316.689122,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,18,1068,664,495.565334,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,19,958,652,387.769261,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,20,1161,653,582.086763,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,21,543,649,145.962324,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,22,934,649,364.335011,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,23,1122,664,547.244918,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,24,1158,664,581.932127,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,25,1017,653,443.667668,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,26,769,642,215.800834,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,27,1122,653,544.31241,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,28,588,675,162.197411,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,29,846,655,287.513478,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,30,546,639,135.558106,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,31,822,652,265.32433,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,32,608,637,124.579292,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,33,1068,653,492.325096,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,34,429,648,214.741705,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,35,542,670,166.027106,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,36,437,642,204.748626,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,37,447,647,200.392116,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,38,560,677,167.904735,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,39,1084,653,507.684942,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,40,760,647,211.782908,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,41,624,637,127.121989,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,42,917,650,349.012894,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,43,1108,653,530.795629,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,44,569,648,137.673527,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,45,929,667,366.885541,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,46,577,677,165.096941,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,47,959,667,394.315863,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,48,896,652,330.637263,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,49,1043,653,468.411144,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,50,1145,653,566.569501,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,51,1032,655,458.541165,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,52,573,637,126.115027,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,53,1055,653,479.876026,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,54,768,670,232.879797,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,55,110,660,105.019046,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,56,586,651,138.361844,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,57,437,670,223.450218,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,58,460,669,206.958933,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,59,784,646,230.288949,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,60,596,651,138.0,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,61,632,651,142.618372,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,62,596,637,124.0,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,63,616,651,139.441744,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,64,586,636,123.405835,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,65,791,655,241.223962,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,66,120,661,104.086502,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,67,778,655,230.841937,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,68,447,669,215.724361,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,69,1100,659,524.720878,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,70,502,664,177.867929,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,71,505,653,166.976046,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,72,851,67,454.313768,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,73,107,650,96.166522,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,74,786,666,243.944666,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,75,492,656,176.819117,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,76,470,632,173.311858,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,77,1021,60,572.113625,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,78,102,666,112.929181,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,79,32,145,266.986891,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,80,215,647,119.670381,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,81,467,681,211.813597,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,82,497,645,165.0,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,83,103,361,40.311289,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,84,896,265,348.832338,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,85,645,661,155.900609,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,86,697,661,179.178682,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,87,751,681,228.580402,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,88,799,681,263.501423,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,89,593,661,148.030402,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,90,802,633,238.40302,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,91,207,661,125.670203,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,92,354,662,242.439683,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,93,302,662,196.735864,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,94,250,662,155.051604,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,95,49,145,261.681104,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,96,747,632,192.255039,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,97,740,661,206.494552,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,98,105,347,52.201533,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,99,1066,240,511.965819,False
ncaa_basketball__ncaa_basketball_sRtHQbywiTE__s03__f006925,100,1,169,257.707198,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,1,1148,664,148.660687,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,2,1135,664,136.297469,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,3,891,661,122.090131,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,4,906,666,110.072703,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,5,1109,664,112.004464,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,6,838,664,173.666347,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,7,1049,664,61.522354,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,8,1037,664,53.823787,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,9,958,652,57.68882,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,10,917,666,100.184829,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,11,1023,664,47.169906,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,12,1135,653,133.154046,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,13,1158,664,158.240324,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,14,1090,664,94.826157,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,15,1078,664,84.380092,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,16,1161,653,158.473973,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,17,906,655,105.948101,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,18,826,667,186.034943,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,19,1068,664,76.026311,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,20,781,642,226.072997,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,21,213,639,385.810834,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,22,1122,664,124.064499,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,23,846,655,163.783394,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,24,456,642,173.954017,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,25,882,649,127.345985,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,26,1068,653,70.235319,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,27,429,648,197.952014,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,28,822,652,186.76188,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,29,1122,653,120.602653,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,30,437,642,187.970742,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,31,917,649,93.605555,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,32,934,649,77.620873,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,33,971,667,58.600341,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,34,260,677,356.439336,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,35,1017,653,34.785054,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,36,1108,653,107.20541,False
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo__s01__f002920,37,770,642,225.796368,False
