frame,timestamp,ball_x2d,ball_y2d,detected,live,ball_inferred
0,0.0,3245,827,1,1,0
3,0.1,3246,827,1,1,0
6,0.2,3247,825,1,1,0
9,0.3,3249,825,1,1,0
12,0.4,3250,823,1,1,0
15,0.5,3250,823,1,1,0
18,0.6,3277,811,1,1,0
21,0.7,3268,803,1,1,0
24,0.8,3268,803,1,1,0
27,0.9,3471,1220,1,1,0
30,1.0,3471,1220,1,1,0
33,1.1,,,0,1,0
36,1.2,,,0,1,0
39,1.3,3209,800,1,1,0
42,1.4,3223,818,1,1,1
45,1.5,3263,908,1,1,0
48,1.6,3263,906,1,1,0
51,1.7,3251,898,1,1,1
54,1.8,3204,852,1,1,0
57,1.9,3204,852,1,1,0
60,2.0,3200,852,1,1,0
63,2.1,3200,852,1,1,0
66,2.2,3230,834,1,1,0
69,2.3,3230,833,1,1,0
72,2.4,3230,833,1,1,0
75,2.5,3245,847,1,1,0
78,2.6,3245,847,1,1,0
81,2.7,3255,891,1,1,0
84,2.8,3255,891,1,1,0
87,2.9,3255,891,1,1,0
90,3.0,941,300,1,1,0
93,3.1,941,300,1,1,0
96,3.2,864,287,1,1,0
99,3.3,845,253,1,1,1
102,3.4,848,286,1,1,0
105,3.5,803,176,1,1,1
108,3.6,723,213,1,1,0
111,3.7,711,214,1,1,0
114,3.8,699,213,1,1,0
117,3.9,687,213,1,1,0
120,4.0,682,212,1,1,0
123,4.1,672,213,1,1,0
126,4.2,664,213,1,1,0
129,4.3,654,212,1,1,0
132,4.4,645,212,1,1,0
135,4.5,635,210,1,1,0
138,4.6,626,210,1,1,0
141,4.7,634,209,1,1,0
144,4.8,627,210,1,1,0
147,4.9,583,282,1,1,1
150,5.0,640,285,1,1,0
153,5.1,571,290,1,1,1
156,5.2,550,285,1,1,0
159,5.3,560,298,1,1,1
162,5.4,548,285,1,1,0
165,5.5,548,306,1,1,1
168,5.6,511,283,1,1,0
171,5.7,488,226,1,1,1
174,5.8,509,285,1,1,0
177,5.9,488,226,1,1,1
180,6.0,499,287,1,1,0
183,6.1,499,287,1,1,0
186,6.2,490,289,1,1,0
189,6.3,486,291,1,1,0
192,6.4,475,292,1,1,0
195,6.5,475,292,1,1,0
198,6.6,681,150,1,1,0
201,6.7,681,150,1,1,0
204,6.8,560,301,1,1,0
207,6.9,527,288,1,1,1
210,7.0,427,304,1,1,0
213,7.1,427,304,1,1,0
216,7.2,491,297,1,1,0
219,7.3,527,288,1,1,1
222,7.4,408,300,1,1,0
225,7.5,408,300,1,1,0
228,7.6,377,298,1,1,0
231,7.7,377,298,1,1,0
234,7.8,361,299,1,1,0
237,7.9,361,299,1,1,0
240,8.0,438,300,1,1,0
