box_id,card_id,section_id,frame,player_id,event_key,join_status,raw_table,raw_bbox_x1,raw_bbox_y1,raw_bbox_x2,raw_bbox_y2,masked_bbox_x1,masked_bbox_y1,masked_bbox_x2,masked_bbox_y2,coordinates_equal
1080p30_21_r00,1080p30_21,4JS090XPhmM_s3537,2708,2,4JS090XPhmM_s3537/2708/2/1863.0/44.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/4JS090XPhmM_s3537/tracking_data.csv,1863.0,44.0,1935.0,375.0,1863.0,44.0,1935.0,375.0,1
1080p30_21_r01,1080p30_21,4JS090XPhmM_s3537,2708,3,4JS090XPhmM_s3537/2708/3/1484.0/300.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/4JS090XPhmM_s3537/tracking_data.csv,1484.0,300.0,1617.0,652.0,1484.0,300.0,1617.0,652.0,1
1080p30_21_r02,1080p30_21,4JS090XPhmM_s3537,2708,8,4JS090XPhmM_s3537/2708/8/1764.0/4.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/4JS090XPhmM_s3537/tracking_data.csv,1764.0,4.0,1905.0,263.0,1764.0,4.0,1905.0,263.0,1
1080p30_21_r03,1080p30_21,4JS090XPhmM_s3537,2708,7,4JS090XPhmM_s3537/2708/7/594.352/628.98035,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/4JS090XPhmM_s3537/tracking_data.csv,594.352,628.98035,732.5007,932.2755,594.352,628.98035,732.5007,932.2755,1
1080p30_22_r00,1080p30_22,4JS090XPhmM_s4686,2781,4,4JS090XPhmM_s4686/2781/4/693.422/73.45563,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/4JS090XPhmM_s4686/tracking_data.csv,693.422,73.45563,1145.8774,843.44574,693.422,73.45563,1145.8774,843.44574,1
1080p30_22_r01,1080p30_22,4JS090XPhmM_s4686,2781,8,4JS090XPhmM_s4686/2781/8/286.85675/71.64142,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/4JS090XPhmM_s4686/tracking_data.csv,286.85675,71.64142,1075.9053,847.1336,286.85675,71.64142,1075.9053,847.1336,1
1080p30_22_r02,1080p30_22,4JS090XPhmM_s4686,2781,10,4JS090XPhmM_s4686/2781/10/-15.0/281.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/4JS090XPhmM_s4686/tracking_data.csv,-15.0,281.0,438.0,1006.0,-15.0,281.0,438.0,1006.0,1
1080p30_23_r00,1080p30_23,3eeaJz1PJTM_s1331,2948,4,3eeaJz1PJTM_s1331/2948/4/800.0/498.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/3eeaJz1PJTM_s1331/tracking_data.csv,800.0,498.0,927.0,618.0,800.0,498.0,927.0,618.0,1
1080p30_23_r01,1080p30_23,3eeaJz1PJTM_s1331,2948,6,3eeaJz1PJTM_s1331/2948/6/-15.0/615.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/3eeaJz1PJTM_s1331/tracking_data.csv,-15.0,615.0,201.0,873.0,-15.0,615.0,201.0,873.0,1
1080p30_24_r00,1080p30_24,3eeaJz1PJTM_s2572,3023,2,3eeaJz1PJTM_s2572/3023/2/247.0/360.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/3eeaJz1PJTM_s2572/tracking_data.csv,247.0,360.0,360.0,524.0,247.0,360.0,360.0,524.0,1
1080p30_24_r01,1080p30_24,3eeaJz1PJTM_s2572,3023,3,3eeaJz1PJTM_s2572/3023/3/1185.0/423.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/3eeaJz1PJTM_s2572/tracking_data.csv,1185.0,423.0,1407.0,750.0,1185.0,423.0,1407.0,750.0,1
1080p30_24_r02,1080p30_24,3eeaJz1PJTM_s2572,3023,7,3eeaJz1PJTM_s2572/3023/7/850.0/54.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/3eeaJz1PJTM_s2572/tracking_data.csv,850.0,54.0,1099.0,353.0,850.0,54.0,1099.0,353.0,1
1080p30_24_r03,1080p30_24,3eeaJz1PJTM_s2572,3023,8,3eeaJz1PJTM_s2572/3023/8/1495.0/117.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/3eeaJz1PJTM_s2572/tracking_data.csv,1495.0,117.0,1672.0,379.0,1495.0,117.0,1672.0,379.0,1
1080p30_24_r04,1080p30_24,3eeaJz1PJTM_s2572,3023,10,3eeaJz1PJTM_s2572/3023/10/423.0/45.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/3eeaJz1PJTM_s2572/tracking_data.csv,423.0,45.0,547.0,153.0,423.0,45.0,547.0,153.0,1
1080p30_24_r05,1080p30_24,3eeaJz1PJTM_s2572,3023,5,3eeaJz1PJTM_s2572/3023/5/1005.5474/117.99788,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/3eeaJz1PJTM_s2572/tracking_data.csv,1005.5474,117.99788,1184.609,311.52533,1005.5474,117.99788,1184.609,311.52533,1
1080p30_25_r00,1080p30_25,3eeaJz1PJTM_s3813,3098,4,3eeaJz1PJTM_s3813/3098/4/334.0342/463.0301,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/3eeaJz1PJTM_s3813/tracking_data.csv,334.0342,463.0301,512.70416,814.9417,334.0342,463.0301,512.70416,814.9417,1
1080p30_25_r01,1080p30_25,3eeaJz1PJTM_s3813,3098,3,3eeaJz1PJTM_s3813/3098/3/296.1355/162.69113,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/3eeaJz1PJTM_s3813/tracking_data.csv,296.1355,162.69113,431.34137,409.24997,296.1355,162.69113,431.34137,409.24997,1
1080p30_25_r02,1080p30_25,3eeaJz1PJTM_s3813,3098,5,3eeaJz1PJTM_s3813/3098/5/691.1965/371.77518,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/3eeaJz1PJTM_s3813/tracking_data.csv,691.1965,371.77518,901.1965,645.06934,691.1965,371.77518,901.1965,645.06934,1
1080p30_25_r03,1080p30_25,3eeaJz1PJTM_s3813,3098,9,3eeaJz1PJTM_s3813/3098/9/920.5842/419.651,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/3eeaJz1PJTM_s3813/tracking_data.csv,920.5842,419.651,1109.9442,722.61096,920.5842,419.651,1109.9442,722.61096,1
1080p30_25_r04,1080p30_25,3eeaJz1PJTM_s3813,3098,7,3eeaJz1PJTM_s3813/3098/7/1271.0/403.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/3eeaJz1PJTM_s3813/tracking_data.csv,1271.0,403.0,1427.0,708.0,1271.0,403.0,1427.0,708.0,1
1080p30_25_r05,1080p30_25,3eeaJz1PJTM_s3813,3098,10,3eeaJz1PJTM_s3813/3098/10/759.0/421.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/3eeaJz1PJTM_s3813/tracking_data.csv,759.0,421.0,930.0,718.0,759.0,421.0,930.0,718.0,1
1080p30_25_r06,1080p30_25,3eeaJz1PJTM_s3813,3098,6,3eeaJz1PJTM_s3813/3098/6/297.2375/161.68567,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/3eeaJz1PJTM_s3813/tracking_data.csv,297.2375,161.68567,425.86566,404.38452,297.2375,161.68567,425.86566,404.38452,1
1080p30_26_r00,1080p30_26,3eeaJz1PJTM_s90,3286,5,3eeaJz1PJTM_s90/3286/5/1495.0/927.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/3eeaJz1PJTM_s90/tracking_data.csv,1495.0,927.0,1576.0,1035.0,1495.0,927.0,1576.0,1035.0,1
1080p30_26_r01,1080p30_26,3eeaJz1PJTM_s90,3286,6,3eeaJz1PJTM_s90/3286/6/1545.0/930.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/3eeaJz1PJTM_s90/tracking_data.csv,1545.0,930.0,1623.0,1035.0,1545.0,930.0,1623.0,1035.0,1
1080p30_26_r02,1080p30_26,3eeaJz1PJTM_s90,3286,7,3eeaJz1PJTM_s90/3286/7/387.0/772.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/3eeaJz1PJTM_s90/tracking_data.csv,387.0,772.0,467.0,918.0,387.0,772.0,467.0,918.0,1
1080p30_27_r00,1080p30_27,J8pMOFvFlsU_s1384,3364,6,J8pMOFvFlsU_s1384/3364/6/1680.0/241.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/J8pMOFvFlsU_s1384/tracking_data.csv,1680.0,241.0,1929.0,664.0,1680.0,241.0,1929.0,664.0,1
1080p30_27_r01,1080p30_27,J8pMOFvFlsU_s1384,3364,7,J8pMOFvFlsU_s1384/3364/7/945.0/462.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/J8pMOFvFlsU_s1384/tracking_data.csv,945.0,462.0,1167.0,874.0,945.0,462.0,1167.0,874.0,1
1080p30_27_r02,1080p30_27,J8pMOFvFlsU_s1384,3364,8,J8pMOFvFlsU_s1384/3364/8/424.0/144.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/J8pMOFvFlsU_s1384/tracking_data.csv,424.0,144.0,639.0,681.0,424.0,144.0,639.0,681.0,1
1080p30_27_r03,1080p30_27,J8pMOFvFlsU_s1384,3364,2,J8pMOFvFlsU_s1384/3364/2/563.0/220.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/J8pMOFvFlsU_s1384/tracking_data.csv,563.0,220.0,795.0,682.0,563.0,220.0,795.0,682.0,1
1080p30_27_r04,1080p30_27,J8pMOFvFlsU_s1384,3364,3,J8pMOFvFlsU_s1384/3364/3/970.0/485.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/J8pMOFvFlsU_s1384/tracking_data.csv,970.0,485.0,1183.0,695.0,970.0,485.0,1183.0,695.0,1
1080p30_28_r00,1080p30_28,J8pMOFvFlsU_s3972,3439,1,J8pMOFvFlsU_s3972/3439/1/362.55054/289.36288,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/J8pMOFvFlsU_s3972/tracking_data.csv,362.55054,289.36288,510.7976,609.4076,362.55054,289.36288,510.7976,609.4076,1
1080p30_28_r01,1080p30_28,J8pMOFvFlsU_s3972,3439,3,J8pMOFvFlsU_s3972/3439/3/22.871124/471.0913,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/J8pMOFvFlsU_s3972/tracking_data.csv,22.871124,471.0913,178.71436,656.0359,22.871124,471.0913,178.71436,656.0359,1
1080p30_28_r02,1080p30_28,J8pMOFvFlsU_s3972,3439,10,J8pMOFvFlsU_s3972/3439/10/331.62485/258.08795,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/J8pMOFvFlsU_s3972/tracking_data.csv,331.62485,258.08795,484.53787,435.60968,331.62485,258.08795,484.53787,435.60968,1
1080p30_29_r00,1080p30_29,J8pMOFvFlsU_s90,3783,7,J8pMOFvFlsU_s90/3783/7/382.0/289.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/J8pMOFvFlsU_s90/tracking_data.csv,382.0,289.0,643.0,732.0,382.0,289.0,643.0,732.0,1
1080p30_29_r01,1080p30_29,J8pMOFvFlsU_s90,3783,9,J8pMOFvFlsU_s90/3783/9/197.0/38.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/1080p30/J8pMOFvFlsU_s90/tracking_data.csv,197.0,38.0,358.0,359.0,197.0,38.0,358.0,359.0,1
720p60_01_r00,720p60_01,acb-jHcR5UxPGuE_s90,537,3,acb-jHcR5UxPGuE_s90/537/3/1125.0/260.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/acb-jHcR5UxPGuE_s90/tracking_data.csv,1125.0,260.0,1203.0,415.0,1125.0,260.0,1203.0,415.0,1
720p60_01_r01,720p60_01,acb-jHcR5UxPGuE_s90,537,9,acb-jHcR5UxPGuE_s90/537/9/504.0/176.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/acb-jHcR5UxPGuE_s90/tracking_data.csv,504.0,176.0,595.0,302.0,504.0,176.0,595.0,302.0,1
720p60_02_r00,720p60_02,3gBeJyl7Szg_s2302,751,3,3gBeJyl7Szg_s2302/751/3/330.0/2.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/3gBeJyl7Szg_s2302/tracking_data.csv,330.0,2.0,516.0,584.0,330.0,2.0,516.0,584.0,1
720p60_02_r01,720p60_02,3gBeJyl7Szg_s2302,751,1,3gBeJyl7Szg_s2302/751/1/449.4266/-5.2168884,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/3gBeJyl7Szg_s2302/tracking_data.csv,449.4266,-5.2168884,1055.2078,632.02844,449.4266,-5.2168884,1055.2078,632.02844,1
720p60_03_r00,720p60_03,3gBeJyl7Szg_s90,966,1,3gBeJyl7Szg_s90/966/1/850.0/270.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/3gBeJyl7Szg_s90/tracking_data.csv,850.0,270.0,970.0,540.0,850.0,270.0,970.0,540.0,1
720p60_03_r01,720p60_03,3gBeJyl7Szg_s90,966,6,3gBeJyl7Szg_s90/966/6/848.65125/270.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/3gBeJyl7Szg_s90/tracking_data.csv,848.65125,270.0,966.65125,539.0,848.65125,270.0,966.65125,539.0,1
720p60_04_r00,720p60_04,Kh7Fj4ogPN4_s3606,1173,4,Kh7Fj4ogPN4_s3606/1173/4/1099.0/320.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/Kh7Fj4ogPN4_s3606/tracking_data.csv,1099.0,320.0,1293.0,599.0,1099.0,320.0,1293.0,599.0,1
720p60_04_r01,720p60_04,Kh7Fj4ogPN4_s3606,1173,5,Kh7Fj4ogPN4_s3606/1173/5/1171.0/-13.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/Kh7Fj4ogPN4_s3606/tracking_data.csv,1171.0,-13.0,1295.0,176.0,1171.0,-13.0,1295.0,176.0,1
720p60_04_r02,720p60_04,Kh7Fj4ogPN4_s3606,1173,9,Kh7Fj4ogPN4_s3606/1173/9/1167.0/135.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/Kh7Fj4ogPN4_s3606/tracking_data.csv,1167.0,135.0,1293.0,320.0,1167.0,135.0,1293.0,320.0,1
720p60_04_r03,720p60_04,Kh7Fj4ogPN4_s3606,1173,1,Kh7Fj4ogPN4_s3606/1173/1/81.0/12.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/Kh7Fj4ogPN4_s3606/tracking_data.csv,81.0,12.0,282.0,495.0,81.0,12.0,282.0,495.0,1
720p60_05_r00,720p60_05,Kh7Fj4ogPN4_s3606,1755,7,Kh7Fj4ogPN4_s3606/1755/7/373.0/338.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/Kh7Fj4ogPN4_s3606/tracking_data.csv,373.0,338.0,485.0,563.0,373.0,338.0,485.0,563.0,1
720p60_05_r01,720p60_05,Kh7Fj4ogPN4_s3606,1755,10,Kh7Fj4ogPN4_s3606/1755/10/51.0/238.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/Kh7Fj4ogPN4_s3606/tracking_data.csv,51.0,238.0,135.0,441.0,51.0,238.0,135.0,441.0,1
720p60_05_r02,720p60_05,Kh7Fj4ogPN4_s3606,1755,3,Kh7Fj4ogPN4_s3606/1755/3/44.81669/325.08142,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/Kh7Fj4ogPN4_s3606/tracking_data.csv,44.81669,325.08142,217.52841,566.4148,44.81669,325.08142,217.52841,566.4148,1
720p60_06_r00,720p60_06,Kh7Fj4ogPN4_s5950,1968,8,Kh7Fj4ogPN4_s5950/1968/8/303.0/298.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/Kh7Fj4ogPN4_s5950/tracking_data.csv,303.0,298.0,402.0,533.0,303.0,298.0,402.0,533.0,1
720p60_06_r01,720p60_06,Kh7Fj4ogPN4_s5950,1968,2,Kh7Fj4ogPN4_s5950/1968/2/299.98566/293.7761,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/Kh7Fj4ogPN4_s5950/tracking_data.csv,299.98566,293.7761,400.89093,538.9506,299.98566,293.7761,400.89093,538.9506,1
720p60_07_r00,720p60_07,Ktu6yFS9iMo_s2532,2183,3,Ktu6yFS9iMo_s2532/2183/3/694.0/-13.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/Ktu6yFS9iMo_s2532/tracking_data.csv,694.0,-13.0,996.0,389.0,694.0,-13.0,996.0,389.0,1
720p60_07_r01,720p60_07,Ktu6yFS9iMo_s2532,2183,5,Ktu6yFS9iMo_s2532/2183/5/92.0/-14.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/Ktu6yFS9iMo_s2532/tracking_data.csv,92.0,-14.0,394.0,391.0,92.0,-14.0,394.0,391.0,1
720p60_07_r02,720p60_07,Ktu6yFS9iMo_s2532,2183,9,Ktu6yFS9iMo_s2532/2183/9/372.0/64.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/Ktu6yFS9iMo_s2532/tracking_data.csv,372.0,64.0,797.0,661.0,372.0,64.0,797.0,661.0,1
720p60_07_r03,720p60_07,Ktu6yFS9iMo_s2532,2183,4,Ktu6yFS9iMo_s2532/2183/4/533.27423/199.86502,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/Ktu6yFS9iMo_s2532/tracking_data.csv,533.27423,199.86502,630.908,400.6337,533.27423,199.86502,630.908,400.6337,1
720p60_07_r04,720p60_07,Ktu6yFS9iMo_s2532,2183,7,Ktu6yFS9iMo_s2532/2183/7/985.99536/540.6399,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/Ktu6yFS9iMo_s2532/tracking_data.csv,985.99536,540.6399,1079.9509,659.7999,985.99536,540.6399,1079.9509,659.7999,1
720p60_08_r00,720p60_08,Ktu6yFS9iMo_s6195,2397,3,Ktu6yFS9iMo_s6195/2397/3/195.0/-11.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/Ktu6yFS9iMo_s6195/tracking_data.csv,195.0,-11.0,688.0,666.0,195.0,-11.0,688.0,666.0,1
720p60_08_r01,720p60_08,Ktu6yFS9iMo_s6195,2397,4,Ktu6yFS9iMo_s6195/2397/4/324.29257/-207.56989,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/Ktu6yFS9iMo_s6195/tracking_data.csv,324.29257,-207.56989,837.4973,362.8968,324.29257,-207.56989,837.4973,362.8968,1
720p60_08_r02,720p60_08,Ktu6yFS9iMo_s6195,2397,5,Ktu6yFS9iMo_s6195/2397/5/9.85141/-21.05481,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/Ktu6yFS9iMo_s6195/tracking_data.csv,9.85141,-21.05481,580.57886,649.62024,9.85141,-21.05481,580.57886,649.62024,1
720p60_09_r00,720p60_09,L7o4UCIIqS4_s2656,2611,4,L7o4UCIIqS4_s2656/2611/4/321.7542/-17.368805,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/L7o4UCIIqS4_s2656/tracking_data.csv,321.7542,-17.368805,880.21735,592.7014,321.7542,-17.368805,880.21735,592.7014,1
720p60_09_r01,720p60_09,L7o4UCIIqS4_s2656,2611,8,L7o4UCIIqS4_s2656/2611/8/771.6999/439.04657,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/L7o4UCIIqS4_s2656/tracking_data.csv,771.6999,439.04657,959.0444,653.42645,771.6999,439.04657,959.0444,653.42645,1
720p60_09_r02,720p60_09,L7o4UCIIqS4_s2656,2611,5,L7o4UCIIqS4_s2656/2611/5/1051.0892/339.187,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/L7o4UCIIqS4_s2656/tracking_data.csv,1051.0892,339.187,1202.3065,567.8827,1051.0892,339.187,1202.3065,567.8827,1
720p60_10_r00,720p60_10,L7o4UCIIqS4_s5222,2885,9,L7o4UCIIqS4_s5222/2885/9/638.0/-13.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/L7o4UCIIqS4_s5222/tracking_data.csv,638.0,-13.0,1290.0,665.0,638.0,-13.0,1290.0,665.0,1
720p60_10_r01,720p60_10,L7o4UCIIqS4_s5222,2885,1,L7o4UCIIqS4_s5222/2885/1/694.0/426.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/L7o4UCIIqS4_s5222/tracking_data.csv,694.0,426.0,898.0,595.0,694.0,426.0,898.0,595.0,1
720p60_11_r00,720p60_11,oL9Uaie2v2A_s5960,3175,1,oL9Uaie2v2A_s5960/3175/1/578.0/190.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/oL9Uaie2v2A_s5960/tracking_data.csv,578.0,190.0,717.0,471.0,578.0,190.0,717.0,471.0,1
720p60_11_r01,720p60_11,oL9Uaie2v2A_s5960,3175,2,oL9Uaie2v2A_s5960/3175/2/1173.0/136.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/oL9Uaie2v2A_s5960/tracking_data.csv,1173.0,136.0,1289.0,402.0,1173.0,136.0,1289.0,402.0,1
720p60_11_r02,720p60_11,oL9Uaie2v2A_s5960,3175,3,oL9Uaie2v2A_s5960/3175/3/648.0/210.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/oL9Uaie2v2A_s5960/tracking_data.csv,648.0,210.0,775.0,432.0,648.0,210.0,775.0,432.0,1
720p60_11_r03,720p60_11,oL9Uaie2v2A_s5960,3175,6,oL9Uaie2v2A_s5960/3175/6/953.0/148.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/oL9Uaie2v2A_s5960/tracking_data.csv,953.0,148.0,1079.0,447.0,953.0,148.0,1079.0,447.0,1
720p60_11_r04,720p60_11,oL9Uaie2v2A_s5960,3175,8,oL9Uaie2v2A_s5960/3175/8/741.0/213.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/oL9Uaie2v2A_s5960/tracking_data.csv,741.0,213.0,972.0,512.0,741.0,213.0,972.0,512.0,1
720p60_11_r05,720p60_11,oL9Uaie2v2A_s5960,3175,9,oL9Uaie2v2A_s5960/3175/9/798.0/425.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/oL9Uaie2v2A_s5960/tracking_data.csv,798.0,425.0,1002.0,660.0,798.0,425.0,1002.0,660.0,1
720p60_12_r00,720p60_12,6rQ2sV4upfc_s1509,3390,1,6rQ2sV4upfc_s1509/3390/1/773.0/-12.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/6rQ2sV4upfc_s1509/tracking_data.csv,773.0,-12.0,1136.0,345.0,773.0,-12.0,1136.0,345.0,1
720p60_12_r01,720p60_12,6rQ2sV4upfc_s1509,3390,2,6rQ2sV4upfc_s1509/3390/2/929.0/38.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/6rQ2sV4upfc_s1509/tracking_data.csv,929.0,38.0,1295.0,667.0,929.0,38.0,1295.0,667.0,1
720p60_12_r02,720p60_12,6rQ2sV4upfc_s1509,3390,3,6rQ2sV4upfc_s1509/3390/3/172.0/-14.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/6rQ2sV4upfc_s1509/tracking_data.csv,172.0,-14.0,586.0,370.0,172.0,-14.0,586.0,370.0,1
720p60_12_r03,720p60_12,6rQ2sV4upfc_s1509,3390,4,6rQ2sV4upfc_s1509/3390/4/301.0/-13.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/6rQ2sV4upfc_s1509/tracking_data.csv,301.0,-13.0,987.0,665.0,301.0,-13.0,987.0,665.0,1
720p60_12_r04,720p60_12,6rQ2sV4upfc_s1509,3390,8,6rQ2sV4upfc_s1509/3390/8/782.04346/-13.576523,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/6rQ2sV4upfc_s1509/tracking_data.csv,782.04346,-13.576523,1135.4049,348.72467,782.04346,-13.576523,1135.4049,348.72467,1
720p60_13_r00,720p60_13,6rQ2sV4upfc_s90,3603,4,6rQ2sV4upfc_s90/3603/4/808.25696/538.04425,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/6rQ2sV4upfc_s90/tracking_data.csv,808.25696,538.04425,920.64404,668.0246,808.25696,538.04425,920.64404,668.0246,1
720p60_14_r00,720p60_14,7blRl4zVfrY_s3489,3817,3,7blRl4zVfrY_s3489/3817/3/825.0/68.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/7blRl4zVfrY_s3489/tracking_data.csv,825.0,68.0,983.0,353.0,825.0,68.0,983.0,353.0,1
720p60_14_r01,720p60_14,7blRl4zVfrY_s3489,3817,5,7blRl4zVfrY_s3489/3817/5/281.0/306.0,MATCH,docs/evidence/tracking/g402_mixed_provenance_target_mask_2026-09-11/raw_tables/720p60/7blRl4zVfrY_s3489/tracking_data.csv,281.0,306.0,399.0,557.0,281.0,306.0,399.0,557.0,1
