box_id,card_id,draw_kind,section_id,frame,position_source,native_width,native_height,stored_x1,stored_y1,stored_x2,stored_y2,mapped_x1,mapped_y1,mapped_x2,mapped_y2,stored_straddles_crop_line,blind_best_id_before,blind_best_iou_before,blind_best_id_after,blind_best_iou_after,blind_iou_improved,blind_hit_before,blind_hit_after,blind_completed_utc,overlay_opened_utc,transform
1080p30_20_r01,1080p30_20,1080p30,4JS090XPhmM_s3537,2447,PREDICTION,1920,1080,871.1482,383.76294,1048.1301,708.6188,871.1482,443.76294,1048.1301,768.6188,0,1080p30_20_m02,0.4123,1080p30_20_m02,0.5354,1,0,1,2026-09-11T19:18:15Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_21_r00,1080p30_21,1080p30,4JS090XPhmM_s3537,2708,CLAMP,1920,1080,1863.0,44.0,1935.0,375.0,1863.0,104.0,1935.0,435.0,0,1080p30_21_m09,0.1638,1080p30_21_m09,0.1638,0,0,0,2026-09-11T19:18:15Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_21_r01,1080p30_21,1080p30,4JS090XPhmM_s3537,2708,CLAMP,1920,1080,1484.0,300.0,1617.0,652.0,1484.0,360.0,1617.0,712.0,0,1080p30_21_m07,0.4086,1080p30_21_m07,0.4952,1,0,0,2026-09-11T19:18:15Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_21_r02,1080p30_21,1080p30,4JS090XPhmM_s3537,2708,CLAMP,1920,1080,1764.0,4.0,1905.0,263.0,1764.0,64.0,1905.0,323.0,0,1080p30_21_m08,0.1245,1080p30_21_m08,0.211,1,0,0,2026-09-11T19:18:15Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_21_r03,1080p30_21,1080p30,4JS090XPhmM_s3537,2708,CLAMP,1920,1080,594.352,628.98035,732.5007,932.2755,594.352,688.98035,732.5007,992.2755,0,,0.0,,0.0,0,0,0,2026-09-11T19:18:15Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_22_r00,1080p30_22,1080p30,4JS090XPhmM_s4686,2781,PREDICTION,1920,1080,693.422,73.45563,1145.8774,843.44574,693.422,133.45562999999999,1145.8774,903.44574,0,1080p30_22_m01,0.4844,1080p30_22_m01,0.5484,1,0,1,2026-09-11T19:18:15Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_22_r01,1080p30_22,1080p30,4JS090XPhmM_s4686,2781,PREDICTION,1920,1080,286.85675,71.64142,1075.9053,847.1336,286.85675,131.64141999999998,1075.9053,907.1336,0,1080p30_22_m01,0.4317,1080p30_22_m01,0.4824,1,0,0,2026-09-11T19:18:15Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_22_r02,1080p30_22,1080p30,4JS090XPhmM_s4686,2781,CLAMP,1920,1080,-15.0,281.0,438.0,1006.0,-15.0,341.0,438.0,1066.0,0,1080p30_22_m00,0.5278,1080p30_22_m00,0.5278,0,1,1,2026-09-11T19:18:15Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_23_r00,1080p30_23,1080p30,3eeaJz1PJTM_s1331,2948,DETECTION,1920,1080,800.0,498.0,927.0,618.0,800.0,558.0,927.0,678.0,0,1080p30_23_m00,0.0487,1080p30_23_m00,0.0487,0,0,0,2026-09-11T19:18:15Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_23_r01,1080p30_23,1080p30,3eeaJz1PJTM_s1331,2948,CLAMP,1920,1080,-15.0,615.0,201.0,873.0,-15.0,675.0,201.0,933.0,0,,0.0,,0.0,0,0,0,2026-09-11T19:18:15Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_24_r00,1080p30_24,1080p30,3eeaJz1PJTM_s2572,3023,CLAMP,1920,1080,247.0,360.0,360.0,524.0,247.0,420.0,360.0,584.0,0,1080p30_24_m04,0.2696,1080p30_24_m04,0.5175,1,0,1,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_24_r01,1080p30_24,1080p30,3eeaJz1PJTM_s2572,3023,CLAMP,1920,1080,1185.0,423.0,1407.0,750.0,1185.0,483.0,1407.0,810.0,0,1080p30_24_m03,0.4108,1080p30_24_m03,0.508,1,0,1,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_24_r02,1080p30_24,1080p30,3eeaJz1PJTM_s2572,3023,CLAMP,1920,1080,850.0,54.0,1099.0,353.0,850.0,114.0,1099.0,413.0,0,1080p30_24_m01,0.2754,1080p30_24_m01,0.3546,1,0,0,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_24_r03,1080p30_24,1080p30,3eeaJz1PJTM_s2572,3023,CLAMP,1920,1080,1495.0,117.0,1672.0,379.0,1495.0,177.0,1672.0,439.0,0,1080p30_24_m02,0.1875,1080p30_24_m02,0.2256,1,0,0,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_24_r04,1080p30_24,1080p30,3eeaJz1PJTM_s2572,3023,CLAMP,1920,1080,423.0,45.0,547.0,153.0,423.0,105.0,547.0,213.0,0,,0.0,,0.0,0,0,0,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_24_r05,1080p30_24,1080p30,3eeaJz1PJTM_s2572,3023,CLAMP,1920,1080,1005.5474,117.99788,1184.609,311.52533,1005.5474,177.99788,1184.609,371.52533,0,1080p30_24_m09,0.1732,1080p30_24_m09,0.0921,0,0,0,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_25_r00,1080p30_25,1080p30,3eeaJz1PJTM_s3813,3098,CLAMP,1920,1080,334.0342,463.0301,512.70416,814.9417,334.0342,523.0301,512.70416,874.9417,0,1080p30_25_m06,0.4026,1080p30_25_m06,0.5201,1,0,1,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_25_r01,1080p30_25,1080p30,3eeaJz1PJTM_s3813,3098,CLAMP,1920,1080,296.1355,162.69113,431.34137,409.24997,296.1355,222.69113,431.34137,469.24997,0,1080p30_25_m02,0.3045,1080p30_25_m02,0.3045,0,0,0,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_25_r02,1080p30_25,1080p30,3eeaJz1PJTM_s3813,3098,CLAMP,1920,1080,691.1965,371.77518,901.1965,645.06934,691.1965,431.77518,901.1965,705.06934,0,1080p30_25_m03,0.1899,1080p30_25_m03,0.2727,1,0,0,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_25_r03,1080p30_25,1080p30,3eeaJz1PJTM_s3813,3098,CLAMP,1920,1080,920.5842,419.651,1109.9442,722.61096,920.5842,479.651,1109.9442,782.61096,0,1080p30_25_m04,0.3649,1080p30_25_m04,0.4614,1,0,0,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_25_r04,1080p30_25,1080p30,3eeaJz1PJTM_s3813,3098,CLAMP,1920,1080,1271.0,403.0,1427.0,708.0,1271.0,463.0,1427.0,768.0,0,1080p30_25_m08,0.2475,1080p30_25_m08,0.3817,1,0,0,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_25_r05,1080p30_25,1080p30,3eeaJz1PJTM_s3813,3098,CLAMP,1920,1080,759.0,421.0,930.0,718.0,759.0,481.0,930.0,778.0,0,1080p30_25_m03,0.0409,1080p30_25_m03,0.0466,1,0,0,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_25_r06,1080p30_25,1080p30,3eeaJz1PJTM_s3813,3098,CLAMP,1920,1080,297.2375,161.68567,425.86566,404.38452,297.2375,221.68567,425.86566,464.38452,0,1080p30_25_m02,0.3236,1080p30_25_m02,0.3251,1,0,0,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_26_r00,1080p30_26,1080p30,3eeaJz1PJTM_s90,3286,SUBPIXEL,1920,1080,1495.0,927.0,1576.0,1035.0,1495.0,987.0,1576.0,1095.0,0,1080p30_26_m07,0.2009,1080p30_26_m07,0.5894,1,0,1,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_26_r01,1080p30_26,1080p30,3eeaJz1PJTM_s90,3286,SUBPIXEL,1920,1080,1545.0,930.0,1623.0,1035.0,1545.0,990.0,1623.0,1095.0,0,1080p30_26_m08,0.0999,1080p30_26_m08,0.252,1,0,0,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_26_r02,1080p30_26,1080p30,3eeaJz1PJTM_s90,3286,SUBPIXEL,1920,1080,387.0,772.0,467.0,918.0,387.0,832.0,467.0,978.0,0,1080p30_26_m01,0.2696,1080p30_26_m01,0.387,1,0,0,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_27_r00,1080p30_27,1080p30,J8pMOFvFlsU_s1384,3364,CLAMP,1920,1080,1680.0,241.0,1929.0,664.0,1680.0,301.0,1929.0,724.0,0,1080p30_27_m05,0.4685,1080p30_27_m05,0.6155,1,0,1,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_27_r01,1080p30_27,1080p30,J8pMOFvFlsU_s1384,3364,CLAMP,1920,1080,945.0,462.0,1167.0,874.0,945.0,522.0,1167.0,934.0,0,1080p30_27_m04,0.5186,1080p30_27_m04,0.5934,1,1,1,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_27_r02,1080p30_27,1080p30,J8pMOFvFlsU_s1384,3364,CLAMP,1920,1080,424.0,144.0,639.0,681.0,424.0,204.0,639.0,741.0,0,1080p30_27_m01,0.3654,1080p30_27_m01,0.3654,0,0,0,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_27_r03,1080p30_27,1080p30,J8pMOFvFlsU_s1384,3364,PREDICTION,1920,1080,563.0,220.0,795.0,682.0,563.0,280.0,795.0,742.0,0,1080p30_27_m03,0.6546,1080p30_27_m03,0.6843,1,1,1,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_27_r04,1080p30_27,1080p30,J8pMOFvFlsU_s1384,3364,CLAMP,1920,1080,970.0,485.0,1183.0,695.0,970.0,545.0,1183.0,755.0,0,1080p30_27_m04,0.2149,1080p30_27_m04,0.3486,1,0,0,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_28_r00,1080p30_28,1080p30,J8pMOFvFlsU_s3972,3439,CLAMP,1920,1080,362.55054,289.36288,510.7976,609.4076,362.55054,349.36288,510.7976,669.4076,0,,0.0,,0.0,0,0,0,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_28_r01,1080p30_28,1080p30,J8pMOFvFlsU_s3972,3439,CLAMP,1920,1080,22.871124,471.0913,178.71436,656.0359,22.871124,531.0913,178.71436,716.0359,0,,0.0,,0.0,0,0,0,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_28_r02,1080p30_28,1080p30,J8pMOFvFlsU_s3972,3439,PREDICTION,1920,1080,331.62485,258.08795,484.53787,435.60968,331.62485,318.08795,484.53787,495.60968,0,,0.0,,0.0,0,0,0,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_29_r00,1080p30_29,1080p30,J8pMOFvFlsU_s90,3783,CLAMP,1920,1080,382.0,289.0,643.0,732.0,382.0,349.0,643.0,792.0,0,1080p30_29_m01,0.3814,1080p30_29_m01,0.4761,1,0,0,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
1080p30_29_r01,1080p30_29,1080p30,J8pMOFvFlsU_s90,3783,DETECTION,1920,1080,197.0,38.0,358.0,359.0,197.0,98.0,358.0,419.0,0,1080p30_29_m00,0.4401,1080p30_29_m00,0.5293,1,0,1,2026-09-11T19:20:26Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_01_r00,720p60_01,720p60,acb-jHcR5UxPGuE_s90,537,PREDICTION,1280,720,1125.0,260.0,1203.0,415.0,1125.0,320.0,1203.0,475.0,0,720p60_01_m11,0.1738,720p60_01_m11,0.3408,1,0,0,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_01_r01,720p60_01,720p60,acb-jHcR5UxPGuE_s90,537,PREDICTION,1280,720,504.0,176.0,595.0,302.0,504.0,236.0,595.0,362.0,0,720p60_01_m09,0.1343,720p60_01_m09,0.2807,1,0,0,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_02_r00,720p60_02,720p60,3gBeJyl7Szg_s2302,751,DETECTION,1280,720,330.0,2.0,516.0,584.0,330.0,62.0,516.0,644.0,0,720p60_02_m01,0.2335,720p60_02_m01,0.2325,0,0,0,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_02_r01,720p60_02,720p60,3gBeJyl7Szg_s2302,751,CLAMP,1280,720,449.4266,-5.2168884,1055.2078,632.02844,449.4266,54.7831116,1055.2078,692.02844,1,720p60_02_m02,0.7819,720p60_02_m02,0.8363,1,1,1,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_03_r00,720p60_03,720p60,3gBeJyl7Szg_s90,966,DETECTION,1280,720,850.0,270.0,970.0,540.0,850.0,330.0,970.0,600.0,0,720p60_03_m07,0.3568,720p60_03_m07,0.4764,1,0,0,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_03_r01,720p60_03,720p60,3gBeJyl7Szg_s90,966,CLAMP,1280,720,848.65125,270.0,966.65125,539.0,848.65125,330.0,966.65125,599.0,0,720p60_03_m07,0.3609,720p60_03_m07,0.4863,1,0,0,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_04_r00,720p60_04,720p60,Kh7Fj4ogPN4_s3606,1173,PREDICTION,1280,720,1099.0,320.0,1293.0,599.0,1099.0,380.0,1293.0,659.0,0,720p60_04_m09,0.5215,720p60_04_m09,0.6308,1,1,1,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_04_r01,720p60_04,720p60,Kh7Fj4ogPN4_s3606,1173,DETECTION,1280,720,1171.0,-13.0,1295.0,176.0,1171.0,47.0,1295.0,236.0,1,,0.0,720p60_04_m05,0.0233,1,0,0,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_04_r02,720p60_04,720p60,Kh7Fj4ogPN4_s3606,1173,PREDICTION,1280,720,1167.0,135.0,1293.0,320.0,1167.0,195.0,1293.0,380.0,0,720p60_04_m05,0.246,720p60_04_m05,0.4751,1,0,0,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_04_r03,720p60_04,720p60,Kh7Fj4ogPN4_s3606,1173,SUBPIXEL,1280,720,81.0,12.0,282.0,495.0,81.0,72.0,282.0,555.0,0,720p60_04_m00,0.5373,720p60_04_m00,0.6437,1,1,1,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_05_r00,720p60_05,720p60,Kh7Fj4ogPN4_s3606,1755,CLAMP,1280,720,373.0,338.0,485.0,563.0,373.0,398.0,485.0,623.0,0,720p60_05_m03,0.4088,720p60_05_m03,0.5788,1,0,1,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_05_r01,720p60_05,720p60,Kh7Fj4ogPN4_s3606,1755,DETECTION,1280,720,51.0,238.0,135.0,441.0,51.0,298.0,135.0,501.0,0,720p60_05_m00,0.4294,720p60_05_m00,0.6061,1,0,1,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_05_r02,720p60_05,720p60,Kh7Fj4ogPN4_s3606,1755,PREDICTION,1280,720,44.81669,325.08142,217.52841,566.4148,44.81669,385.08142,217.52841,626.4148,0,720p60_05_m00,0.2377,720p60_05_m01,0.3085,1,0,0,2026-09-11T19:22:49Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_06_r00,720p60_06,720p60,Kh7Fj4ogPN4_s5950,1968,CLAMP,1280,720,303.0,298.0,402.0,533.0,303.0,358.0,402.0,593.0,0,720p60_06_m00,0.3814,720p60_06_m00,0.525,1,0,1,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_06_r01,720p60_06,720p60,Kh7Fj4ogPN4_s5950,1968,CLAMP,1280,720,299.98566,293.7761,400.89093,538.9506,299.98566,353.7761,400.89093,598.9506,0,720p60_06_m00,0.3795,720p60_06_m00,0.4937,1,0,0,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_07_r00,720p60_07,720p60,Ktu6yFS9iMo_s2532,2183,DETECTION,1280,720,694.0,-13.0,996.0,389.0,694.0,47.0,996.0,449.0,1,720p60_07_m04,0.1069,720p60_07_m04,0.1378,1,0,0,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_07_r01,720p60_07,720p60,Ktu6yFS9iMo_s2532,2183,CLAMP,1280,720,92.0,-14.0,394.0,391.0,92.0,46.0,394.0,451.0,1,720p60_07_m00,0.0407,720p60_07_m00,0.0779,1,0,0,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_07_r02,720p60_07,720p60,Ktu6yFS9iMo_s2532,2183,CLAMP,1280,720,372.0,64.0,797.0,661.0,372.0,124.0,797.0,721.0,0,720p60_07_m03,0.0689,720p60_07_m03,0.0689,0,0,0,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_07_r03,720p60_07,720p60,Ktu6yFS9iMo_s2532,2183,CLAMP,1280,720,533.27423,199.86502,630.908,400.6337,533.27423,259.86501999999996,630.908,460.6337,0,720p60_07_m09,0.055,,0.0,0,0,0,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_07_r04,720p60_07,720p60,Ktu6yFS9iMo_s2532,2183,CLAMP,1280,720,985.99536,540.6399,1079.9509,659.7999,985.99536,600.6399,1079.9509,719.7999,0,,0.0,,0.0,0,0,0,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_08_r00,720p60_08,720p60,Ktu6yFS9iMo_s6195,2397,CLAMP,1280,720,195.0,-11.0,688.0,666.0,195.0,49.0,688.0,726.0,1,720p60_08_m00,0.7471,720p60_08_m00,0.737,0,1,1,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_08_r01,720p60_08,720p60,Ktu6yFS9iMo_s6195,2397,CLAMP,1280,720,324.29257,-207.56989,837.4973,362.8968,324.29257,-147.56989,837.4973,422.8968,1,720p60_08_m00,0.2517,720p60_08_m00,0.3094,1,0,0,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_08_r02,720p60_08,720p60,Ktu6yFS9iMo_s6195,2397,CLAMP,1280,720,9.85141,-21.05481,580.57886,649.62024,9.85141,38.94519,580.57886,709.62024,1,720p60_08_m00,0.4619,720p60_08_m00,0.4853,1,0,0,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_09_r00,720p60_09,720p60,L7o4UCIIqS4_s2656,2611,SUBPIXEL,1280,720,321.7542,-17.368805,880.21735,592.7014,321.7542,42.631195000000005,880.21735,652.7014,1,720p60_09_m00,0.4226,720p60_09_m00,0.5157,1,0,1,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_09_r01,720p60_09,720p60,L7o4UCIIqS4_s2656,2611,CLAMP,1280,720,771.6999,439.04657,959.0444,653.42645,771.6999,499.04657,959.0444,713.42645,0,720p60_09_m01,0.0468,720p60_09_m01,0.0415,0,0,0,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_09_r02,720p60_09,720p60,L7o4UCIIqS4_s2656,2611,PREDICTION,1280,720,1051.0892,339.187,1202.3065,567.8827,1051.0892,399.187,1202.3065,627.8827,0,720p60_09_m01,0.1424,720p60_09_m01,0.1424,0,0,0,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_10_r00,720p60_10,720p60,L7o4UCIIqS4_s5222,2885,PREDICTION,1280,720,638.0,-13.0,1290.0,665.0,638.0,47.0,1290.0,725.0,1,720p60_10_m00,0.578,720p60_10_m00,0.5682,0,1,1,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_10_r01,720p60_10,720p60,L7o4UCIIqS4_s5222,2885,SUBPIXEL,1280,720,694.0,426.0,898.0,595.0,694.0,486.0,898.0,655.0,0,720p60_10_m00,0.0957,720p60_10_m00,0.0957,0,0,0,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_11_r00,720p60_11,720p60,oL9Uaie2v2A_s5960,3175,CLAMP,1280,720,578.0,190.0,717.0,471.0,578.0,250.0,717.0,531.0,0,720p60_11_m02,0.4,720p60_11_m02,0.5279,1,0,1,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_11_r01,720p60_11,720p60,oL9Uaie2v2A_s5960,3175,CLAMP,1280,720,1173.0,136.0,1289.0,402.0,1173.0,196.0,1289.0,462.0,0,720p60_11_m10,0.4263,720p60_11_m10,0.4803,1,0,0,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_11_r02,720p60_11,720p60,oL9Uaie2v2A_s5960,3175,CLAMP,1280,720,648.0,210.0,775.0,432.0,648.0,270.0,775.0,492.0,0,720p60_11_m03,0.383,720p60_11_m03,0.5439,1,0,1,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_11_r03,720p60_11,720p60,oL9Uaie2v2A_s5960,3175,CLAMP,1280,720,953.0,148.0,1079.0,447.0,953.0,208.0,1079.0,507.0,0,720p60_11_m07,0.3736,720p60_11_m07,0.3736,0,0,0,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_11_r04,720p60_11,720p60,oL9Uaie2v2A_s5960,3175,CLAMP,1280,720,741.0,213.0,972.0,512.0,741.0,273.0,972.0,572.0,0,720p60_11_m04,0.289,720p60_11_m05,0.3147,1,0,0,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_11_r05,720p60_11,720p60,oL9Uaie2v2A_s5960,3175,CLAMP,1280,720,798.0,425.0,1002.0,660.0,798.0,485.0,1002.0,720.0,0,720p60_11_m05,0.1563,720p60_11_m05,0.0631,0,0,0,2026-09-11T19:24:58Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_12_r00,720p60_12,720p60,6rQ2sV4upfc_s1509,3390,CLAMP,1280,720,773.0,-12.0,1136.0,345.0,773.0,48.0,1136.0,405.0,1,720p60_12_m07,0.5095,720p60_12_m07,0.376,0,1,0,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_12_r01,720p60_12,720p60,6rQ2sV4upfc_s1509,3390,CLAMP,1280,720,929.0,38.0,1295.0,667.0,929.0,98.0,1295.0,727.0,0,720p60_12_m02,0.7888,720p60_12_m02,0.8514,1,1,1,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_12_r02,720p60_12,720p60,6rQ2sV4upfc_s1509,3390,CLAMP,1280,720,172.0,-14.0,586.0,370.0,172.0,46.0,586.0,430.0,1,720p60_12_m05,0.4218,720p60_12_m05,0.2972,0,0,0,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_12_r03,720p60_12,720p60,6rQ2sV4upfc_s1509,3390,CLAMP,1280,720,301.0,-13.0,987.0,665.0,301.0,47.0,987.0,725.0,1,720p60_12_m01,0.7993,720p60_12_m01,0.8608,1,1,1,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_12_r04,720p60_12,720p60,6rQ2sV4upfc_s1509,3390,CLAMP,1280,720,782.04346,-13.576523,1135.4049,348.72467,782.04346,46.423477,1135.4049,408.72467,1,720p60_12_m07,0.5157,720p60_12_m07,0.3842,0,1,0,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_13_r00,720p60_13,720p60,6rQ2sV4upfc_s90,3603,PREDICTION,1280,720,808.25696,538.04425,920.64404,668.0246,808.25696,598.04425,920.64404,728.0246,0,720p60_13_m10,0.0969,,0.0,0,0,0,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
720p60_14_r00,720p60_14,720p60,7blRl4zVfrY_s3489,3817,CLAMP,1280,720,825.0,68.0,983.0,353.0,825.0,128.0,983.0,413.0,0,720p60_14_m03,0.469,720p60_14_m03,0.6349,1,0,1,2026-09-11T19:27:10Z,2026-09-11T19:37:29Z,native_y = stored_y + 60 (unified_pipeline.py:1693)
