source_path,basename,competition,video_id,frame_index,n_frames,families,surface,score,prediction
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s1331.mp4,wnba__3eeaJz1PJTM_s1331.mp4,wnba/.,3eeaJz1PJTM,003364,003976,000004,0.367145544,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s1331.mp4,wnba__3eeaJz1PJTM_s1331.mp4,wnba/.,3eeaJz1PJTM,003670,003976,000005,0.378923611,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s2572.mp4,wnba__3eeaJz1PJTM_s2572.mp4,wnba/.,3eeaJz1PJTM,000309,004028,000003,0.546831597,1.000000000,COURT
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s2572.mp4,wnba__3eeaJz1PJTM_s2572.mp4,wnba/.,3eeaJz1PJTM,000619,004028,000002,0.130242573,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s2572.mp4,wnba__3eeaJz1PJTM_s2572.mp4,wnba/.,3eeaJz1PJTM,000929,004028,000001,0.106478106,0.693658774,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s2572.mp4,wnba__3eeaJz1PJTM_s2572.mp4,wnba/.,3eeaJz1PJTM,001239,004028,000008,0.401107253,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s2572.mp4,wnba__3eeaJz1PJTM_s2572.mp4,wnba/.,3eeaJz1PJTM,001549,004028,000005,0.390698785,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s2572.mp4,wnba__3eeaJz1PJTM_s2572.mp4,wnba/.,3eeaJz1PJTM,001859,004028,000005,0.567299865,1.000000000,COURT
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s2572.mp4,wnba__3eeaJz1PJTM_s2572.mp4,wnba/.,3eeaJz1PJTM,002168,004028,000004,0.215157697,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s2572.mp4,wnba__3eeaJz1PJTM_s2572.mp4,wnba/.,3eeaJz1PJTM,002478,004028,000001,0.323453897,0.750000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s2572.mp4,wnba__3eeaJz1PJTM_s2572.mp4,wnba/.,3eeaJz1PJTM,002788,004028,000008,0.477715085,1.000000000,COURT
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s2572.mp4,wnba__3eeaJz1PJTM_s2572.mp4,wnba/.,3eeaJz1PJTM,003098,004028,000003,0.515689140,1.000000000,COURT
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s2572.mp4,wnba__3eeaJz1PJTM_s2572.mp4,wnba/.,3eeaJz1PJTM,003408,004028,000005,0.452158565,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s2572.mp4,wnba__3eeaJz1PJTM_s2572.mp4,wnba/.,3eeaJz1PJTM,003718,004028,000006,0.472226080,1.000000000,COURT
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s3813.mp4,wnba__3eeaJz1PJTM_s3813.mp4,wnba/.,3eeaJz1PJTM,000301,003924,000002,0.172441165,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s3813.mp4,wnba__3eeaJz1PJTM_s3813.mp4,wnba/.,3eeaJz1PJTM,000603,003924,000006,0.194140625,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s3813.mp4,wnba__3eeaJz1PJTM_s3813.mp4,wnba/.,3eeaJz1PJTM,000905,003924,000005,0.113878279,0.974492831,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s3813.mp4,wnba__3eeaJz1PJTM_s3813.mp4,wnba/.,3eeaJz1PJTM,001207,003924,000002,0.175695891,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s3813.mp4,wnba__3eeaJz1PJTM_s3813.mp4,wnba/.,3eeaJz1PJTM,001509,003924,000005,0.188069059,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s3813.mp4,wnba__3eeaJz1PJTM_s3813.mp4,wnba/.,3eeaJz1PJTM,001811,003924,000004,0.286596740,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s3813.mp4,wnba__3eeaJz1PJTM_s3813.mp4,wnba/.,3eeaJz1PJTM,002112,003924,000004,0.150462481,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s3813.mp4,wnba__3eeaJz1PJTM_s3813.mp4,wnba/.,3eeaJz1PJTM,002414,003924,000003,0.705758584,1.000000000,COURT
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s3813.mp4,wnba__3eeaJz1PJTM_s3813.mp4,wnba/.,3eeaJz1PJTM,002716,003924,000003,0.664882813,1.000000000,COURT
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s3813.mp4,wnba__3eeaJz1PJTM_s3813.mp4,wnba/.,3eeaJz1PJTM,003018,003924,000007,0.328159240,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s3813.mp4,wnba__3eeaJz1PJTM_s3813.mp4,wnba/.,3eeaJz1PJTM,003320,003924,000004,0.540143229,1.000000000,COURT
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s3813.mp4,wnba__3eeaJz1PJTM_s3813.mp4,wnba/.,3eeaJz1PJTM,003622,003924,000003,0.499344618,1.000000000,COURT
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s5054.mp4,wnba__3eeaJz1PJTM_s5054.mp4,wnba/.,3eeaJz1PJTM,000300,003910,000002,0.125572434,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s5054.mp4,wnba__3eeaJz1PJTM_s5054.mp4,wnba/.,3eeaJz1PJTM,000601,003910,000002,0.130885899,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s5054.mp4,wnba__3eeaJz1PJTM_s5054.mp4,wnba/.,3eeaJz1PJTM,000902,003910,000003,0.131029610,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s5054.mp4,wnba__3eeaJz1PJTM_s5054.mp4,wnba/.,3eeaJz1PJTM,001203,003910,000011,0.280078125,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s5054.mp4,wnba__3eeaJz1PJTM_s5054.mp4,wnba/.,3eeaJz1PJTM,001503,003910,000001,0.277039931,0.750000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s5054.mp4,wnba__3eeaJz1PJTM_s5054.mp4,wnba/.,3eeaJz1PJTM,001804,003910,000002,0.370100791,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s5054.mp4,wnba__3eeaJz1PJTM_s5054.mp4,wnba/.,3eeaJz1PJTM,002105,003910,000002,0.140116223,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s5054.mp4,wnba__3eeaJz1PJTM_s5054.mp4,wnba/.,3eeaJz1PJTM,002406,003910,000001,0.152181231,0.750000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s5054.mp4,wnba__3eeaJz1PJTM_s5054.mp4,wnba/.,3eeaJz1PJTM,002706,003910,000006,0.217085745,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s5054.mp4,wnba__3eeaJz1PJTM_s5054.mp4,wnba/.,3eeaJz1PJTM,003007,003910,000004,0.244248167,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s5054.mp4,wnba__3eeaJz1PJTM_s5054.mp4,wnba/.,3eeaJz1PJTM,003308,003910,000007,0.153978106,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s5054.mp4,wnba__3eeaJz1PJTM_s5054.mp4,wnba/.,3eeaJz1PJTM,003609,003910,000002,0.243909144,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s6295.mp4,wnba__3eeaJz1PJTM_s6295.mp4,wnba/.,3eeaJz1PJTM,000301,003916,000004,0.167216917,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s6295.mp4,wnba__3eeaJz1PJTM_s6295.mp4,wnba/.,3eeaJz1PJTM,000602,003916,000004,0.237423322,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s6295.mp4,wnba__3eeaJz1PJTM_s6295.mp4,wnba/.,3eeaJz1PJTM,000903,003916,000002,0.386523920,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s6295.mp4,wnba__3eeaJz1PJTM_s6295.mp4,wnba/.,3eeaJz1PJTM,001204,003916,000003,0.545659722,1.000000000,COURT
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s6295.mp4,wnba__3eeaJz1PJTM_s6295.mp4,wnba/.,3eeaJz1PJTM,001506,003916,000005,0.146282793,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s6295.mp4,wnba__3eeaJz1PJTM_s6295.mp4,wnba/.,3eeaJz1PJTM,001807,003916,000001,0.321818576,0.750000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s6295.mp4,wnba__3eeaJz1PJTM_s6295.mp4,wnba/.,3eeaJz1PJTM,002108,003916,000002,0.136956501,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s6295.mp4,wnba__3eeaJz1PJTM_s6295.mp4,wnba/.,3eeaJz1PJTM,002409,003916,000004,0.192101659,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s6295.mp4,wnba__3eeaJz1PJTM_s6295.mp4,wnba/.,3eeaJz1PJTM,002711,003916,000009,0.035172164,0.646550685,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s6295.mp4,wnba__3eeaJz1PJTM_s6295.mp4,wnba/.,3eeaJz1PJTM,003012,003916,000005,0.044888600,0.687035831,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s6295.mp4,wnba__3eeaJz1PJTM_s6295.mp4,wnba/.,3eeaJz1PJTM,003313,003916,000006,0.031389853,0.630791056,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s6295.mp4,wnba__3eeaJz1PJTM_s6295.mp4,wnba/.,3eeaJz1PJTM,003614,003916,000006,0.030415220,0.626730083,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s90.mp4,wnba__3eeaJz1PJTM_s90.mp4,wnba/.,3eeaJz1PJTM,000308,004007,000005,0.169357639,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s90.mp4,wnba__3eeaJz1PJTM_s90.mp4,wnba/.,3eeaJz1PJTM,000616,004007,000005,0.181130401,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s90.mp4,wnba__3eeaJz1PJTM_s90.mp4,wnba/.,3eeaJz1PJTM,000924,004007,000007,0.117073688,0.987807034,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s90.mp4,wnba__3eeaJz1PJTM_s90.mp4,wnba/.,3eeaJz1PJTM,001232,004007,000006,0.121380691,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s90.mp4,wnba__3eeaJz1PJTM_s90.mp4,wnba/.,3eeaJz1PJTM,001541,004007,000003,0.468562404,1.000000000,COURT
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s90.mp4,wnba__3eeaJz1PJTM_s90.mp4,wnba/.,3eeaJz1PJTM,001849,004007,000003,0.137480228,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s90.mp4,wnba__3eeaJz1PJTM_s90.mp4,wnba/.,3eeaJz1PJTM,002157,004007,000007,0.086141493,0.858922888,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s90.mp4,wnba__3eeaJz1PJTM_s90.mp4,wnba/.,3eeaJz1PJTM,002465,004007,000005,0.117938368,0.991409867,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s90.mp4,wnba__3eeaJz1PJTM_s90.mp4,wnba/.,3eeaJz1PJTM,002774,004007,000007,0.232140721,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s90.mp4,wnba__3eeaJz1PJTM_s90.mp4,wnba/.,3eeaJz1PJTM,003082,004007,000007,0.235411362,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s90.mp4,wnba__3eeaJz1PJTM_s90.mp4,wnba/.,3eeaJz1PJTM,003390,004007,000008,0.233355517,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s90.mp4,wnba__3eeaJz1PJTM_s90.mp4,wnba/.,3eeaJz1PJTM,003698,004007,000004,0.212154225,1.000000000,ABSTAIN
/workspace/data/footage_corpus/wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba/.,7Ci3zQ5Vm4M,000307,003998,000004,0.015769676,0.565706983,ABSTAIN
/workspace/data/footage_corpus/wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba/.,7Ci3zQ5Vm4M,000615,003998,000002,0.045664545,0.690268936,ABSTAIN
/workspace/data/footage_corpus/wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba/.,7Ci3zQ5Vm4M,000922,003998,000004,0.031024306,0.629267940,ABSTAIN
/workspace/data/footage_corpus/wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba/.,7Ci3zQ5Vm4M,001230,003998,000001,0.079897762,0.582907343,ABSTAIN
/workspace/data/footage_corpus/wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba/.,7Ci3zQ5Vm4M,001537,003998,000001,0.394657118,0.750000000,ABSTAIN
/workspace/data/footage_corpus/wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba/.,7Ci3zQ5Vm4M,001845,003998,000003,0.022097801,0.592074171,ABSTAIN
/workspace/data/footage_corpus/wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba/.,7Ci3zQ5Vm4M,002152,003998,000003,0.013252315,0.555217978,ABSTAIN
/workspace/data/footage_corpus/wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba/.,7Ci3zQ5Vm4M,002460,003998,000003,0.033581694,0.639923724,ABSTAIN
/workspace/data/footage_corpus/wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba/.,7Ci3zQ5Vm4M,002767,003998,000003,0.051585648,0.714940201,ABSTAIN
/workspace/data/footage_corpus/wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba/.,7Ci3zQ5Vm4M,003075,003998,000002,0.071532600,0.798052501,ABSTAIN
/workspace/data/footage_corpus/wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba/.,7Ci3zQ5Vm4M,003382,003998,000002,0.089592496,0.873302067,ABSTAIN
/workspace/data/footage_corpus/wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba__7Ci3zQ5Vm4M_s4534.mp4,wnba/.,7Ci3zQ5Vm4M,003690,003998,000004,0.021250482,0.588543676,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s1384.mp4,wnba__b00bP6hM95Q_s1384.mp4,wnba/.,b00bP6hM95Q,000303,003947,000002,0.018772666,0.578219441,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s1384.mp4,wnba__b00bP6hM95Q_s1384.mp4,wnba/.,b00bP6hM95Q,000607,003947,000004,0.020489487,0.585372862,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s1384.mp4,wnba__b00bP6hM95Q_s1384.mp4,wnba/.,b00bP6hM95Q,000910,003947,000004,0.027282022,0.613675090,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s1384.mp4,wnba__b00bP6hM95Q_s1384.mp4,wnba/.,b00bP6hM95Q,001214,003947,000004,0.024185957,0.600774820,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s1384.mp4,wnba__b00bP6hM95Q_s1384.mp4,wnba/.,b00bP6hM95Q,001518,003947,000002,0.022245853,0.592691053,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s1384.mp4,wnba__b00bP6hM95Q_s1384.mp4,wnba/.,b00bP6hM95Q,001821,003947,000003,0.015695891,0.565399547,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s1384.mp4,wnba__b00bP6hM95Q_s1384.mp4,wnba/.,b00bP6hM95Q,002125,003947,000004,0.021635320,0.590147168,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s1384.mp4,wnba__b00bP6hM95Q_s1384.mp4,wnba/.,b00bP6hM95Q,002428,003947,000003,0.005736883,0.523903678,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s1384.mp4,wnba__b00bP6hM95Q_s1384.mp4,wnba/.,b00bP6hM95Q,002732,003947,000002,0.006312693,0.526302887,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s1384.mp4,wnba__b00bP6hM95Q_s1384.mp4,wnba/.,b00bP6hM95Q,003036,003947,000004,0.019741512,0.582256301,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s1384.mp4,wnba__b00bP6hM95Q_s1384.mp4,wnba/.,b00bP6hM95Q,003339,003947,000003,0.008265336,0.534438899,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s1384.mp4,wnba__b00bP6hM95Q_s1384.mp4,wnba/.,b00bP6hM95Q,003643,003947,000002,0.024662423,0.602760095,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s2678.mp4,wnba__b00bP6hM95Q_s2678.mp4,wnba/.,b00bP6hM95Q,000304,003963,000003,0.016248553,0.567702305,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s2678.mp4,wnba__b00bP6hM95Q_s2678.mp4,wnba/.,b00bP6hM95Q,000609,003963,000003,0.007513503,0.531306263,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s2678.mp4,wnba__b00bP6hM95Q_s2678.mp4,wnba/.,b00bP6hM95Q,000914,003963,000004,0.032430556,0.635127315,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s2678.mp4,wnba__b00bP6hM95Q_s2678.mp4,wnba/.,b00bP6hM95Q,001219,003963,000004,0.037752218,0.657300910,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s2678.mp4,wnba__b00bP6hM95Q_s2678.mp4,wnba/.,b00bP6hM95Q,001524,003963,000002,0.012349537,0.551456404,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s2678.mp4,wnba__b00bP6hM95Q_s2678.mp4,wnba/.,b00bP6hM95Q,001829,003963,000001,0.011506076,0.297941985,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s2678.mp4,wnba__b00bP6hM95Q_s2678.mp4,wnba/.,b00bP6hM95Q,002133,003963,000002,0.031584201,0.631600839,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s2678.mp4,wnba__b00bP6hM95Q_s2678.mp4,wnba/.,b00bP6hM95Q,002438,003963,000002,0.103589892,0.931624550,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s2678.mp4,wnba__b00bP6hM95Q_s2678.mp4,wnba/.,b00bP6hM95Q,002743,003963,000004,0.021680170,0.590334041,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s2678.mp4,wnba__b00bP6hM95Q_s2678.mp4,wnba/.,b00bP6hM95Q,003048,003963,000003,0.026506559,0.610443994,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s2678.mp4,wnba__b00bP6hM95Q_s2678.mp4,wnba/.,b00bP6hM95Q,003353,003963,000002,0.010220390,0.542584957,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s2678.mp4,wnba__b00bP6hM95Q_s2678.mp4,wnba/.,b00bP6hM95Q,003658,003963,000004,0.016096161,0.567067339,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s3972.mp4,wnba__b00bP6hM95Q_s3972.mp4,wnba/.,b00bP6hM95Q,000312,004056,000002,0.006650270,0.527709459,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s3972.mp4,wnba__b00bP6hM95Q_s3972.mp4,wnba/.,b00bP6hM95Q,000624,004056,000004,0.009002218,0.537509243,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s3972.mp4,wnba__b00bP6hM95Q_s3972.mp4,wnba/.,b00bP6hM95Q,000936,004056,000001,0.143890336,0.750000000,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s3972.mp4,wnba__b00bP6hM95Q_s3972.mp4,wnba/.,b00bP6hM95Q,001248,004056,000002,0.003708044,0.515450183,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s3972.mp4,wnba__b00bP6hM95Q_s3972.mp4,wnba/.,b00bP6hM95Q,001560,004056,000002,0.017622492,0.573427051,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s3972.mp4,wnba__b00bP6hM95Q_s3972.mp4,wnba/.,b00bP6hM95Q,001872,004056,000003,0.010234857,0.542645239,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s3972.mp4,wnba__b00bP6hM95Q_s3972.mp4,wnba/.,b00bP6hM95Q,002184,004056,000004,0.026138117,0.608908822,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s3972.mp4,wnba__b00bP6hM95Q_s3972.mp4,wnba/.,b00bP6hM95Q,002496,004056,000001,0.019286265,0.330359439,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s3972.mp4,wnba__b00bP6hM95Q_s3972.mp4,wnba/.,b00bP6hM95Q,002808,004056,000002,0.013864294,0.557767892,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s3972.mp4,wnba__b00bP6hM95Q_s3972.mp4,wnba/.,b00bP6hM95Q,003120,004056,000001,0.003120177,0.263000739,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s3972.mp4,wnba__b00bP6hM95Q_s3972.mp4,wnba/.,b00bP6hM95Q,003432,004056,000004,0.009488329,0.539534706,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s3972.mp4,wnba__b00bP6hM95Q_s3972.mp4,wnba/.,b00bP6hM95Q,003744,004056,000003,0.001800733,0.507503054,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s5266.mp4,wnba__b00bP6hM95Q_s5266.mp4,wnba/.,b00bP6hM95Q,000308,004004,000001,0.218102816,0.750000000,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s5266.mp4,wnba__b00bP6hM95Q_s5266.mp4,wnba/.,b00bP6hM95Q,000616,004004,000002,0.011557677,0.548156989,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s5266.mp4,wnba__b00bP6hM95Q_s5266.mp4,wnba/.,b00bP6hM95Q,000924,004004,000002,0.001565876,0.506524482,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s5266.mp4,wnba__b00bP6hM95Q_s5266.mp4,wnba/.,b00bP6hM95Q,001232,004004,000003,0.007423322,0.530930507,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s5266.mp4,wnba__b00bP6hM95Q_s5266.mp4,wnba/.,b00bP6hM95Q,001540,004004,000002,0.039379823,0.664082594,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s5266.mp4,wnba__b00bP6hM95Q_s5266.mp4,wnba/.,b00bP6hM95Q,001848,004004,000003,0.031435185,0.630979938,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s5266.mp4,wnba__b00bP6hM95Q_s5266.mp4,wnba/.,b00bP6hM95Q,002156,004004,000004,0.007316262,0.530484423,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s5266.mp4,wnba__b00bP6hM95Q_s5266.mp4,wnba/.,b00bP6hM95Q,002464,004004,000003,0.023220486,0.596752025,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s5266.mp4,wnba__b00bP6hM95Q_s5266.mp4,wnba/.,b00bP6hM95Q,002772,004004,000002,0.017729552,0.573873135,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s5266.mp4,wnba__b00bP6hM95Q_s5266.mp4,wnba/.,b00bP6hM95Q,003080,004004,000003,0.020854070,0.586891959,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s5266.mp4,wnba__b00bP6hM95Q_s5266.mp4,wnba/.,b00bP6hM95Q,003388,004004,000002,0.001542245,0.506426022,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s5266.mp4,wnba__b00bP6hM95Q_s5266.mp4,wnba/.,b00bP6hM95Q,003696,004004,000002,0.016352720,0.568136333,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s90.mp4,wnba__b00bP6hM95Q_s90.mp4,wnba/.,b00bP6hM95Q,000306,003984,000003,0.020875772,0.586982382,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s90.mp4,wnba__b00bP6hM95Q_s90.mp4,wnba/.,b00bP6hM95Q,000612,003984,000004,0.015958719,0.566494663,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s90.mp4,wnba__b00bP6hM95Q_s90.mp4,wnba/.,b00bP6hM95Q,000919,003984,000003,0.025529514,0.606372975,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s90.mp4,wnba__b00bP6hM95Q_s90.mp4,wnba/.,b00bP6hM95Q,001225,003984,000003,0.017350502,0.572293756,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s90.mp4,wnba__b00bP6hM95Q_s90.mp4,wnba/.,b00bP6hM95Q,001532,003984,000005,0.021045042,0.587687677,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s90.mp4,wnba__b00bP6hM95Q_s90.mp4,wnba/.,b00bP6hM95Q,001838,003984,000001,0.214343171,0.750000000,ABSTAIN
/workspace/data/footage_corpus/wnba__b00bP6hM95Q_s90.mp4,wnba__b00bP6hM95Q_s90.mp4,wnba/.,b00bP6hM95Q,002145,003984,000002,0.037468654,0.656119390,ABSTAIN
