sheet_id,tick_key,section_id,video_id,competition,sport,offset_s,source_duration,window_start_s,window_end_s,container_bytes,container_sha256,width,height,frame_count,avg_frame_rate,codec_name,frame_index,sheet_bytes,sheet_sha256,evidence_status,absent_reason,pinned_utc
g385_0250,Cm4PtLhM1pQ_s2208:001839,Cm4PtLhM1pQ_s2208,Cm4PtLhM1pQ,nba,nba,2208,132.466,2208,2341,70273144,fd009db6f2d2b0f879b92af2e9d6b75a2b8d0f06e345177af368e766a8b2772c,1920,1080,3987,30000/1001,h264,1839,178247,088effca7abcc31d23d4914d3ef8b736f2d8e7150de0c54e843ae62efa269236,READABLE,,2026-09-11T02:19:09Z
g385_0008,Cm4PtLhM1pQ_s2208:002146,Cm4PtLhM1pQ_s2208,Cm4PtLhM1pQ,nba,nba,2208,132.466,2208,2341,70273144,fd009db6f2d2b0f879b92af2e9d6b75a2b8d0f06e345177af368e766a8b2772c,1920,1080,3987,30000/1001,h264,2146,163416,6aa4ee924b23467f33810c5f99f60a5f1c82b2c00704167615dc5177af214ca5,READABLE,,2026-09-11T02:19:09Z
g385_0339,Cm4PtLhM1pQ_s2208:002452,Cm4PtLhM1pQ_s2208,Cm4PtLhM1pQ,nba,nba,2208,132.466,2208,2341,70273144,fd009db6f2d2b0f879b92af2e9d6b75a2b8d0f06e345177af368e766a8b2772c,1920,1080,3987,30000/1001,h264,2452,155124,c6cdd1b247ebe543f96e1beea6b60547df0a440fdbbf3d0741793e27dc29aa4d,READABLE,,2026-09-11T02:19:09Z
g385_0105,Cm4PtLhM1pQ_s2208:002759,Cm4PtLhM1pQ_s2208,Cm4PtLhM1pQ,nba,nba,2208,132.466,2208,2341,70273144,fd009db6f2d2b0f879b92af2e9d6b75a2b8d0f06e345177af368e766a8b2772c,1920,1080,3987,30000/1001,h264,2759,185624,bcc736bada6fa5b7b59a81bf2413503823d753cfe0be0a6d1efb5246da85929e,READABLE,,2026-09-11T02:19:09Z
g385_0052,Cm4PtLhM1pQ_s2208:003066,Cm4PtLhM1pQ_s2208,Cm4PtLhM1pQ,nba,nba,2208,132.466,2208,2341,70273144,fd009db6f2d2b0f879b92af2e9d6b75a2b8d0f06e345177af368e766a8b2772c,1920,1080,3987,30000/1001,h264,3066,151712,467067e56676d044061720c3cf5b72573e9cd4cdcd1a39a74c807393f451a07a,READABLE,,2026-09-11T02:19:09Z
g385_0298,Cm4PtLhM1pQ_s2208:003372,Cm4PtLhM1pQ_s2208,Cm4PtLhM1pQ,nba,nba,2208,132.466,2208,2341,70273144,fd009db6f2d2b0f879b92af2e9d6b75a2b8d0f06e345177af368e766a8b2772c,1920,1080,3987,30000/1001,h264,3372,133130,9e3c5864505bfd2c9080e1ac4e575a6c5e3eebf9565ca9f6793d2f68766a00e8,READABLE,,2026-09-11T02:19:09Z
g385_0265,Cm4PtLhM1pQ_s2208:003679,Cm4PtLhM1pQ_s2208,Cm4PtLhM1pQ,nba,nba,2208,132.466,2208,2341,70273144,fd009db6f2d2b0f879b92af2e9d6b75a2b8d0f06e345177af368e766a8b2772c,1920,1080,3987,30000/1001,h264,3679,144787,058cbc517d80b1c4927456d4d4ae58c0dcf938235e714407f29372be6a0ee250,READABLE,,2026-09-11T02:19:09Z
g385_0306,DF774VFj7xs_s2698:000604,DF774VFj7xs_s2698,DF774VFj7xs,ncaa_basketball,ncaa_basketball,2698,130.897,2698,2829,95306302,4df00056d72a725460e612d7ab208ff3c787bb12d82831c41fa95e9aaa468346,1920,1080,7853,355770000/5935429,h264,604,157368,4c7425876c1ea6aa95e19d525ca157f81a1e57dc00354a6c8a1a38ed9c4ad3b6,READABLE,,2026-09-11T02:32:22Z
g385_0235,DF774VFj7xs_s2698:001208,DF774VFj7xs_s2698,DF774VFj7xs,ncaa_basketball,ncaa_basketball,2698,130.897,2698,2829,95306302,4df00056d72a725460e612d7ab208ff3c787bb12d82831c41fa95e9aaa468346,1920,1080,7853,355770000/5935429,h264,1208,159066,74c29fa9dc121f73ff8edf1d75580ffd31e911f62e86dfbd16a7233ac7ca4a62,READABLE,,2026-09-11T02:32:22Z
g385_0047,DF774VFj7xs_s2698:001812,DF774VFj7xs_s2698,DF774VFj7xs,ncaa_basketball,ncaa_basketball,2698,130.897,2698,2829,95306302,4df00056d72a725460e612d7ab208ff3c787bb12d82831c41fa95e9aaa468346,1920,1080,7853,355770000/5935429,h264,1812,159443,0b89249550472eeb578569798254d5b510650e67678a9125bed6300d345cce99,READABLE,,2026-09-11T02:32:22Z
g385_0289,DF774VFj7xs_s2698:002416,DF774VFj7xs_s2698,DF774VFj7xs,ncaa_basketball,ncaa_basketball,2698,130.897,2698,2829,95306302,4df00056d72a725460e612d7ab208ff3c787bb12d82831c41fa95e9aaa468346,1920,1080,7853,355770000/5935429,h264,2416,195519,3b5bc06b3865da6f0d3435a38d397df1a2c71819c4ef4167688a3abeaaf8dcda,READABLE,,2026-09-11T02:32:22Z
g385_0288,DF774VFj7xs_s2698:003020,DF774VFj7xs_s2698,DF774VFj7xs,ncaa_basketball,ncaa_basketball,2698,130.897,2698,2829,95306302,4df00056d72a725460e612d7ab208ff3c787bb12d82831c41fa95e9aaa468346,1920,1080,7853,355770000/5935429,h264,3020,174358,108ddc9a18ac656e6fc8603d500e219c9608d2a6cc38d1d4784818e5bde77aa7,READABLE,,2026-09-11T02:32:22Z
g385_0347,DF774VFj7xs_s2698:003624,DF774VFj7xs_s2698,DF774VFj7xs,ncaa_basketball,ncaa_basketball,2698,130.897,2698,2829,95306302,4df00056d72a725460e612d7ab208ff3c787bb12d82831c41fa95e9aaa468346,1920,1080,7853,355770000/5935429,h264,3624,181407,56d527564ce7fd3f48a605123df218fe7a6cc95e5af1d9ea55f81b21953e55f9,READABLE,,2026-09-11T02:32:22Z
g385_0193,DF774VFj7xs_s2698:004228,DF774VFj7xs_s2698,DF774VFj7xs,ncaa_basketball,ncaa_basketball,2698,130.897,2698,2829,95306302,4df00056d72a725460e612d7ab208ff3c787bb12d82831c41fa95e9aaa468346,1920,1080,7853,355770000/5935429,h264,4228,155752,5f75a3468bf2265d5f55853e52c48f7dbbfb8bdbefdb0a8d62ca0b35b61f5b6e,READABLE,,2026-09-11T02:32:22Z
g385_0173,DF774VFj7xs_s2698:004832,DF774VFj7xs_s2698,DF774VFj7xs,ncaa_basketball,ncaa_basketball,2698,130.897,2698,2829,95306302,4df00056d72a725460e612d7ab208ff3c787bb12d82831c41fa95e9aaa468346,1920,1080,7853,355770000/5935429,h264,4832,191417,b2d81573a52aca5cfcd9752148c746d15faabe9be769a1a2fb6d0757e989c948,READABLE,,2026-09-11T02:32:22Z
g385_0104,DF774VFj7xs_s2698:005436,DF774VFj7xs_s2698,DF774VFj7xs,ncaa_basketball,ncaa_basketball,2698,130.897,2698,2829,95306302,4df00056d72a725460e612d7ab208ff3c787bb12d82831c41fa95e9aaa468346,1920,1080,7853,355770000/5935429,h264,5436,155596,813fa48332c64eae0d153fec5586f36250b99e41fdf88376d01720c1700e22ad,READABLE,,2026-09-11T02:32:22Z
g385_0342,DF774VFj7xs_s2698:006040,DF774VFj7xs_s2698,DF774VFj7xs,ncaa_basketball,ncaa_basketball,2698,130.897,2698,2829,95306302,4df00056d72a725460e612d7ab208ff3c787bb12d82831c41fa95e9aaa468346,1920,1080,7853,355770000/5935429,h264,6040,153436,1c41da1c8d4a448e5670f28642d3beb02c492a7daad42a092c1c909e53e6cba5,READABLE,,2026-09-11T02:32:22Z
g385_0174,DF774VFj7xs_s2698:006644,DF774VFj7xs_s2698,DF774VFj7xs,ncaa_basketball,ncaa_basketball,2698,130.897,2698,2829,95306302,4df00056d72a725460e612d7ab208ff3c787bb12d82831c41fa95e9aaa468346,1920,1080,7853,355770000/5935429,h264,6644,193820,d802d301f92994006b88402bad4a1e3149782a67e46b37a4aca999b9599d6f5c,READABLE,,2026-09-11T02:32:22Z
g385_0323,DF774VFj7xs_s2698:007248,DF774VFj7xs_s2698,DF774VFj7xs,ncaa_basketball,ncaa_basketball,2698,130.897,2698,2829,95306302,4df00056d72a725460e612d7ab208ff3c787bb12d82831c41fa95e9aaa468346,1920,1080,7853,355770000/5935429,h264,7248,112391,56177aad72abac54d7a603c9594731701c0a25213edd469cf17dc4742d9155fb,READABLE,,2026-09-11T02:32:22Z
g385_0280,Fu__lY_KbYU_s5138:000308,Fu__lY_KbYU_s5138,Fu__lY_KbYU,ncaa_basketball,ncaa_basketball,5138,133.600,5138,5272,58562668,25e9d93698f9545b720070ce043b3637bb96e415e02dba16234a220aa74c1d39,1920,1080,4016,30000/1001,h264,308,105839,22644a96283f0ceddc2b226e0b92f7b750d41b8cd0b1c1bf15c9c4376b1ca2c6,READABLE,,2026-09-11T02:33:28Z
g385_0206,Fu__lY_KbYU_s5138:000617,Fu__lY_KbYU_s5138,Fu__lY_KbYU,ncaa_basketball,ncaa_basketball,5138,133.600,5138,5272,58562668,25e9d93698f9545b720070ce043b3637bb96e415e02dba16234a220aa74c1d39,1920,1080,4016,30000/1001,h264,617,132905,9cf99f1f883400aa900ce948b6a8001cad23ec3ad5e03cc05ec968dab92addb6,READABLE,,2026-09-11T02:33:28Z
g385_0142,Fu__lY_KbYU_s5138:000926,Fu__lY_KbYU_s5138,Fu__lY_KbYU,ncaa_basketball,ncaa_basketball,5138,133.600,5138,5272,58562668,25e9d93698f9545b720070ce043b3637bb96e415e02dba16234a220aa74c1d39,1920,1080,4016,30000/1001,h264,926,136631,e9f0716f907194138d825be3604d7e4b0fc3f4a0d68530522adc242b6495a738,READABLE,,2026-09-11T02:33:28Z
g385_0145,Fu__lY_KbYU_s5138:001235,Fu__lY_KbYU_s5138,Fu__lY_KbYU,ncaa_basketball,ncaa_basketball,5138,133.600,5138,5272,58562668,25e9d93698f9545b720070ce043b3637bb96e415e02dba16234a220aa74c1d39,1920,1080,4016,30000/1001,h264,1235,137748,a226a8c72f78a1b4d2f9f308ac64f217cf2ef918e720523981d498693e38ff9b,READABLE,,2026-09-11T02:33:28Z
g385_0172,Fu__lY_KbYU_s5138:001544,Fu__lY_KbYU_s5138,Fu__lY_KbYU,ncaa_basketball,ncaa_basketball,5138,133.600,5138,5272,58562668,25e9d93698f9545b720070ce043b3637bb96e415e02dba16234a220aa74c1d39,1920,1080,4016,30000/1001,h264,1544,137634,687b50a55464a6a3914924c7e508a3502ba086e0ff28b29f7d7ce51c8b86c034,READABLE,,2026-09-11T02:33:28Z
g385_0146,Fu__lY_KbYU_s5138:001853,Fu__lY_KbYU_s5138,Fu__lY_KbYU,ncaa_basketball,ncaa_basketball,5138,133.600,5138,5272,58562668,25e9d93698f9545b720070ce043b3637bb96e415e02dba16234a220aa74c1d39,1920,1080,4016,30000/1001,h264,1853,176706,e40e819a9154361767b335536114c5d827439970a45c516cfc78dda493f5e893,READABLE,,2026-09-11T02:33:28Z
g385_0096,Fu__lY_KbYU_s5138:002161,Fu__lY_KbYU_s5138,Fu__lY_KbYU,ncaa_basketball,ncaa_basketball,5138,133.600,5138,5272,58562668,25e9d93698f9545b720070ce043b3637bb96e415e02dba16234a220aa74c1d39,1920,1080,4016,30000/1001,h264,2161,110524,c783995b00bee87e19c7807e80fb213d35494abd751e2ac12d90f2a7898df0f5,READABLE,,2026-09-11T02:33:28Z
g385_0170,Fu__lY_KbYU_s5138:002470,Fu__lY_KbYU_s5138,Fu__lY_KbYU,ncaa_basketball,ncaa_basketball,5138,133.600,5138,5272,58562668,25e9d93698f9545b720070ce043b3637bb96e415e02dba16234a220aa74c1d39,1920,1080,4016,30000/1001,h264,2470,115677,cdc54a29a169f43ab4d1c4d1073aa7f55888ca1e0450c70bdfaac43328153c6e,READABLE,,2026-09-11T02:33:28Z
g385_0016,Fu__lY_KbYU_s5138:002779,Fu__lY_KbYU_s5138,Fu__lY_KbYU,ncaa_basketball,ncaa_basketball,5138,133.600,5138,5272,58562668,25e9d93698f9545b720070ce043b3637bb96e415e02dba16234a220aa74c1d39,1920,1080,4016,30000/1001,h264,2779,115792,02e9a90901718a2c120dafa2b7d754f48e7e82412f5bfdffbcd6ce7f82876e3f,READABLE,,2026-09-11T02:33:28Z
g385_0225,Fu__lY_KbYU_s5138:003088,Fu__lY_KbYU_s5138,Fu__lY_KbYU,ncaa_basketball,ncaa_basketball,5138,133.600,5138,5272,58562668,25e9d93698f9545b720070ce043b3637bb96e415e02dba16234a220aa74c1d39,1920,1080,4016,30000/1001,h264,3088,117367,4a5602480030063fc56f86ca820f36d4ed3cb5b29ddcd774631becb50a368988,READABLE,,2026-09-11T02:33:28Z
g385_0171,Fu__lY_KbYU_s5138:003397,Fu__lY_KbYU_s5138,Fu__lY_KbYU,ncaa_basketball,ncaa_basketball,5138,133.600,5138,5272,58562668,25e9d93698f9545b720070ce043b3637bb96e415e02dba16234a220aa74c1d39,1920,1080,4016,30000/1001,h264,3397,127159,b571faf16e8564c94023def84e1d3dec6513175a5838020146ff0908554d3aa2,READABLE,,2026-09-11T02:33:28Z
g385_0002,Fu__lY_KbYU_s5138:003706,Fu__lY_KbYU_s5138,Fu__lY_KbYU,ncaa_basketball,ncaa_basketball,5138,133.600,5138,5272,58562668,25e9d93698f9545b720070ce043b3637bb96e415e02dba16234a220aa74c1d39,1920,1080,4016,30000/1001,h264,3706,126562,d285f12c551ec82ff69cbb0658deb586db8cd4ff95c19fc902714201058caef6,READABLE,,2026-09-11T02:33:28Z
g385_0143,IwF-L57_Mes_s155:000302,IwF-L57_Mes_s155,IwF-L57_Mes,wnba,wnba,155,130.500,155,286,57158833,1db1ec2099d8358e337e09f08a1851737babb5718a315303156cebad0e54b3a4,1920,1080,3931,30/1,h264,302,148334,2fd3e9378eb5e0d0c5d006cff42399cbaa823cc18c4c661a89fa0e0f057f1246,READABLE,,2026-09-11T02:39:33Z
g385_0078,IwF-L57_Mes_s155:000604,IwF-L57_Mes_s155,IwF-L57_Mes,wnba,wnba,155,130.500,155,286,57158833,1db1ec2099d8358e337e09f08a1851737babb5718a315303156cebad0e54b3a4,1920,1080,3931,30/1,h264,604,111043,641a9fd4e3ca54be9cc069f55397e1a10fc4538fb23fa743dfa87284d6f1b9b5,READABLE,,2026-09-11T02:39:33Z
g385_0152,IwF-L57_Mes_s155:000906,IwF-L57_Mes_s155,IwF-L57_Mes,wnba,wnba,155,130.500,155,286,57158833,1db1ec2099d8358e337e09f08a1851737babb5718a315303156cebad0e54b3a4,1920,1080,3931,30/1,h264,906,99442,c4193592715259eb8b358848b0f34f0983390cda71a86537bdc134e25b34d1f6,READABLE,,2026-09-11T02:39:33Z
g385_0287,IwF-L57_Mes_s155:001209,IwF-L57_Mes_s155,IwF-L57_Mes,wnba,wnba,155,130.500,155,286,57158833,1db1ec2099d8358e337e09f08a1851737babb5718a315303156cebad0e54b3a4,1920,1080,3931,30/1,h264,1209,130175,058690c98f8fc578115a69e93c86a109957787e97bc5b7aa91c727445fbee312,READABLE,,2026-09-11T02:39:33Z
g385_0210,IwF-L57_Mes_s155:001511,IwF-L57_Mes_s155,IwF-L57_Mes,wnba,wnba,155,130.500,155,286,57158833,1db1ec2099d8358e337e09f08a1851737babb5718a315303156cebad0e54b3a4,1920,1080,3931,30/1,h264,1511,157092,80dc45c41afeee85e3ff2b1c371a9449ed5ce074cc58a5f5599faaabf740957e,READABLE,,2026-09-11T02:39:33Z
g385_0317,IwF-L57_Mes_s155:001813,IwF-L57_Mes_s155,IwF-L57_Mes,wnba,wnba,155,130.500,155,286,57158833,1db1ec2099d8358e337e09f08a1851737babb5718a315303156cebad0e54b3a4,1920,1080,3931,30/1,h264,1813,75084,aa1450090bf4f9abf6afb770d731bd5c3ec6028908e8a24a93b5be606889939b,READABLE,,2026-09-11T02:39:33Z
g385_0238,IwF-L57_Mes_s155:002116,IwF-L57_Mes_s155,IwF-L57_Mes,wnba,wnba,155,130.500,155,286,57158833,1db1ec2099d8358e337e09f08a1851737babb5718a315303156cebad0e54b3a4,1920,1080,3931,30/1,h264,2116,100229,173e7c39f6cc918c936280d2124da52f3064c0003dbae9db72721db9951cc143,READABLE,,2026-09-11T02:39:33Z
g385_0302,IwF-L57_Mes_s155:002418,IwF-L57_Mes_s155,IwF-L57_Mes,wnba,wnba,155,130.500,155,286,57158833,1db1ec2099d8358e337e09f08a1851737babb5718a315303156cebad0e54b3a4,1920,1080,3931,30/1,h264,2418,147514,72f253ed4ed66d1ffde1797ff72ae24c95dd6382af5eb021671c9928139cb951,READABLE,,2026-09-11T02:39:33Z
g385_0352,IwF-L57_Mes_s155:002720,IwF-L57_Mes_s155,IwF-L57_Mes,wnba,wnba,155,130.500,155,286,57158833,1db1ec2099d8358e337e09f08a1851737babb5718a315303156cebad0e54b3a4,1920,1080,3931,30/1,h264,2720,156779,01f50caf6d1946d59ed826511b06cb6dd58dec9563f82039b0f8ea28a061feb7,READABLE,,2026-09-11T02:39:33Z
g385_0121,IwF-L57_Mes_s155:003023,IwF-L57_Mes_s155,IwF-L57_Mes,wnba,wnba,155,130.500,155,286,57158833,1db1ec2099d8358e337e09f08a1851737babb5718a315303156cebad0e54b3a4,1920,1080,3931,30/1,h264,3023,164133,d56ba43bba6608787141e5abaacd3ac443af04600ecfc2853ca0fdc28c034cce,READABLE,,2026-09-11T02:39:33Z
g385_0166,IwF-L57_Mes_s155:003325,IwF-L57_Mes_s155,IwF-L57_Mes,wnba,wnba,155,130.500,155,286,57158833,1db1ec2099d8358e337e09f08a1851737babb5718a315303156cebad0e54b3a4,1920,1080,3931,30/1,h264,3325,122662,038f8c9cd5747d420eeea1500905eb3d0f5d8d4bdc0f0c8bf877fbee63b2e602,READABLE,,2026-09-11T02:39:33Z
g385_0056,IwF-L57_Mes_s155:003627,IwF-L57_Mes_s155,IwF-L57_Mes,wnba,wnba,155,130.500,155,286,57158833,1db1ec2099d8358e337e09f08a1851737babb5718a315303156cebad0e54b3a4,1920,1080,3931,30/1,h264,3627,131442,681cf741f2d7cf9e91ae078ac2bb56972ce3b6abad25a0312077dde38687a140,READABLE,,2026-09-11T02:39:33Z
g385_0045,IwF-L57_Mes_s4253:000290,IwF-L57_Mes_s4253,IwF-L57_Mes,wnba,wnba,4253,130.133,4253,4384,53570350,1a1dd293571cbfb6ee611c6ab391a163856febfd9111307450137941eb57a310,1920,1080,3781,30/1,h264,290,122469,fa12b2dd2ef31dfe6aae205d95c8b6685d002ae452eb936bdafd579f4b3d6f0f,READABLE,,2026-09-11T02:40:04Z
g385_0340,IwF-L57_Mes_s4253:000581,IwF-L57_Mes_s4253,IwF-L57_Mes,wnba,wnba,4253,130.133,4253,4384,53570350,1a1dd293571cbfb6ee611c6ab391a163856febfd9111307450137941eb57a310,1920,1080,3781,30/1,h264,581,137092,866d83e43f34afe904deb2a2b80b0de09811517e5cd3d45e6ffaef58fd307c80,READABLE,,2026-09-11T02:40:04Z
g385_0192,IwF-L57_Mes_s4253:000872,IwF-L57_Mes_s4253,IwF-L57_Mes,wnba,wnba,4253,130.133,4253,4384,53570350,1a1dd293571cbfb6ee611c6ab391a163856febfd9111307450137941eb57a310,1920,1080,3781,30/1,h264,872,149120,ad70b784068fdfe8d85691962c710172d016d7186052f560bb6facab613506e8,READABLE,,2026-09-11T02:40:04Z
g385_0252,IwF-L57_Mes_s4253:001163,IwF-L57_Mes_s4253,IwF-L57_Mes,wnba,wnba,4253,130.133,4253,4384,53570350,1a1dd293571cbfb6ee611c6ab391a163856febfd9111307450137941eb57a310,1920,1080,3781,30/1,h264,1163,132159,4413315e7ce93c47d49088fd0ff1b40ac4a0397d63ead66bd03de725c865509a,READABLE,,2026-09-11T02:40:04Z
g385_0101,IwF-L57_Mes_s4253:001453,IwF-L57_Mes_s4253,IwF-L57_Mes,wnba,wnba,4253,130.133,4253,4384,53570350,1a1dd293571cbfb6ee611c6ab391a163856febfd9111307450137941eb57a310,1920,1080,3781,30/1,h264,1453,138504,8b128f7a1dd89b6dd89f894489739c8c9696378f12f77236f502a08d4eefae85,READABLE,,2026-09-11T02:40:04Z
g385_0184,IwF-L57_Mes_s4253:001744,IwF-L57_Mes_s4253,IwF-L57_Mes,wnba,wnba,4253,130.133,4253,4384,53570350,1a1dd293571cbfb6ee611c6ab391a163856febfd9111307450137941eb57a310,1920,1080,3781,30/1,h264,1744,122884,71cef9f81b71feb5bd17233797d9c22a6d22b46e4622d0de145a8b6e053a0e55,READABLE,,2026-09-11T02:40:04Z
g385_0229,IwF-L57_Mes_s4253:002035,IwF-L57_Mes_s4253,IwF-L57_Mes,wnba,wnba,4253,130.133,4253,4384,53570350,1a1dd293571cbfb6ee611c6ab391a163856febfd9111307450137941eb57a310,1920,1080,3781,30/1,h264,2035,123525,a962b922255a82444f99a113d364e35350d81de99ef2859dcc93732b36e54fa0,READABLE,,2026-09-11T02:40:04Z
g385_0124,IwF-L57_Mes_s4253:002326,IwF-L57_Mes_s4253,IwF-L57_Mes,wnba,wnba,4253,130.133,4253,4384,53570350,1a1dd293571cbfb6ee611c6ab391a163856febfd9111307450137941eb57a310,1920,1080,3781,30/1,h264,2326,74255,e1ff56a2ae1a15567d7a89bde2568f682a3436b2ba6e85ad6db854b795359850,READABLE,,2026-09-11T02:40:04Z
g385_0013,IwF-L57_Mes_s4253:002616,IwF-L57_Mes_s4253,IwF-L57_Mes,wnba,wnba,4253,130.133,4253,4384,53570350,1a1dd293571cbfb6ee611c6ab391a163856febfd9111307450137941eb57a310,1920,1080,3781,30/1,h264,2616,128008,f8195534822260f1ac1cbf70fad44630acb58105d8cc173d7830e31c58acab09,READABLE,,2026-09-11T02:40:04Z
g385_0107,IwF-L57_Mes_s4253:002907,IwF-L57_Mes_s4253,IwF-L57_Mes,wnba,wnba,4253,130.133,4253,4384,53570350,1a1dd293571cbfb6ee611c6ab391a163856febfd9111307450137941eb57a310,1920,1080,3781,30/1,h264,2907,142996,28904ff8b8bcccb472df6b606fc0027cc54ef72d427523c76c49a0dbc50fc8ff,READABLE,,2026-09-11T02:40:04Z
g385_0092,IwF-L57_Mes_s4253:003198,IwF-L57_Mes_s4253,IwF-L57_Mes,wnba,wnba,4253,130.133,4253,4384,53570350,1a1dd293571cbfb6ee611c6ab391a163856febfd9111307450137941eb57a310,1920,1080,3781,30/1,h264,3198,169241,dd207d80b969c7502ae4e7105dd1f1076cae928709f7206fb1498cc18baa06ef,READABLE,,2026-09-11T02:40:04Z
g385_0039,IwF-L57_Mes_s4253:003489,IwF-L57_Mes_s4253,IwF-L57_Mes,wnba,wnba,4253,130.133,4253,4384,53570350,1a1dd293571cbfb6ee611c6ab391a163856febfd9111307450137941eb57a310,1920,1080,3781,30/1,h264,3489,83469,86af9fc365f7ca0978fe1742a3fff9670b861c0ca9615185b6fd6513abd0a5ae,READABLE,,2026-09-11T02:40:04Z
g385_0083,J6RT3BHHvPU_s2614:000315,J6RT3BHHvPU_s2614,J6RT3BHHvPU,nba,nba,2614,136.436,2614,2751,67530297,cd59f0656a0f94484148f4cbcc9d3979a233e5ca6e38eae65d6530b534380eac,1920,1080,4107,30000/1001,h264,315,155274,496938b4dc936d03e2189892b489fedf84f7d789ae47ef3c61726402e4d60fb1,READABLE,,2026-09-11T02:19:58Z
g385_0154,J6RT3BHHvPU_s2614:000631,J6RT3BHHvPU_s2614,J6RT3BHHvPU,nba,nba,2614,136.436,2614,2751,67530297,cd59f0656a0f94484148f4cbcc9d3979a233e5ca6e38eae65d6530b534380eac,1920,1080,4107,30000/1001,h264,631,173961,5b4a308ab60101408019a61472cbf5982970a6dd33459df9fe4b3df63850adca,READABLE,,2026-09-11T02:19:58Z
g385_0162,J6RT3BHHvPU_s2614:000947,J6RT3BHHvPU_s2614,J6RT3BHHvPU,nba,nba,2614,136.436,2614,2751,67530297,cd59f0656a0f94484148f4cbcc9d3979a233e5ca6e38eae65d6530b534380eac,1920,1080,4107,30000/1001,h264,947,114365,f78e4d9eb90d1075d7042b8746b9ede6fa497b6cc105750c71a845a80baa947b,READABLE,,2026-09-11T02:19:58Z
g385_0346,J6RT3BHHvPU_s2614:001263,J6RT3BHHvPU_s2614,J6RT3BHHvPU,nba,nba,2614,136.436,2614,2751,67530297,cd59f0656a0f94484148f4cbcc9d3979a233e5ca6e38eae65d6530b534380eac,1920,1080,4107,30000/1001,h264,1263,102003,6dd05f85fac924605889b2a813b578ee50f4ef8445f869d3104a90de29c2a187,READABLE,,2026-09-11T02:19:58Z
g385_0219,J6RT3BHHvPU_s2614:001579,J6RT3BHHvPU_s2614,J6RT3BHHvPU,nba,nba,2614,136.436,2614,2751,67530297,cd59f0656a0f94484148f4cbcc9d3979a233e5ca6e38eae65d6530b534380eac,1920,1080,4107,30000/1001,h264,1579,95938,7d2f56ed794785ac0f5bbbfc6259d268f1a52cbb307f533c743488d1cb7e7dd5,READABLE,,2026-09-11T02:19:58Z
g385_0004,J6RT3BHHvPU_s2614:001895,J6RT3BHHvPU_s2614,J6RT3BHHvPU,nba,nba,2614,136.436,2614,2751,67530297,cd59f0656a0f94484148f4cbcc9d3979a233e5ca6e38eae65d6530b534380eac,1920,1080,4107,30000/1001,h264,1895,102170,19aee0881d7f01e80d5769286ab1353a358f4ae179d6bd0d1c9c7437325dc12b,READABLE,,2026-09-11T02:19:58Z
g385_0321,J6RT3BHHvPU_s2614:002210,J6RT3BHHvPU_s2614,J6RT3BHHvPU,nba,nba,2614,136.436,2614,2751,67530297,cd59f0656a0f94484148f4cbcc9d3979a233e5ca6e38eae65d6530b534380eac,1920,1080,4107,30000/1001,h264,2210,108185,0d5ff2ab2a9cd6fa9f3e81434ba6e55c53efb419bd395acfd1de1b59847cc3f0,READABLE,,2026-09-11T02:19:58Z
g385_0251,J6RT3BHHvPU_s2614:002526,J6RT3BHHvPU_s2614,J6RT3BHHvPU,nba,nba,2614,136.436,2614,2751,67530297,cd59f0656a0f94484148f4cbcc9d3979a233e5ca6e38eae65d6530b534380eac,1920,1080,4107,30000/1001,h264,2526,180630,7a800bbcbd82165a85f6e30884b01a208d9197b9f6d45bdf0fa73b739c5cc8bb,READABLE,,2026-09-11T02:19:58Z
g385_0284,J6RT3BHHvPU_s2614:002842,J6RT3BHHvPU_s2614,J6RT3BHHvPU,nba,nba,2614,136.436,2614,2751,67530297,cd59f0656a0f94484148f4cbcc9d3979a233e5ca6e38eae65d6530b534380eac,1920,1080,4107,30000/1001,h264,2842,166302,13aaddb3aed3238ddce211299cae2c90f3ebd002cc4b2954f2eaf4c2d9d90456,READABLE,,2026-09-11T02:19:58Z
g385_0151,J6RT3BHHvPU_s2614:003158,J6RT3BHHvPU_s2614,J6RT3BHHvPU,nba,nba,2614,136.436,2614,2751,67530297,cd59f0656a0f94484148f4cbcc9d3979a233e5ca6e38eae65d6530b534380eac,1920,1080,4107,30000/1001,h264,3158,188946,3dbba340f706980016ac593f91aee264630711047d353b6b3ad53cdef391fc6c,READABLE,,2026-09-11T02:19:58Z
g385_0049,J6RT3BHHvPU_s2614:003474,J6RT3BHHvPU_s2614,J6RT3BHHvPU,nba,nba,2614,136.436,2614,2751,67530297,cd59f0656a0f94484148f4cbcc9d3979a233e5ca6e38eae65d6530b534380eac,1920,1080,4107,30000/1001,h264,3474,159968,492b5c11991a11a1aa762c88cd81765fdecabe5312f46ad905f7589bb865e913,READABLE,,2026-09-11T02:19:58Z
g385_0333,J6RT3BHHvPU_s2614:003790,J6RT3BHHvPU_s2614,J6RT3BHHvPU,nba,nba,2614,136.436,2614,2751,67530297,cd59f0656a0f94484148f4cbcc9d3979a233e5ca6e38eae65d6530b534380eac,1920,1080,4107,30000/1001,h264,3790,181698,526586966c0f54eac5beeb766a3a64c84d629013189244149650d21c2106440e,READABLE,,2026-09-11T02:19:58Z
