game_id,prefix,sport,status,video_id,offset_s,source_duration,source_resolution,finished_at,eligible,ineligible_reason
7DT_8xZwDRU_s90,nba,nba,tracked,7DT_8xZwDRU,90,131.765,1920x1080,1789079692,1,
7WBKNCu3NLU_s308,wnba,wnba,tracked,7WBKNCu3NLU,308,134.501,1920x1080,1788880531,1,
7WBKNCu3NLU_s526,wnba,wnba,tracked,7WBKNCu3NLU,526,134.534,1920x1080,1788889041,1,
7WBKNCu3NLU_s90,wnba,wnba,tracked,7WBKNCu3NLU,90,137.137,1920x1080,1788889315,1,
850xnW8BoAU_s1358,ncaa_basketball,ncaa_basketball,tracked,850xnW8BoAU,1358,131.698,1920x1080,1788878354,1,
850xnW8BoAU_s2626,ncaa_basketball,ncaa_basketball,tracked,850xnW8BoAU,2626,133.433,1920x1080,1788878229,1,
850xnW8BoAU_s3894,ncaa_basketball,ncaa_basketball,tracked,850xnW8BoAU,3894,130.163,1920x1080,1788878001,1,
850xnW8BoAU_s5162,ncaa_basketball,ncaa_basketball,tracked,850xnW8BoAU,5162,131.898,1920x1080,1788878977,1,
850xnW8BoAU_s90,ncaa_basketball,ncaa_basketball,tracked,850xnW8BoAU,90,134.968,1920x1080,1788878416,1,
8kHt2bFTK6g_s1255,wnba,wnba,tracked,8kHt2bFTK6g,1255,131.267,1920x1080,1788873555,1,
8kHt2bFTK6g_s2420,wnba,wnba,tracked,8kHt2bFTK6g,2420,135.600,1920x1080,1788873825,1,
8kHt2bFTK6g_s3585,wnba,wnba,tracked,8kHt2bFTK6g,3585,136.267,1920x1080,1788873763,1,
8kHt2bFTK6g_s90,wnba,wnba,tracked,8kHt2bFTK6g,90,131.300,1920x1080,1788873534,1,
9F5q5jCbrMI_s1270,ncaa_basketball,ncaa_basketball,tracked,9F5q5jCbrMI,1270,132.265,1920x1080,1788869944,1,
9F5q5jCbrMI_s1335,ncaa_basketball,ncaa_basketball,tracked,9F5q5jCbrMI,1335,132.599,1920x1080,1789063361,1,
9F5q5jCbrMI_s155,ncaa_basketball,ncaa_basketball,tracked,9F5q5jCbrMI,155,132.099,1920x1080,1789063361,1,
9F5q5jCbrMI_s2450,ncaa_basketball,ncaa_basketball,tracked,9F5q5jCbrMI,2450,136.453,1920x1080,1788870047,1,
9F5q5jCbrMI_s2515,ncaa_basketball,ncaa_basketball,tracked,9F5q5jCbrMI,2515,130.747,1920x1080,1789063381,1,
9F5q5jCbrMI_s3630,ncaa_basketball,ncaa_basketball,tracked,9F5q5jCbrMI,3630,132.933,1920x1080,1788870110,1,
9F5q5jCbrMI_s3695,ncaa_basketball,ncaa_basketball,tracked,9F5q5jCbrMI,3695,135.369,1920x1080,1789063562,1,
9F5q5jCbrMI_s4810,ncaa_basketball,ncaa_basketball,tracked,9F5q5jCbrMI,4810,132.316,1920x1080,1788870258,1,
9F5q5jCbrMI_s4875,ncaa_basketball,ncaa_basketball,tracked,9F5q5jCbrMI,4875,130.931,1920x1080,1789063582,1,
9F5q5jCbrMI_s90,ncaa_basketball,ncaa_basketball,tracked,9F5q5jCbrMI,90,132.933,1920x1080,1788870279,1,
9sq-YMlIo9Q_s1218,ncaa_basketball,ncaa_basketball,tracked,9sq-YMlIo9Q,1218,134.835,1920x1080,1788887058,1,
9sq-YMlIo9Q_s2346,ncaa_basketball,ncaa_basketball,tracked,9sq-YMlIo9Q,2346,131.698,1920x1080,1788887874,1,
9sq-YMlIo9Q_s3474,ncaa_basketball,ncaa_basketball,tracked,9sq-YMlIo9Q,3474,132.099,1920x1080,1788887704,1,
9sq-YMlIo9Q_s4602,ncaa_basketball,ncaa_basketball,tracked,9sq-YMlIo9Q,4602,130.430,1920x1080,1788887364,1,
9sq-YMlIo9Q_s5730,ncaa_basketball,ncaa_basketball,tracked,9sq-YMlIo9Q,5730,132.366,1920x1080,1788887704,1,
9sq-YMlIo9Q_s90,ncaa_basketball,ncaa_basketball,tracked,9sq-YMlIo9Q,90,130.931,1920x1080,1788887471,1,
Cm4PtLhM1pQ_s1149,nba,nba,tracked,Cm4PtLhM1pQ,1149,130.831,1920x1080,1789081300,1,
Cm4PtLhM1pQ_s2208,nba,nba,tracked,Cm4PtLhM1pQ,2208,132.466,1920x1080,1789081341,1,
Cm4PtLhM1pQ_s3267,nba,nba,tracked,Cm4PtLhM1pQ,3267,133.767,1920x1080,1789081361,1,
Cm4PtLhM1pQ_s4326,nba,nba,tracked,Cm4PtLhM1pQ,4326,132.366,1920x1080,1789081402,1,
Cm4PtLhM1pQ_s5385,nba,nba,tracked,Cm4PtLhM1pQ,5385,130.497,1920x1080,1789081523,1,
Cm4PtLhM1pQ_s90,nba,nba,tracked,Cm4PtLhM1pQ,90,130.797,1920x1080,1789081625,1,
DF774VFj7xs_s1394,ncaa_basketball,ncaa_basketball,tracked,DF774VFj7xs,1394,132.199,1920x1080,1789082820,1,
DF774VFj7xs_s2698,ncaa_basketball,ncaa_basketball,tracked,DF774VFj7xs,2698,130.897,1920x1080,1789082800,1,
DF774VFj7xs_s4002,ncaa_basketball,ncaa_basketball,tracked,DF774VFj7xs,4002,133.867,1920x1080,1789082921,1,
DF774VFj7xs_s90,ncaa_basketball,ncaa_basketball,tracked,DF774VFj7xs,90,134.835,1920x1080,1789082921,1,
E-5WuXXdGSA_s1391,nba,nba,tracked,E-5WuXXdGSA,1391,130.343,1920x1080,1788891989,1,
E-5WuXXdGSA_s2692,nba,nba,tracked,E-5WuXXdGSA,2692,132.029,1920x1080,1788891906,1,
E-5WuXXdGSA_s3993,nba,nba,tracked,E-5WuXXdGSA,3993,133.715,1920x1080,1788891906,1,
E-5WuXXdGSA_s5294,nba,nba,tracked,E-5WuXXdGSA,5294,130.309,1920x1080,1788892051,1,
E-5WuXXdGSA_s6595,nba,nba,thin,E-5WuXXdGSA,6595,131.995,1920x1080,1788891636,1,
E-5WuXXdGSA_s90,nba,nba,tracked,E-5WuXXdGSA,90,133.748,1920x1080,1788892051,1,
EqseleqhpTk_s1395,ncaa_basketball,ncaa_basketball,tracked,EqseleqhpTk,1395,133.667,1920x1080,1788869155,1,
EqseleqhpTk_s1460,ncaa_basketball,ncaa_basketball,tracked,EqseleqhpTk,1460,133.600,1920x1080,1789067197,1,
EqseleqhpTk_s155,ncaa_basketball,ncaa_basketball,tracked,EqseleqhpTk,155,134.901,1920x1080,1789067421,1,
EqseleqhpTk_s2700,ncaa_basketball,ncaa_basketball,tracked,EqseleqhpTk,2700,132.366,1920x1080,1788868723,1,
EqseleqhpTk_s2765,ncaa_basketball,ncaa_basketball,tracked,EqseleqhpTk,2765,132.299,1920x1080,1789067461,1,
EqseleqhpTk_s4005,ncaa_basketball,ncaa_basketball,tracked,EqseleqhpTk,4005,131.064,1920x1080,1788869135,1,
EqseleqhpTk_s4070,ncaa_basketball,ncaa_basketball,tracked,EqseleqhpTk,4070,130.998,1920x1080,1789067441,1,
EqseleqhpTk_s5310,ncaa_basketball,ncaa_basketball,tracked,EqseleqhpTk,5310,134.735,1920x1080,1788869089,1,
EqseleqhpTk_s5375,ncaa_basketball,ncaa_basketball,tracked,EqseleqhpTk,5375,130.197,1920x1080,1789067584,1,
EqseleqhpTk_s90,ncaa_basketball,ncaa_basketball,tracked,EqseleqhpTk,90,134.968,1920x1080,1788869135,1,
Fu__lY_KbYU_s1352,ncaa_basketball,ncaa_basketball,tracked,Fu__lY_KbYU,1352,130.697,1920x1080,1789089012,1,
Fu__lY_KbYU_s2614,ncaa_basketball,ncaa_basketball,tracked,Fu__lY_KbYU,2614,136.470,1920x1080,1789089053,1,
Fu__lY_KbYU_s3876,ncaa_basketball,ncaa_basketball,tracked,Fu__lY_KbYU,3876,135.168,1920x1080,1789089013,1,
Fu__lY_KbYU_s5138,ncaa_basketball,ncaa_basketball,tracked,Fu__lY_KbYU,5138,133.600,1920x1080,1789089074,1,
Fu__lY_KbYU_s90,ncaa_basketball,ncaa_basketball,tracked,Fu__lY_KbYU,90,134.968,1920x1080,1789089074,1,
G8bPOW37Sp0_s155,wnba,wnba,tracked,G8bPOW37Sp0,155,131.064,1920x1080,1789070217,1,
G8bPOW37Sp0_s320,wnba,wnba,tracked,G8bPOW37Sp0,320,130.597,1920x1080,1788860275,1,
G8bPOW37Sp0_s385,wnba,wnba,tracked,G8bPOW37Sp0,385,130.764,1920x1080,1789070439,1,
G8bPOW37Sp0_s550,wnba,wnba,tracked,G8bPOW37Sp0,550,133.233,1920x1080,1788860074,1,
G8bPOW37Sp0_s615,wnba,wnba,tracked,G8bPOW37Sp0,615,129.663,1920x1080,1789070762,1,
G8bPOW37Sp0_s90,wnba,wnba,tracked,G8bPOW37Sp0,90,132.132,1920x1080,1788859993,1,
GNjSxoeDT-E_s1167,ncaa_basketball,ncaa_basketball,tracked,GNjSxoeDT-E,1167,130.897,1920x1080,1788867724,1,
GNjSxoeDT-E_s1232,ncaa_basketball,ncaa_basketball,tracked,GNjSxoeDT-E,1232,130.831,1920x1080,1789067075,1,
GNjSxoeDT-E_s155,ncaa_basketball,ncaa_basketball,tracked,GNjSxoeDT-E,155,134.901,1920x1080,1789067136,1,
GNjSxoeDT-E_s2244,ncaa_basketball,ncaa_basketball,tracked,GNjSxoeDT-E,2244,131.798,1920x1080,1788867846,1,
GNjSxoeDT-E_s2309,ncaa_basketball,ncaa_basketball,tracked,GNjSxoeDT-E,2309,131.732,1920x1080,1789067157,1,
GNjSxoeDT-E_s3321,ncaa_basketball,ncaa_basketball,tracked,GNjSxoeDT-E,3321,132.733,1920x1080,1788868327,1,
GNjSxoeDT-E_s3386,ncaa_basketball,ncaa_basketball,tracked,GNjSxoeDT-E,3386,132.666,1920x1080,1789067177,1,
GNjSxoeDT-E_s4398,ncaa_basketball,ncaa_basketball,tracked,GNjSxoeDT-E,4398,133.667,1920x1080,1788868348,1,
GNjSxoeDT-E_s4463,ncaa_basketball,ncaa_basketball,tracked,GNjSxoeDT-E,4463,133.600,1920x1080,1789067544,1,
GNjSxoeDT-E_s5475,ncaa_basketball,ncaa_basketball,tracked,GNjSxoeDT-E,5475,134.601,1920x1080,1788868514,1,
GNjSxoeDT-E_s5540,ncaa_basketball,ncaa_basketball,tracked,GNjSxoeDT-E,5540,132.933,1920x1080,1789067523,1,
GNjSxoeDT-E_s90,ncaa_basketball,ncaa_basketball,tracked,GNjSxoeDT-E,90,134.968,1920x1080,1788868431,1,
GtwFiAa1gXI_s1314,ncaa_basketball,ncaa_basketball,tracked,GtwFiAa1gXI,1314,132.733,1920x1080,1789089395,1,
GtwFiAa1gXI_s2538,ncaa_basketball,ncaa_basketball,tracked,GtwFiAa1gXI,2538,135.369,1920x1080,1789089375,1,
GtwFiAa1gXI_s3762,ncaa_basketball,ncaa_basketball,tracked,GtwFiAa1gXI,3762,134.601,1920x1080,1789089395,1,
GtwFiAa1gXI_s4986,ncaa_basketball,ncaa_basketball,tracked,GtwFiAa1gXI,4986,134.601,1920x1080,1789089476,1,
GtwFiAa1gXI_s90,ncaa_basketball,ncaa_basketball,tracked,GtwFiAa1gXI,90,132.165,1920x1080,1789089436,1,
H7AMXVGkPhE_s1346,wnba,wnba,tracked,H7AMXVGkPhE,1346,135.667,1920x1080,1789081969,1,
H7AMXVGkPhE_s2602,wnba,wnba,tracked,H7AMXVGkPhE,2602,133.500,1920x1080,1789082010,1,
H7AMXVGkPhE_s3858,wnba,wnba,tracked,H7AMXVGkPhE,3858,132.833,1920x1080,1789081969,1,
H7AMXVGkPhE_s90,wnba,wnba,tracked,H7AMXVGkPhE,90,133.767,1920x1080,1789082051,1,
HUSo3PzP7lo_s155,nba,nba,tracked,HUSo3PzP7lo,155,130.864,1920x1080,1789063864,1,
HUSo3PzP7lo_s231,nba,nba,tracked,HUSo3PzP7lo,231,135.302,1920x1080,1788853425,1,
HUSo3PzP7lo_s246,nba,nba,tracked,HUSo3PzP7lo,246,133.784,1920x1080,1789059171,1,
HUSo3PzP7lo_s311,nba,nba,tracked,HUSo3PzP7lo,311,132.716,1920x1080,1789063884,1,
HUSo3PzP7lo_s402,nba,nba,tracked,HUSo3PzP7lo,402,130.130,1920x1080,1788853884,1,
HUSo3PzP7lo_s467,nba,nba,tracked,HUSo3PzP7lo,467,130.564,1920x1080,1789063944,1,
HUSo3PzP7lo_s60,nba,nba,tracked,HUSo3PzP7lo,60,134.968,1920x1080,1788853969,1,
HUSo3PzP7lo_s90,nba,nba,tracked,HUSo3PzP7lo,90,131.932,1920x1080,1789059331,1,
Hm7V4jOxlUI_s1271,nba,nba,thin,Hm7V4jOxlUI,1271,130.230,1920x1080,1788867601,1,
Hm7V4jOxlUI_s2452,nba,nba,thin,Hm7V4jOxlUI,2452,131.448,1920x1080,1788867621,1,
Hm7V4jOxlUI_s3633,nba,nba,thin,Hm7V4jOxlUI,3633,133.567,1920x1080,1788867642,1,
Hm7V4jOxlUI_s90,nba,nba,tracked,Hm7V4jOxlUI,90,130.464,1920x1080,1788868431,1,
IwF-L57_Mes_s1456,wnba,wnba,tracked,IwF-L57_Mes,1456,131.967,1920x1080,1789082376,1,
IwF-L57_Mes_s1521,wnba,wnba,tracked,IwF-L57_Mes,1521,134.467,1920x1080,1789084635,1,
IwF-L57_Mes_s155,wnba,wnba,tracked,IwF-L57_Mes,155,130.500,1920x1080,1789084696,1,
IwF-L57_Mes_s2822,wnba,wnba,tracked,IwF-L57_Mes,2822,132.667,1920x1080,1789082397,1,
IwF-L57_Mes_s2887,wnba,wnba,tracked,IwF-L57_Mes,2887,130.933,1920x1080,1789084716,1,
IwF-L57_Mes_s4188,wnba,wnba,tracked,IwF-L57_Mes,4188,135.933,1920x1080,1789082417,1,
IwF-L57_Mes_s4253,wnba,wnba,tracked,IwF-L57_Mes,4253,130.133,1920x1080,1789084676,1,
IwF-L57_Mes_s90,wnba,wnba,tracked,IwF-L57_Mes,90,134.233,1920x1080,1789082478,1,
J6RT3BHHvPU_s1352,nba,nba,tracked,J6RT3BHHvPU,1352,130.330,1920x1080,1789078960,1,
J6RT3BHHvPU_s2614,nba,nba,tracked,J6RT3BHHvPU,2614,136.436,1920x1080,1789078940,1,
J6RT3BHHvPU_s3876,nba,nba,tracked,J6RT3BHHvPU,3876,135.202,1920x1080,1789078980,1,
J6RT3BHHvPU_s5138,nba,nba,tracked,J6RT3BHHvPU,5138,131.832,1920x1080,1789078919,1,
J6RT3BHHvPU_s90,nba,nba,tracked,J6RT3BHHvPU,90,133.467,1920x1080,1789078960,1,
KO5gQVMZlrw_s12702,nba,nba,tracked,KO5gQVMZlrw,12702,132.632,1920x1080,1789078572,1,
KO5gQVMZlrw_s15855,nba,nba,tracked,KO5gQVMZlrw,15855,131.915,1920x1080,1789078593,1,
KO5gQVMZlrw_s3243,nba,nba,tracked,KO5gQVMZlrw,3243,136.086,1920x1080,1789078613,1,
KO5gQVMZlrw_s6396,nba,nba,tracked,KO5gQVMZlrw,6396,130.931,1920x1080,1789078572,1,
KO5gQVMZlrw_s90,nba,nba,tracked,KO5gQVMZlrw,90,130.163,1920x1080,1789078552,1,
KO5gQVMZlrw_s9549,nba,nba,tracked,KO5gQVMZlrw,9549,135.686,1920x1080,1789078572,1,
LPDnemFoqVk_s1162,nba,nba,tracked,LPDnemFoqVk,1162,135.535,1920x1080,1789079814,1,
LPDnemFoqVk_s2234,nba,nba,tracked,LPDnemFoqVk,2234,136.603,1920x1080,1789079773,1,
LPDnemFoqVk_s3306,nba,nba,tracked,LPDnemFoqVk,3306,135.369,1920x1080,1789079834,1,
LPDnemFoqVk_s4378,nba,nba,tracked,LPDnemFoqVk,4378,131.832,1920x1080,1789079936,1,
LPDnemFoqVk_s5450,nba,nba,thin,LPDnemFoqVk,5450,132.799,1920x1080,1789079448,1,
LPDnemFoqVk_s90,nba,nba,tracked,LPDnemFoqVk,90,130.697,1920x1080,1789079936,1,
N-eE7ZwTuno_s1065,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,1065,132.466,1920x1080,1788853531,1,
N-eE7ZwTuno_s1308,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,1308,136.470,1920x1080,1789053696,1,
N-eE7ZwTuno_s1373,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,1373,136.169,1920x1080,1789064246,1,
N-eE7ZwTuno_s1390,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,1390,130.097,1920x1080,1788854611,1,
N-eE7ZwTuno_s155,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,155,131.298,1920x1080,1789064327,1,
N-eE7ZwTuno_s1715,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,1715,134.601,1920x1080,1788854052,1,
N-eE7ZwTuno_s2040,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,2040,135.202,1920x1080,1788853593,1,
N-eE7ZwTuno_s2365,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,2365,134.901,1920x1080,1788854734,1,
N-eE7ZwTuno_s2526,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,2526,130.764,1920x1080,1789053716,1,
N-eE7ZwTuno_s2591,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,2591,130.697,1920x1080,1789064287,1,
N-eE7ZwTuno_s2690,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,2690,134.468,1920x1080,1788855160,1,
N-eE7ZwTuno_s3015,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,3015,131.031,1920x1080,1788854815,1,
N-eE7ZwTuno_s3340,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,3340,132.733,1920x1080,1788854835,1,
N-eE7ZwTuno_s3665,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,3665,134.034,1920x1080,1788855792,1,
N-eE7ZwTuno_s3744,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,3744,132.532,1920x1080,1789053716,1,
N-eE7ZwTuno_s3809,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,3809,132.532,1920x1080,1789064307,1,
N-eE7ZwTuno_s3990,ncaa_basketball,ncaa_basketball,thin,N-eE7ZwTuno,3990,131.732,1920x1080,1788855260,1,
N-eE7ZwTuno_s415,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,415,133.100,1920x1080,1788855018,1,
N-eE7ZwTuno_s4315,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,4315,135.602,1920x1080,1788855382,1,
N-eE7ZwTuno_s4640,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,4640,130.097,1920x1080,1788855771,1,
N-eE7ZwTuno_s4962,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,4962,135.035,1920x1080,1789053757,1,
N-eE7ZwTuno_s4965,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,4965,131.098,1920x1080,1788855484,1,
N-eE7ZwTuno_s5027,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,5027,133.000,1920x1080,1789064549,1,
N-eE7ZwTuno_s740,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,740,135.869,1920x1080,1788855321,1,
N-eE7ZwTuno_s90,ncaa_basketball,ncaa_basketball,tracked,N-eE7ZwTuno,90,136.036,1920x1080,1788855771,1,
NNJTTtwp7KE_s498,nba,nba,tracked,NNJTTtwp7KE,498,130.864,1920x1080,1788855998,1,
NNJTTtwp7KE_s90,nba,nba,tracked,NNJTTtwp7KE,90,132.933,1920x1080,1788856725,1,
NNJTTtwp7KE_s906,nba,nba,tracked,NNJTTtwp7KE,906,133.684,1920x1080,1788857046,1,
QCoM_-z6OT4_s1498,wnba,wnba,tracked,QCoM_-z6OT4,1498,136.503,1920x1080,1789082113,1,
QCoM_-z6OT4_s2906,wnba,wnba,tracked,QCoM_-z6OT4,2906,132.666,1920x1080,1789082072,1,
QCoM_-z6OT4_s4314,wnba,wnba,tracked,QCoM_-z6OT4,4314,135.869,1920x1080,1789082113,1,
QCoM_-z6OT4_s90,wnba,wnba,tracked,QCoM_-z6OT4,90,130.864,1920x1080,1789082093,1,
QXFM3hlaDAk_s1375,ncaa_basketball,ncaa_basketball,tracked,QXFM3hlaDAk,1375,134.367,1920x1080,1788871778,1,
QXFM3hlaDAk_s1440,ncaa_basketball,ncaa_basketball,tracked,QXFM3hlaDAk,1440,135.367,1920x1080,1789070197,1,
QXFM3hlaDAk_s155,ncaa_basketball,ncaa_basketball,tracked,QXFM3hlaDAk,155,130.367,1920x1080,1789070094,1,
QXFM3hlaDAk_s2660,ncaa_basketball,ncaa_basketball,tracked,QXFM3hlaDAk,2660,134.033,1920x1080,1788872090,1,
QXFM3hlaDAk_s2725,ncaa_basketball,ncaa_basketball,tracked,QXFM3hlaDAk,2725,135.033,1920x1080,1789070155,1,
QXFM3hlaDAk_s3945,ncaa_basketball,ncaa_basketball,tracked,QXFM3hlaDAk,3945,133.700,1920x1080,1788872049,1,
QXFM3hlaDAk_s4010,ncaa_basketball,ncaa_basketball,tracked,QXFM3hlaDAk,4010,134.700,1920x1080,1789070197,1,
QXFM3hlaDAk_s5230,ncaa_basketball,ncaa_basketball,tracked,QXFM3hlaDAk,5230,133.367,1920x1080,1788872507,1,
QXFM3hlaDAk_s5295,ncaa_basketball,ncaa_basketball,tracked,QXFM3hlaDAk,5295,129.033,1920x1080,1789070176,1,
QXFM3hlaDAk_s90,ncaa_basketball,ncaa_basketball,tracked,QXFM3hlaDAk,90,134.700,1920x1080,1788872049,1,
RIrGQJ_jsGQ_s1410,nba,nba,tracked,RIrGQJ_jsGQ,1410,132.033,1920x1080,1788866596,1,
RIrGQJ_jsGQ_s1475,nba,nba,tracked,RIrGQJ_jsGQ,1475,133.033,1920x1080,1789069384,1,
RIrGQJ_jsGQ_s155,nba,nba,tracked,RIrGQJ_jsGQ,155,130.367,1920x1080,1789069302,1,
RIrGQJ_jsGQ_s2730,nba,nba,tracked,RIrGQJ_jsGQ,2730,134.700,1920x1080,1788866554,1,
RIrGQJ_jsGQ_s2795,nba,nba,tracked,RIrGQJ_jsGQ,2795,130.367,1920x1080,1789069364,1,
RIrGQJ_jsGQ_s4050,nba,nba,tracked,RIrGQJ_jsGQ,4050,132.033,1920x1080,1788866721,1,
RIrGQJ_jsGQ_s4115,nba,nba,tracked,RIrGQJ_jsGQ,4115,133.033,1920x1080,1789069364,1,
RIrGQJ_jsGQ_s5370,nba,nba,tracked,RIrGQJ_jsGQ,5370,134.700,1920x1080,1788866679,1,
RIrGQJ_jsGQ_s5435,nba,nba,tracked,RIrGQJ_jsGQ,5435,130.367,1920x1080,1789069364,1,
RIrGQJ_jsGQ_s6690,nba,nba,thin,RIrGQJ_jsGQ,6690,132.033,1920x1080,1788866074,1,
RIrGQJ_jsGQ_s90,nba,nba,tracked,RIrGQJ_jsGQ,90,134.700,1920x1080,1788866721,1,
RWO5tGSbLDI_s1508,nba,nba,tracked,RWO5tGSbLDI,1508,131.715,1920x1080,1789080385,1,
RWO5tGSbLDI_s2926,nba,nba,tracked,RWO5tGSbLDI,2926,134.701,1920x1080,1789080632,1,
RWO5tGSbLDI_s4344,nba,nba,tracked,RWO5tGSbLDI,4344,132.616,1920x1080,1789080550,1,
RWO5tGSbLDI_s5762,nba,nba,tracked,RWO5tGSbLDI,5762,130.530,1920x1080,1789080632,1,
RWO5tGSbLDI_s90,nba,nba,tracked,RWO5tGSbLDI,90,133.800,1920x1080,1789080793,1,
UHJ90jJmCYw_s1199,ncaa_basketball,ncaa_basketball,tracked,UHJ90jJmCYw,1199,132.632,1920x1080,1788901929,1,
UHJ90jJmCYw_s2308,ncaa_basketball,ncaa_basketball,tracked,UHJ90jJmCYw,2308,133.734,1920x1080,1788902388,1,
UHJ90jJmCYw_s3417,ncaa_basketball,ncaa_basketball,tracked,UHJ90jJmCYw,3417,133.633,1920x1080,1788902410,1,
UHJ90jJmCYw_s4526,ncaa_basketball,ncaa_basketball,tracked,UHJ90jJmCYw,4526,130.530,1920x1080,1788903184,1,
UHJ90jJmCYw_s5635,ncaa_basketball,ncaa_basketball,tracked,UHJ90jJmCYw,5635,134.434,1920x1080,1788902830,1,
UHJ90jJmCYw_s90,ncaa_basketball,ncaa_basketball,tracked,UHJ90jJmCYw,90,134.468,1920x1080,1788902115,1,
UPco-jzOoEg_s1443,ncaa_basketball,ncaa_basketball,tracked,UPco-jzOoEg,1443,132.083,1920x1080,1788910946,1,
UPco-jzOoEg_s2796,ncaa_basketball,ncaa_basketball,tracked,UPco-jzOoEg,2796,133.017,1920x1080,1788910860,1,
UzaYBYy3GZg_s1378,ncaa_basketball,ncaa_basketball,tracked,UzaYBYy3GZg,1378,131.665,1920x1080,1788872007,1,
UzaYBYy3GZg_s1443,ncaa_basketball,ncaa_basketball,tracked,UzaYBYy3GZg,1443,131.598,1920x1080,1789069791,1,
UzaYBYy3GZg_s155,ncaa_basketball,ncaa_basketball,tracked,UzaYBYy3GZg,155,134.901,1920x1080,1789069729,1,
UzaYBYy3GZg_s2666,ncaa_basketball,ncaa_basketball,tracked,UzaYBYy3GZg,2666,133.400,1920x1080,1788871882,1,
UzaYBYy3GZg_s2731,ncaa_basketball,ncaa_basketball,tracked,UzaYBYy3GZg,2731,133.333,1920x1080,1789069750,1,
UzaYBYy3GZg_s3954,ncaa_basketball,ncaa_basketball,tracked,UzaYBYy3GZg,3954,135.102,1920x1080,1788871488,1,
UzaYBYy3GZg_s4019,ncaa_basketball,ncaa_basketball,tracked,UzaYBYy3GZg,4019,135.035,1920x1080,1789069771,1,
UzaYBYy3GZg_s5242,ncaa_basketball,ncaa_basketball,tracked,UzaYBYy3GZg,5242,131.832,1920x1080,1788872362,1,
UzaYBYy3GZg_s5307,ncaa_basketball,ncaa_basketball,tracked,UzaYBYy3GZg,5307,127.661,1920x1080,1789070013,1,
UzaYBYy3GZg_s90,ncaa_basketball,ncaa_basketball,tracked,UzaYBYy3GZg,90,134.968,1920x1080,1788872466,1,
VEUJpELt_yA_s1212,ncaa_basketball,ncaa_basketball,tracked,VEUJpELt_yA,1212,131.531,1920x1080,1788892694,1,
VEUJpELt_yA_s2334,ncaa_basketball,ncaa_basketball,tracked,VEUJpELt_yA,2334,134.368,1920x1080,1788893007,1,
VEUJpELt_yA_s3456,ncaa_basketball,ncaa_basketball,tracked,VEUJpELt_yA,3456,133.600,1920x1080,1788892673,1,
VEUJpELt_yA_s4578,ncaa_basketball,ncaa_basketball,tracked,VEUJpELt_yA,4578,131.465,1920x1080,1788893241,1,
VEUJpELt_yA_s5700,ncaa_basketball,ncaa_basketball,tracked,VEUJpELt_yA,5700,130.530,1920x1080,1788893262,1,
VEUJpELt_yA_s90,ncaa_basketball,ncaa_basketball,tracked,VEUJpELt_yA,90,134.868,1920x1080,1788893111,1,
Vm0FqeGo-8g_s1317,ncaa_basketball,ncaa_basketball,tracked,Vm0FqeGo-8g,1317,130.731,1920x1080,1788878477,1,
Vm0FqeGo-8g_s2544,ncaa_basketball,ncaa_basketball,tracked,Vm0FqeGo-8g,2544,131.498,1920x1080,1788878498,1,
Vm0FqeGo-8g_s3771,ncaa_basketball,ncaa_basketball,tracked,Vm0FqeGo-8g,3771,132.299,1920x1080,1788879289,1,
Vm0FqeGo-8g_s4998,ncaa_basketball,ncaa_basketball,tracked,Vm0FqeGo-8g,4998,133.066,1920x1080,1788878663,1,
Vm0FqeGo-8g_s90,ncaa_basketball,ncaa_basketball,tracked,Vm0FqeGo-8g,90,134.968,1920x1080,1788878872,1,
WeheQidCPXI_s1389,ncaa_basketball,ncaa_basketball,tracked,WeheQidCPXI,1389,132.666,1920x1080,1788871509,1,
WeheQidCPXI_s1454,ncaa_basketball,ncaa_basketball,tracked,WeheQidCPXI,1454,132.599,1920x1080,1789069282,1,
