window_id,record_type,stage,n,share_per_mille,detail,ball_x_min,ball_x_max,ball_y_min,ball_y_max,player_x_min,player_x_max,player_y_min,player_y_max,source_height
0022500093,stage,frames,000060,1000,full_frame_denominator,,,,,,,,,720
0022500093,stage,any_ball_row,000010,0167,full_frame_denominator,,,,,,,,,720
0022500093,stage,detected_ball,000010,0167,full_frame_denominator,,,,,,,,,720
0022500093,stage,player_rows,000010,0167,full_frame_denominator,,,,,,,,,720
0022500093,stage,player_within_radius,000001,0017,full_frame_denominator,,,,,,,,,720
0022500093,stage,prerequisite_available,000000,0000,full_frame_denominator,,,,,,,,,720
0022500093,stage,motion_agreement,000000,0000,full_frame_denominator,,,,,,,,,720
0022500093,stage,accepted_ownership,000000,0000,full_frame_denominator,,,,,,,,,720
0022500093,coordinate,detected_ball_vs_player_px,000010,,image_px_ranges,234.000,1544.000,227.000,548.000,-216.188,1397.269,-407.138,676.303,720
0022500093,age,detected_ball_age_frames,000010,0167,age=0,,,,,,,,,720
