window_id,record_type,stage,n,share_per_mille,detail,ball_x_min,ball_x_max,ball_y_min,ball_y_max,player_x_min,player_x_max,player_y_min,player_y_max,source_height
0022500906,stage,frames,000060,1000,full_frame_denominator,,,,,,,,,720
0022500906,stage,any_ball_row,000020,0333,full_frame_denominator,,,,,,,,,720
0022500906,stage,detected_ball,000020,0333,full_frame_denominator,,,,,,,,,720
0022500906,stage,player_rows,000019,0317,full_frame_denominator,,,,,,,,,720
0022500906,stage,player_within_radius,000000,0000,full_frame_denominator,,,,,,,,,720
0022500906,stage,prerequisite_available,000000,0000,full_frame_denominator,,,,,,,,,720
0022500906,stage,motion_agreement,000000,0000,full_frame_denominator,,,,,,,,,720
0022500906,stage,accepted_ownership,000000,0000,full_frame_denominator,,,,,,,,,720
0022500906,coordinate,detected_ball_vs_player_px,000021,,image_px_ranges,3288.000,3324.000,658.000,678.000,-326.886,1007.679,136.000,343.867,720
0022500906,age,detected_ball_age_frames,000020,0333,age=0,,,,,,,,,720
